"district_2001","round_id","outcome_id","estimate","std_error","relative_se","cv","n_households","n_fsu","n_sample_person_equiv","sum_person_weight","kish_effective_n","status","reason","uncertainty_requested","sample_support_ok","analysis_eligible","precision_ok","preferred_eligible","support_reason"
"pc2001__23__32","nss_2009_10_type1","mean_log_real_mpce",7.37479963339263,0.214710479375711,0.029114076320598,NA,156,20,755,1416604.965,60.4130487572948,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__33","nss_2009_10_type1","mean_log_real_mpce",6.80495497902322,0.0684991324482428,0.0100660669555341,NA,96,12,566,945586.35,35.0128213061421,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__34","nss_2009_10_type1","mean_log_real_mpce",6.85825574230516,0.082981181740338,0.0120994586463827,NA,96,12,496,1080651.015,33.7460537957769,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__35","nss_2009_10_type1","mean_log_real_mpce",6.44280937665283,0.111218123962567,0.01726236451533,NA,96,12,490,1296281.46,32.0333381807809,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__36","nss_2009_10_type1","mean_log_real_mpce",6.94434921795665,0.147971612137678,0.0213082043390119,NA,64,8,360,553218.55,20.905007400366,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__37","nss_2009_10_type1","mean_log_real_mpce",6.93473335455312,0.0332294211089328,0.00479173739061149,NA,95,12,466,1098350.805,30.0961119802477,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__38","nss_2009_10_type1","mean_log_real_mpce",6.61051243485164,0.0831967406760142,0.0125855206379143,NA,96,12,463,1091375.61,21.9279706922763,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__39","nss_2009_10_type1","mean_log_real_mpce",6.95007001306346,0.160090025799943,0.0230343040428421,NA,121,16,562,1812918.39,33.1385479934669,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__40","nss_2009_10_type1","mean_log_real_mpce",6.5860598602177,0.0600989561409319,0.00912517611689994,NA,96,12,431,764579.815,26.823392338285,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__41","nss_2009_10_type1","mean_log_real_mpce",6.53668117515864,0.0861548611252032,0.0131802146711113,NA,64,8,273,581974.85,11.8488276363264,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__23__42","nss_2009_10_type1","mean_log_real_mpce",6.60927083422478,0.136209918430488,0.0206089176623164,NA,96,12,422,1045210.205,35.1866849289755,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__43","nss_2009_10_type1","mean_log_real_mpce",6.79456969008965,0.305640551012919,0.0449830622031469,NA,159,20,766,2176079.53,25.4429187804565,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__44","nss_2009_10_type1","mean_log_real_mpce",6.96466967186009,0.0939809340830945,0.013493954273641,NA,96,12,524,1477476.635,33.2440939213081,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__23__45","nss_2009_10_type1","mean_log_real_mpce",6.45786950303053,0.0717397044267115,0.0111088810935318,NA,128,16,591,1735134.8,31.994519342632,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__01","nss_2009_10_type1","mean_log_real_mpce",6.90973880052711,0.0907699288679784,0.0131365210014963,NA,95,12,480,1602078.375,26.7927499624503,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__02","nss_2009_10_type1","mean_log_real_mpce",6.83699955255541,0.072939092536556,0.0106682897923102,NA,127,16,600,1988040.275,51.3472812756289,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__03","nss_2009_10_type1","mean_log_real_mpce",6.67198570118887,0.0811855548631122,0.0121681248280622,NA,96,12,459,1114560.485,26.0718641493651,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__04","nss_2009_10_type1","mean_log_real_mpce",6.91872344578463,0.0869558036884985,0.0125681860779503,NA,95,12,402,1465135.685,39.111436142014,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__05","nss_2009_10_type1","mean_log_real_mpce",7.11239900103564,0.116499740521749,0.0163798094714295,NA,121,16,564,2162439.28,22.941813295573,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__06","nss_2009_10_type1","mean_log_real_mpce",6.99154775490339,0.0984718077851428,0.0140844075213648,NA,96,12,479,2254603.545,24.663804235702,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__07","nss_2009_10_type1","mean_log_real_mpce",7.34488768936365,0.0682364380191799,0.00929033103092851,NA,382,48,1754,6792525.865,147.972589623999,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__08","nss_2009_10_type1","mean_log_real_mpce",6.95391126088567,0.0857135923057277,0.0123259542853026,NA,96,12,450,1714745.035,30.1530556359928,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__09","nss_2009_10_type1","mean_log_real_mpce",7.21088051676215,0.0675152388828565,0.00936296735550021,NA,224,28,1047,3147346.845,63.8600872387585,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__10","nss_2009_10_type1","mean_log_real_mpce",7.1674820578939,0.0428776822752648,0.00598225177669493,NA,160,20,737,1491078.26,53.1842988941248,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__11","nss_2009_10_type1","mean_log_real_mpce",7.14514351516759,0.0903768321381605,0.0126487077476205,NA,64,8,265,531060.775,30.4636592578384,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__12","nss_2009_10_type1","mean_log_real_mpce",7.10704201194754,0.0440561838610566,0.00619894799932158,NA,160,20,759,2397953.755,51.0418646362819,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__13","nss_2009_10_type1","mean_log_real_mpce",7.001302269479,0.0726011578453321,0.0103696648210469,NA,96,12,504,1440519.535,25.7157509473484,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__14","nss_2009_10_type1","mean_log_real_mpce",7.05762980017649,0.0903165872788425,0.0127970139885467,NA,160,20,827,2627942.765,52.8763029262402,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__15","nss_2009_10_type1","mean_log_real_mpce",6.9895993071376,0.0606488487546542,0.00867701367268953,NA,125,16,529,1702531.62,22.7293300504879,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__16","nss_2009_10_type1","mean_log_real_mpce",6.78670521856084,0.0606098783668674,0.00893067790849476,NA,93,12,467,2146692.26,18.7203023833285,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__24__17","nss_2009_10_type1","mean_log_real_mpce",6.80945999507637,0.101071402089464,0.0148427925507374,NA,128,16,702,2369935.795,20.7886458949916,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__18","nss_2009_10_type1","mean_log_real_mpce",6.73514872879943,0.0573475176125775,0.00851466239600027,NA,96,12,508,1679123.495,15.1439504768713,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__24__19","nss_2009_10_type1","mean_log_real_mpce",6.89107362936628,0.0613726211078283,0.00890610439080046,NA,254,32,1222,4176994.545,54.7784444977288,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__20","nss_2009_10_type1","mean_log_real_mpce",6.94950713339769,0.0982170455948123,0.0141329512596374,NA,96,12,484,611461.355,16.7877490105682,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__24__21","nss_2009_10_type1","mean_log_real_mpce",7.27067073388271,0.104352988665696,0.0143525944833936,NA,96,12,462,1815042.25,31.0735045444758,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__22","nss_2009_10_type1","mean_log_real_mpce",7.18478433544466,0.0954036008137749,0.0132785615210635,NA,340,44,1552,6008446.475,85.3830862925376,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__23","nss_2009_10_type1","mean_log_real_mpce",6.66080443600499,0.058388717368247,0.00876601586628586,NA,32,4,185,253905.475,9.30337412803344,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__24__24","nss_2009_10_type1","mean_log_real_mpce",6.88484944175604,0.0893276727380541,0.0129745281278468,NA,96,12,406,1109643,39.0933997306819,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__24__25","nss_2009_10_type1","mean_log_real_mpce",6.9298076779573,0.0693166769991027,0.0100026840888512,NA,96,12,399,1327295.04,26.8083991315992,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__25__01","nss_2009_10_type1","mean_log_real_mpce",6.99618965462756,0.112026433986383,0.0160124924446958,NA,32,4,129,31297.07,16.5291978703078,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"thin_household_sample;low_kish_effective_n"
"pc2001__25__02","nss_2009_10_type1","mean_log_real_mpce",7.18048531529677,0.116599967710541,0.0162384522202344,NA,96,12,459,139859.37,40.327074374545,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__26__01","nss_2009_10_type1","mean_log_real_mpce",6.83219234714646,0.0492557954501688,0.00720936896203472,NA,192,24,1006,275334.775,46.0746656190129,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__01","nss_2009_10_type1","mean_log_real_mpce",6.66706865080291,0.079487137917579,0.0119223517981934,NA,128,16,642,1542655.01,32.6737155547695,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__02","nss_2009_10_type1","mean_log_real_mpce",6.7905585121817,0.0698503461891531,0.0102863919166365,NA,159,20,729,1784551.3,35.3192698809012,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__03","nss_2009_10_type1","mean_log_real_mpce",6.88413576675504,0.0505602829097545,0.00734446336080716,NA,288,36,1365,3467321.135,84.444303870786,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__04","nss_2009_10_type1","mean_log_real_mpce",6.8274226918828,0.0904489561940516,0.0132478916680503,NA,192,24,993,2327294.02,39.1148387318913,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__05","nss_2009_10_type1","mean_log_real_mpce",6.9694774569014,0.104281503210487,0.0149625999732913,NA,128,16,622,1278649.635,32.0433439801223,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__06","nss_2009_10_type1","mean_log_real_mpce",6.85569408130986,0.135662032869503,0.0197882273130226,NA,96,12,427,939552.985,22.7647269798188,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__07","nss_2009_10_type1","mean_log_real_mpce",6.68610758610768,0.0886974135693115,0.0132659267633692,NA,224,28,1017,2357094.985,52.9704174359605,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__08","nss_2009_10_type1","mean_log_real_mpce",6.99539247254453,0.0926900824274684,0.0132501618445652,NA,128,16,531,1022077.98,30.7588421568209,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__09","nss_2009_10_type1","mean_log_real_mpce",7.19570917099949,0.0686012517892895,0.00953363319153722,NA,349,44,1555,4160222.575,98.529191756076,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__10","nss_2009_10_type1","mean_log_real_mpce",6.66556403212217,0.0546381732413916,0.008197081744033,NA,96,12,398,1246917.595,23.5386045865889,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__11","nss_2009_10_type1","mean_log_real_mpce",6.72661318297939,0.0356480302174449,0.00529955108874797,NA,128,16,566,1209567.1,63.6339759057097,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__12","nss_2009_10_type1","mean_log_real_mpce",6.59099797026667,0.0469116572021768,0.00711753476693587,NA,96,12,405,1053989.485,21.6327159407579,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__13","nss_2009_10_type1","mean_log_real_mpce",6.81871150188132,0.0982115049277611,0.0144032351127723,NA,160,20,693,2509620.685,23.5834270991956,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__14","nss_2009_10_type1","mean_log_real_mpce",6.76382007658233,0.0492797171521579,0.00728578179108784,NA,224,28,1077,2494790.865,60.6188026034657,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__15","nss_2009_10_type1","mean_log_real_mpce",6.68795018630246,0.0585711458050422,0.00875771262845248,NA,224,28,1141,2761247.47,72.3047148778093,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__16","nss_2009_10_type1","mean_log_real_mpce",6.57068918350649,0.0874450290837154,0.0133083496481947,NA,96,12,474,1165326.98,21.305160072866,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__17","nss_2009_10_type1","mean_log_real_mpce",6.66614356097568,0.0564801231972256,0.00847268329591134,NA,128,16,701,1537702.38,26.953022613763,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__18","nss_2009_10_type1","mean_log_real_mpce",6.92008883058906,0.102326166337964,0.0147868284415149,NA,160,20,771,1504507.755,26.4017334064781,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__19","nss_2009_10_type1","mean_log_real_mpce",7.11406350205019,0.0700802644326513,0.00985094726979243,NA,224,28,1073,3665080.72,74.7928619056524,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__20","nss_2009_10_type1","mean_log_real_mpce",7.05642043068082,0.045522938812946,0.00645127926547793,NA,384,48,1971,4117289.475,114.243502820973,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__21","nss_2009_10_type1","mean_log_real_mpce",7.4081513823658,0.0583487159060737,0.00787628557982302,NA,721,92,3022,9829780.82499999,289.318008961778,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__22","nss_2009_10_type1","mean_log_real_mpce",7.63474623058776,0.0749349065335533,0.0098149832712625,NA,766,98,2901,10356396.595,313.615162032527,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__24","nss_2009_10_type1","mean_log_real_mpce",7.31619199510522,0.104111584571382,0.0142302969415013,NA,183,24,734,2159216.025,61.9690421235554,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__25","nss_2009_10_type1","mean_log_real_mpce",7.31099287512179,0.0561816188599046,0.00768454022860318,NA,604,76,2444,7631053.82999999,181.218049081692,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__26","nss_2009_10_type1","mean_log_real_mpce",7.03391513064592,0.0412231224518148,0.00586062266691428,NA,287,36,1299,4256876.985,75.054922395378,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__27","nss_2009_10_type1","mean_log_real_mpce",7.10156960228796,0.0655601401900958,0.00923178168513252,NA,192,24,933,2373866.8,37.2090381311132,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__28","nss_2009_10_type1","mean_log_real_mpce",6.90803565138324,0.0458342816208572,0.00663492256466272,NA,192,24,989,2029531.26,54.8726096895908,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__29","nss_2009_10_type1","mean_log_real_mpce",6.89098346705612,0.0565960171929309,0.00821305369015914,NA,128,16,625,1435131.455,39.4139349904517,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__30","nss_2009_10_type1","mean_log_real_mpce",6.96608083181677,0.0664874944845557,0.00954446209996326,NA,320,40,1666,4009339.255,93.4164859044282,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__31","nss_2009_10_type1","mean_log_real_mpce",7.03112341952965,0.053134654017696,0.00755706461788299,NA,223,28,1001,2855887,49.9987196034095,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__32","nss_2009_10_type1","mean_log_real_mpce",6.96410464777502,0.0592604478931666,0.00850941375674185,NA,160,20,673,1510669.465,39.3526189872309,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__33","nss_2009_10_type1","mean_log_real_mpce",6.91872540657149,0.0835102875367898,0.0120701838314714,NA,96,12,390,847596.35,22.4922858021006,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__34","nss_2009_10_type1","mean_log_real_mpce",7.04529431880388,0.0459989714145757,0.00652903474760515,NA,287,36,1380,3122113.81,102.115949610093,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__27__35","nss_2009_10_type1","mean_log_real_mpce",7.12197316381121,0.0714793516340793,0.0100364533802635,NA,224,28,1021,2332648.04,77.1595826065518,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__01","nss_2009_10_type1","mean_log_real_mpce",6.95120553232375,0.104226667919804,0.0149940420312909,NA,224,28,991,2180902.11,33.3193363775106,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__02","nss_2009_10_type1","mean_log_real_mpce",7.03464229343726,0.105695953957293,0.0150250644664475,NA,192,24,811,2326784.22,40.0963083776903,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__03","nss_2009_10_type1","mean_log_real_mpce",7.00001808318892,0.0371554494093124,0.00530790763220227,NA,288,36,1096,3639727.515,79.4123265858741,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__04","nss_2009_10_type1","mean_log_real_mpce",6.92436668834655,0.0436107217021712,0.00629815312576765,NA,224,28,965,2651841.115,54.3138119376482,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__05","nss_2009_10_type1","mean_log_real_mpce",7.49560003749292,0.0688385018582663,0.00918385472996648,NA,504,64,2051,3751001.935,218.375028882579,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__06","nss_2009_10_type1","mean_log_real_mpce",7.35911712948564,0.053794727196296,0.0073099430610715,NA,412,52,1605,4706816.025,157.676164098879,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__07","nss_2009_10_type1","mean_log_real_mpce",6.70955455039932,0.0731416316393972,0.0109011158773639,NA,288,36,1214,3544258.275,44.1692623592385,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__08","nss_2009_10_type1","mean_log_real_mpce",7.01374988365188,0.0560751278286315,0.00799502816023354,NA,256,32,934,3085177.28,48.8938712775138,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__09","nss_2009_10_type1","mean_log_real_mpce",7.25677609631776,0.0807369925846632,0.0111257384151112,NA,288,36,1128,3632777.675,73.8119850524929,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__10","nss_2009_10_type1","mean_log_real_mpce",7.13533611905295,0.0453463073652772,0.00635517466993494,NA,224,28,780,2207060.57,61.9622849233622,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__11","nss_2009_10_type1","mean_log_real_mpce",7.13532848751568,0.0616895362431452,0.00864564768827115,NA,224,28,854,2900391.11,42.156683305152,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__12","nss_2009_10_type1","mean_log_real_mpce",6.88909150844229,0.0575691205005358,0.00835656202708112,NA,192,24,706,1894171.685,73.7518278470631,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__13","nss_2009_10_type1","mean_log_real_mpce",7.1170388685899,0.10203351230471,0.0143365118820724,NA,384,48,1395,3994501.78,145.391757248724,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__14","nss_2009_10_type1","mean_log_real_mpce",7.24774736378141,0.047403084063551,0.00654038857651615,NA,384,48,1431,4914236.47,93.1926593796108,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__15","nss_2009_10_type1","mean_log_real_mpce",7.24275413906735,0.043668798268591,0.0060293083860243,NA,320,40,1142,3872388.755,77.6887421672813,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__16","nss_2009_10_type1","mean_log_real_mpce",7.25903373242533,0.135478794808214,0.0186634750301607,NA,352,44,1248,4542226.865,88.6559011911173,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__17","nss_2009_10_type1","mean_log_real_mpce",7.10258943061939,0.0444684231183141,0.00626087479118671,NA,384,48,1375,4358678.68,116.85266733853,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__18","nss_2009_10_type1","mean_log_real_mpce",7.28264468954836,0.0837969424144379,0.0115063889543724,NA,256,32,900,2798092.35,80.8523120814261,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__19","nss_2009_10_type1","mean_log_real_mpce",7.33667661402195,0.0620659633764601,0.00845968367446356,NA,256,32,926,2703762.06,81.9432568367273,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__20","nss_2009_10_type1","mean_log_real_mpce",7.1240975534686,0.0684487401175276,0.00960805766678491,NA,256,32,1031,2630871.23,66.4802782791503,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__21","nss_2009_10_type1","mean_log_real_mpce",6.84799529775884,0.0406307939197029,0.00593323916752692,NA,312,39,1370,3310679.98,85.1605671231746,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__22","nss_2009_10_type1","mean_log_real_mpce",6.84761005549019,0.0452956493108009,0.0066148114369457,NA,320,40,1310,3419683.805,82.841925658883,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__28__23","nss_2009_10_type1","mean_log_real_mpce",6.91909941863407,0.050225300128002,0.00725893603909469,NA,352,44,1443,4224712.905,81.4743397018091,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__01","nss_2009_10_type1","mean_log_real_mpce",6.68292859851617,0.0546034035728083,0.00817058012335072,NA,191,24,803,4115863.23,19.3708007883739,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__29__02","nss_2009_10_type1","mean_log_real_mpce",6.6087686883,0.0522078248135749,0.00789978092379029,NA,128,16,633,1565195.185,28.7531187317106,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__03","nss_2009_10_type1","mean_log_real_mpce",6.73456491340362,0.0424185485912964,0.00629863237443475,NA,159,20,776,1448248.185,35.9437391184878,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__04","nss_2009_10_type1","mean_log_real_mpce",6.63459092068277,0.0837419349089445,0.0126220193392612,NA,191,24,980,3154293.16,41.2311995436565,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__05","nss_2009_10_type1","mean_log_real_mpce",6.65602197658902,0.0742146987660958,0.0111500080719578,NA,128,16,625,1445297.415,26.9272734694787,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__06","nss_2009_10_type1","mean_log_real_mpce",6.61531939498752,0.126312470278145,0.0190939337522921,NA,128,16,614,1802606.845,17.8558739812961,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__29__07","nss_2009_10_type1","mean_log_real_mpce",6.60349054668779,0.0754334006315777,0.0114232616974691,NA,96,12,446,966415.23,24.6118319025266,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__08","nss_2009_10_type1","mean_log_real_mpce",6.65871137108163,0.0767485400734908,0.0115260349632821,NA,128,16,547,749678.005,34.9511145826947,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__09","nss_2009_10_type1","mean_log_real_mpce",6.8385871234299,0.0692108038449709,0.0101206291001025,NA,159,20,758,1588217.48,62.1522605859677,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__10","nss_2009_10_type1","mean_log_real_mpce",7.15747567837209,0.100600447114249,0.0140552970956277,NA,128,16,489,1250498.425,24.0825764953085,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__11","nss_2009_10_type1","mean_log_real_mpce",6.87249014296369,0.0809400341037147,0.0117773954447332,NA,96,12,518,1720518.67,15.3096456775393,"estimated",NA,TRUE,FALSE,FALSE,NA,FALSE,"low_kish_effective_n"
"pc2001__29__12","nss_2009_10_type1","mean_log_real_mpce",6.68497895304616,0.0428725525091457,0.0064132666400707,NA,192,24,914,2131736.385,42.4181081757172,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__13","nss_2009_10_type1","mean_log_real_mpce",6.78609810137294,0.0484576889061748,0.00714072920584084,NA,96,12,472,1532240.92,21.6840976944649,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__14","nss_2009_10_type1","mean_log_real_mpce",6.70938754451015,0.0912665325385324,0.013602811274959,NA,128,16,578,1908265.68,35.3127924243034,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__15","nss_2009_10_type1","mean_log_real_mpce",6.97431374684819,0.033907267269984,0.00486173529048751,NA,128,16,540,1450306.16,36.9696414216668,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__16","nss_2009_10_type1","mean_log_real_mpce",7.33277671138084,0.088851220264049,0.0121169952067608,NA,96,12,428,991394.525,35.3882633857878,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__17","nss_2009_10_type1","mean_log_real_mpce",7.00312402998817,0.0460208104789231,0.00657146871622676,NA,88,11,353,837969.745,23.1769410203638,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__18","nss_2009_10_type1","mean_log_real_mpce",6.87279766641965,0.0697995631393446,0.0101559170700432,NA,160,20,698,2239161.665,30.3286707223545,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__19","nss_2009_10_type1","mean_log_real_mpce",7.20544141406857,0.0745954142304949,0.0103526501630903,NA,160,20,708,2600899.105,54.9513233191046,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__20","nss_2009_10_type1","mean_log_real_mpce",7.58698291641779,0.049961837113639,0.00658520490477506,NA,510,64,2051,9142321.08500001,153.351501793791,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
"pc2001__29__21","nss_2009_10_type1","mean_log_real_mpce",6.94075140148738,0.0499200583578534,0.00719231326267581,NA,158,20,672,1739409.65,54.4702830947902,"estimated",NA,TRUE,TRUE,TRUE,NA,TRUE,NA
