"target_unit_2001","n_source_districts","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","n_rural_people","n_urban_people","preferred_eligible","support_reason"
"pc2001__09__66",1,925,16,1630396.28,440.357990821259,737,188,TRUE,
"pc2001__09__67",1,1366,24,2849265.57000001,523.291042872426,731,635,TRUE,
"pc2001__09__68",1,757,12,1283226.515,394.361500238961,516,241,TRUE,
"pc2001__09__69",1,847,16,1903242.66500001,396.575077496729,630,217,TRUE,
"pc2001__09__70",1,546,12,1206993.155,250.820413285179,384,162,TRUE,
"pc2001__10__01",1,1695,32,3123631.30499998,992.582795397855,1517,178,TRUE,
"pc2001__10__02",1,2029,36,3954209.65,1141.32214652977,1809,220,TRUE,
"pc2001__10__03",1,454,12,379074.475000001,169.143475632591,303,151,TRUE,
"pc2001__10__04",1,1292,28,2268106.22,718.04406245189,1079,213,TRUE,
"pc2001__10__05",1,1690,36,3356467.43500001,1035.1356136702,1507,183,TRUE,
"pc2001__10__06",1,818,20,1182998.615,411.345930948841,661,157,TRUE,
"pc2001__10__07",1,1103,24,1759427.23000001,723.046119319981,906,197,TRUE,
"pc2001__10__08",1,665,16,1045974.04,343.923329990725,509,156,TRUE,
"pc2001__10__09",1,1128,24,2216989.865,621.173667757831,955,173,TRUE,
"pc2001__10__10",1,1034,24,1829281.19499999,589.609922099458,849,185,TRUE,
"pc2001__10__11",1,1048,20,1277568.00499999,516.4574085866,839,209,TRUE,
"pc2001__10__12",1,641,16,972638.134999997,340.620114892477,476,165,TRUE,
"pc2001__10__13",1,1615,32,3547443.54000001,976.678523334615,1402,213,TRUE,
"pc2001__10__14",1,1518,32,3506113.54500001,826.457628973383,1303,215,TRUE,
"pc2001__10__15",1,1280,24,1798501.00000001,644.073031479795,1066,214,TRUE,
"pc2001__10__16",1,1597,28,2645014.71500001,991.192857058493,1401,196,TRUE,
"pc2001__10__17",1,1889,32,2834621.02,1001.6695912474,1677,212,TRUE,
"pc2001__10__18",1,1412,28,2499198.72,732.952545427859,1218,194,TRUE,
"pc2001__10__19",1,1514,32,3216052.54999999,807.168084191923,1301,213,TRUE,
"pc2001__10__20",1,1118,24,2323623.67999999,565.733175971397,928,190,TRUE,
"pc2001__10__21",1,763,16,940772.390000001,387.179956977388,530,233,TRUE,
"pc2001__10__22",1,1236,24,2501387.19,740.116873271326,993,243,TRUE,
"pc2001__10__23",1,1047,20,1490511.795,635.334311778955,798,249,TRUE,
"pc2001__10__24",1,580,11,931844.160000001,306.197884220628,375,205,TRUE,
"pc2001__10__25",1,655,12,750956.929999999,369.108424460065,440,215,TRUE,
"pc2001__10__26",1,626,12,512563.17,352.439387449686,444,182,TRUE,
"pc2001__10__27",1,1243,24,2213558.77500001,764.184232244113,1028,215,TRUE,
"pc2001__10__28",1,2835,52,5068917.86999999,1271.79252036956,1615,1220,TRUE,
"pc2001__10__29",1,1393,24,2273655.01000002,746.931132152393,1161,232,TRUE,
"pc2001__10__30",1,947,16,1243743.14,508.225564037085,711,236,TRUE,
"pc2001__10__31",1,914,16,1355302.14499999,430.638391175956,712,202,TRUE,
"pc2001__10__32",1,1155,24,1985478,639.994882743651,1004,151,TRUE,
"pc2001__10__33",1,805,16,842325.509999998,416.869318059316,587,218,TRUE,
"pc2001__10__34",1,1293,24,1666075.085,715.825634259165,1088,205,TRUE,
"pc2001__10__35",1,1695,32,2958149.045,994.860952471687,1488,207,TRUE,
"pc2001__10__36",1,1158,20,1728119.535,593.391578190542,946,212,TRUE,
"pc2001__10__37",1,803,16,1301416.965,495.846373447835,637,166,TRUE,
"pc2001__11__01",1,580,16,36995.3,254.026963317954,464,116,TRUE,
"pc2001__11__02",1,1459,36,115963.155,721.505501409885,1342,117,TRUE,
"pc2001__11__03",1,1461,36,127632.054999999,765.420251918198,1330,131,TRUE,
"pc2001__11__04",1,2068,56,237490.859999999,961.247001964294,1762,306,TRUE,
"pc2001__12__01",1,339,8,31825.745,143.697398755162,195,144,TRUE,
"pc2001__12__02",1,515,12,72246.085,238.222519581293,394,121,TRUE,
"pc2001__12__03",1,407,8,48294.5049999999,262.44670249033,246,161,TRUE,
"pc2001__12__04",1,995,20,98734.6049999999,480.210846684073,411,584,TRUE,
"pc2001__12__05",1,574,12,93543.9600000002,437.584774773638,408,166,TRUE,
"pc2001__12__06",1,425,8,77251.4600000001,131.45096151919,214,211,TRUE,
"pc2001__12__07",1,634,12,123020.844999999,388.029643515026,438,196,TRUE,
"pc2001__12__08",1,657,12,78334.9099999997,398.330508920569,434,223,TRUE,
"pc2001__12__09",1,229,4,32078.3950000001,135.835646179614,229,0,FALSE,"too_few_psus"
"pc2001__12__10",1,378,8,55151.105,155.596119494823,233,145,TRUE,
"pc2001__12__11",1,703,15,139321.375,539.675994160035,536,167,TRUE,
"pc2001__12__12",1,572,12,120000.215,281.48528621399,402,170,TRUE,
"pc2001__12__13",1,709,12,104063.01,319.011442539027,508,201,TRUE,
"pc2001__13__01",1,963,20,72734.125,550.747482640396,801,162,TRUE,
"pc2001__13__02",1,1164,24,149837.14,660.538130286605,983,181,TRUE,
"pc2001__13__03",1,1280,24,168327.275000001,777.447135426298,1086,194,TRUE,
"pc2001__13__04",1,810,16,60833.6700000002,405.297157219141,601,209,TRUE,
"pc2001__13__05",1,755,16,57132.8900000001,477.13106007936,577,178,TRUE,
"pc2001__13__06",1,1277,28,161612.81,824.499403841113,756,521,TRUE,
"pc2001__13__07",1,1556,32,231989.585000001,960.115899818937,1026,530,TRUE,
"pc2001__13__08",1,773,16,62961.4349999998,431.703727945274,589,184,TRUE,
"pc2001__14__01",1,1094,20,164713.354999999,660.34645182655,1094,0,TRUE,
"pc2001__14__02",1,528,12,74511.6050000002,252.468676994175,528,0,TRUE,
"pc2001__14__03",1,1398,28,251207.975000001,461.447701508728,1398,0,TRUE,
"pc2001__14__04",1,1354,28,214647.1,647.502777615875,793,561,TRUE,
"pc2001__14__05",1,2271,52,291125.54,1180.06695982155,1255,1016,TRUE,
"pc2001__14__06",1,2902,60,424911.435,1175.8403636377,1199,1703,TRUE,
"pc2001__14__07",1,2606,56,350560.759999998,1068.19119405122,1703,903,TRUE,
"pc2001__14__08",1,904,16,143203.33,537.441423430653,904,0,TRUE,
"pc2001__14__09",1,850,16,97014.0000000004,478.529066864734,642,208,TRUE,
"pc2001__15__01",1,600,12,81910.345,273.267352436706,384,216,TRUE,
"pc2001__15__02",1,985,20,71912.62,537.385999346344,364,621,TRUE,
"pc2001__15__03",1,2559,52,273231.159999999,1161.53953299083,418,2141,TRUE,
"pc2001__15__04",1,973,20,99588.8399999999,421.305062920958,390,583,TRUE,
"pc2001__15__05",1,762,16,57644.46,361.661756206019,374,388,TRUE,
"pc2001__15__06",1,1024,20,152501.835,477.725872538,413,611,TRUE,
"pc2001__15__07",1,420,8,75179.295,258.455437588358,420,0,TRUE,
"pc2001__15__08",1,687,12,66634.15,400.649187714627,461,226,TRUE,
"pc2001__16__01",1,5254,132,1612043.10499999,2247.87097972963,3680,1574,TRUE,
"pc2001__16__02",1,3019,72,790158.265000011,1412.6320892468,2602,417,TRUE,
"pc2001__16__03",1,1152,28,361578.059999999,644.411259588908,1004,148,TRUE,
"pc2001__16__04",1,2663,56,694079.739999996,1186.34178079337,2218,445,TRUE,
"pc2001__17__01",1,1718,36,538033.849999997,1081.59701490038,1393,325,TRUE,
"pc2001__17__02",1,916,20,225686.01,535.398061244201,742,174,TRUE,
"pc2001__17__03",1,619,12,104967.335,420.70015516035,447,172,TRUE,
"pc2001__17__04",1,1157,24,313730.390000001,655.542241901086,968,189,TRUE,
"pc2001__17__05",1,781,16,211229.26,471.747074839492,628,153,TRUE,
"pc2001__17__06",1,2109,44,644240.710000003,1082.4975998831,1227,882,TRUE,
"pc2001__17__07",1,1123,24,273949.4,723.069106525289,943,180,TRUE,
"pc2001__18__01",1,505,12,781474.125000002,216.389711866709,364,141,TRUE,
"pc2001__18__02",1,531,12,1382450.485,250.934460903224,358,173,TRUE,
"pc2001__18__03",1,505,12,632606.099999999,225.431271349572,358,147,TRUE,
"pc2001__18__04",1,474,12,654170.444999998,192.213891730728,337,137,TRUE,
"pc2001__18__05",1,776,16,1895194.265,364.833510895598,623,153,TRUE,
"pc2001__18__06",1,819,20,1753602.37,402.662045035169,571,248,TRUE,
"pc2001__18__07",1,524,12,1029105.405,218.05650523822,376,148,TRUE,
"pc2001__18__08",1,599,12,1452177.02,205.567761409755,389,210,TRUE,
"pc2001__18__09",1,593,12,813335.865,260.235337459847,429,164,TRUE,
"pc2001__18__10",1,1056,20,2620045.51,398.106645180042,706,350,TRUE,
"pc2001__18__11",1,766,16,1453783.58000001,321.064936989284,584,182,TRUE,
"pc2001__18__12",1,598,12,886211.9,221.098082848011,406,192,TRUE,
"pc2001__18__13",1,622,12,758785.680000003,233.751902351059,422,200,TRUE,
"pc2001__18__14",1,592,12,1140718.31,254.901822797131,401,191,TRUE,
"pc2001__18__15",1,765,16,1130880.44,265.461928720449,392,373,TRUE,
"pc2001__18__16",1,557,12,991417.934999999,228.608375586021,385,172,TRUE,
"pc2001__18__17",1,511,12,872707.090000002,236.227663974072,385,126,TRUE,
"pc2001__18__18",1,533,12,934997.440000001,285.382422183178,397,136,TRUE,
"pc2001__18__19",1,596,12,817357.565000005,273.574195668769,399,197,TRUE,
"pc2001__18__20",1,577,12,188328.63,364.938524952862,368,209,TRUE,
"pc2001__18__21",1,564,12,1479970.015,244.289551416493,377,187,TRUE,
"pc2001__18__22",1,597,12,818639.215000001,226.116988089855,414,183,TRUE,
"pc2001__18__23",1,613,12,508630.425000001,252.980221304557,422,191,TRUE,
"pc2001__19__01",1,872,19,1558203.635,501.045811902307,558,314,TRUE,
"pc2001__19__02",1,1652,36,3329481.275,735.343124959283,1345,307,TRUE,
"pc2001__19__03",1,1223,28,2308559.915,586.864664009333,1051,172,TRUE,
"pc2001__19__04",1,1210,24,2574011.71499999,717.322263510141,1061,149,TRUE,
"pc2001__19__05",1,631,16,1441817.82499999,276.812581532988,514,117,TRUE,
"pc2001__19__06",1,1569,32,3708424.43500001,984.75622405836,1424,145,TRUE,
"pc2001__19__07",1,2960,63,5965643.68999999,1614.03743551453,2243,717,TRUE,
"pc2001__19__08",1,1252,32,2597015.75499999,658.442940613912,1094,158,TRUE,
"pc2001__19__09",1,3175,76,6389092.85499998,1552.32695933965,1870,1305,TRUE,
"pc2001__19__10",1,2166,52,5155488.43999999,1182.98001328516,1565,601,TRUE,
"pc2001__19__11",1,3836,100,8294539.52999999,1915.56526276985,1783,2053,TRUE,
"pc2001__19__12",1,2279,60,4751173.77,1091.43601107309,1233,1046,TRUE,
"pc2001__19__13",1,1365,32,2796672.35000001,681.184913152624,1220,145,TRUE,
"pc2001__19__14",1,1474,28,2582737.98,828.209904389757,1265,209,TRUE,
"pc2001__19__15",1,4196,92,9747076.60000006,2386.55957652433,3392,804,TRUE,
"pc2001__19__16",1,2228,56,3610692.54500001,821.41478567792,813,1415,TRUE,
"pc2001__19__17",1,2044,60,4007591.19000001,970.551913408664,0,2044,TRUE,
"pc2001__19__18",1,3088,72,7650769.21,1591.08475089516,2510,578,TRUE,
"pc2001__20__01",1,677,12,1252259.95,272.185190258074,445,232,TRUE,
"pc2001__20__02",1,1075,23,1874885.34,530.563285068689,921,154,TRUE,
"pc2001__20__03",1,620,12,900190.730000001,368.198559310429,470,150,TRUE,
"pc2001__20__04",1,1300,24,2398221.915,620.169949841151,926,374,TRUE,
"pc2001__20__05",1,641,12,482452.455,358.80071272583,460,181,TRUE,
"pc2001__20__06",1,1025,20,1831307.645,586.551355177984,874,151,TRUE,
"pc2001__20__07",1,804,16,1025006.945,480.505469079534,645,159,TRUE,
"pc2001__20__08",1,686,16,904842.655000001,273.327529777713,513,173,TRUE,
"pc2001__20__09",1,562,12,784483.684999998,219.261077539465,365,197,TRUE,
"pc2001__20__10",1,509,12,596043.54,170.941725048782,350,159,TRUE,
"pc2001__20__11",1,936,20,1720971.49999999,488.447806929338,780,156,TRUE,
"pc2001__20__12",1,851,20,1463134.73999999,434.962311973768,533,318,TRUE,
"pc2001__20__13",1,808,16,1440749.92,359.739282066808,450,358,TRUE,
"pc2001__20__14",1,1377,28,2607780.72999999,605.732860775008,984,393,TRUE,
"pc2001__20__15",1,518,11,323937.049999999,181.840617782523,343,175,TRUE,
"pc2001__20__16",1,783,16,1268869.35,389.049493407221,571,212,TRUE,
"pc2001__20__17",1,1048,24,1836495.72,537.667868214686,690,358,TRUE,
"pc2001__20__18",1,786,15,1909421.95500001,408.245254290526,348,438,TRUE,
"pc2001__21__01",1,888,20,1285197.40500001,394.693494377214,690,198,TRUE,
"pc2001__21__02",1,519,12,445148.835,261.090043554476,371,148,TRUE,
"pc2001__21__03",1,463,12,846571.524999998,233.690993840412,346,117,TRUE,
"pc2001__21__04",1,514,12,310734.69,225.385916651815,358,156,TRUE,
"pc2001__21__05",1,889,24,1701080.61,391.086470669248,587,302,TRUE,
"pc2001__21__06",1,889,19,1570144.195,442.041946412393,724,165,TRUE,
"pc2001__21__07",1,1047,24,2250664.07,459.787272051893,868,179,TRUE,
"pc2001__21__08",1,1207,24,2297119.90000001,627.434175052597,1020,187,TRUE,
"pc2001__21__09",1,1048,20,1425704.845,701.203075008315,868,180,TRUE,
"pc2001__21__10",1,930,20,1145641.775,587.01240358706,756,174,TRUE,
