"target_unit_2001","outcome_id","estimate","std_error","n_sample_people","n_fsu","sum_person_weight","kish_effective_n","preferred_eligible","support_reason","status","analysis_eligible"
"pc2001__02__12","labor_force_participation_age15plus",0.691368131574868,0.0501895999738947,226,8,59017.3499999999,144.725991060145,TRUE,,"estimated",TRUE
"pc2001__03__01","labor_force_participation_age15plus",0.528601260609553,0.0268837377694168,806,24,1547765.52,381.927730656965,TRUE,,"estimated",TRUE
"pc2001__03__02","labor_force_participation_age15plus",0.541199913690968,0.0186899485504876,1111,32,2258210.91999999,521.460565783076,TRUE,,"estimated",TRUE
"pc2001__03__03","labor_force_participation_age15plus",0.589622237591198,0.0243806576789556,401,12,541278.049999999,217.352931604534,TRUE,,"estimated",TRUE
"pc2001__03__04","labor_force_participation_age15plus",0.486174440707414,0.0206751813199209,863,28,1444029.285,401.349344087034,TRUE,,"estimated",TRUE
"pc2001__03__05","labor_force_participation_age15plus",0.512892734982997,0.0310310095316266,538,16,962626.240000001,313.312720640085,TRUE,,"estimated",TRUE
"pc2001__03__06","labor_force_participation_age15plus",0.516514070907434,0.0393010193987507,355,12,348795.734999999,174.328806998405,TRUE,,"estimated",TRUE
"pc2001__03__07","labor_force_participation_age15plus",0.441849538900886,0.0263679951003519,544,16,769750.989999998,286.755275001713,TRUE,,"estimated",TRUE
"pc2001__03__08","labor_force_participation_age15plus",0.424097830807121,0.0372116190886281,417,12,309219.16,182.670900343693,TRUE,,"estimated",TRUE
"pc2001__03__09","labor_force_participation_age15plus",0.54412430413596,0.0304013699356405,1140,36,2383376.84999999,472.903466921389,TRUE,,"estimated",TRUE
"pc2001__03__10","labor_force_participation_age15plus",0.588974417468003,0.0312601622087022,464,12,632613.105000001,181.817355059373,TRUE,,"estimated",TRUE
"pc2001__03__11","labor_force_participation_age15plus",0.48936558753043,0.0277518089252868,678,20,1196485.94,349.966824257222,TRUE,,"estimated",TRUE
"pc2001__03__12","labor_force_participation_age15plus",0.660226941825971,0.0365411106995056,405,12,510520.26,190.167377147883,TRUE,,"estimated",TRUE
"pc2001__03__13","labor_force_participation_age15plus",0.56039386133023,0.0451480057813535,429,12,390258.164999999,224.672516787504,TRUE,,"estimated",TRUE
"pc2001__03__14","labor_force_participation_age15plus",0.69622333151158,0.0310052006408171,488,16,812660.420000001,212.215040999735,TRUE,,"estimated",TRUE
"pc2001__03__15","labor_force_participation_age15plus",0.70510773544562,0.0384552760885481,379,12,479520.92,175.589074005018,TRUE,,"estimated",TRUE
"pc2001__03__16","labor_force_participation_age15plus",0.61588880724889,0.0334324620543329,882,24,1379879.16,373.81321639365,TRUE,,"estimated",TRUE
"pc2001__03__17","labor_force_participation_age15plus",0.541288440236089,0.0323351022187175,865,24,1415114.065,412.157185794825,TRUE,,"estimated",TRUE
"pc2001__04__01","labor_force_participation_age15plus",0.480779163502043,0.0321348296093349,1099,43,625166.860000002,546.044919610116,TRUE,,"estimated",TRUE
"pc2001__05__01","labor_force_participation_age15plus",0.794724351596063,0.0388030450187984,314,12,172478.325,169.792503478386,TRUE,,"estimated",TRUE
"pc2001__05__02","labor_force_participation_age15plus",0.834543608245271,0.0373367587724135,297,12,245577.125,183.924623958104,TRUE,,"estimated",TRUE
"pc2001__05__03","labor_force_participation_age15plus",0.684639924884387,0.119369654633497,211,8,160190.395,85.6368090406545,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__05__04","labor_force_participation_age15plus",0.71841013176191,0.0464535337532502,330,11,375550.87,221.063752973471,TRUE,,"estimated",TRUE
"pc2001__05__05","labor_force_participation_age15plus",0.495859535132472,0.0261054447050861,508,16,961140.264999997,246.112198656314,TRUE,,"estimated",TRUE
"pc2001__05__06","labor_force_participation_age15plus",0.562909009955014,0.0613485113607415,289,11,356925.145,207.760148617056,TRUE,,"estimated",TRUE
"pc2001__05__07","labor_force_participation_age15plus",0.661590023025721,0.0417462079939838,311,12,290392.65,189.968329992351,TRUE,,"estimated",TRUE
"pc2001__05__08","labor_force_participation_age15plus",0.76014258209524,0.142546145610824,206,8,160198.235,91.2017696776944,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__05__09","labor_force_participation_age15plus",0.589686770731005,0.0593411383829096,354,12,422190.749999999,207.886884075413,TRUE,,"estimated",TRUE
"pc2001__05__10","labor_force_participation_age15plus",0.68657635593038,0.03147248240128,242,8,147715.18,98.8967895169511,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__05__11","labor_force_participation_age15plus",0.672031607840502,0.0442944526844493,402,12,631361.070000002,211.637083954955,TRUE,,"estimated",TRUE
"pc2001__05__12","labor_force_participation_age15plus",0.550778296173726,0.0311691245218402,620,20,826391.06,301.594114192288,TRUE,,"estimated",TRUE
"pc2001__05__13","labor_force_participation_age15plus",0.512349054967854,0.0233332496803403,843,24,977409.610000001,395.804187703528,TRUE,,"estimated",TRUE
"pc2001__06__01","labor_force_participation_age15plus",0.520817915746895,0.0261558831163385,208,7,290185.39,111.076333551992,TRUE,,"estimated",TRUE
"pc2001__06__02","labor_force_participation_age15plus",0.470655373248213,0.0264064584489247,457,12,741708.105,233.850087706493,TRUE,,"estimated",TRUE
"pc2001__06__03","labor_force_participation_age15plus",0.420552309914509,0.0154085360197528,551,16,701885.824999999,281.998824348218,TRUE,,"estimated",TRUE
"pc2001__06__04","labor_force_participation_age15plus",0.603501399806785,0.0287556994803529,445,12,522347.089999999,190.188589361031,TRUE,,"estimated",TRUE
"pc2001__06__05","labor_force_participation_age15plus",0.576933261140366,0.0302418293213348,435,12,726746.685,183.053970453199,TRUE,,"estimated",TRUE
"pc2001__06__06","labor_force_participation_age15plus",0.602040485341179,0.0392765527347701,417,12,971434.570000002,223.018400736856,TRUE,,"estimated",TRUE
"pc2001__06__07","labor_force_participation_age15plus",0.608392084475432,0.0334880876991153,393,12,605170.505,154.300859225088,TRUE,,"estimated",TRUE
"pc2001__06__08","labor_force_participation_age15plus",0.620489414861577,0.0279026422931339,401,12,816611.899999999,162.218318147928,TRUE,,"estimated",TRUE
"pc2001__06__09","labor_force_participation_age15plus",0.654644919129297,0.0234377270398008,442,12,877941.550000001,189.425170137711,TRUE,,"estimated",TRUE
"pc2001__06__10","labor_force_participation_age15plus",0.580813810893223,0.0365867127849268,410,12,594258.45,200.082274138966,TRUE,,"estimated",TRUE
"pc2001__06__11","labor_force_participation_age15plus",0.630638931141574,0.0603993400100982,429,12,706539.595,166.590688661744,TRUE,,"estimated",TRUE
"pc2001__06__12","labor_force_participation_age15plus",0.573572656969323,0.0470870682950655,527,16,1143271.95,188.889439980549,TRUE,,"estimated",TRUE
"pc2001__06__13","labor_force_participation_age15plus",0.654029520481476,0.0458198362926369,413,12,989504.524999999,175.179571873175,TRUE,,"estimated",TRUE
"pc2001__06__14","labor_force_participation_age15plus",0.486579751525385,0.0255011951034226,412,12,612706.055000002,223.745993005397,TRUE,,"estimated",TRUE
"pc2001__06__15","labor_force_participation_age15plus",0.552480679939811,0.0363819429707327,420,12,564337.010000001,167.714816666781,TRUE,,"estimated",TRUE
"pc2001__06__16","labor_force_participation_age15plus",0.55719526883547,0.0479981054014045,420,12,636065.809999999,215.067897213655,TRUE,,"estimated",TRUE
"pc2001__06__17","labor_force_participation_age15plus",0.598459672803916,0.029615611918987,400,12,456069.335000001,175.447676427674,TRUE,,"estimated",TRUE
"pc2001__06__18","labor_force_participation_age15plus",0.552491698357411,0.052880583187936,421,12,1184491.49,265.872531441386,TRUE,,"estimated",TRUE
"pc2001__06__19","labor_force_participation_age15plus",0.576592726044811,0.0251878307904989,653,20,1777803.77499999,190.815287234135,TRUE,,"estimated",TRUE
"pc2001__07__01","labor_force_participation_age15plus",0.468870910881598,0.00979482009562779,3342,119,7370393.54500002,1932.86424671039,TRUE,,"estimated",TRUE
"pc2001__07__02","labor_force_participation_age15plus",0.48215426002914,0,33,1,32440.095,32.1527864250407,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__03","labor_force_participation_age15plus",0.419757797515219,0.0223619612082965,432,14,630819.705,272.450995282805,TRUE,,"estimated",TRUE
"pc2001__07__04","labor_force_participation_age15plus",0.457170356111646,0.0220013056346612,81,3,320661.375,53.7523803727821,FALSE,"too_few_psus;low_kish_effective_n","estimated",FALSE
"pc2001__07__07","labor_force_participation_age15plus",0.457877391615038,0.015213279591876,215,7,485062.91,167.208486468051,TRUE,,"estimated",TRUE
"pc2001__07__08","labor_force_participation_age15plus",0.446379549183293,0.0490176472839954,251,8,356401.61,132.394878388157,TRUE,,"estimated",TRUE
"pc2001__07__09","labor_force_participation_age15plus",0.480029316964196,0.0503592771363927,131,5,253532.39,100.42449897762,TRUE,,"estimated",TRUE
"pc2001__08__01","labor_force_participation_age15plus",0.627235344746379,0.0339091955892328,521,16,1165003.465,297.926261946502,TRUE,,"estimated",TRUE
"pc2001__08__02","labor_force_participation_age15plus",0.706274812195546,0.0260821968291594,581,16,1044574.53,270.126487452993,TRUE,,"estimated",TRUE
"pc2001__08__03","labor_force_participation_age15plus",0.626240320776515,0.0451446623189896,507,16,1010817.14,309.531866998433,TRUE,,"estimated",TRUE
"pc2001__08__04","labor_force_participation_age15plus",0.681776147225049,0.0283111209727114,595,20,1110870.75,308.858061571395,TRUE,,"estimated",TRUE
"pc2001__08__05","labor_force_participation_age15plus",0.536879696687364,0.0297581714758808,536,16,1261155.505,340.45456730612,TRUE,,"estimated",TRUE
"pc2001__08__06","labor_force_participation_age15plus",0.557856293433993,0.0322121707399567,847,24,1988845.52,440.46018783027,TRUE,,"estimated",TRUE
"pc2001__08__07","labor_force_participation_age15plus",0.644964444158578,0.0240370928630769,671,20,1378891.57,324.781032970279,TRUE,,"estimated",TRUE
"pc2001__08__08","labor_force_participation_age15plus",0.531947181346192,0.0336743673111327,421,12,625057.959999998,170.039790284698,TRUE,,"estimated",TRUE
"pc2001__08__09","labor_force_participation_age15plus",0.562703262281643,0.06328375517307,381,12,837420.185000004,189.907660263435,TRUE,,"estimated",TRUE
"pc2001__08__10","labor_force_participation_age15plus",0.494580132219704,0.0331886469589931,424,12,883970.365,213.891472584544,TRUE,,"estimated",TRUE
"pc2001__08__11","labor_force_participation_age15plus",0.728641284699143,0.0151655656384605,544,16,862376.539999998,247.061421589104,TRUE,,"estimated",TRUE
"pc2001__08__12","labor_force_participation_age15plus",0.538411795063046,0.01926684422038,1496,40,4209588.35000001,743.077661487335,TRUE,,"estimated",TRUE
"pc2001__08__13","labor_force_participation_age15plus",0.645237433473246,0.0285381374813932,818,24,1399774.305,484.89343379818,TRUE,,"estimated",TRUE
"pc2001__08__14","labor_force_participation_age15plus",0.625663527015974,0.0230374259663021,972,28,1623475.72,526.716124230205,TRUE,,"estimated",TRUE
"pc2001__08__15","labor_force_participation_age15plus",0.511974026796662,0.0270477883181775,804,24,1946863.44,424.700422578709,TRUE,,"estimated",TRUE
"pc2001__08__16","labor_force_participation_age15plus",0.692669405882825,0.0427959136119276,407,12,327625.355,221.072925201112,TRUE,,"estimated",TRUE
"pc2001__08__17","labor_force_participation_age15plus",0.717712331575134,0.0380669643862507,645,20,1165818.425,346.891899025321,TRUE,,"estimated",TRUE
"pc2001__08__18","labor_force_participation_age15plus",0.615841211601784,0.028930724588799,500,16,855076.324999999,259.50215664853,TRUE,,"estimated",TRUE
"pc2001__08__19","labor_force_participation_age15plus",0.749524932968791,0.0332380921640621,395,12,511856.715,180.068563100957,TRUE,,"estimated",TRUE
"pc2001__08__20","labor_force_participation_age15plus",0.585195700958902,0.0534783380367357,481,16,1162187.075,279.63281963295,TRUE,,"estimated",TRUE
"pc2001__08__21","labor_force_participation_age15plus",0.627280236924017,0.0302674595329396,603,20,1459455.25,342.445687218266,TRUE,,"estimated",TRUE
"pc2001__08__22","labor_force_participation_age15plus",0.720836231260331,0.0249170839979296,432,12,818652.725,210.088665870831,TRUE,,"estimated",TRUE
"pc2001__08__23","labor_force_participation_age15plus",0.69856087554679,0.0482270114864893,369,12,537585.89,164.33685410969,TRUE,,"estimated",TRUE
"pc2001__08__24","labor_force_participation_age15plus",0.794149873704162,0.0276019558315186,482,16,1310429.145,244.25801014895,TRUE,,"estimated",TRUE
"pc2001__08__25","labor_force_participation_age15plus",0.784541376102122,0.0368923632871769,316,12,500916.385,139.165268505219,TRUE,,"estimated",TRUE
"pc2001__08__26","labor_force_participation_age15plus",0.818968651338155,0.0245369251781514,691,24,1708007.355,334.518904155002,TRUE,,"estimated",TRUE
"pc2001__08__27","labor_force_participation_age15plus",0.777876512384757,0.0427715098497946,354,12,677545.839999999,153.600810673183,TRUE,,"estimated",TRUE
"pc2001__08__28","labor_force_participation_age15plus",0.775402619812793,0.0281881568962781,490,16,933926.655,224.198069607991,TRUE,,"estimated",TRUE
"pc2001__08__29","labor_force_participation_age15plus",0.773824483625141,0.0322263711974382,492,16,1214503.605,242.385100556357,TRUE,,"estimated",TRUE
"pc2001__08__30","labor_force_participation_age15plus",0.523990624554254,0.0449302211800336,542,16,951880.075,306.90590253805,TRUE,,"estimated",TRUE
"pc2001__08__31","labor_force_participation_age15plus",0.539649000960931,0.0183611653568935,380,12,658293.825,212.374927090588,TRUE,,"estimated",TRUE
"pc2001__08__32","labor_force_participation_age15plus",0.714671657678662,0.0436862521284787,385,12,874641.59,222.818823993018,TRUE,,"estimated",TRUE
"pc2001__09__01","labor_force_participation_age15plus",0.520856386686482,0.0243420615205518,712,20,1875838.83,349.794602150851,TRUE,,"estimated",TRUE
"pc2001__09__02","labor_force_participation_age15plus",0.472587735454857,0.0195207067944097,853,24,2118789.38,458.642256872234,TRUE,,"estimated",TRUE
"pc2001__09__03","labor_force_participation_age15plus",0.485008777677984,0.024462221882508,692,20,1868446.875,294.516456943378,TRUE,,"estimated",TRUE
"pc2001__09__04","labor_force_participation_age15plus",0.523675005454137,0.0216610117780496,959,28,2303801.37,440.632481029629,TRUE,,"estimated",TRUE
"pc2001__09__05","labor_force_participation_age15plus",0.523813334321609,0.0403232731016377,539,16,1075408.515,231.362482175967,TRUE,,"estimated",TRUE
"pc2001__09__06","labor_force_participation_age15plus",0.513945024783888,0.033492654029943,400,12,956859.540000001,196.708845652177,TRUE,,"estimated",TRUE
"pc2001__09__07","labor_force_participation_age15plus",0.427591751607707,0.0445136120840878,822,24,2076542.36,225.600002622753,TRUE,,"estimated",TRUE
"pc2001__09__08","labor_force_participation_age15plus",0.561740027073806,0.0610322959305257,443,12,700344.849999999,188.478917586308,TRUE,,"estimated",TRUE
"pc2001__09__09","labor_force_participation_age15plus",0.51309157342185,0.0184172843905335,868,27,3058456.475,464.208688705232,TRUE,,"estimated",TRUE
"pc2001__09__10","labor_force_participation_age15plus",0.607610577680579,0.0555059088153038,362,11,793821.475,165.874112634614,TRUE,,"estimated",TRUE
"pc2001__09__11","labor_force_participation_age15plus",0.498970484585935,0.0333009460736269,716,20,1630752.65999999,391.850435679295,TRUE,,"estimated",TRUE
"pc2001__09__12","labor_force_participation_age15plus",0.502649596608654,0.02602024429391,706,20,1889599.905,329.498637422101,TRUE,,"estimated",TRUE
"pc2001__09__13","labor_force_participation_age15plus",0.417345120856634,0.0304444565871941,476,12,804943.195,215.024924088454,TRUE,,"estimated",TRUE
"pc2001__09__14","labor_force_participation_age15plus",0.573331677541814,0.0366454765098338,555,16,1276609.995,269.016346075038,TRUE,,"estimated",TRUE
"pc2001__09__15","labor_force_participation_age15plus",0.51858206390291,0.0185542139261757,817,24,2543489.8,264.784501860909,TRUE,,"estimated",TRUE
"pc2001__09__16","labor_force_participation_age15plus",0.48693594616083,0.0393538284120097,587,16,1135787.19,269.64240580564,TRUE,,"estimated",TRUE
"pc2001__09__17","labor_force_participation_age15plus",0.556574777887152,0.0421443119476676,658,20,1510154.09500001,343.611109907728,TRUE,,"estimated",TRUE
"pc2001__09__18","labor_force_participation_age15plus",0.471463829637906,0.0387110999412991,458,12,1235325.275,176.280191228453,TRUE,,"estimated",TRUE
"pc2001__09__19","labor_force_participation_age15plus",0.583258640667648,0.0231462304928115,669,20,1744816.56,337.927229483152,TRUE,,"estimated",TRUE
"pc2001__09__20","labor_force_participation_age15plus",0.53589546269957,0.0264975345049966,852,24,2252746.905,428.45771182916,TRUE,,"estimated",TRUE
"pc2001__09__21","labor_force_participation_age15plus",0.703884819887518,0.031906966096619,427,12,999956.655,171.496292879128,TRUE,,"estimated",TRUE
"pc2001__09__22","labor_force_participation_age15plus",0.541680747278501,0.0282673888324694,537,16,1675057.42,253.16477556916,TRUE,,"estimated",TRUE
"pc2001__09__23","labor_force_participation_age15plus",0.55511295712165,0.0258015215227772,745,24,1912802.37,352.672311704866,TRUE,,"estimated",TRUE
"pc2001__09__24","labor_force_participation_age15plus",0.699450746435992,0.0262962374200983,693,24,2233765.205,371.318620155407,TRUE,,"estimated",TRUE
"pc2001__09__25","labor_force_participation_age15plus",0.682821666860946,0.020921303181647,782,24,2062570.49,407.507642686562,TRUE,,"estimated",TRUE
"pc2001__09__26","labor_force_participation_age15plus",0.512977568650832,0.045183493670989,672,20,1930553.07,343.118156348228,TRUE,,"estimated",TRUE
"pc2001__09__27","labor_force_participation_age15plus",0.495343667857207,0.0267805814220937,991,28,3083983.71500001,409.239071247585,TRUE,,"estimated",TRUE
"pc2001__09__28","labor_force_participation_age15plus",0.594094182556655,0.0282665837512882,685,20,1813936.52999999,369.013731170168,TRUE,,"estimated",TRUE
"pc2001__09__29","labor_force_participation_age15plus",0.481659720184582,0.0207009736436283,433,12,1048427.57,221.310924712508,TRUE,,"estimated",TRUE
"pc2001__09__30","labor_force_participation_age15plus",0.558835511920013,0.0300058645383077,467,12,1094610.26,212.623946060516,TRUE,,"estimated",TRUE
"pc2001__09__31","labor_force_participation_age15plus",0.401844756518634,0.0211932043198706,464,12,944431.41,188.669059546609,TRUE,,"estimated",TRUE
"pc2001__09__32","labor_force_participation_age15plus",0.471917838395282,0.0549326305082758,384,12,665159.355,142.315095304254,TRUE,,"estimated",TRUE
"pc2001__09__33","labor_force_participation_age15plus",0.607205601765267,0.0283126551900378,550,16,949540.679999998,215.565120521801,TRUE,,"estimated",TRUE
"pc2001__09__34","labor_force_participation_age15plus",0.512216582768218,0.0213765236146823,1011,28,2853731.74,459.65334857247,TRUE,,"estimated",TRUE
"pc2001__09__35","labor_force_participation_age15plus",0.461610254529413,0.0483419262192122,448,12,1049856.075,227.152833028148,TRUE,,"estimated",TRUE
"pc2001__09__36","labor_force_participation_age15plus",0.566031112691381,0.0515364865704076,381,12,1129456.13,212.255642389307,TRUE,,"estimated",TRUE
"pc2001__09__37","labor_force_participation_age15plus",0.791121790682389,0.031909381692754,391,12,601295.465,157.558488344954,TRUE,,"estimated",TRUE
"pc2001__09__38","labor_force_participation_age15plus",0.697807351833384,0.0366027943033735,434,12,743118.310000002,185.885570887067,TRUE,,"estimated",TRUE
"pc2001__09__39","labor_force_participation_age15plus",0.555111913487401,0.0365484561647181,431,12,503473.944999999,251.180797800497,TRUE,,"estimated",TRUE
"pc2001__09__40","labor_force_participation_age15plus",0.616833883020829,0.0413189587658688,362,12,787987.12,180.929118696643,TRUE,,"estimated",TRUE
"pc2001__09__41","labor_force_participation_age15plus",0.506636612612549,0.0408367039966576,419,12,489029.975000001,224.115643746362,TRUE,,"estimated",TRUE
"pc2001__09__42","labor_force_participation_age15plus",0.58659638657543,0.0259993966642349,686,20,1617876.85999999,385.028179813786,TRUE,,"estimated",TRUE
"pc2001__09__43","labor_force_participation_age15plus",0.443000809612885,0.021079692995816,643,20,1585689.93499999,354.031245619048,TRUE,,"estimated",TRUE
"pc2001__09__44","labor_force_participation_age15plus",0.711704669705141,0.0620132752279604,374,12,755479.284999999,167.743397676742,TRUE,,"estimated",TRUE
"pc2001__09__45","labor_force_participation_age15plus",0.558749763132269,0.0203690330802863,962,28,3065265.54999999,445.423539365037,TRUE,,"estimated",TRUE
"pc2001__09__46","labor_force_participation_age15plus",0.563636135361178,0.0345611099162101,681,20,1976083.86,332.521317901323,TRUE,,"estimated",TRUE
"pc2001__09__47","labor_force_participation_age15plus",0.607660983418934,0.0411542806693921,558,16,1095252.86,317.843628819511,TRUE,,"estimated",TRUE
"pc2001__09__48","labor_force_participation_age15plus",0.53535651768026,0.0488449644681794,658,16,1259592.09,307.845804031411,TRUE,,"estimated",TRUE
"pc2001__09__49","labor_force_participation_age15plus",0.572623528219815,0.0345460240412373,930,24,2183274.4,512.671290327872,TRUE,,"estimated",TRUE
"pc2001__09__50","labor_force_participation_age15plus",0.677865538149794,0.0306388817410695,642,20,1471368.345,274.513082798063,TRUE,,"estimated",TRUE
"pc2001__09__51","labor_force_participation_age15plus",0.552649117643209,0.0481056920531077,402,12,830374.409999999,169.457005145255,TRUE,,"estimated",TRUE
"pc2001__09__52","labor_force_participation_age15plus",0.624820504571252,0.0383169908970009,544,16,986692.955000001,268.95929225991,TRUE,,"estimated",TRUE
"pc2001__09__53","labor_force_participation_age15plus",0.577227888912984,0.0411402741104186,659,20,1420899.84,295.881240833671,TRUE,,"estimated",TRUE
"pc2001__09__54","labor_force_participation_age15plus",0.575115054212728,0.0369368708459147,587,16,1208484.65,281.262562826881,TRUE,,"estimated",TRUE
"pc2001__09__55","labor_force_participation_age15plus",0.611904776892503,0.0309126322771696,629,16,1204158.56,313.919047072735,TRUE,,"estimated",TRUE
"pc2001__09__56","labor_force_participation_age15plus",0.555417520086587,0.0332351366771312,464,12,988014.980000001,229.489381088979,TRUE,,"estimated",TRUE
"pc2001__09__57","labor_force_participation_age15plus",0.483861210771037,0.0327251044459511,595,16,1315618.52,258.65195163828,TRUE,,"estimated",TRUE
"pc2001__09__58","labor_force_participation_age15plus",0.45572636502645,0.0133207209079988,847,24,2151962.055,403.27508543222,TRUE,,"estimated",TRUE
"pc2001__09__59","labor_force_participation_age15plus",0.492058085494151,0.0203263078976385,859,24,1743601.93500001,480.958981732922,TRUE,,"estimated",TRUE
"pc2001__09__60","labor_force_participation_age15plus",0.450412123590389,0.0268083200474916,776,20,1792825.665,429.746271666007,TRUE,,"estimated",TRUE
"pc2001__09__61","labor_force_participation_age15plus",0.574731742695692,0.0286780066746618,933,24,2394652.875,557.030382349342,TRUE,,"estimated",TRUE
"pc2001__09__62","labor_force_participation_age15plus",0.480674566249655,0.0220713615944316,608,16,1007733.785,379.680803932302,TRUE,,"estimated",TRUE
"pc2001__09__63","labor_force_participation_age15plus",0.590150529249252,0.0412928127578375,715,20,1336154.94,384.058985617711,TRUE,,"estimated",TRUE
"pc2001__09__64","labor_force_participation_age15plus",0.660277451569497,0.0281088165397461,886,24,2395964.1,555.393892910317,TRUE,,"estimated",TRUE
"pc2001__09__65","labor_force_participation_age15plus",0.597445291127749,0.0222462088241249,864,24,1753761.475,496.619069734945,TRUE,,"estimated",TRUE
"pc2001__09__66","labor_force_participation_age15plus",0.612156069452127,0.034156816113305,568,16,963664.945,261.408995325825,TRUE,,"estimated",TRUE
"pc2001__09__67","labor_force_participation_age15plus",0.543831346067442,0.0339239806889538,901,24,1797530.81,335.353800259446,TRUE,,"estimated",TRUE
"pc2001__09__68","labor_force_participation_age15plus",0.64711627224386,0.0310584210419028,436,12,701193.185,217.603192939546,TRUE,,"estimated",TRUE
"pc2001__09__69","labor_force_participation_age15plus",0.555659684656444,0.0360742341044554,510,16,1153093.175,244.87512870257,TRUE,,"estimated",TRUE
"pc2001__09__70","labor_force_participation_age15plus",0.652181899607369,0.0375668546073166,355,12,756351.825,155.665988789443,TRUE,,"estimated",TRUE
"pc2001__10__01","labor_force_participation_age15plus",0.501424276046516,0.0188230261719665,1040,32,1923454.38,603.195281932343,TRUE,,"estimated",TRUE
"pc2001__10__02","labor_force_participation_age15plus",0.532888933383983,0.0191773092109209,1180,36,2280950.605,662.694605345554,TRUE,,"estimated",TRUE
"pc2001__10__03","labor_force_participation_age15plus",0.595874620825252,0.0400348362960062,266,12,209123.565,97.0425252852728,FALSE,"low_kish_effective_n","estimated",FALSE
"pc2001__10__04","labor_force_participation_age15plus",0.564343551829535,0.027309041539683,745,28,1247458.995,409.245355638483,TRUE,,"estimated",TRUE
"pc2001__10__05","labor_force_participation_age15plus",0.453295022731406,0.010944161941694,972,36,1914411.75500001,594.856324712682,TRUE,,"estimated",TRUE
"pc2001__10__06","labor_force_participation_age15plus",0.50849969069146,0.0369450636839498,492,20,718724.095000001,257.824151994867,TRUE,,"estimated",TRUE
