"source_district_code","target_unit_2001","lineage_status","n_sample_people","n_fsu","sum_person_weight","kish_effective_n"
"06114","pc2001__06__14","resolved_reviewed_deterministic",555,12,847942.925000003,297.170981778256
"06115","pc2001__06__15","resolved_reviewed_deterministic",580,12,771338.350000002,236.152142169718
"06118","pc2001__06__18","resolved_reviewed_deterministic",694,12,1956414.98,429.398421179097
"06119","pc2001__06__19","resolved_reviewed_deterministic",988,20,2662352.49999999,301.455931091464
"06209","pc2001__06__09","resolved_reviewed_deterministic",601,12,1237161.205,266.462042626687
"06210","pc2001__06__10","resolved_reviewed_deterministic",551,12,824730.719999999,276.357472214048
"06211","pc2001__06__11","resolved_reviewed_deterministic",619,12,1054579.585,241.761096523625
"06212","pc2001__06__12","resolved_reviewed_deterministic",730,16,1722327.09,280.212548397412
"06213","pc2001__06__13","resolved_reviewed_deterministic",601,12,1486265.105,260.793218082791
"06216","pc2001__06__16","resolved_reviewed_deterministic",622,12,941313.580000002,323.819111842596
"06217","pc2001__06__17","resolved_reviewed_deterministic",603,12,700409.230000001,269.625692939659
"07101","pc2001__07__01","resolved_reviewed_deterministic",4543,119,10172540.65,2616.03564169107
"07102","pc2001__07__02","resolved_reviewed_deterministic",56,1,55865.6,54.5915946411412
"07103","pc2001__07__03","resolved_reviewed_deterministic",618,14,940986.719999996,391.910345422523
"07104","pc2001__07__04","resolved_reviewed_deterministic",106,3,445345.875,71.9773585340467
"07107","pc2001__07__07","resolved_reviewed_deterministic",312,7,698547.255,241.872956747561
"07108","pc2001__07__08","resolved_reviewed_deterministic",348,8,487154.05,178.145796299902
"07109","pc2001__07__09","resolved_reviewed_deterministic",181,5,359873.83,141.751335851494
"08103","pc2001__08__03","resolved_reviewed_deterministic",839,16,1726813.83000001,518.244223456585
"08115","pc2001__08__15","resolved_reviewed_deterministic",1266,24,3144613.17500003,719.301917574527
"08116","pc2001__08__16","resolved_reviewed_deterministic",655,12,574884.445,364.738951936235
"08117","pc2001__08__17","resolved_reviewed_deterministic",1101,20,2094637.65,600.359938327553
"08118","pc2001__08__18","resolved_reviewed_deterministic",773,16,1417223.38000001,421.927806358257
"08119","pc2001__08__19","resolved_reviewed_deterministic",603,12,819792.524999997,273.280388494151
"08120","pc2001__08__20","resolved_reviewed_deterministic",756,16,1837126.14999999,409.053645693841
"08206","pc2001__08__06","resolved_reviewed_deterministic",1334,24,3201463.77999998,717.404680959229
"08207","pc2001__08__07","resolved_reviewed_deterministic",1177,20,2364300.43999999,570.696770548834
"08208","pc2001__08__08","resolved_reviewed_deterministic",719,12,1055666.19,291.431230261364
"08209","pc2001__08__09","resolved_reviewed_deterministic",668,12,1310960.48,314.477902921572
"08210","pc2001__08__10","resolved_reviewed_deterministic",639,12,1268952.73000001,311.049143941093
"08211","pc2001__08__11","resolved_reviewed_deterministic",865,16,1419092.37999999,391.909782173154
"08212","pc2001__08__12","resolved_reviewed_deterministic",2235,40,6224857.90499999,1111.5079629779
"08221","pc2001__08__21","resolved_reviewed_deterministic",934,20,2228028.69499999,523.387061031048
"08222","pc2001__08__22","resolved_reviewed_deterministic",615,12,1199497.48,300.565264628833
"08224","pc2001__08__24","resolved_reviewed_deterministic",755,16,2049574.38999999,386.784705227224
"08325","pc2001__08__25","resolved_reviewed_deterministic",498,12,818805.214999998,231.823178312417
"08326","pc2001__08__26","resolved_reviewed_deterministic",1043,24,2729683.66999998,523.868338530354
"08327","pc2001__08__27","resolved_reviewed_deterministic",552,12,1077332.245,240.902615573231
"08328","pc2001__08__28","resolved_reviewed_deterministic",788,16,1496858.43,364.190195944104
"08423","pc2001__08__23","resolved_reviewed_deterministic",563,12,874337.079999998,258.495634598206
"08429","pc2001__08__29","resolved_reviewed_deterministic",677,16,1803399.185,352.743900429641
"08430","pc2001__08__30","resolved_reviewed_deterministic",744,16,1262299.69,424.922652603879
"08431","pc2001__08__31","resolved_reviewed_deterministic",558,12,974094.505000001,318.773182524739
"08432","pc2001__08__32","resolved_reviewed_deterministic",560,12,1312777.29,329.903275489333
"08501","pc2001__08__01","resolved_reviewed_deterministic",785,16,1795872.81499999,463.170515847943
"08502","pc2001__08__02","resolved_reviewed_deterministic",835,16,1544698.09,399.881337562936
"08504","pc2001__08__04","resolved_reviewed_deterministic",1020,20,1994519.41999999,544.975750462047
"08505","pc2001__08__05","resolved_reviewed_deterministic",785,16,1814882.615,491.678500363762
"08513","pc2001__08__13","resolved_reviewed_deterministic",1261,24,2197221.17499999,769.486503038037
"08514","pc2001__08__14","resolved_reviewed_deterministic",1485,28,2450195.53999997,792.928385839443
"09101","pc2001__09__01","resolved_reviewed_deterministic",1127,20,3281227.73000002,599.825964241278
"09102","pc2001__09__02","resolved_reviewed_deterministic",1342,24,3510798.86499999,741.32711212092
"09103","pc2001__09__03","resolved_reviewed_deterministic",1096,20,3035634.27000002,486.368262121426
"09104","pc2001__09__04","resolved_reviewed_deterministic",1582,28,3816747.14999997,728.661679541383
"09105","pc2001__09__05","resolved_reviewed_deterministic",915,16,1789420.41000001,390.568204361132
"09106","pc2001__09__06","resolved_reviewed_deterministic",642,12,1615892.74,325.7921572599
"09107","pc2001__09__07","resolved_reviewed_deterministic",1257,24,3186473.56499999,388.764142994099
"09108","pc2001__09__08","resolved_reviewed_deterministic",678,12,1079107.945,283.774508492283
"09109","pc2001__09__09","resolved_reviewed_deterministic",1314,27,4421101.90000003,688.086746549571
"09110","pc2001__09__10","resolved_reviewed_deterministic",587,11,1300190.135,290.544508258182
"09224","pc2001__09__24","resolved_reviewed_deterministic",1127,24,3706092.42500002,614.361169554543
"09225","pc2001__09__25","resolved_reviewed_deterministic",1236,24,3302989.67499999,651.554030590437
"09226","pc2001__09__26","resolved_reviewed_deterministic",1052,20,3072575.64,537.610632564844
"09227","pc2001__09__27","resolved_reviewed_deterministic",1480,28,4856797.56499999,632.89603721483
"09228","pc2001__09__28","resolved_reviewed_deterministic",1088,20,2950064.945,587.587496830974
"09233","pc2001__09__33","resolved_reviewed_deterministic",859,16,1597528.26,353.662024723104
"09234","pc2001__09__34","resolved_reviewed_deterministic",1423,28,4108239.77499999,657.768802362726
"09242","pc2001__09__42","resolved_reviewed_deterministic",1059,20,2502453.94999999,598.774015014857
"09246","pc2001__09__46","resolved_reviewed_deterministic",1122,20,3247859.62500002,542.764895504524
"09343","pc2001__09__43","resolved_reviewed_deterministic",1056,20,2676687.38000002,589.195282453056
"09344","pc2001__09__44","resolved_reviewed_deterministic",659,12,1415367.01,312.944043476915
"09345","pc2001__09__45","resolved_reviewed_deterministic",1506,28,4930202.21499998,726.082382367308
"09347","pc2001__09__47","resolved_reviewed_deterministic",884,16,1746840.57,505.371922548506
"09348","pc2001__09__48","resolved_reviewed_deterministic",1043,16,2129463.73499999,530.546069077351
"09349","pc2001__09__49","resolved_reviewed_deterministic",1451,24,3648494.235,833.602722511666
"09350","pc2001__09__50","resolved_reviewed_deterministic",1050,20,2422734.87000001,446.794031842959
"09351","pc2001__09__51","resolved_reviewed_deterministic",662,12,1316120.53,268.582554224509
"09352","pc2001__09__52","resolved_reviewed_deterministic",911,16,1742870.27499999,472.979356120254
"09353","pc2001__09__53","resolved_reviewed_deterministic",1049,20,2342373.37999999,488.587631434124
"09354","pc2001__09__54","resolved_reviewed_deterministic",1009,16,2166161.79,483.235087201603
"09355","pc2001__09__55","resolved_reviewed_deterministic",1010,16,2039887.18,514.892085194189
"09356","pc2001__09__56","resolved_reviewed_deterministic",770,12,1703918.27499999,395.618402343288
"09357","pc2001__09__57","resolved_reviewed_deterministic",948,16,2224193.84,432.708046648264
"09358","pc2001__09__58","resolved_reviewed_deterministic",1317,24,3462650.03000002,644.02891481648
"09359","pc2001__09__59","resolved_reviewed_deterministic",1438,24,3067291.48,828.985425725226
"09360","pc2001__09__60","resolved_reviewed_deterministic",1234,20,2897191.13000001,687.515378656996
"09361","pc2001__09__61","resolved_reviewed_deterministic",1559,24,3982296.055,929.152029719239
"09362","pc2001__09__62","resolved_reviewed_deterministic",968,16,1673874.15,630.741374067996
"09363","pc2001__09__63","resolved_reviewed_deterministic",1167,20,2291613.49500001,652.86352773501
"09364","pc2001__09__64","resolved_reviewed_deterministic",1511,24,4143124.05999998,959.069818916845
"09365","pc2001__09__65","resolved_reviewed_deterministic",1368,24,2862445.50500002,803.106894919114
"09366","pc2001__09__66","resolved_reviewed_deterministic",925,16,1630396.28,440.357990821259
"09367","pc2001__09__67","resolved_reviewed_deterministic",1366,24,2849265.57000001,523.291042872426
"09368","pc2001__09__68","resolved_reviewed_deterministic",757,12,1283226.515,394.361500238961
"09369","pc2001__09__69","resolved_reviewed_deterministic",847,16,1903242.66500001,396.575077496729
"09370","pc2001__09__70","resolved_reviewed_deterministic",546,12,1206993.155,250.820413285179
"09435","pc2001__09__35","resolved_reviewed_deterministic",652,12,1508961.89999999,340.976269008241
"09436","pc2001__09__36","resolved_reviewed_deterministic",559,12,1632477.63,306.122219472538
"09437","pc2001__09__37","resolved_reviewed_deterministic",598,12,988451.049999998,252.025942427248
"09438","pc2001__09__38","resolved_reviewed_deterministic",631,12,1158690.875,292.815208406449
"09439","pc2001__09__39","resolved_reviewed_deterministic",640,12,776748.230000001,384.285074432635
"09440","pc2001__09__40","resolved_reviewed_deterministic",578,12,1418050.165,307.520849690196
"09441","pc2001__09__41","resolved_reviewed_deterministic",656,12,832016.1,363.198344073143
"09511","pc2001__09__11","resolved_reviewed_deterministic",1096,20,2551390.73999999,610.073966298426
"09512","pc2001__09__12","resolved_reviewed_deterministic",1149,20,3367131.91500001,561.596845853627
"09513","pc2001__09__13","resolved_reviewed_deterministic",690,12,1176123.02,320.537598226028
"09514","pc2001__09__14","resolved_reviewed_deterministic",885,16,2236445.53000001,452.46542661222
"09515","pc2001__09__15","resolved_reviewed_deterministic",1270,24,4436582.215,463.37892773387
"09516","pc2001__09__16","resolved_reviewed_deterministic",933,16,1907914.34000001,450.792752697407
"09517","pc2001__09__17","resolved_reviewed_deterministic",1071,20,2532749.47999999,567.520167281801
"09518","pc2001__09__18","resolved_reviewed_deterministic",751,12,2035066.78999999,301.895629407051
"09519","pc2001__09__19","resolved_reviewed_deterministic",1088,20,2906743.23999997,556.531564933208
"09520","pc2001__09__20","resolved_reviewed_deterministic",1363,24,3696734.64,701.796452547826
"09521","pc2001__09__21","resolved_reviewed_deterministic",666,12,1742519.10499999,293.074012853839
"09522","pc2001__09__22","resolved_reviewed_deterministic",816,16,2765033.51499999,415.522046534926
"09523","pc2001__09__23","resolved_reviewed_deterministic",1186,24,3148773.28500001,578.491931936715
"09529","pc2001__09__29","resolved_reviewed_deterministic",627,12,1578088.325,330.15120201017
"09530","pc2001__09__30","resolved_reviewed_deterministic",741,12,1820266.65,350.777030677268
"09531","pc2001__09__31","resolved_reviewed_deterministic",670,12,1417693.495,283.076977895997
"09532","pc2001__09__32","resolved_reviewed_deterministic",570,12,1095214.525,230.791443213762
"10101","pc2001__10__01","resolved_reviewed_deterministic",1695,32,3123631.30499998,992.582795397855
"10102","pc2001__10__02","resolved_reviewed_deterministic",2029,36,3954209.65,1141.32214652977
"10103","pc2001__10__03","resolved_reviewed_deterministic",454,12,379074.475000001,169.143475632591
"10104","pc2001__10__04","resolved_reviewed_deterministic",1292,28,2268106.22,718.04406245189
"10105","pc2001__10__05","resolved_reviewed_deterministic",1690,36,3356467.43500001,1035.1356136702
"10106","pc2001__10__06","resolved_reviewed_deterministic",818,20,1182998.615,411.345930948841
"10107","pc2001__10__07","resolved_reviewed_deterministic",1103,24,1759427.23000001,723.046119319981
"10108","pc2001__10__08","resolved_reviewed_deterministic",665,16,1045974.04,343.923329990725
"10109","pc2001__10__09","resolved_reviewed_deterministic",1128,24,2216989.865,621.173667757831
"10110","pc2001__10__10","resolved_reviewed_deterministic",1034,24,1829281.19499999,589.609922099458
"10111","pc2001__10__11","resolved_reviewed_deterministic",1048,20,1277568.00499999,516.4574085866
"10112","pc2001__10__12","resolved_reviewed_deterministic",641,16,972638.134999997,340.620114892477
"10113","pc2001__10__13","resolved_reviewed_deterministic",1615,32,3547443.54000001,976.678523334615
"10114","pc2001__10__14","resolved_reviewed_deterministic",1518,32,3506113.54500001,826.457628973383
"10115","pc2001__10__15","resolved_reviewed_deterministic",1280,24,1798501.00000001,644.073031479795
"10116","pc2001__10__16","resolved_reviewed_deterministic",1597,28,2645014.71500001,991.192857058493
"10117","pc2001__10__17","resolved_reviewed_deterministic",1889,32,2834621.02,1001.6695912474
"10118","pc2001__10__18","resolved_reviewed_deterministic",1412,28,2499198.72,732.952545427859
"10119","pc2001__10__19","resolved_reviewed_deterministic",1514,32,3216052.54999999,807.168084191923
"10120","pc2001__10__20","resolved_reviewed_deterministic",1118,24,2323623.67999999,565.733175971397
"10121","pc2001__10__21","resolved_reviewed_deterministic",763,16,940772.390000001,387.179956977388
"10222","pc2001__10__22","resolved_reviewed_deterministic",1236,24,2501387.19,740.116873271326
"10223","pc2001__10__23","resolved_reviewed_deterministic",1047,20,1490511.795,635.334311778955
"10224","pc2001__10__24","resolved_reviewed_deterministic",580,11,931844.160000001,306.197884220628
"10225","pc2001__10__25","resolved_reviewed_deterministic",655,12,750956.929999999,369.108424460065
"10226","pc2001__10__26","resolved_reviewed_deterministic",626,12,512563.17,352.439387449686
"10227","pc2001__10__27","resolved_reviewed_deterministic",1243,24,2213558.77500001,764.184232244113
"10228","pc2001__10__28","resolved_reviewed_deterministic",2835,52,5068917.86999999,1271.79252036956
"10229","pc2001__10__29","resolved_reviewed_deterministic",1393,24,2273655.01000002,746.931132152393
"10230","pc2001__10__30","resolved_reviewed_deterministic",947,16,1243743.14,508.225564037085
"10231","pc2001__10__31","resolved_reviewed_deterministic",914,16,1355302.14499999,430.638391175956
"10232","pc2001__10__32","resolved_reviewed_deterministic",1155,24,1985478,639.994882743651
"10233","pc2001__10__33","resolved_reviewed_deterministic",805,16,842325.509999998,416.869318059316
"10234","pc2001__10__34","resolved_reviewed_deterministic",1293,24,1666075.085,715.825634259165
"10235","pc2001__10__35","resolved_reviewed_deterministic",1695,32,2958149.045,994.860952471687
"10236","pc2001__10__36","resolved_reviewed_deterministic",1158,20,1728119.535,593.391578190542
"10237","pc2001__10__37","resolved_reviewed_deterministic",803,16,1301416.965,495.846373447835
"11101","pc2001__11__01","resolved_reviewed_deterministic",580,16,36995.3,254.026963317954
"11102","pc2001__11__02","resolved_reviewed_deterministic",1459,36,115963.155,721.505501409885
"11103","pc2001__11__03","resolved_reviewed_deterministic",1461,36,127632.054999999,765.420251918198
"11104","pc2001__11__04","resolved_reviewed_deterministic",2068,56,237490.859999999,961.247001964294
"12101","pc2001__12__01","resolved_reviewed_deterministic",339,8,31825.745,143.697398755162
"12102","pc2001__12__02","resolved_reviewed_deterministic",515,12,72246.085,238.222519581293
"12103","pc2001__12__03","resolved_reviewed_deterministic",407,8,48294.5049999999,262.44670249033
"12104","pc2001__12__04","resolved_reviewed_deterministic",995,20,98734.6049999999,480.210846684073
"12105","pc2001__12__05","resolved_reviewed_deterministic",574,12,93543.9600000002,437.584774773638
"12106","pc2001__12__06","resolved_reviewed_deterministic",425,8,77251.4600000001,131.45096151919
"12107","pc2001__12__07","resolved_reviewed_deterministic",634,12,123020.844999999,388.029643515026
"12108","pc2001__12__08","resolved_reviewed_deterministic",657,12,78334.9099999997,398.330508920569
"12109","pc2001__12__09","resolved_reviewed_deterministic",229,4,32078.3950000001,135.835646179614
"12110","pc2001__12__10","resolved_reviewed_deterministic",378,8,55151.105,155.596119494823
"12111","pc2001__12__11","resolved_reviewed_deterministic",703,15,139321.375,539.675994160035
"12112","pc2001__12__12","resolved_reviewed_deterministic",572,12,120000.215,281.48528621399
"12113","pc2001__12__13","resolved_reviewed_deterministic",709,12,104063.01,319.011442539027
"13101","pc2001__13__01","resolved_reviewed_deterministic",963,20,72734.125,550.747482640396
"13102","pc2001__13__02","resolved_reviewed_deterministic",1164,24,149837.14,660.538130286605
"13103","pc2001__13__03","resolved_reviewed_deterministic",1280,24,168327.275000001,777.447135426298
"13104","pc2001__13__04","resolved_reviewed_deterministic",810,16,60833.6700000002,405.297157219141
"13105","pc2001__13__05","resolved_reviewed_deterministic",755,16,57132.8900000001,477.13106007936
"13106","pc2001__13__06","resolved_reviewed_deterministic",1277,28,161612.81,824.499403841113
"13107","pc2001__13__07","resolved_reviewed_deterministic",1556,32,231989.585000001,960.115899818937
"13108","pc2001__13__08","resolved_reviewed_deterministic",773,16,62961.4349999998,431.703727945274
"14104","pc2001__14__04","resolved_reviewed_deterministic",1354,28,214647.1,647.502777615875
"14105","pc2001__14__05","resolved_reviewed_deterministic",2271,52,291125.54,1180.06695982155
"14106","pc2001__14__06","resolved_reviewed_deterministic",2902,60,424911.435,1175.8403636377
"14107","pc2001__14__07","resolved_reviewed_deterministic",2606,56,350560.759999998,1068.19119405122
"14201","pc2001__14__01","resolved_reviewed_deterministic",1094,20,164713.354999999,660.34645182655
"14202","pc2001__14__02","resolved_reviewed_deterministic",528,12,74511.6050000002,252.468676994175
"14203","pc2001__14__03","resolved_reviewed_deterministic",1398,28,251207.975000001,461.447701508728
"14208","pc2001__14__08","resolved_reviewed_deterministic",904,16,143203.33,537.441423430653
"14209","pc2001__14__09","resolved_reviewed_deterministic",850,16,97014.0000000004,478.529066864734
"15101","pc2001__15__01","resolved_reviewed_deterministic",600,12,81910.345,273.267352436706
"15102","pc2001__15__02","resolved_reviewed_deterministic",985,20,71912.62,537.385999346344
"15103","pc2001__15__03","resolved_reviewed_deterministic",2559,52,273231.159999999,1161.53953299083
"15104","pc2001__15__04","resolved_reviewed_deterministic",973,20,99588.8399999999,421.305062920958
"15105","pc2001__15__05","resolved_reviewed_deterministic",762,16,57644.46,361.661756206019
"15106","pc2001__15__06","resolved_reviewed_deterministic",1024,20,152501.835,477.725872538
"15107","pc2001__15__07","resolved_reviewed_deterministic",420,8,75179.295,258.455437588358
"15108","pc2001__15__08","resolved_reviewed_deterministic",687,12,66634.15,400.649187714627
"16101","pc2001__16__01","resolved_reviewed_deterministic",5254,132,1612043.10499999,2247.87097972963
"16102","pc2001__16__02","resolved_reviewed_deterministic",3019,72,790158.265000011,1412.6320892468
"16103","pc2001__16__03","resolved_reviewed_deterministic",1152,28,361578.059999999,644.411259588908
"16104","pc2001__16__04","resolved_reviewed_deterministic",2663,56,694079.739999996,1186.34178079337
"17101","pc2001__17__01","resolved_reviewed_deterministic",1718,36,538033.849999997,1081.59701490038
"17102","pc2001__17__02","resolved_reviewed_deterministic",916,20,225686.01,535.398061244201
"17103","pc2001__17__03","resolved_reviewed_deterministic",619,12,104967.335,420.70015516035
"17104","pc2001__17__04","resolved_reviewed_deterministic",1157,24,313730.390000001,655.542241901086
"17105","pc2001__17__05","resolved_reviewed_deterministic",781,16,211229.26,471.747074839492
"17106","pc2001__17__06","resolved_reviewed_deterministic",2109,44,644240.710000003,1082.4975998831
"17107","pc2001__17__07","resolved_reviewed_deterministic",1123,24,273949.4,723.069106525289
"18112","pc2001__18__12","resolved_reviewed_deterministic",598,12,886211.9,221.098082848011
"18113","pc2001__18__13","resolved_reviewed_deterministic",622,12,758785.680000003,233.751902351059
"18114","pc2001__18__14","resolved_reviewed_deterministic",592,12,1140718.31,254.901822797131
"18115","pc2001__18__15","resolved_reviewed_deterministic",765,16,1130880.44,265.461928720449
"18116","pc2001__18__16","resolved_reviewed_deterministic",557,12,991417.934999999,228.608375586021
"18117","pc2001__18__17","resolved_reviewed_deterministic",511,12,872707.090000002,236.227663974072
"18118","pc2001__18__18","resolved_reviewed_deterministic",533,12,934997.440000001,285.382422183178
"18201","pc2001__18__01","resolved_reviewed_deterministic",505,12,781474.125000002,216.389711866709
"18202","pc2001__18__02","resolved_reviewed_deterministic",531,12,1382450.485,250.934460903224
"18203","pc2001__18__03","resolved_reviewed_deterministic",505,12,632606.099999999,225.431271349572
"18204","pc2001__18__04","resolved_reviewed_deterministic",474,12,654170.444999998,192.213891730728
"18205","pc2001__18__05","resolved_reviewed_deterministic",776,16,1895194.265,364.833510895598
"18206","pc2001__18__06","resolved_reviewed_deterministic",819,20,1753602.37,402.662045035169
"18207","pc2001__18__07","resolved_reviewed_deterministic",524,12,1029105.405,218.05650523822
"18319","pc2001__18__19","resolved_reviewed_deterministic",596,12,817357.565000005,273.574195668769
"18320","pc2001__18__20","resolved_reviewed_deterministic",577,12,188328.63,364.938524952862
"18321","pc2001__18__21","resolved_reviewed_deterministic",564,12,1479970.015,244.289551416493
"18322","pc2001__18__22","resolved_reviewed_deterministic",597,12,818639.215000001,226.116988089855
"18323","pc2001__18__23","resolved_reviewed_deterministic",613,12,508630.425000001,252.980221304557
"18408","pc2001__18__08","resolved_reviewed_deterministic",599,12,1452177.02,205.567761409755
"18409","pc2001__18__09","resolved_reviewed_deterministic",593,12,813335.865,260.235337459847
"18410","pc2001__18__10","resolved_reviewed_deterministic",1056,20,2620045.51,398.106645180042
"18411","pc2001__18__11","resolved_reviewed_deterministic",766,16,1453783.58000001,321.064936989284
"19101","pc2001__19__01","resolved_reviewed_deterministic",872,19,1558203.635,501.045811902307
"19102","pc2001__19__02","resolved_reviewed_deterministic",1652,36,3329481.275,735.343124959283
"19103","pc2001__19__03","resolved_reviewed_deterministic",1223,28,2308559.915,586.864664009333
"19204","pc2001__19__04","resolved_reviewed_deterministic",1210,24,2574011.71499999,717.322263510141
"19205","pc2001__19__05","resolved_reviewed_deterministic",631,16,1441817.82499999,276.812581532988
"19206","pc2001__19__06","resolved_reviewed_deterministic",1569,32,3708424.43500001,984.75622405836
"19207","pc2001__19__07","resolved_reviewed_deterministic",2960,63,5965643.68999999,1614.03743551453
"19208","pc2001__19__08","resolved_reviewed_deterministic",1252,32,2597015.75499999,658.442940613912
"19210","pc2001__19__10","resolved_reviewed_deterministic",2166,52,5155488.43999999,1182.98001328516
"19311","pc2001__19__11","resolved_reviewed_deterministic",3836,100,8294539.52999999,1915.56526276985
"19317","pc2001__19__17","resolved_reviewed_deterministic",2044,60,4007591.19000001,970.551913408664
"19318","pc2001__19__18","resolved_reviewed_deterministic",3088,72,7650769.21,1591.08475089516
