"target_unit_2001","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","workers_total","main_workers_total","marginal_workers_total","industry_agriculture","industry_mining","industry_manufacturing","industry_utilities","industry_construction","industry_trade","industry_transport","industry_accommodation_food","industry_information_communication","industry_finance_realestate_professional","industry_administrative_public","industry_education_health","industry_other_services","census_year","main_worker_share_among_workers","marginal_worker_share_among_workers","agriculture_share_among_workers","mining_share_among_workers","manufacturing_share_among_workers","utilities_share_among_workers","construction_share_among_workers","trade_share_among_workers","transport_share_among_workers","accommodation_food_share_among_workers","information_communication_share_among_workers","finance_realestate_professional_share_among_workers","administrative_public_share_among_workers","education_health_share_among_workers","other_services_share_among_workers"
"pc2001__01__01",1,"Kupwara",TRUE,227698,122975,104723,97803,56,6986,1999,9886,7223,487,3879,162,697,59036,12851,26633,2011,0.54007940342032,0.45992059657968,0.429529464466091,0.00024593979745101,0.0306809897320135,0.00877917241258158,0.0434171578142979,0.0317218420890829,0.00213879788140432,0.0170357227555798,0.000711468699768992,0.0030610721218456,0.259273247898532,0.0564387917329094,0.116966332598442
"pc2001__01__06",2,"Anantnag;Kulgam",TRUE,548052,252943,295109,334602,880,33164,5503,15141,29010,1386,12900,780,2281,40070,25398,46937,2011,0.461531022603695,0.538468977396306,0.610529657769701,0.00160568705159364,0.0605125061125587,0.0100410180055907,0.0276269405092947,0.0529329333712859,0.00252895710625999,0.0235379124608614,0.00142322261391255,0.0041620138235058,0.0731135001788152,0.0463423178822448,0.085643333114376
"pc2001__01__07",1,"Leh(Ladakh)",TRUE,79102,61120,17982,23794,54,1072,264,1738,1802,372,2576,164,288,37884,4722,4372,2011,0.772673257313342,0.227326742686658,0.300801496801598,0.000682662890950924,0.0135521225759146,0.00333746302242674,0.0219716315643094,0.0227807135091401,0.00470278880432859,0.0325655482794367,0.00207327248362873,0.00364086875173826,0.478925943718237,0.0596950772420419,0.0552704103562489
"pc2001__01__08",1,"Kargil",TRUE,50743,27770,22973,13180,4,877,488,6658,1128,204,1942,89,152,17310,4257,4454,2011,0.547267603413279,0.452732396586721,0.25974025974026,7.88286069014445e-05,0.0172831720631417,0.00961709004197623,0.131210216187454,0.0222296671462074,0.00402025895197367,0.0382712886506513,0.00175393650355714,0.00299548706225489,0.341130796366001,0.0838933448948623,0.0877756537847585
"pc2001__01__11",1,"Punch",TRUE,162975,74163,88812,92237,24,2962,1684,8384,3368,252,2750,104,538,24904,9990,15778,2011,0.455057524160147,0.544942475839853,0.565957969013652,0.00014726184997699,0.0181745666513269,0.0103328731400522,0.0514434729252953,0.0206657462801043,0.0015462494247584,0.0168737536431968,0.000638134683233625,0.00330111980365087,0.15280871299279,0.0612977450529222,0.0968123945390397
"pc2001__02__01",1,"Chamba",TRUE,295660,120999,174661,213454,118,6898,5930,22212,5764,1708,4110,306,1074,11744,13388,8954,2011,0.409250490428195,0.590749509571805,0.721957654062098,0.000399107082459582,0.0233308530068322,0.0200568220252993,0.0751268348779003,0.0194953662991274,0.00577690590543191,0.0139011026178719,0.00103497260366637,0.00363255090306433,0.0397213014949604,0.0452817425421092,0.0302847865791788
"pc2001__02__02",1,"Kangra",TRUE,675194,314756,360438,370942,1188,34832,10622,75272,33938,6890,23760,2698,6424,36330,42724,29574,2011,0.466171204127999,0.533828795872001,0.549385806153491,0.0017594943083025,0.051588136150499,0.0157317748676677,0.111482033311907,0.0502640722518269,0.0102044745658285,0.03518988616605,0.00399588858905737,0.00951430255600613,0.053806757761473,0.063276628643027,0.0438007446748638
"pc2001__02__04",1,"Kullu",TRUE,268637,193453,75184,212515,98,5018,3084,9096,7544,2740,3642,346,1452,7032,10000,6070,2011,0.720127904942357,0.279872095057643,0.791086112486366,0.000364804550378392,0.0186794819775385,0.0114801758506833,0.033859818267774,0.0280825053883121,0.0101996374289469,0.0135573282905929,0.00128798341256044,0.00540506333825944,0.0261765877373556,0.037224954120244,0.0225955471509881
"pc2001__02__06",1,"Hamirpur",TRUE,241779,126190,115589,159578,72,8456,2565,18859,9416,1737,7542,921,1951,7218,13715,9749,2011,0.521922913073509,0.478077086926491,0.660015964992824,0.000297792612261611,0.0349740879067247,0.0106088618118199,0.0780009843700239,0.0389446560702129,0.00718424677081136,0.0311937761344037,0.00380926383184644,0.00806935259058893,0.0298537093792265,0.0567253566273332,0.0403219469019228
"pc2001__02__09",1,"Solan",TRUE,300028,220214,79814,155334,286,41994,3530,13054,11794,3112,11478,1174,2854,19992,16922,18504,2011,0.73397816203821,0.26602183796179,0.517731678376685,0.000953244363859373,0.139966936419268,0.0117655685469356,0.043509272467903,0.0393096644313197,0.0103723652459104,0.0382564293999227,0.00391296812297519,0.00951244550508619,0.0666337808471209,0.0564014025357633,0.0616742437372512
"pc2001__02__10",1,"Sirmaur",TRUE,279684,193987,85697,196644,500,19900,2938,12412,6778,1058,4660,494,1316,7660,13020,12304,2011,0.693593484074885,0.306406515925115,0.703093491225812,0.00178773186882339,0.0711517283791708,0.0105047124612062,0.0443786559116717,0.0242344932137698,0.00378284063443029,0.016661661017434,0.00176627908639751,0.00470531027874315,0.0273880522303743,0.046552537864161,0.0439925058280059
"pc2001__02__12",1,"Kinnaur",TRUE,56342,46863,9479,36070,0,1362,3978,5906,836,224,522,172,230,3168,2208,1666,2011,0.831759610947428,0.168240389052572,0.640197366085691,0,0.0241737957473998,0.0706045223811721,0.104824109900252,0.0148379539242483,0.00397571971176032,0.0092648468282986,0.0030527847786731,0.00408221220403962,0.0562280359234674,0.0391892371587803,0.0295694153562174
"pc2001__03__03",1,"Kapurthala",TRUE,286391,250091,36300,105033,24,37354,1038,30772,27014,2126,16074,994,5074,14600,14340,31948,2011,0.873250206884993,0.126749793115007,0.366746860061943,8.38015161090956e-05,0.130430076364132,0.00362441557171839,0.107447510571212,0.0943255898404629,0.00742341763533072,0.0561260654140668,0.00347077945885171,0.017717037197398,0.0509792556330332,0.0500714058751846,0.111553784860558
"pc2001__03__04",1,"Jalandhar",TRUE,774513,689594,84919,170101,137,141865,3094,94840,98256,7910,36591,6306,21526,71884,43029,78974,2011,0.890358199281355,0.109641800718645,0.219623169656287,0.000176885346017433,0.183166712501921,0.0039947683253864,0.122451140264915,0.126861653710138,0.0102128692481598,0.047243880993605,0.00814189045245206,0.0277929486012501,0.0928118701687383,0.0555562011225118,0.101966009608619
"pc2001__03__08",1,"Fatehgarh Sahib",TRUE,214206,192591,21615,76628,12,44926,1040,20014,18510,1192,10862,632,3344,10150,9416,17480,2011,0.899092462396011,0.100907537603989,0.357730409045498,5.60208397523879e-05,0.209732687226315,0.00485513944520695,0.0934334239003576,0.0864121453180583,0.0055647367487372,0.0507081967825364,0.00295043089362576,0.0156111406776654,0.0473842936238948,0.0439576855923737,0.0816036899059784
"pc2001__03__10",1,"Moga",TRUE,359391,304576,54815,185039,194,31454,1194,24328,28582,1428,12634,780,3770,11060,14184,44744,2011,0.847478094888297,0.152521905111703,0.514868207606757,0.00053980205403029,0.0875202773580863,0.00332228686861941,0.0676922905693242,0.0795289809705863,0.00397338831523327,0.035153913147519,0.00217033815537952,0.010489967751001,0.0307742820493557,0.0394667646101321,0.124499500543976
"pc2001__03__12",1,"Muktsar",TRUE,335353,287035,48318,204643,0,24682,1210,19700,31244,1632,9868,884,3004,10460,12642,15384,2011,0.855918986858624,0.144081013141376,0.610231606695035,0,0.0736000572531035,0.00360813829010028,0.058744069681798,0.0931674981288374,0.00486651379292865,0.0294257096253798,0.00263602830450302,0.0089577251433564,0.0311910136483049,0.0376975903003701,0.0458740491362833
"pc2001__03__13",1,"Faridkot",TRUE,221842,190438,31404,112270,6,18328,1132,15424,18770,1176,7980,604,2608,14560,11444,17540,2011,0.858439790481514,0.141560209518486,0.506080904427475,2.70462761785415e-05,0.0826173583000514,0.00510273077235149,0.0695269606296373,0.0846097673118706,0.00530107013099413,0.0359715473174602,0.00272265846863984,0.0117561147122727,0.0656322968599273,0.0515862640978715,0.0790652806952696
"pc2001__03__14",1,"Bathinda",TRUE,548487,450310,98177,292349,24,53732,5192,26254,43578,2300,17188,1698,6838,38006,21376,39952,2011,0.821003961807664,0.178996038192336,0.533009898137969,4.37567344349091e-05,0.097964035610689,0.00946604021608534,0.0478662210772543,0.0794512905501862,0.00419335371667879,0.0313371146444674,0.00309578896126982,0.0124670229194129,0.0692924353722148,0.0389726648033591,0.0728403772559787
"pc2001__03__15",1,"Mansa",TRUE,329196,247068,82128,213928,0,22926,2306,14352,21654,760,6790,416,2242,7140,10044,26638,2011,0.750519447380892,0.249480552619108,0.649849937423298,0,0.0696424014872599,0.00700494538208241,0.0435971275471148,0.0657784420223818,0.00230865502618501,0.020626010036574,0.00126368485643811,0.00681053232724577,0.0216892064302118,0.030510698793424,0.0809183586677845
"pc2001__04__01",1,"Chandigarh",TRUE,404204,385961,18243,7602,89,49525,3267,38369,59544,13424,24925,11618,20241,80206,41139,54255,2011,0.954866849412673,0.0451331505873272,0.0188073349100949,0.000220185846750651,0.122524764722764,0.00808255237454355,0.0949248399323114,0.14731175347102,0.0332109528851768,0.0616644070815727,0.0287429119949332,0.0500761991469654,0.198429505893064,0.101777815162641,0.134226776578164
"pc2001__05__08",1,"Bageshwar",TRUE,123478,77942,45536,95321,1130,2863,371,4702,3394,975,2104,92,383,3289,4847,4007,2011,0.631221756102302,0.368778243897698,0.771967475987625,0.00915142778470659,0.0231863165908097,0.00300458381250101,0.0380796579147702,0.0274866777887559,0.00789614344255657,0.0170394726186041,0.000745071996630979,0.0031017671164094,0.0266363238795575,0.0392539561703299,0.0324511248967427
"pc2001__05__09",1,"Almora",TRUE,298591,201238,97353,220301,158,5798,1608,11402,9880,2794,4738,554,1708,16368,14330,8952,2011,0.673958692659859,0.326041307340141,0.737801876144961,0.000529151916836073,0.019417865910225,0.00538529292577472,0.0381860136440817,0.0330887401160785,0.00935728136481006,0.0158678593795526,0.00185538077169104,0.00572019920225325,0.0548174593340054,0.047992069419373,0.0299808098703578
"pc2001__05__13",1,"Hardwar",TRUE,577977,495223,82754,206641,2336,73802,5810,54664,66660,6452,23314,2094,7314,55800,26144,46946,2011,0.856821292196748,0.143178707803252,0.35752460738057,0.00404168331957846,0.127690202205278,0.0100523031193283,0.0945781579543823,0.115333309110916,0.0111630739631508,0.0403372452537039,0.00362298153732761,0.0126544827908377,0.0965436340892458,0.0452336338643233,0.0812246854113572
"pc2001__06__01",1,"Panchkula",TRUE,211971,183818,28153,45717,614,31164,1340,20032,16730,2018,10024,3222,7726,35808,13342,24234,2011,0.867184662052828,0.132815337947172,0.215675729227111,0.00289662265121172,0.147020111241632,0.00632161946681386,0.0945034934023994,0.0789258908058178,0.00952017021196296,0.0472894877129419,0.0152001924791599,0.0364483820900029,0.168928768557963,0.0629425723330078,0.114326959819975
"pc2001__06__02",1,"Ambala",TRUE,373158,320360,52798,117246,100,46426,2270,35426,41626,3230,18790,3186,8120,42432,21230,33076,2011,0.858510336104278,0.141489663895722,0.314199347193414,0.000267982999158533,0.124413787189341,0.00608321408089871,0.094935657281902,0.111550603229731,0.00865585087282063,0.0503540055418884,0.00853793835319087,0.0217602195316729,0.113710546202949,0.0568927907213566,0.0886380568016765
"pc2001__06__03",1,"Yamunanagar",TRUE,389793,339309,50484,145999,1368,78166,2598,32700,38716,3492,21160,1940,6644,14828,19832,22350,2011,0.870485103631928,0.129514896368072,0.374555212638503,0.00350955507153797,0.200532077282045,0.00666507607884185,0.0838906804380787,0.0993245132672983,0.00895860110366271,0.054285223182561,0.00497700061314595,0.0170449443679081,0.03804070365553,0.0508782866803662,0.0573381256205217
"pc2001__06__04",1,"Kurukshetra",TRUE,336374,285413,50961,170592,78,31254,1786,25948,33196,3184,13184,1320,5890,14268,19902,15772,2011,0.848498992193213,0.151501007806786,0.50714977970949,0.000231884747334812,0.0929144345282335,0.00530956613769197,0.0771403259467141,0.098687770160595,0.00946565430146206,0.0391944680623354,0.00392420341643528,0.0175102713051544,0.042417071474014,0.0591662851468901,0.0468882850636494
"pc2001__06__05",1,"Kaithal",TRUE,373329,290391,82938,224437,32,27826,1924,28998,29688,1796,10056,748,3954,9836,14556,19478,2011,0.777842064238246,0.222157935761754,0.601177513667569,8.5715280623793e-05,0.074534793707427,0.00515363124750555,0.0776741158602734,0.0795223515987239,0.00481077012501038,0.0269360269360269,0.00200359468458116,0.0105911943620774,0.0263467343817384,0.0389897382737478,0.052173819874695
"pc2001__06__06",1,"Karnal",TRUE,515479,411217,104262,258325,94,59282,2536,33892,46854,4358,15918,2784,9776,26104,22108,33448,2011,0.797737638196706,0.202262361803294,0.501135836765416,0.000182354664302523,0.115003714991299,0.00491969604969359,0.0657485561972457,0.0908941004386212,0.00845427262798291,0.0308800164507187,0.00540080197253428,0.0189648850874623,0.050640278265458,0.0428882650893635,0.0648872213999018
"pc2001__06__07",1,"Panipat",TRUE,411034,337491,73543,141984,114,113068,3748,23758,40194,3492,15006,1640,6212,17960,16046,27812,2011,0.821078061668864,0.178921938331136,0.345431278191099,0.000277349319034435,0.27508186670689,0.00911846708544792,0.0578005712422817,0.0977875309585095,0.00849564756200217,0.0365079287844801,0.00398993757207433,0.0151131049986133,0.0436946821917408,0.0390381330984785,0.0676635022893483
"pc2001__06__08",1,"Sonipat",TRUE,522619,396550,126069,259383,68,58914,2990,30234,35818,2748,22234,2372,7524,40512,27076,32746,2011,0.75877455660816,0.24122544339184,0.496313758206265,0.000130113907071882,0.112728392959307,0.00572118503154306,0.0578509392119307,0.0685355871103041,0.00525813259755194,0.0425434207328857,0.00453867922903683,0.0143967211295418,0.0775172735778837,0.0518082962923277,0.0626575000143508
"pc2001__06__09",1,"Jind",TRUE,524362,386550,137812,345122,62,31046,2572,31992,31660,2252,14510,1302,4782,16712,19950,22400,2011,0.737181565407104,0.262818434592896,0.65817507752278,0.000118238926543113,0.0592071889267338,0.00490500837207883,0.0610112860962465,0.0603781357154027,0.00429474294475954,0.0276717229700093,0.00248301745740538,0.00911965397950271,0.0318711119417502,0.0380462352344373,0.0427185799123506
"pc2001__06__10",1,"Fatehabad",TRUE,368779,285873,82906,242237,28,24676,1234,21284,28824,1950,9496,712,3624,8032,12270,14412,2011,0.77518784963352,0.22481215036648,0.65686223998655,7.59262322420745e-05,0.0669127038144797,0.00334617752095428,0.0577147831085826,0.0781606327909127,0.00528771974543019,0.0257498393346693,0.0019306956198699,0.00982702377304565,0.0217799820488694,0.0332719596289377,0.0390803163954564
"pc2001__06__11",1,"Sirsa",TRUE,502531,399781,102750,328545,58,34810,2052,21824,43986,2314,10298,1088,5434,12724,18316,21082,2011,0.795535001820783,0.204464998179217,0.653780562791151,0.000115415765395568,0.0692693585072364,0.0040833301826156,0.0434281666205667,0.087528928563611,0.00460469105388523,0.020492268138682,0.00216504056466168,0.0108132632613709,0.0253198310154,0.0364475027411244,0.0419516407942993
"pc2001__06__14",1,"Rohtak",TRUE,345878,289288,56590,144748,38,35242,2898,27794,35092,2794,18212,2472,7202,27158,25572,16656,2011,0.836387396712135,0.163612603287865,0.418494382412296,0.000109865328237124,0.101891418361388,0.00837867687450488,0.0803578140269112,0.101457739434136,0.00807799281827696,0.0526544041540659,0.00714702872110976,0.0208223708937834,0.0785190153753636,0.0739335835178878,0.0481557080820405
"pc2001__06__15",1,"Jhajjar",TRUE,325872,245560,80312,166480,40,27826,5352,17538,18682,1386,15696,1284,4790,27960,14472,24366,2011,0.753547405116119,0.246452594883881,0.510875435753916,0.000122747581872637,0.0853893553297,0.0164236264545588,0.0538186772720577,0.0573292581136152,0.00425320371188688,0.0481661511268228,0.00394019737811165,0.0146990229292483,0.0858005597289733,0.0444100751215201,0.0747716894977169
"pc2001__06__16",1,"Mahendragarh",TRUE,337920,212130,125790,200102,692,22736,1432,24372,22452,2154,13200,904,3564,18460,16522,11330,2011,0.627752130681818,0.372247869318182,0.59215790719697,0.00204782196969697,0.067282196969697,0.00423768939393939,0.0721235795454545,0.0664417613636364,0.00637428977272727,0.0390625,0.00267518939393939,0.010546875,0.0546283143939394,0.0488932291666667,0.0335286458333333
"pc2001__06__17",1,"Rewari",TRUE,337645,250658,86987,161365,370,39588,1814,24688,26808,2312,14328,1376,4544,30314,17556,12582,2011,0.742371425609738,0.257628574390262,0.477913192850479,0.0010958254971938,0.11724740481867,0.00537250662678257,0.073118215877623,0.0793969998074901,0.00684742851219476,0.0424351019561966,0.00407528617334775,0.013457921781753,0.0897806868160346,0.0519954389965792,0.037263990285655
"pc2001__08__02",1,"Hanumangarh",TRUE,835583,643658,191925,589713,138,47482,2250,38174,46546,3104,15200,982,4798,9460,21014,56722,2011,0.770310070932511,0.229689929067489,0.70575035633803,0.000165154149857046,0.0568249952428424,0.00269273070419097,0.0456854675119049,0.055704819269899,0.00371477160258167,0.0181908918683123,0.00117522735622912,0.005742098630537,0.0113214366496207,0.0251489080079418,0.0678831426680533
"pc2001__08__05",1,"Jhunjhunun",TRUE,895674,593043,302631,609734,3612,51820,3800,69380,44644,4410,22608,1208,6176,16616,38908,22758,2011,0.662119253210432,0.337880746789569,0.680754381616526,0.00403271726096772,0.0578558716675933,0.00424261505860391,0.0774612191489314,0.049844028072714,0.00492366642327454,0.0252413266433993,0.00134870499757724,0.00689536594787836,0.0185513925825691,0.0434399122895161,0.0254087982904494
"pc2001__08__17",1,"Barmer",TRUE,1202458,741010,461448,920898,4406,66182,3120,51112,45554,3306,22740,744,3704,17172,23388,40132,2011,0.616246055995303,0.383753944004697,0.765846291512884,0.00366416124305381,0.0550389285945954,0.00259468521977483,0.0425062663311317,0.0378840674684688,0.00274936837710756,0.0189112634287435,0.00061873262933092,0.00308035706860448,0.0142807482672991,0.0194501595897736,0.0333749702692319
"pc2001__08__18",1,"Jalor",TRUE,896548,660841,235707,686584,1824,41506,1606,44704,46382,3866,9186,354,2012,5242,13866,39416,2011,0.737094946394393,0.262905053605607,0.765808411819557,0.00203446998933688,0.0462953461498994,0.00179131513315517,0.0498623609667302,0.0517339841257802,0.00431209483485547,0.010245965637088,0.000394847793983144,0.00224416316806239,0.00584687044084645,0.015465987320255,0.0439641826204509
"pc2001__08__19",1,"Sirohi",TRUE,419893,313192,106701,239467,2332,37546,2266,41798,32428,6196,12354,626,3528,9148,12370,19834,2011,0.745885261245127,0.254114738754873,0.570304815750679,0.00555379584798985,0.0894180183999257,0.00539661294663164,0.0995444077419724,0.0772291988673305,0.0147561402547792,0.0294217812633218,0.00149085600379144,0.0084021405453294,0.0217865027518916,0.0294598862091057,0.0472358434172515
"pc2001__08__20",1,"Pali",TRUE,843249,606755,236494,509769,3334,83348,3718,71460,61218,8358,20632,1286,7732,14032,25002,33360,2011,0.719544286444455,0.280455713555545,0.604529622922767,0.0039537550593004,0.0988415047038301,0.0044091365658305,0.0847436522308357,0.0725977736113532,0.0099116631030692,0.0244672688612735,0.00152505369113986,0.00916929637627794,0.0166403992177874,0.0296496052767332,0.0395612683798024
"pc2001__08__23",1,"Bundi",TRUE,525757,360730,165027,373943,12076,27860,1512,26492,24308,3006,10618,574,2520,7152,14096,21600,2011,0.686115448771961,0.313884551228039,0.711246830760218,0.0229687859600538,0.0529902597587859,0.00287585329344165,0.0503882972551958,0.0462342869424468,0.00571747023815185,0.0201956417128065,0.0010917591206584,0.00479308882240274,0.0136032425626287,0.0268108650954719,0.0410836184777378
"pc2001__08__27",1,"Dungarpur",TRUE,641705,216373,425332,419330,2254,20484,1035,114161,16173,10543,7966,503,1740,6282,18032,23202,2011,0.337184531833163,0.662815468166837,0.653462260696114,0.00351251743402342,0.0319212099017461,0.00161289065848014,0.177902618804591,0.0252031696807723,0.0164296678380253,0.0124138038506791,0.000783849276536726,0.0027115263244014,0.00978954504016643,0.0281001394721874,0.0361568010222766
"pc2001__08__32",1,"Jhalawar",TRUE,685486,475344,210142,546794,7418,25302,2338,22068,22426,2838,8560,446,2252,6878,15804,22362,2011,0.693440858018982,0.306559141981018,0.797673475461206,0.0108215193308105,0.036911038299834,0.00341071881847332,0.0321932176587122,0.0327154748601722,0.00414012831771911,0.0124874906270879,0.000650633273327245,0.00328526038460304,0.0100337570716251,0.0230551754521609,0.0326221104442687
"pc2001__09__01",1,"Saharanpur",TRUE,1038532,883594,154938,515301,4913,130616,4449,69948,106522,5380,40273,2531,8886,38619,36479,74615,2011,0.850810567223735,0.149189432776265,0.496182110902697,0.00473071604919251,0.125769836654046,0.00428393154953338,0.0673527633236145,0.102569781191143,0.00518038924173738,0.03877877619563,0.00243709389792515,0.00855630832752385,0.0371861435179657,0.0351255425928137,0.0718466065561774
"pc2001__09__03",1,"Bijnor",TRUE,1086792,838993,247799,575690,1302,136904,2167,82384,79651,5713,35903,1932,8116,18485,35922,102623,2011,0.771990408468226,0.228009591531774,0.529714977659018,0.00119802133250889,0.125970746932256,0.00199394180303131,0.0758047538075363,0.0732900131763944,0.00525675566253708,0.0330357602926779,0.00177770907404545,0.00746785033382653,0.0170087744481005,0.0330532429388512,0.0944274525392163
"pc2001__09__05",1,"Rampur",TRUE,737043,563602,173441,452713,126,106834,1650,21784,43802,2678,21918,850,2942,17546,17310,46890,2011,0.764679944046684,0.235320055953316,0.614228749204592,0.0001709533907791,0.144949480559479,0.00223867535544059,0.0295559417835866,0.0594293684357629,0.00363343794052721,0.0297377493579072,0.00115325700128758,0.00399162599739771,0.023805938052461,0.0234857396379858,0.0636190832827935
"pc2001__09__08",1,"Baghpat",TRUE,415016,333245,81771,207968,68,56116,1954,22456,40996,1724,13316,880,2644,19792,14128,32974,2011,0.802969042157411,0.197030957842589,0.501108391001793,0.000163849104612834,0.135214064036085,0.00470825221196291,0.0541087572527324,0.0987817337162905,0.00415405671106656,0.0320855099562427,0.00212040017734256,0.00637083871465197,0.047689727624959,0.0340420610289724,0.0794523584632882
"pc2001__09__10",1,"Gautam Buddha Nagar",TRUE,568474,458628,109846,136247,329,67351,7437,40734,44270,4159,21658,11588,14132,80553,24135,115881,2011,0.80677040638622,0.19322959361378,0.239671471342577,0.000578742387514644,0.118476834472641,0.0130823925104754,0.0716549921368436,0.0778751534810739,0.00731607778016233,0.0380984882334109,0.0203843975274155,0.024859536232088,0.141700411980143,0.0424557675460971,0.203845734369558
"pc2001__09__11",1,"Bulandshahr",TRUE,1173383,884932,288451,618192,121,142455,5899,62141,130753,4546,38181,2135,7442,42853,32504,86161,2011,0.754171485354739,0.245828514645261,0.526845880671528,0.000103120634950396,0.12140537232941,0.0050273440129949,0.0529588378219217,0.111432499022058,0.00387426782218594,0.0325392476284385,0.00181952525305037,0.00634234516777557,0.0365208972688372,0.0277011001522947,0.073429562214554
"pc2001__09__12",1,"Aligarh",TRUE,1174868,866294,308574,591695,210,178875,6018,71323,78203,5652,31862,2865,10683,32191,39782,125509,2011,0.737354324060235,0.262645675939765,0.503626790413902,0.000178743484374415,0.152251146511778,0.00512227756650109,0.0607072454096971,0.0665632224215827,0.00481075320801997,0.0271196423768457,0.00243857182253666,0.0090929363979613,0.027399673835699,0.0338608252161094,0.106828171334993
"pc2001__09__14",1,"Mathura",TRUE,840470,594145,246325,435237,803,72554,3064,49046,66844,4023,24995,1882,6531,39864,25553,110074,2011,0.706919937653932,0.293080062346068,0.517849536568825,0.00095541780194415,0.0863255083465204,0.00364557925922401,0.0583554439777743,0.0795316906016871,0.0047866074934263,0.0297393125275144,0.00223922329172963,0.00777065213511488,0.0474306043047343,0.0304032267659762,0.13096719692553
"pc2001__09__15",1,"Agra",TRUE,1389631,1051106,338525,542183,1585,210914,5056,72760,122933,10415,39440,4287,15846,69428,40436,254348,2011,0.756392164538644,0.243607835461356,0.390163287951982,0.00114059055965217,0.151776982522698,0.00363837594296615,0.0523592234197424,0.0884644916528201,0.00749479538093206,0.0283816351247202,0.00308499162727372,0.0114030271345415,0.0499614645902401,0.0290983721577887,0.183032761934643
"pc2001__09__16",1,"Firozabad",TRUE,761296,573390,187906,346282,52,171163,1526,22809,52268,1681,16380,907,3549,18310,19426,106943,2011,0.75317616275404,0.24682383724596,0.454858556987033,6.83045753557092e-05,0.224831077530947,0.00200447657678485,0.029960751140161,0.0686566066286963,0.00220807675332591,0.0215159412370484,0.0011913894201467,0.00466178726802715,0.0240510918223661,0.0255170130934617,0.140474926966646
"pc2001__09__18",1,"Mainpuri",TRUE,561315,425450,135865,413792,3,20223,823,9195,22516,671,7191,464,2171,13210,14267,56789,2011,0.757952308418624,0.242047691581376,0.737183221542271,5.34459260842842e-06,0.036027898773416,0.00146619990557886,0.0163811763448331,0.0401129490571248,0.00119540721341849,0.0128109884824029,0.000826630323436929,0.0038677035176327,0.0235340227857798,0.0254171009148161,0.101171356546681
"pc2001__09__20",1,"Bareilly",TRUE,1401101,1044899,356202,712208,179,229932,3224,64639,85226,6230,41744,3446,11978,40685,38482,163128,2011,0.745769933787785,0.254230066212215,0.508320242437911,0.000127756671360594,0.16410808357142,0.00230104753333271,0.0461344328495947,0.0608278775049051,0.00444650314288549,0.0297937122305958,0.00245949435479669,0.00854899111484468,0.0290378780687474,0.0274655431692647,0.116428437350341
"pc2001__09__21",1,"Pilibhit",TRUE,618596,462768,155828,445542,12,43339,822,17245,30961,1361,11326,414,2245,13608,14679,37042,2011,0.748094071090017,0.251905928909983,0.720247140298353,1.93987675316362e-05,0.070060265504465,0.00132881557591708,0.0278776455069221,0.0500504367955823,0.00220014355087973,0.0183092034219426,0.000669257479841447,0.00362918609237693,0.0219982023808754,0.0237295423830739,0.0598807622422389
"pc2001__09__22",1,"Shahjahanpur",TRUE,892569,699643,192926,627153,11,55929,1852,23560,44903,1866,14930,768,3419,24335,22258,71585,2011,0.783853125080526,0.216146874919474,0.702638115372593,1.232397719392e-05,0.0626607018617048,0.0020749096148309,0.0263957184262505,0.0503075952671446,0.00209059467671407,0.0167269981368387,0.000860437680448234,0.00383051618418296,0.0272639986376403,0.0249370076711156,0.0802010824933422
"pc2001__09__24",1,"Sitapur",TRUE,1422207,1024326,397881,1056854,11,79345,1596,27785,49570,2037,13284,845,4471,27665,28167,130577,2011,0.720236927535865,0.279763072464135,0.743108422332333,7.73445778286846e-06,0.0557900502528816,0.00112219951104164,0.019536537227,0.0348542792997081,0.0014322809548821,0.00934041247160224,0.000594146984229441,0.00314370552247317,0.0194521613239142,0.0198051338518233,0.0918129358103286
"pc2001__09__25",1,"Hardoi",TRUE,1319274,970053,349221,1017175,7,73888,878,23059,41615,2589,13956,926,4857,15384,27365,97575,2011,0.735293047539783,0.264706952460217,0.771011177359669,5.30594857474641e-06,0.056006561184409,0.000665517549803907,0.0174785525978682,0.0315438642768674,0.00196244298000264,0.0105785454727373,0.000701901197173597,0.00368157031822048,0.0116609589819855,0.0207424689639908,0.0739611331686973
"pc2001__09__26",1,"Unnao",TRUE,1124322,761684,362638,793758,44,77292,2568,29794,47120,2732,14970,1268,4328,28126,22042,100280,2011,0.67746072744285,0.32253927255715,0.705988142187025,3.91346962880741e-05,0.0687454305794959,0.0022840431833585,0.02649952593652,0.0419097020248648,0.00242990886952314,0.0133146909871016,0.00112779079302904,0.00384943103488147,0.0250159651772357,0.0196047039904938,0.0891915305401833
"pc2001__09__27",1,"Lucknow",TRUE,1544838,1154406,390432,399395,565,199169,15055,114915,158498,15868,70455,19401,53641,135671,90054,272151,2011,0.747266703693203,0.252733296306797,0.258535199160041,0.000365734141702884,0.128925492511189,0.0097453584129857,0.0743864405199769,0.102598460162166,0.0102716271867989,0.0456067238118172,0.0125585983773056,0.0347227346815653,0.0878221535203044,0.058293490967985,0.176167986546162
