source_row_id,wave,source_code,raw_state,raw_district,terminal_unit,target_unit_2001,review_status,reviewed_panel,evidence_basis,evidence_source_ids,notes
nss_2017_18__arunachal pradesh__12103__east kameng,nss_2017_18,12103,Arunachal Pradesh,East Kameng,pc2011__12__247,pc2001__12__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__arunachal pradesh__12107__east siang,nss_2017_18,12107,Arunachal Pradesh,East Siang,pc2011__12__251,pc2001__12__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__arunachal pradesh__12111__lower subansiri,nss_2017_18,12111,Arunachal Pradesh,Lower Subansiri,pc2011__12__255,pc2001__12__05,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__arunachal pradesh__12104__papum pare,nss_2017_18,12104,Arunachal Pradesh,Papum Pare,pc2011__12__248,pc2001__12__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__arunachal pradesh__12105__upper subansiri,nss_2017_18,12105,Arunachal Pradesh,Upper Subansiri,pc2011__12__249,pc2001__12__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__arunachal pradesh__12102__west kameng,nss_2017_18,12102,Arunachal Pradesh,West Kameng,pc2011__12__246,pc2001__12__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__arunachal pradesh__12106__west siang,nss_2017_18,12106,Arunachal Pradesh,West Siang,pc2011__12__250,pc2001__12__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18204__barpeta,nss_2017_18,18204,Assam,Barpeta,pc2011__18__303,pc2001__18__05,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18220__bongaigaon,nss_2017_18,18220,Assam,Bongaigaon,pc2011__18__319,pc2001__18__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18317__cachar,nss_2017_18,18317,Assam,Cachar,pc2011__18__316,pc2001__18__21,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18426__darrang,nss_2017_18,18426,Assam,Darrang,pc2011__18__325,pc2001__18__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18319__hailakandi,nss_2017_18,18319,Assam,Hailakandi,pc2011__18__318,pc2001__18__23,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18222__kamrup,nss_2017_18,18222,Assam,Kamrup,pc2011__18__321,pc2001__18__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18223__kamrup metropolitan,nss_2017_18,18223,Assam,Kamrup Metropolitan,pc2011__18__322,pc2001__18__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18318__karimganj,nss_2017_18,18318,Assam,Karimganj,pc2011__18__317,pc2001__18__22,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18405__morigaon,nss_2017_18,18405,Assam,Morigaon,pc2011__18__304,pc2001__18__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18406__nagaon,nss_2017_18,18406,Assam,Nagaon,pc2011__18__305,pc2001__18__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__assam__18112__sivasagar,nss_2017_18,18112,Assam,Sivasagar,pc2011__18__311,pc2001__18__16,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10107__araria,nss_2017_18,10107,Bihar,Araria,pc2011__10__209,pc2001__10__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10238__arwal,nss_2017_18,10238,Bihar,Arwal,pc2011__10__240,pc2001__10__33,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10233__aurangabad,nss_2017_18,10233,Bihar,Aurangabad,pc2011__10__235,pc2001__10__34,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10222__bhagalpur,nss_2017_18,10222,Bihar,Bhagalpur,pc2011__10__224,pc2001__10__22,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10229__bhojpur,nss_2017_18,10229,Bihar,Bhojpur,pc2011__10__231,pc2001__10__29,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10113__darbhanga,nss_2017_18,10113,Bihar,Darbhanga,pc2011__10__215,pc2001__10__13,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__bihar__10118__vaishali,nss_2017_18,10118,Bihar,Vaishali,pc2011__10__220,pc2001__10__18,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22127__balrampur,nss_2017_18,22127,Chhattisgarh,Balrampur,pc2011__22__401,pc2001__22__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22317__dakshin bastar dantewada,nss_2017_18,22317,Chhattisgarh,Dakshin Bastar Dantewada,pc2011__22__416,pc2001__22__16,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22206__janjgir champa,nss_2017_18,22206,Chhattisgarh,Janjgir-Champa,pc2011__22__405,pc2001__22__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22208__kabeerdham,nss_2017_18,22208,Chhattisgarh,Kabeerdham,pc2011__22__407,pc2001__22__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22101__koriya,nss_2017_18,22101,Chhattisgarh,Koriya,pc2011__22__400,pc2001__22__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22204__raigarh,nss_2017_18,22204,Chhattisgarh,Raigarh,pc2011__22__403,pc2001__22__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22209__rajnandgaon,nss_2017_18,22209,Chhattisgarh,Rajnandgaon,pc2011__22__408,pc2001__22__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22322__sukama,nss_2017_18,22322,Chhattisgarh,Sukama,pc2011__22__416,pc2001__22__16,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22126__surajpur,nss_2017_18,22126,Chhattisgarh,Surajpur,pc2011__22__401,pc2001__22__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22102__surguja,nss_2017_18,22102,Chhattisgarh,Surguja,pc2011__22__401,pc2001__22__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__chhattisgarh__22314__uttar bastar kanker,nss_2017_18,22314,Chhattisgarh,Uttar Bastar Kanker,pc2011__22__413,pc2001__22__14,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__goa__30102__south goa,nss_2017_18,30102,Goa,South Goa,pc2011__30__586,pc2001__30__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__gujarat__24302__banas kantha,nss_2017_18,24302,Gujarat,Banas Kantha,pc2011__24__469,pc2001__24__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__gujarat__24510__jamnagar,nss_2017_18,24510,Gujarat,Jamnagar,pc2011__24__477,pc2001__24__10,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__gujarat__24512__junagadh,nss_2017_18,24512,Gujarat,Junagadh,pc2011__24__479,pc2001__24__12,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__gujarat__24205__sabar kantha,nss_2017_18,24205,Gujarat,Sabar Kantha,pc2011__24__472,pc2001__24__05,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__gujarat__24119__vadodara,nss_2017_18,24119,Gujarat,Vadodara,pc2011__24__486,pc2001__24__19,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__haryana__06213__bhiwani,nss_2017_18,6213,Haryana,Bhiwani,pc2011__06__081,pc2001__06__13,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__haryana__06118__gurgaon,nss_2017_18,6118,Haryana,Gurgaon,pc2011__06__086,pc2001__06__18,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__haryana__06212__hisar,nss_2017_18,6212,Haryana,Hisar,pc2011__06__080,pc2001__06__12,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__haryana__06119__mewat,nss_2017_18,6119,Haryana,Mewat,pc2011__06__087,pc2001__06__18,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__haryana__06121__palwal,nss_2017_18,6121,Haryana,Palwal,pc2011__06__089,pc2001__06__19,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__himachal pradesh__02208__bilaspur,nss_2017_18,2208,Himachal Pradesh,Bilaspur,pc2011__02__030,pc2001__02__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__himachal pradesh__02105__mandi,nss_2017_18,2105,Himachal Pradesh,Mandi,pc2011__02__027,pc2001__02__05,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__himachal pradesh__02211__shimla,nss_2017_18,2211,Himachal Pradesh,Shimla,pc2011__02__033,pc2001__02__11,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__himachal pradesh__02107__una,nss_2017_18,2107,Himachal Pradesh,Una,pc2011__02__029,pc2001__02__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__jammu and kashmir__01308__baramula,nss_2017_18,1308,Jammu & Kashmir,Baramula,pc2011__01__008,pc2001__01__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__jammu and kashmir__01216__doda,nss_2017_18,1216,Jammu & Kashmir,Doda,pc2011__01__016,pc2001__01__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__jammu and kashmir__01206__rajouri,nss_2017_18,1206,Jammu & Kashmir,Rajouri,pc2011__01__006,pc2001__01__12,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__jammu and kashmir__01220__reasi,nss_2017_18,1220,Jammu & Kashmir,Reasi,pc2011__01__020,pc2001__01__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__jharkhand__20218__jamtara,nss_2017_18,20218,Jharkhand,Jamtara,pc2011__20__363,pc2001__20__11,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29329__bangalore rural,nss_2017_18,29329,Karnataka,Bangalore Rural,pc2011__29__583,pc2001__29__21,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29401__belgaum,nss_2017_18,29401,Karnataka,Belgaum,pc2011__29__555,pc2001__29__01,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29411__bellary,nss_2017_18,29411,Karnataka,Bellary,pc2011__29__565,pc2001__29__12,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29403__bijapur,nss_2017_18,29403,Karnataka,Bijapur,pc2011__29__557,pc2001__29__03,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29324__chamarajanagar,nss_2017_18,29324,Karnataka,Chamarajanagar,pc2011__29__578,pc2001__29__27,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29328__chikkaballapura,nss_2017_18,29328,Karnataka,Chikkaballapura,pc2011__29__582,pc2001__29__19,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29216__chikmagalur,nss_2017_18,29216,Karnataka,Chikmagalur,pc2011__29__570,pc2001__29__17,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__karnataka__29413__davanagere,nss_2017_18,29413,Karnataka,Davanagere,pc2011__29__567,pc2001__29__14,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
