source_row_id,wave,source_code,raw_state,raw_district,terminal_unit,target_unit_2001,review_status,reviewed_panel,evidence_basis,evidence_source_ids,notes
nss_2017_18__telangana__36231__khammam,nss_2017_18,36231,Telangana,Khammam,pc2011__28__541,pc2001__28__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36102__komaram bheem,nss_2017_18,36102,Telangana,Komaram Bheem,pc2011__28__532,pc2001__28__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36125__mahbubnagar,nss_2017_18,36125,Telangana,Mahbubnagar,pc2011__28__538,pc2001__28__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36103__mancherial,nss_2017_18,36103,Telangana,Mancherial,pc2011__28__532,pc2001__28__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36121__medchal malkajgiri,nss_2017_18,36121,Telangana,Medchal-Malkajgiri,pc2011__28__537,pc2001__28__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36128__nagarkurnool,nss_2017_18,36128,Telangana,Nagarkurnool,pc2011__28__538,pc2001__28__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36229__nalgonda,nss_2017_18,36229,Telangana,Nalgonda,pc2011__28__539,pc2001__28__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36104__nirmal,nss_2017_18,36104,Telangana,Nirmal,pc2011__28__532,pc2001__28__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36105__nizamabad,nss_2017_18,36105,Telangana,Nizamabad,pc2011__28__533,pc2001__28__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36207__peddapalli,nss_2017_18,36207,Telangana,Peddapalli,pc2011__28__534,pc2001__28__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36214__rajanna,nss_2017_18,36214,Telangana,Rajanna,pc2011__28__534,pc2001__28__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36123__rangareddy,nss_2017_18,36123,Telangana,Rangareddy,pc2011__28__537,pc2001__28__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36230__suryapet,nss_2017_18,36230,Telangana,Suryapet,pc2011__28__539,pc2001__28__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36127__wanaparthy,nss_2017_18,36127,Telangana,Wanaparthy,pc2011__28__538,pc2001__28__07,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36211__warangal rural,nss_2017_18,36211,Telangana,Warangal Rural,pc2011__28__540,pc2001__28__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36212__warangal urban,nss_2017_18,36212,Telangana,Warangal Urban,pc2011__28__540,pc2001__28__09,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__telangana__36220__yadadri,nss_2017_18,36220,Telangana,Yadadri,pc2011__28__539,pc2001__28__08,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09245__bara banki,nss_2017_18,9245,Uttar Pradesh,Bara Banki,pc2011__09__176,pc2001__09__46,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09518__budaun,nss_2017_18,9518,Uttar Pradesh,Budaun,pc2011__09__149,pc2001__09__19,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09346__faizabad,nss_2017_18,9346,Uttar Pradesh,Faizabad,pc2011__09__177,pc2001__09__47,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09357__gorakhpur,nss_2017_18,9357,Uttar Pradesh,Gorakhpur,pc2011__09__188,pc2001__09__58,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09206__jyotiba phule nagar,nss_2017_18,9206,Uttar Pradesh,Jyotiba Phule Nagar,pc2011__09__137,pc2001__09__06,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09571__kanshiram nagar,nss_2017_18,9571,Uttar Pradesh,Kanshiram Nagar,pc2011__09__202,pc2001__09__17,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09522__kheri,nss_2017_18,9522,Uttar Pradesh,Kheri,pc2011__09__153,pc2001__09__23,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09358__kushinagar,nss_2017_18,9358,Uttar Pradesh,Kushinagar,pc2011__09__189,pc2001__09__59,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09513__mahamaya nagar,nss_2017_18,9513,Uttar Pradesh,Mahamaya Nagar,pc2011__09__144,pc2001__09__13,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09356__maharajganj,nss_2017_18,9356,Uttar Pradesh,Maharajganj,pc2011__09__187,pc2001__09__57,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09104__moradabad,nss_2017_18,9104,Uttar Pradesh,Moradabad,pc2011__09__135,pc2001__09__04,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09102__muzaffarnagar,nss_2017_18,9102,Uttar Pradesh,Muzaffarnagar,pc2011__09__133,pc2001__09__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09355__sant kabir nagar,nss_2017_18,9355,Uttar Pradesh,Sant Kabir Nagar,pc2011__09__186,pc2001__09__56,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09367__sant ravidas nagar bhadohi,nss_2017_18,9367,Uttar Pradesh,Sant Ravidas Nagar(Bhadohi),pc2011__09__198,pc2001__09__68,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09350__shrawasti,nss_2017_18,9350,Uttar Pradesh,Shrawasti,pc2011__09__181,pc2001__09__51,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttar pradesh__09348__sultanpur,nss_2017_18,9348,Uttar Pradesh,Sultanpur,pc2011__09__179,pc2001__09__49,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05102__chamoli,nss_2017_18,5102,Uttarakhand,Chamoli,pc2011__05__057,pc2001__05__02,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05110__champawat,nss_2017_18,5110,Uttarakhand,Champawat,pc2011__05__065,pc2001__05__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05105__dehradun,nss_2017_18,5105,Uttarakhand,Dehradun,pc2011__05__060,pc2001__05__05,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05106__garhwal,nss_2017_18,5106,Uttarakhand,Garhwal,pc2011__05__061,pc2001__05__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05103__rudraprayag,nss_2017_18,5103,Uttarakhand,Rudraprayag,pc2011__05__058,pc2001__05__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05104__tehri garhwal,nss_2017_18,5104,Uttarakhand,Tehri Garhwal,pc2011__05__059,pc2001__05__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__uttarakhand__05101__uttarkashi,nss_2017_18,5101,Uttarakhand,Uttarkashi,pc2011__05__056,pc2001__05__01,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19409__barddhaman,nss_2017_18,19409,West Bengal,Barddhaman,pc2011__19__335,pc2001__19__09,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19205__dakshin dinajpur,nss_2017_18,19205,West Bengal,Dakshin Dinajpur,pc2011__19__331,pc2001__19__05,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19101__darjiling,nss_2017_18,19101,West Bengal,Darjiling,pc2011__19__327,pc2001__19__01,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19412__hugli,nss_2017_18,19412,West Bengal,Hugli,pc2011__19__338,pc2001__19__12,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19102__jalpaiguri,nss_2017_18,19102,West Bengal,Jalpaiguri,pc2011__19__328,pc2001__19__02,accepted_dominant_parent,dominant_parent,official_lgd_census_codes_and_iss_or_shrug_continuity,lgd_mod_districts|alluvial|shrug_pc_keys,LGD modification report carries matching Census 2001 and 2011 codes; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19103__koch bihar,nss_2017_18,19103,West Bengal,Koch Bihar,pc2011__19__329,pc2001__19__03,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19206__maldah,nss_2017_18,19206,West Bengal,Maldah,pc2011__19__332,pc2001__19__06,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19210__nadia,nss_2017_18,19210,West Bengal,Nadia,pc2011__19__336,pc2001__19__10,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19311__north twenty four parganas,nss_2017_18,19311,West Bengal,North Twenty Four Parganas,pc2011__19__337,pc2001__19__11,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19518__paschim medinipur,nss_2017_18,19518,West Bengal,Paschim Medinipur,pc2011__19__344,pc2001__19__15,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19519__purba medinipur,nss_2017_18,19519,West Bengal,Purba Medinipur,pc2011__19__345,pc2001__19__15,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19317__south twenty four parganas,nss_2017_18,19317,West Bengal,South Twenty Four Parganas,pc2011__19__343,pc2001__19__18,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
nss_2017_18__west bengal__19204__uttar dinajpur,nss_2017_18,19204,West Bengal,Uttar Dinajpur,pc2011__19__330,pc2001__19__04,accepted_dominant_parent,dominant_parent,iss_2001_2011_continuity_and_shrug_min_99pct_single_parent,alluvial|shrug_pc_keys,India State Stories links the 2011 district to the same Census-2001 district; SHRUG allocation is single-target with at least 99 percent mapped population.
