"district_code_0708","eligible_child_weight_0708","enrolled_child_weight_0708","known_medium_enrolled_weight_0708","emi_enrolled_child_weight_0708","known_management_enrolled_weight_0708","classified_schooling_weight_0708","enrollment_rate_0708","emi_share_enrolled_0708","emi_exposure_all_children_0708","unknown_medium_share_enrolled_0708","private_share_enrolled_0708","unknown_management_share_enrolled_0708","emi_share_enrolled_public_0708","emi_share_enrolled_private_0708","emi_share_enrolled_private_aided_0708","emi_share_enrolled_private_unaided_0708","public_emi_exposure_all_children_0708","public_nonemi_exposure_all_children_0708","private_emi_exposure_all_children_0708","private_nonemi_exposure_all_children_0708","unknown_school_classification_share_all_children_0708","eligible_child_weight_0708_age6_17","enrolled_child_weight_0708_age6_17","known_medium_enrolled_weight_0708_age6_17","emi_enrolled_child_weight_0708_age6_17","known_management_enrolled_weight_0708_age6_17","classified_schooling_weight_0708_age6_17","enrollment_rate_0708_age6_17","emi_share_enrolled_0708_age6_17","emi_exposure_all_children_0708_age6_17","unknown_medium_share_enrolled_0708_age6_17","private_share_enrolled_0708_age6_17","unknown_management_share_enrolled_0708_age6_17","emi_share_enrolled_public_0708_age6_17","emi_share_enrolled_private_0708_age6_17","emi_share_enrolled_private_aided_0708_age6_17","emi_share_enrolled_private_unaided_0708_age6_17","public_emi_exposure_all_children_0708_age6_17","public_nonemi_exposure_all_children_0708_age6_17","private_emi_exposure_all_children_0708_age6_17","private_nonemi_exposure_all_children_0708_age6_17","unknown_school_classification_share_all_children_0708_age6_17","eligible_child_weight_0708_age6_14","enrolled_child_weight_0708_age6_14","known_medium_enrolled_weight_0708_age6_14","emi_enrolled_child_weight_0708_age6_14","known_management_enrolled_weight_0708_age6_14","classified_schooling_weight_0708_age6_14","enrollment_rate_0708_age6_14","emi_share_enrolled_0708_age6_14","emi_exposure_all_children_0708_age6_14","unknown_medium_share_enrolled_0708_age6_14","private_share_enrolled_0708_age6_14","unknown_management_share_enrolled_0708_age6_14","emi_share_enrolled_public_0708_age6_14","emi_share_enrolled_private_0708_age6_14","emi_share_enrolled_private_aided_0708_age6_14","emi_share_enrolled_private_unaided_0708_age6_14","public_emi_exposure_all_children_0708_age6_14","public_nonemi_exposure_all_children_0708_age6_14","private_emi_exposure_all_children_0708_age6_14","private_nonemi_exposure_all_children_0708_age6_14","unknown_school_classification_share_all_children_0708_age6_14","social_group","state_code_2001","district_code_2001","ling_distance_nonzero_mean","log_population_2001","urban_share_2001","adult_secondary_plus_share_2001","sc_share_2001","st_share_2001","muslim_share_2001","agricultural_worker_share_2001","dependency_ratio_2001","electricity_access_share_2001","log_population_density_2001","hindi_belt_2001"
"01209",41938.98,41061.165,41061.165,41061.165,41061.165,41061.165,97.9069233443446,100,97.9069233443446,0,0,0,100,,,,97.9069233443446,0,0,0,0,41061.165,41061.165,41061.165,41061.165,41061.165,41061.165,100,100,100,0,0,0,100,,,,100,0,0,0,0,32206.65,32206.65,32206.65,32206.65,32206.65,32206.65,100,100,100,0,0,0,100,,,,100,0,0,0,0,"Scheduled Caste","01","09",3.4450773447949,13.4472386281799,6.8930482751843,12.5917702627693,9.09948853133775,11.5258935526622,57.9199599958955,68.3326002262159,77.9701437066402,56.0561045922191,4.07086338140416,FALSE
"01209",180846.03,141157.405,141157.405,141157.405,141157.405,141157.405,78.0539141500646,100,78.0539141500646,0,3.65541928175855,0,100,100,100,100,75.2007163220559,0,2.85319782800872,0,0,162615.005,136744.185,136744.185,136744.185,136744.185,136744.185,84.0907547246332,100,84.0907547246332,0,3.77339263091882,0,100,100,100,100,80.9176803825699,0,3.17307434206333,0,0,128714.71,125830.125,125830.125,125830.125,125830.125,125830.125,97.7589313606813,100,97.7589313606813,0,4.10068336179433,0,100,100,100,100,93.7501471277059,0,4.00878423297539,0,0,"Other","01","09",3.4450773447949,13.4472386281799,6.8930482751843,12.5917702627693,9.09948853133775,11.5258935526622,57.9199599958955,68.3326002262159,77.9701437066402,56.0561045922191,4.07086338140416,FALSE
"01210",217150.995,177874.295,177874.295,177874.295,177874.295,177874.295,81.9127239090016,100,81.9127239090016,0,20.1438718281357,0,100,100,100,100,65.4123297938377,0,16.500394115164,0,0,146666.345,137560.725,137560.725,137560.725,137560.725,137560.725,93.7916091111427,100,93.7916091111427,0,23.7976864399341,0,100,100,100,100,71.4713760679043,0,22.3202330432384,0,0,99174.11,93414.62,93414.62,93414.62,93414.62,93414.62,94.1925468249728,100,94.1925468249728,0,28.3283173447582,0,100,100,100,100,67.5093832452845,0,26.6831635796883,0,0,"Other","01","10",1.39358936012059,13.5191361497183,15.6860239755,14.6454619548181,19.1068299105996,14.7768218004086,25.5695627087231,64.0411538356576,70.442183444696,62.9276458858189,5.0673836274345,FALSE
"01210",90192.435,66244.955,66244.955,66244.955,66244.955,66244.955,73.4484605055845,100,73.4484605055845,0,3.29346589487456,0,100,100,,100,71.0294605085227,0,2.41899999706184,0,0,56845.15,47510.165,47510.165,47510.165,47510.165,47510.165,83.5782208332637,100,83.5782208332637,0,4.59218569331426,0,100,100,,100,79.740153733432,0,3.83806709983174,0,0,38655.07,32929.195,32929.195,32929.195,32929.195,32929.195,85.1872600411796,100,85.1872600411796,0,6.62559470403088,0,100,100,,100,79.5430974513822,0,5.6441625897974,0,0,"Scheduled Caste","01","10",1.39358936012059,13.5191361497183,15.6860239755,14.6454619548181,19.1068299105996,14.7768218004086,25.5695627087231,64.0411538356576,70.442183444696,62.9276458858189,5.0673836274345,FALSE
"01210",13225.31,3761.25,3761.25,3761.25,3761.25,3761.25,28.4397870446893,100,28.4397870446893,0,0,0,100,,,,28.4397870446893,0,0,0,0,3761.25,3761.25,3761.25,3761.25,3761.25,3761.25,100,100,100,0,0,0,100,,,,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,"Other Backward Class","01","10",1.39358936012059,13.5191361497183,15.6860239755,14.6454619548181,19.1068299105996,14.7768218004086,25.5695627087231,64.0411538356576,70.442183444696,62.9276458858189,5.0673836274345,FALSE
"01210",31500.775,7805.175,7805.175,7805.175,7805.175,7805.175,24.7777237226703,100,24.7777237226703,0,33.4834901203368,0,100,100,,100,16.4812770479456,0,8.29644667472467,0,0,27936.52,7805.175,7805.175,7805.175,7805.175,7805.175,27.938966628628,100,27.938966628628,0,33.4834901203368,0,100,100,,100,18.5840254978072,0,9.35494113082088,0,0,23036.31,5191.73,5191.73,5191.73,5191.73,5191.73,22.5371598142237,100,22.5371598142237,0,0,0,100,,,,22.5371598142237,0,0,0,0,"Scheduled Tribe","01","10",1.39358936012059,13.5191361497183,15.6860239755,14.6454619548181,19.1068299105996,14.7768218004086,25.5695627087231,64.0411538356576,70.442183444696,62.9276458858189,5.0673836274345,FALSE
"02102",98779.63,92531.925,92531.925,2797.38,92531.925,92531.925,93.6751079144556,3.02315119889703,2.83194014798395,0,15.9052672901812,0,1.04093743484101,13.5035620980537,0,14.8153614942837,0.820007120901344,77.9558244953944,2.01193302708261,12.8873432710772,0,80390.035,80390.035,80390.035,2392.38,80390.035,80390.035,100,2.97596586442586,2.97596586442586,0,11.585192119894,0,0.569807023244398,21.339068475971,,21.339068475971,0.503793784888886,87.9110140952172,2.47217207953697,9.113020040357,0,59777.505,59777.505,59777.505,1987.38,59777.505,59777.505,100,3.32462855383476,3.32462855383476,0,7.36975388986208,0,0,45.1117988947793,,45.1117988947793,0,92.6302461101379,3.32462855383476,4.04512533602732,0,"Other Backward Class","02","02",2.08700724143244,14.107456029202,5.39831071745965,28.2641272955152,20.876305982689,0.119265438414375,1.1912354465546,63.6493750360785,58.6442662726883,97.6061342809052,5.45610733517839,TRUE
"02102",103086.285,95781.8049999999,95781.8049999999,26149.76,95781.8049999999,95781.8049999999,92.9142077435422,27.3013856859348,25.3668662130952,0,36.7374941409801,0,2.40705469537645,70.1697902130097,,70.1697902130097,1.4148632866147,57.3649928310056,23.9520029264805,10.1823486994415,0,90235.7349999999,90235.7349999999,90235.7349999999,22755.97,90235.7349999999,90235.7349999999,100,25.2183572284306,25.2183572284306,0,35.2344279126224,0,2.49570127078803,66.985625767341,,66.985625767341,1.61635520561782,63.1492168817598,23.6020020228128,11.6324258898096,0,70337.025,70337.025,70337.025,21297.44,70337.025,70337.025,100,30.2791310835225,30.2791310835225,0,43.2811950747135,0,0,69.959092005786,,69.959092005786,0,56.7188049252865,30.2791310835225,13.002063991191,0,"Scheduled Caste","02","02",2.08700724143244,14.107456029202,5.39831071745965,28.2641272955152,20.876305982689,0.119265438414375,1.1912354465546,63.6493750360785,58.6442662726883,97.6061342809052,5.45610733517839,TRUE
"02102",122384.14,110358.115,110358.115,38974.985,110358.115,110358.115,90.1735429116877,35.3168274032227,31.8464345134917,0,45.9571187855102,0,2.50457300932308,73.9021176357389,0,85.6222634277789,1.22053805337849,47.5118426292819,30.6258964601132,10.8152657689142,0,98145.78,90923.995,90923.995,35994.58,90923.995,90923.995,92.6417773642433,39.5875478194727,36.6746079148793,0,49.1121623065506,0,3.22837486793336,77.2613052948018,0,87.458988747596,1.52196559036975,45.621431711073,35.1526423245095,10.3457377382909,0,63376.265,61799.55,61799.55,22867.535,61799.55,61799.55,97.5121364441404,37.0027532562939,36.0821752433659,0,40.6207003125427,0,0,91.0933415022103,,91.0933415022103,0,57.9020237308084,36.0821752433659,3.52793746996608,0,"Other","02","02",2.08700724143244,14.107456029202,5.39831071745965,28.2641272955152,20.876305982689,0.119265438414375,1.1912354465546,63.6493750360785,58.6442662726883,97.6061342809052,5.45610733517839,TRUE
"02102",34350.33,34087.83,34087.83,8933.385,34087.83,34087.83,99.2358152017754,26.2069630128993,26.0066933854784,0,39.9964298108739,0,11.5709388642712,48.1642653632504,,48.1642653632504,6.88991925259525,52.6551127747535,19.1167741328832,20.5740090415434,0,25103.98,24841.48,24841.48,8670.885,24841.48,24841.48,98.9543490713425,34.9048647665115,34.5398817239338,0,47.9556169761222,0,18.3060108232952,52.918961275963,,52.918961275963,9.42762860709736,42.0725518423772,25.1122531168365,22.3419155050315,0,19245.445,19245.445,19245.445,8670.885,19245.445,19245.445,100,45.0542193230658,45.0542193230658,0,40.335284530963,0,20.611021411266,81.2110598045398,,81.2110598045398,12.2975072802941,47.3672081887428,32.7567120427717,7.57857248819136,0,"Scheduled Tribe","02","02",2.08700724143244,14.107456029202,5.39831071745965,28.2641272955152,20.876305982689,0.119265438414375,1.1912354465546,63.6493750360785,58.6442662726883,97.6061342809052,5.45610733517839,TRUE
"02104",70882.855,58801.9,58801.9,137.8,58801.9,58801.9,82.9564497648973,0.234346169086373,0.194405262034098,0,9.46051913288516,0,0,2.47709629666913,,2.47709629666913,0,75.1083389629269,0.194405262034098,7.65370553993628,0,62168.095,56302.845,56302.845,137.8,56302.845,56302.845,90.5654982672382,0.244747845335347,0.221657105626286,0,9.88043321789512,0,0,2.47709629666913,,2.47709629666913,0,81.6172346924898,0.221657105626286,8.72660646912214,0,40458.435,40458.435,40458.435,137.8,40458.435,40458.435,100,0.340596466472319,0.340596466472319,0,9.52158678406616,0,0,3.57709774847915,,3.57709774847915,0,90.4784132159338,0.340596466472319,9.18099031759384,0,"Other","02","04",3.93093789239834,12.8520522198613,7.88660563826916,19.8816125274144,28.2770441149878,2.97480678563098,0.468589069924077,78.6262256769801,60.8111303466622,91.4001684489931,4.23748362164663,TRUE
"02104",47119.725,37628.78,37628.78,837.505,37628.78,37628.78,79.8578090173489,2.22570330475769,1.77739789440622,0,7.49959206756105,0,0,29.6776582607047,,29.6776582607047,0,73.8687991069557,1.77739789440622,4.21161201598693,0,42837.395,35506.22,35506.22,837.505,35506.22,35506.22,82.8860391720831,2.35875573350247,1.95507920124461,0,5.1533365139967,0,0,45.7714284152796,,45.7714284152796,0,78.6146426504226,1.95507920124461,2.31631732041596,0,31276.42,29087.07,29087.07,0,29087.07,29087.07,92.9999980816219,0,0,0,3.41130956125866,0,0,0,,0,0,89.8274802550931,0,3.17251782652874,0,"Scheduled Caste","02","04",3.93093789239834,12.8520522198613,7.88660563826916,19.8816125274144,28.2770441149878,2.97480678563098,0.468589069924077,78.6262256769801,60.8111303466622,91.4001684489931,4.23748362164663,TRUE
"02104",2259.59,2259.59,2259.59,1129.795,2259.59,2259.59,100,50,50,0,50,0,0,100,,100,0,50,50,0,0,2259.59,2259.59,2259.59,1129.795,2259.59,2259.59,100,50,50,0,50,0,0,100,,100,0,50,50,0,0,2259.59,2259.59,2259.59,1129.795,2259.59,2259.59,100,50,50,0,50,0,0,100,,100,0,50,50,0,0,"Other Backward Class","02","04",3.93093789239834,12.8520522198613,7.88660563826916,19.8816125274144,28.2770441149878,2.97480678563098,0.468589069924077,78.6262256769801,60.8111303466622,91.4001684489931,4.23748362164663,TRUE
"02104",27.56,27.56,27.56,27.56,27.56,27.56,100,100,100,0,100,0,,100,,100,0,0,100,0,0,27.56,27.56,27.56,27.56,27.56,27.56,100,100,100,0,100,0,,100,,100,0,0,100,0,0,27.56,27.56,27.56,27.56,27.56,27.56,100,100,100,0,100,0,,100,,100,0,0,100,0,0,"Scheduled Tribe","02","04",3.93093789239834,12.8520522198613,7.88660563826916,19.8816125274144,28.2770441149878,2.97480678563098,0.468589069924077,78.6262256769801,60.8111303466622,91.4001684489931,4.23748362164663,TRUE
"02105",1963.87,1128.56,1128.56,293.25,1128.56,1128.56,57.466125558209,25.984440348763,14.9322511164181,0,25.984440348763,0,0,100,,100,0,42.533874441791,14.9322511164181,0,0,1670.62,835.31,835.31,0,835.31,835.31,50,0,0,0,0,0,0,,,,0,50,0,0,0,1670.62,835.31,835.31,0,835.31,835.31,50,0,0,0,0,0,0,,,,0,50,0,0,0,"Other Backward Class","02","05",1.85632898958811,13.7116422617264,6.76567437071751,25.5848834456325,28.9826081939859,1.17202754996982,0.921845599460361,73.9590395604589,60.0602654243156,95.1310761050753,5.42890791492875,TRUE
"02105",4264.665,4264.665,4264.665,0,4264.665,4264.665,100,0,0,0,0,0,0,,,,0,100,0,0,0,4264.665,4264.665,4264.665,0,4264.665,4264.665,100,0,0,0,0,0,0,,,,0,100,0,0,0,4264.665,4264.665,4264.665,0,4264.665,4264.665,100,0,0,0,0,0,0,,,,0,100,0,0,0,"Scheduled Tribe","02","05",1.85632898958811,13.7116422617264,6.76567437071751,25.5848834456325,28.9826081939859,1.17202754996982,0.921845599460361,73.9590395604589,60.0602654243156,95.1310761050753,5.42890791492875,TRUE
"02105",187901.365,173538.97,173538.97,19792.59,173538.97,173538.97,92.3564179536429,11.4052711042367,10.5334998497749,0,13.9853659382674,0,2.19181274921884,68.0710925312916,,68.0710925312916,1.74117681369691,77.6988581216534,8.792323036078,4.12405998221461,0,154590.39,151398.865,151398.865,18040.09,151398.865,151398.865,97.9354958610299,11.9156045192281,11.6696063707453,0,13.8027917184188,0,2.50701533571295,70.6714082748608,,70.6714082748608,2.11636376620824,82.3012995827231,9.55324260453706,3.96458990756153,0,110908.435,110908.435,110908.435,10926.205,110908.435,110908.435,100,9.85155457292315,9.85155457292315,0,12.6454899485328,0,0.534146571057699,74.2158152117143,,74.2158152117143,0.466601120104165,86.8879089313631,9.38495345281899,3.26053649571378,0,"Other","02","05",1.85632898958811,13.7116422617264,6.76567437071751,25.5848834456325,28.9826081939859,1.17202754996982,0.921845599460361,73.9590395604589,60.0602654243156,95.1310761050753,5.42890791492875,TRUE
"02105",70613.425,61833.24,61833.24,11458.125,61833.24,61833.24,87.5658417645086,18.5306883482088,16.2265532368668,0,27.8496646787392,0,11.0040057929446,38.0301213389972,,38.0301213389972,6.95222615246322,56.2268223075145,9.27432708440357,15.1124662201274,0,63203.935,58152.63,58152.63,9640.805,58152.63,58152.63,92.0079264052151,16.5784505361151,15.2534885683937,0,28.8288337088108,0,8.5713688576409,36.3459287283269,,36.3459287283269,5.6127992663748,59.8703150365559,9.64068930201894,16.8841228002655,0,40032.93,38694.465,38694.465,4761.715,38694.465,38694.465,96.6565899623135,12.3059331612415,11.8944953566976,0,23.081285656747,0,0,53.3156313051579,,53.3156313051579,0,74.3470063270413,11.8944953566976,10.4150882785747,0,"Scheduled Caste","02","05",1.85632898958811,13.7116422617264,6.76567437071751,25.5848834456325,28.9826081939859,1.17202754996982,0.921845599460361,73.9590395604589,60.0602654243156,95.1310761050753,5.42890791492875,TRUE
