"key","panel_key_status","join_key_status"
"chhattisgarh__kondagaon","not_in_panel","in_join_map"
"chhattisgarh__korba","in_panel","in_join_map"
"chhattisgarh__koriya","in_panel","in_join_map"
"chhattisgarh__mahasamund","in_panel","in_join_map"
"chhattisgarh__mungeli","not_in_panel","in_join_map"
"chhattisgarh__narayanpur","not_in_panel","in_join_map"
"chhattisgarh__raigarh","in_panel","in_join_map"
"chhattisgarh__raipur","not_in_panel","in_join_map"
"chhattisgarh__rajnandgaon","in_panel","in_join_map"
"chhattisgarh__sukma","not_in_panel","in_join_map"
"chhattisgarh__surajpur","not_in_panel","in_join_map"
"chhattisgarh__surguja","not_in_panel","in_join_map"
"chhattisgarh__uttar bastar kanker","not_in_panel","in_join_map"
"dadra and nagar have__dadra and nagar haveli","not_in_panel","in_join_map"
"daman and diu__daman","not_in_panel","in_join_map"
"daman and diu__diu","not_in_panel","in_join_map"
"delhi__central","not_in_panel","in_join_map"
"delhi__east","not_in_panel","in_join_map"
"delhi__new delhi","not_in_panel","in_join_map"
"delhi__north","not_in_panel","in_join_map"
"delhi__north east","not_in_panel","in_join_map"
"delhi__north west","not_in_panel","in_join_map"
"delhi__shahdara","not_in_panel","in_join_map"
"delhi__south","not_in_panel","in_join_map"
"delhi__south east","not_in_panel","in_join_map"
"delhi__south west","not_in_panel","in_join_map"
"delhi__west","not_in_panel","in_join_map"
"goa__north goa","in_panel","in_join_map"
"goa__south goa","in_panel","in_join_map"
"gujarat__ahmadabad","not_in_panel","in_join_map"
"gujarat__amreli","in_panel","in_join_map"
"gujarat__anand","in_panel","in_join_map"
"gujarat__aravalli","not_in_panel","in_join_map"
"gujarat__banas kantha","not_in_panel","in_join_map"
"gujarat__bharuch","in_panel","in_join_map"
"gujarat__bhavnagar","in_panel","in_join_map"
"gujarat__botad","not_in_panel","in_join_map"
"gujarat__chota udaipur","not_in_panel","in_join_map"
"gujarat__devbhumi dwarka","not_in_panel","in_join_map"
"gujarat__dohad","not_in_panel","in_join_map"
"gujarat__gandhinagar","in_panel","in_join_map"
"gujarat__gir somnath","in_panel","in_join_map"
"gujarat__jamnagar","in_panel","in_join_map"
"gujarat__junagadh","not_in_panel","in_join_map"
"gujarat__kachchh","not_in_panel","in_join_map"
"gujarat__kheda","in_panel","in_join_map"
"gujarat__mahesana","not_in_panel","in_join_map"
"gujarat__mahisagar","not_in_panel","in_join_map"
"gujarat__morbi","in_panel","in_join_map"
"gujarat__narmada","in_panel","in_join_map"
"gujarat__navsari","in_panel","in_join_map"
"gujarat__panch mahals","not_in_panel","in_join_map"
"gujarat__patan","in_panel","in_join_map"
"gujarat__porbandar","in_panel","in_join_map"
"gujarat__rajkot","not_in_panel","in_join_map"
"gujarat__sabar kantha","not_in_panel","in_join_map"
"gujarat__surat","in_panel","in_join_map"
"gujarat__surendranagar","in_panel","in_join_map"
"gujarat__tapi","not_in_panel","in_join_map"
"gujarat__the dangs","not_in_panel","in_join_map"
"gujarat__vadodara","not_in_panel","in_join_map"
"gujarat__valsad","in_panel","in_join_map"
"haryana__ambala","in_panel","in_join_map"
"haryana__bhiwani","in_panel","in_join_map"
"haryana__charki dadri","not_in_panel","in_join_map"
"haryana__faridabad","in_panel","in_join_map"
"haryana__fatehabad","in_panel","in_join_map"
"haryana__gurugram","in_panel","in_join_map"
"haryana__hisar","in_panel","in_join_map"
"haryana__jhajjar","in_panel","in_join_map"
"haryana__jind","in_panel","in_join_map"
"haryana__kaithal","in_panel","in_join_map"
"haryana__karnal","in_panel","in_join_map"
"haryana__kurukshetra","in_panel","in_join_map"
"haryana__mahendragarh","in_panel","in_join_map"
"haryana__nuh","not_in_panel","in_join_map"
"haryana__palwal","not_in_panel","in_join_map"
"haryana__panchkula","in_panel","in_join_map"
"haryana__panipat","in_panel","in_join_map"
"haryana__rewari","in_panel","in_join_map"
"haryana__rohtak","in_panel","in_join_map"
"haryana__sirsa","in_panel","in_join_map"
"haryana__sonipat","in_panel","in_join_map"
"haryana__yamunanagar","in_panel","in_join_map"
"himachal pradesh__bilaspur","in_panel","in_join_map"
"himachal pradesh__chamba","in_panel","in_join_map"
"himachal pradesh__hamirpur","in_panel","in_join_map"
"himachal pradesh__kangra","in_panel","in_join_map"
"himachal pradesh__kinnaur","in_panel","in_join_map"
"himachal pradesh__kullu","in_panel","in_join_map"
"himachal pradesh__lahul and spiti","not_in_panel","in_join_map"
"himachal pradesh__mandi","in_panel","in_join_map"
"himachal pradesh__shimla","in_panel","in_join_map"
"himachal pradesh__sirmaur","in_panel","in_join_map"
"himachal pradesh__solan","in_panel","in_join_map"
"himachal pradesh__una","in_panel","in_join_map"
"jammu and kashmir__anantnag","in_panel","in_join_map"
"jammu and kashmir__badgam","not_in_panel","in_join_map"
"jammu and kashmir__bandipore","not_in_panel","in_join_map"
"jammu and kashmir__baramula","not_in_panel","in_join_map"
"jammu and kashmir__doda","in_panel","in_join_map"
"jammu and kashmir__ganderbal","not_in_panel","in_join_map"
"jammu and kashmir__jammu","in_panel","in_join_map"
"jammu and kashmir__kathua","in_panel","in_join_map"
"jammu and kashmir__kishtwar","not_in_panel","in_join_map"
"jammu and kashmir__kulgam","not_in_panel","in_join_map"
"jammu and kashmir__kupwara","in_panel","in_join_map"
"jammu and kashmir__mirpur","not_in_panel","in_join_map"
"jammu and kashmir__muzaffarabad","not_in_panel","in_join_map"
"jammu and kashmir__pulwama","in_panel","in_join_map"
"jammu and kashmir__punch","not_in_panel","in_join_map"
"jammu and kashmir__rajouri","not_in_panel","in_join_map"
"jammu and kashmir__ramban","not_in_panel","in_join_map"
"jammu and kashmir__reasi","not_in_panel","in_join_map"
"jammu and kashmir__samba","not_in_panel","in_join_map"
"jammu and kashmir__shupiyan","not_in_panel","in_join_map"
"jammu and kashmir__srinagar","in_panel","in_join_map"
"jammu and kashmir__udhampur","in_panel","in_join_map"
"jharkhand__bokaro","in_panel","in_join_map"
"jharkhand__chatra","in_panel","in_join_map"
"jharkhand__deoghar","in_panel","in_join_map"
"jharkhand__dhanbad","in_panel","in_join_map"
"jharkhand__dumka","in_panel","in_join_map"
"jharkhand__garhwa","in_panel","in_join_map"
"jharkhand__giridih","in_panel","in_join_map"
"jharkhand__godda","in_panel","in_join_map"
"jharkhand__gumla","in_panel","in_join_map"
"jharkhand__hazaribagh","in_panel","in_join_map"
"jharkhand__jamtara","not_in_panel","in_join_map"
"jharkhand__khunti","not_in_panel","in_join_map"
"jharkhand__kodarma","not_in_panel","in_join_map"
"jharkhand__latehar","not_in_panel","in_join_map"
"jharkhand__lohardaga","in_panel","in_join_map"
"jharkhand__pakur","not_in_panel","in_join_map"
"jharkhand__palamu","in_panel","in_join_map"
"jharkhand__pashchimi singhbhum","not_in_panel","in_join_map"
"jharkhand__purbi singhbhum","not_in_panel","in_join_map"
"jharkhand__ramgarh","not_in_panel","in_join_map"
"jharkhand__ranchi","in_panel","in_join_map"
"jharkhand__sahibganj","in_panel","in_join_map"
"jharkhand__saraikela kharsawan","not_in_panel","in_join_map"
"jharkhand__simdega","not_in_panel","in_join_map"
"karnataka__bagalkote","not_in_panel","in_join_map"
"karnataka__ballari","not_in_panel","in_join_map"
"karnataka__bangalore","not_in_panel","in_join_map"
"karnataka__belagavi","not_in_panel","in_join_map"
"karnataka__bengaluru rural","not_in_panel","in_join_map"
"karnataka__bidar","in_panel","in_join_map"
"karnataka__chamarajanagara","not_in_panel","in_join_map"
"karnataka__chikkaballapura","not_in_panel","in_join_map"
"karnataka__chikkamagaluru","not_in_panel","in_join_map"
"karnataka__chitradurga","in_panel","in_join_map"
"karnataka__dakshina kannada","in_panel","in_join_map"
"karnataka__davanagere","in_panel","in_join_map"
"karnataka__dharwad","in_panel","in_join_map"
"karnataka__gadag","in_panel","in_join_map"
"karnataka__hassan","in_panel","in_join_map"
"karnataka__haveri","in_panel","in_join_map"
"karnataka__kalaburagi","not_in_panel","in_join_map"
"karnataka__kodagu","in_panel","in_join_map"
"karnataka__kolar","in_panel","in_join_map"
"karnataka__koppal","in_panel","in_join_map"
"karnataka__mandya","in_panel","in_join_map"
"karnataka__mysuru","not_in_panel","in_join_map"
"karnataka__raichur","in_panel","in_join_map"
"karnataka__ramanagara","not_in_panel","in_join_map"
"karnataka__shivamogga","not_in_panel","in_join_map"
"karnataka__tumakuru","not_in_panel","in_join_map"
"karnataka__udupi","in_panel","in_join_map"
"karnataka__uttara kannada","in_panel","in_join_map"
"karnataka__vijayapura","in_panel","in_join_map"
"karnataka__yadgir","not_in_panel","in_join_map"
"kerala__alappuzha","in_panel","in_join_map"
"kerala__ernakulam","in_panel","in_join_map"
"kerala__idukki","in_panel","in_join_map"
"kerala__kannur","in_panel","in_join_map"
"kerala__kasaragod","in_panel","in_join_map"
"kerala__kollam","in_panel","in_join_map"
"kerala__kottayam","in_panel","in_join_map"
"kerala__kozhikode","in_panel","in_join_map"
"kerala__malappuram","in_panel","in_join_map"
"kerala__palakkad","in_panel","in_join_map"
"kerala__pathanamthitta","in_panel","in_join_map"
"kerala__thiruvananthapuram","in_panel","in_join_map"
"kerala__thrissur","in_panel","in_join_map"
"kerala__wayanad","in_panel","in_join_map"
"ladakh__kargil","not_in_panel","in_join_map"
"ladakh__leh","not_in_panel","in_join_map"
"lakshadweep__lakshadweep","in_panel","in_join_map"
"madhya pradesh__agar malwa","in_panel","in_join_map"
"madhya pradesh__alirajpur","in_panel","in_join_map"
"madhya pradesh__anuppur","not_in_panel","in_join_map"
"madhya pradesh__ashoknagar","not_in_panel","in_join_map"
"madhya pradesh__balaghat","in_panel","in_join_map"
"madhya pradesh__barwani","in_panel","in_join_map"
"madhya pradesh__betul","in_panel","in_join_map"
"madhya pradesh__bhind","in_panel","in_join_map"
"madhya pradesh__bhopal","in_panel","in_join_map"
"madhya pradesh__burhanpur","not_in_panel","in_join_map"
"madhya pradesh__chhatarpur","in_panel","in_join_map"
"madhya pradesh__chhindwara","in_panel","in_join_map"
"madhya pradesh__damoh","in_panel","in_join_map"
"madhya pradesh__datia","in_panel","in_join_map"
"madhya pradesh__dewas","in_panel","in_join_map"
"madhya pradesh__dhar","in_panel","in_join_map"
"madhya pradesh__dindori","in_panel","in_join_map"
"madhya pradesh__east nimar","not_in_panel","in_join_map"
"madhya pradesh__guna","in_panel","in_join_map"
"madhya pradesh__gwalior","in_panel","in_join_map"
"madhya pradesh__harda","in_panel","in_join_map"
"madhya pradesh__hoshangabad","in_panel","in_join_map"
"madhya pradesh__indore","in_panel","in_join_map"
"madhya pradesh__jabalpur","in_panel","in_join_map"
"madhya pradesh__jhabua","not_in_panel","in_join_map"
"madhya pradesh__katni","in_panel","in_join_map"
"madhya pradesh__mandla","in_panel","in_join_map"
"madhya pradesh__mandsaur","in_panel","in_join_map"
"madhya pradesh__morena","in_panel","in_join_map"
"madhya pradesh__narsimhapur","not_in_panel","in_join_map"
"madhya pradesh__neemuch","in_panel","in_join_map"
"madhya pradesh__niwari","in_panel","in_join_map"
"madhya pradesh__panna","in_panel","in_join_map"
"madhya pradesh__raisen","in_panel","in_join_map"
"madhya pradesh__rajgarh","in_panel","in_join_map"
"madhya pradesh__ratlam","in_panel","in_join_map"
"madhya pradesh__rewa","in_panel","in_join_map"
"madhya pradesh__sagar","in_panel","in_join_map"
"madhya pradesh__satna","in_panel","in_join_map"
"madhya pradesh__sehore","in_panel","in_join_map"
"madhya pradesh__seoni","in_panel","in_join_map"
"madhya pradesh__shahdol","in_panel","in_join_map"
"madhya pradesh__shajapur","not_in_panel","in_join_map"
"madhya pradesh__sheopur","in_panel","in_join_map"
"madhya pradesh__shivpuri","in_panel","in_join_map"
"madhya pradesh__sidhi","in_panel","in_join_map"
"madhya pradesh__singrauli","not_in_panel","in_join_map"
"madhya pradesh__tikamgarh","not_in_panel","in_join_map"
"madhya pradesh__ujjain","in_panel","in_join_map"
"madhya pradesh__umaria","in_panel","in_join_map"
"madhya pradesh__vidisha","in_panel","in_join_map"
"madhya pradesh__west nimar","not_in_panel","in_join_map"
"maharashtra__ahmadnagar","not_in_panel","in_join_map"
"maharashtra__akola","in_panel","in_join_map"
"maharashtra__amravati","in_panel","in_join_map"
"maharashtra__aurangabad","in_panel","in_join_map"
"maharashtra__bhandara","in_panel","in_join_map"
"maharashtra__bid","not_in_panel","in_join_map"
"maharashtra__buldana","not_in_panel","in_join_map"
"maharashtra__chandrapur","in_panel","in_join_map"
"maharashtra__dhule","in_panel","in_join_map"
"maharashtra__gadchiroli","in_panel","in_join_map"
"maharashtra__gondiya","not_in_panel","in_join_map"
"maharashtra__hingoli","in_panel","in_join_map"
"maharashtra__jalgaon","in_panel","in_join_map"
"maharashtra__jalna","in_panel","in_join_map"
"maharashtra__kolhapur","in_panel","in_join_map"
"maharashtra__latur","in_panel","in_join_map"
"maharashtra__mumbai","not_in_panel","in_join_map"
"maharashtra__mumbai suburban","in_panel","in_join_map"
"maharashtra__nagpur","in_panel","in_join_map"
"maharashtra__nanded","in_panel","in_join_map"
"maharashtra__nandurbar","in_panel","in_join_map"
"maharashtra__nashik","in_panel","in_join_map"
"maharashtra__osmanabad","in_panel","in_join_map"
"maharashtra__palghar","in_panel","in_join_map"
"maharashtra__parbhani","in_panel","in_join_map"
"maharashtra__pune","in_panel","in_join_map"
"maharashtra__raigarh","not_in_panel","in_join_map"
"maharashtra__ratnagiri","in_panel","in_join_map"
"maharashtra__sangli","in_panel","in_join_map"
"maharashtra__satara","in_panel","in_join_map"
"maharashtra__sindhudurg","in_panel","in_join_map"
"maharashtra__solapur","in_panel","in_join_map"
"maharashtra__thane","not_in_panel","in_join_map"
"maharashtra__wardha","in_panel","in_join_map"
"maharashtra__washim","in_panel","in_join_map"
"maharashtra__yavatmal","in_panel","in_join_map"
"manipur__bishnupur","in_panel","in_join_map"
"manipur__chandel","in_panel","in_join_map"
"manipur__churachandpur","in_panel","in_join_map"
"manipur__imphal east","in_panel","in_join_map"
"manipur__imphal west","in_panel","in_join_map"
"manipur__jiribam","not_in_panel","in_join_map"
"manipur__kakching","in_panel","in_join_map"
"manipur__kamjong","in_panel","in_join_map"
"manipur__kangpokpi","not_in_panel","in_join_map"
"manipur__noney","in_panel","in_join_map"
"manipur__pherzawl","not_in_panel","in_join_map"
"manipur__senapati","not_in_panel","in_join_map"
"manipur__tamenglong","not_in_panel","in_join_map"
"manipur__tengnoupal","not_in_panel","in_join_map"
"manipur__thoubal","not_in_panel","in_join_map"
"manipur__ukhrul","not_in_panel","in_join_map"
"meghalaya__east garo hills","in_panel","in_join_map"
"meghalaya__east jaintia hills","in_panel","in_join_map"
"meghalaya__east khasi hills","in_panel","in_join_map"
"meghalaya__north garo hills","not_in_panel","in_join_map"
"meghalaya__ribhoi","not_in_panel","in_join_map"
"meghalaya__south garo hills","in_panel","in_join_map"
"meghalaya__south west garo hills","in_panel","in_join_map"
"meghalaya__south west khasi hills","in_panel","in_join_map"
"meghalaya__west garo hills","not_in_panel","in_join_map"
"meghalaya__west jaintia hills","not_in_panel","in_join_map"
"meghalaya__west khasi hills","not_in_panel","in_join_map"
"mizoram__aizawl","not_in_panel","in_join_map"
"mizoram__champhai","in_panel","in_join_map"
"mizoram__hnahthial","in_panel","in_join_map"
"mizoram__khawzawl","not_in_panel","in_join_map"
"mizoram__kolasib","in_panel","in_join_map"
"mizoram__lawngtlai","in_panel","in_join_map"
"mizoram__lunglei","not_in_panel","in_join_map"
"mizoram__mamit","in_panel","in_join_map"
"mizoram__saiha","in_panel","in_join_map"
"mizoram__saitual","not_in_panel","in_join_map"
"mizoram__serchhip","in_panel","in_join_map"
"nagaland__dimapur","in_panel","in_join_map"
"nagaland__kiphire","not_in_panel","in_join_map"
"nagaland__kohima","in_panel","in_join_map"
"nagaland__longleng","not_in_panel","in_join_map"
"nagaland__mokokchung","in_panel","in_join_map"
"nagaland__mon","in_panel","in_join_map"
"nagaland__peren","not_in_panel","in_join_map"
"nagaland__phek","in_panel","in_join_map"
"nagaland__tuensang","in_panel","in_join_map"
"nagaland__wokha","in_panel","in_join_map"
"nagaland__zunheboto","in_panel","in_join_map"
"odisha__anugul","not_in_panel","in_join_map"
"odisha__balangir","in_panel","in_join_map"
"odisha__baleshwar","not_in_panel","in_join_map"
"odisha__bargarh","in_panel","in_join_map"
"odisha__baudh","not_in_panel","in_join_map"
"odisha__bhadrak","in_panel","in_join_map"
"odisha__cuttack","in_panel","in_join_map"
"odisha__debagarh","not_in_panel","in_join_map"
"odisha__dhenkanal","in_panel","in_join_map"
"odisha__gajapati","in_panel","in_join_map"
"odisha__ganjam","in_panel","in_join_map"
"odisha__jagatsinghapur","not_in_panel","in_join_map"
"odisha__jajapur","not_in_panel","in_join_map"
"odisha__jharsuguda","in_panel","in_join_map"
"odisha__kalahandi","in_panel","in_join_map"
"odisha__kandhamal","in_panel","in_join_map"
"odisha__kendrapara","in_panel","in_join_map"
"odisha__kendujhar","in_panel","in_join_map"
"odisha__khordha","in_panel","in_join_map"
"odisha__koraput","in_panel","in_join_map"
"odisha__malkangiri","in_panel","in_join_map"
"odisha__mayurbhanj","in_panel","in_join_map"
"odisha__nabarangapur","in_panel","in_join_map"
"odisha__nayagarh","in_panel","in_join_map"
"odisha__nuapada","in_panel","in_join_map"
"odisha__puri","in_panel","in_join_map"
"odisha__rayagada","in_panel","in_join_map"
"odisha__sambalpur","in_panel","in_join_map"
"odisha__subarnapur","not_in_panel","in_join_map"
"odisha__sundargarh","in_panel","in_join_map"
"puducherry__karaikal","in_panel","in_join_map"
"puducherry__mahe","in_panel","in_join_map"
"puducherry__puducherry","in_panel","in_join_map"
"puducherry__yanam","in_panel","in_join_map"
"punjab__amritsar","in_panel","in_join_map"
"punjab__barnala","not_in_panel","in_join_map"
"punjab__bathinda","not_in_panel","in_join_map"
"punjab__faridkot","in_panel","in_join_map"
"punjab__fatehgarh sahib","in_panel","in_join_map"
"punjab__fazilka","in_panel","in_join_map"
"punjab__firozpur","not_in_panel","in_join_map"
"punjab__gurdaspur","in_panel","in_join_map"
"punjab__hoshiarpur","in_panel","in_join_map"
"punjab__jalandhar","in_panel","in_join_map"
"punjab__kapurthala","in_panel","in_join_map"
"punjab__ludhiana","in_panel","in_join_map"
"punjab__mansa","not_in_panel","in_join_map"
"punjab__moga","in_panel","in_join_map"
"punjab__pathankot","not_in_panel","in_join_map"
"punjab__patiala","in_panel","in_join_map"
"punjab__rupnagar","in_panel","in_join_map"
"punjab__sahibzada ajit singh nag","not_in_panel","in_join_map"
"punjab__sangrur","in_panel","in_join_map"
"punjab__shahid bhagat singh nagar","in_panel","in_join_map"
"punjab__sri muktsar sahib","in_panel","in_join_map"
"punjab__tarn taran","not_in_panel","in_join_map"
"rajasthan__ajmer","in_panel","in_join_map"
"rajasthan__alwar","in_panel","in_join_map"
"rajasthan__banswara","in_panel","in_join_map"
"rajasthan__baran","in_panel","in_join_map"
"rajasthan__barmer","in_panel","in_join_map"
"rajasthan__bharatpur","in_panel","in_join_map"
"rajasthan__bhilwara","in_panel","in_join_map"
"rajasthan__bikaner","in_panel","in_join_map"
"rajasthan__bundi","in_panel","in_join_map"
"rajasthan__chittaurgarh","not_in_panel","in_join_map"
"rajasthan__churu","in_panel","in_join_map"
"rajasthan__dausa","in_panel","in_join_map"
"rajasthan__dhaulpur","not_in_panel","in_join_map"
"rajasthan__dungarpur","in_panel","in_join_map"
"rajasthan__ganganagar","not_in_panel","in_join_map"
"rajasthan__hanumangarh","in_panel","in_join_map"
"rajasthan__jaipur","in_panel","in_join_map"
"rajasthan__jaisalmer","in_panel","in_join_map"
"rajasthan__jalor","not_in_panel","in_join_map"
"rajasthan__jhalawar","in_panel","in_join_map"
"rajasthan__jhunjhunun","not_in_panel","in_join_map"
"rajasthan__jodhpur","in_panel","in_join_map"
"rajasthan__karauli","in_panel","in_join_map"
"rajasthan__kota","in_panel","in_join_map"
"rajasthan__nagaur","in_panel","in_join_map"
"rajasthan__pali","in_panel","in_join_map"
"rajasthan__pratapgarh","not_in_panel","in_join_map"
"rajasthan__rajsamand","in_panel","in_join_map"
"rajasthan__sawai madhopur","in_panel","in_join_map"
"rajasthan__sikar","in_panel","in_join_map"
"rajasthan__sirohi","in_panel","in_join_map"
"rajasthan__tonk","in_panel","in_join_map"
"rajasthan__udaipur","in_panel","in_join_map"
"sikkim__east district","not_in_panel","in_join_map"
"sikkim__north district","not_in_panel","in_join_map"
"sikkim__south district","not_in_panel","in_join_map"
"sikkim__west district","not_in_panel","in_join_map"
"tamil nadu__ariyalur","in_panel","in_join_map"
"tamil nadu__chengalpattu","in_panel","in_join_map"
"tamil nadu__chennai","in_panel","in_join_map"
"tamil nadu__coimbatore","in_panel","in_join_map"
"tamil nadu__cuddalore","in_panel","in_join_map"
"tamil nadu__dharmapuri","in_panel","in_join_map"
"tamil nadu__dindigul","in_panel","in_join_map"
"tamil nadu__erode","in_panel","in_join_map"
"tamil nadu__kallakurichi","in_panel","in_join_map"
"tamil nadu__kancheepuram","not_in_panel","in_join_map"
"tamil nadu__kanniyakumari","not_in_panel","in_join_map"
"tamil nadu__karur","in_panel","in_join_map"
"tamil nadu__krishnagiri","not_in_panel","in_join_map"
"tamil nadu__madurai","in_panel","in_join_map"
"tamil nadu__nagapattinam","in_panel","in_join_map"
"tamil nadu__namakkal","in_panel","in_join_map"
"tamil nadu__perambalur","in_panel","in_join_map"
"tamil nadu__pudukkottai","in_panel","in_join_map"
"tamil nadu__ramanathapuram","in_panel","in_join_map"
"tamil nadu__ranipet","in_panel","in_join_map"
"tamil nadu__salem","in_panel","in_join_map"
"tamil nadu__sivaganga","in_panel","in_join_map"
"tamil nadu__tenkasi","in_panel","in_join_map"
"tamil nadu__thanjavur","in_panel","in_join_map"
"tamil nadu__the nilgiris","not_in_panel","in_join_map"
"tamil nadu__theni","in_panel","in_join_map"
"tamil nadu__thiruvallur","in_panel","in_join_map"
"tamil nadu__thiruvarur","not_in_panel","in_join_map"
"tamil nadu__thoothukkudi","in_panel","in_join_map"
"tamil nadu__tiruchirappalli","in_panel","in_join_map"
"tamil nadu__tirunelveli","not_in_panel","in_join_map"
"tamil nadu__tirupathur","not_in_panel","in_join_map"
"tamil nadu__tiruppur","not_in_panel","in_join_map"
"tamil nadu__tiruvannamalai","in_panel","in_join_map"
"tamil nadu__vellore","not_in_panel","in_join_map"
"tamil nadu__viluppuram","not_in_panel","in_join_map"
"tamil nadu__virudhunagar","in_panel","in_join_map"
"telangana__adilabad","in_panel","in_join_map"
"telangana__bhadradri kothagudem","not_in_panel","in_join_map"
"telangana__hyderabad","in_panel","in_join_map"
"telangana__jagitial","not_in_panel","in_join_map"
"telangana__jangoan","not_in_panel","in_join_map"
"telangana__jayashankar","not_in_panel","in_join_map"
"telangana__jogulamba gadwal","not_in_panel","in_join_map"
"telangana__kamareddy","not_in_panel","in_join_map"
"telangana__karimnagar","in_panel","in_join_map"
"telangana__khammam","in_panel","in_join_map"
"telangana__kumuram bheem asifabad","not_in_panel","in_join_map"
"telangana__mahabubabad","not_in_panel","in_join_map"
"telangana__mahabubnagar","not_in_panel","in_join_map"
"telangana__mancherial","not_in_panel","in_join_map"
"telangana__medak","in_panel","in_join_map"
"telangana__medchal malkajgiri","not_in_panel","in_join_map"
"telangana__mulugu","not_in_panel","in_join_map"
"telangana__nagarkurnool","not_in_panel","in_join_map"
"telangana__nalgonda","in_panel","in_join_map"
"telangana__narayanpet","not_in_panel","in_join_map"
"telangana__nirmal","not_in_panel","in_join_map"
"telangana__nizamabad","in_panel","in_join_map"
"telangana__peddapalli","not_in_panel","in_join_map"
"telangana__rajanna sircilla","not_in_panel","in_join_map"
"telangana__ranga reddy","not_in_panel","in_join_map"
"telangana__sangareddy","not_in_panel","in_join_map"
"telangana__siddipet","not_in_panel","in_join_map"
"telangana__suryapet","not_in_panel","in_join_map"
"telangana__vikarabad","not_in_panel","in_join_map"
"telangana__wanaparthy","not_in_panel","in_join_map"
"telangana__warangal rural","in_panel","in_join_map"
"telangana__warangal urban","not_in_panel","in_join_map"
"telangana__yadadri bhuvanagiri","not_in_panel","in_join_map"
"tripura__dhalai","in_panel","in_join_map"
"tripura__gomati","in_panel","in_join_map"
"tripura__khowai","in_panel","in_join_map"
"tripura__north tripura","in_panel","in_join_map"
"tripura__sipahijala","not_in_panel","in_join_map"
"tripura__south tripura","not_in_panel","in_join_map"
"tripura__unokoti","not_in_panel","in_join_map"
"tripura__west tripura","not_in_panel","in_join_map"
"uttar pradesh__agra","in_panel","in_join_map"
"uttar pradesh__aligarh","in_panel","in_join_map"
"uttar pradesh__ambedkar nagar","in_panel","in_join_map"
"uttar pradesh__amethi","in_panel","in_join_map"
"uttar pradesh__amroha","not_in_panel","in_join_map"
"uttar pradesh__auraiya","in_panel","in_join_map"
"uttar pradesh__azamgarh","in_panel","in_join_map"
"uttar pradesh__baghpat","in_panel","in_join_map"
"uttar pradesh__bahraich","in_panel","in_join_map"
"uttar pradesh__ballia","in_panel","in_join_map"
"uttar pradesh__balrampur","in_panel","in_join_map"
"uttar pradesh__banda","in_panel","in_join_map"
"uttar pradesh__bara banki","not_in_panel","in_join_map"
"uttar pradesh__bareilly","in_panel","in_join_map"
"uttar pradesh__basti","in_panel","in_join_map"
"uttar pradesh__bhadohi","not_in_panel","in_join_map"
"uttar pradesh__bijnor","in_panel","in_join_map"
"uttar pradesh__budaun","in_panel","in_join_map"
"uttar pradesh__bulandshahr","in_panel","in_join_map"
"uttar pradesh__chandauli","in_panel","in_join_map"
"uttar pradesh__chitrakoot","in_panel","in_join_map"
"uttar pradesh__deoria","in_panel","in_join_map"
"uttar pradesh__etah","in_panel","in_join_map"
"uttar pradesh__etawah","in_panel","in_join_map"
"uttar pradesh__faizabad","not_in_panel","in_join_map"
"uttar pradesh__farrukhabad","in_panel","in_join_map"
"uttar pradesh__fatehpur","in_panel","in_join_map"
"uttar pradesh__firozabad","in_panel","in_join_map"
"uttar pradesh__gautam buddha nagar","not_in_panel","in_join_map"
"uttar pradesh__ghaziabad","in_panel","in_join_map"
"uttar pradesh__ghazipur","in_panel","in_join_map"
"uttar pradesh__gonda","in_panel","in_join_map"
"uttar pradesh__gorakhpur","in_panel","in_join_map"
"uttar pradesh__hamirpur","in_panel","in_join_map"
"uttar pradesh__hapur","not_in_panel","in_join_map"
"uttar pradesh__hardoi","in_panel","in_join_map"
"uttar pradesh__hathras","in_panel","in_join_map"
"uttar pradesh__jalaun","in_panel","in_join_map"
"uttar pradesh__jaunpur","in_panel","in_join_map"
"uttar pradesh__jhansi","in_panel","in_join_map"
"uttar pradesh__kannauj","in_panel","in_join_map"
"uttar pradesh__kanpur dehat","in_panel","in_join_map"
"uttar pradesh__kanpur nagar","in_panel","in_join_map"
"uttar pradesh__kasganj","in_panel","in_join_map"
"uttar pradesh__kaushambi","in_panel","in_join_map"
"uttar pradesh__kheri","not_in_panel","in_join_map"
"uttar pradesh__kushinagar","not_in_panel","in_join_map"
"uttar pradesh__lalitpur","in_panel","in_join_map"
"uttar pradesh__lucknow","in_panel","in_join_map"
"uttar pradesh__mahoba","in_panel","in_join_map"
"uttar pradesh__mahrajganj","not_in_panel","in_join_map"
"uttar pradesh__mainpuri","in_panel","in_join_map"
"uttar pradesh__mathura","in_panel","in_join_map"
"uttar pradesh__mau","in_panel","in_join_map"
"uttar pradesh__meerut","in_panel","in_join_map"
"uttar pradesh__mirzapur","in_panel","in_join_map"
"uttar pradesh__moradabad","in_panel","in_join_map"
"uttar pradesh__muzaffarnagar","in_panel","in_join_map"
"uttar pradesh__pilibhit","in_panel","in_join_map"
"uttar pradesh__pratapgarh","in_panel","in_join_map"
"uttar pradesh__prayagraj","in_panel","in_join_map"
"uttar pradesh__rae bareli","in_panel","in_join_map"
"uttar pradesh__rampur","in_panel","in_join_map"
