"beta","gamma_lower","gamma_upper","closest_gamma","direct_effect_estimate","direct_effect_std.error","statistic","p.value","accepted","analysis_id","specification_id","calibration_id"
-0.0602407848129213,0,0,0,0.062000030901932,0.0559748226966332,1.22686946804478,0.268571447543112,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0595714427594444,0,0,0,0.0615138513784653,0.0554947203271431,1.22869051001674,0.268216944266969,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0589021007059675,0,0,0,0.0610276718549981,0.055015118089552,1.23052234863485,0.26786092926146,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0582327586524906,0,0,0,0.0605414923315298,0.0545360291786823,1.2323646076146,0.26750348454846,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0575634165990137,0,0,0,0.060055312808062,0.0540574672427412,1.2342168724648,0.267144699072768,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0568940745455368,0,0,0,0.0595691332845944,0.0535794464022651,1.23607868773987,0.266784669166467,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0562247324920599,0,0,0,0.0590829537611275,0.053101981269983,1.23794955409955,0.266423499044904,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.055555390438583,0,0,0,0.05859677423766,0.0526250869716452,1.23982892516164,0.266061301336661,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0548860483851061,0,0,0,0.0581105947141927,0.0521487791678777,1.24171620413332,0.265698197649958,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0542167063316292,0,0,0,0.0576244151907255,0.0516730740771063,1.24361074020488,0.265334319178154,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0535473642781523,0,0,0,0.0571382356672579,0.0511979884996219,1.24551182468881,0.264969807347249,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0528780222246754,0,0,0,0.0566520561437907,0.0507235398428372,1.24741868688632,0.264604814508391,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0522086801711985,0,0,0,0.0561658766203232,0.0502497461478126,1.24933048966085,0.264239504678882,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0515393381177216,0,0,0,0.0556796970968556,0.0497766261171095,1.25124632469868,0.263874054335103,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0508699960642447,0,0,0,0.0551935175733887,0.0493041991440552,1.25316520743297,0.2635086532614,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0502006540107677,0,0,0,0.0547073380499216,0.0488324853434886,1.2550860716079,0.263143505459058,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0495313119572909,0,0,0,0.0542211585264536,0.0483615055840758,1.25700776345673,0.26277883011989,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.0488619699038139,0,0,0,0.0537349790029868,0.0478912815222814,1.25892903546641,0.262414862669352,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
-0.048192627850337,0,0,0,0.0532487994795182,0.0474218356380835,1.26084853969845,0.26205185588456,TRUE,"consumption_exclusion_sensitivity__consumption__long_2022__ancova","consumption__long_2022__ancova","exact_exclusion"
