"n","n_states","estimate_per_percentage_point","estimate_per_10_percentage_points","std_error_state_clustered","p_value_state_clustered","status","specification_id","welfare_specification_id","outcome_round","estimand","treatment_id","treatment","adjustment_id","p_value_holm_welfare","p_value_holm_family","analysis_id"
524,32,0.00358195436288172,0.0358195436288172,0.00134954409523065,0.00820000536552187,"estimated","schooling_consumption__long_2022__ancova__public_emi_all_children__region_main","long_2022__ancova","hces_2022_23","ancova","public_emi_all_children","public_emi_exposure_all_children_0708","region_main",0.0902000590207406,0.426400279007137,"schooling_consumption_bridge__schooling_consumption__long_2022__ancova__public_emi_all_children__region_main"
524,32,0.00407191191270039,0.0407191191270039,0.00147925464106509,0.00613493602925179,"estimated","schooling_consumption__long_2022__ancova__public_emi_all_children__state_main","long_2022__ancova","hces_2022_23","ancova","public_emi_all_children","public_emi_exposure_all_children_0708","state_main",0.0736192323510215,0.328056962956208,"schooling_consumption_bridge__schooling_consumption__long_2022__ancova__public_emi_all_children__state_main"
524,32,0.00394327544376409,0.0394327544376409,0.00359240408870442,0.272855503609171,"estimated","schooling_consumption__long_2022__ancova__private_emi_all_children__unadjusted","long_2022__ancova","hces_2022_23","ancova","private_emi_all_children","private_emi_exposure_all_children_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__ancova__private_emi_all_children__unadjusted"
524,32,-0.000316444059092946,-0.00316444059092946,0.00230103847503935,0.890672687179373,"estimated","schooling_consumption__long_2022__ancova__private_emi_all_children__region_main","long_2022__ancova","hces_2022_23","ancova","private_emi_all_children","private_emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__ancova__private_emi_all_children__region_main"
524,32,0.0053120816063404,0.053120816063404,0.00168681576923208,0.001739384705893,"estimated","schooling_consumption__long_2022__ancova__private_emi_all_children__state_main","long_2022__ancova","hces_2022_23","ancova","private_emi_all_children","private_emi_exposure_all_children_0708","state_main",0.022612001176609,0.097405543530008,"schooling_consumption_bridge__schooling_consumption__long_2022__ancova__private_emi_all_children__state_main"
524,32,-0.00992528777123907,-0.0992528777123907,0.003398089833647,0.00364187623872203,"estimated","schooling_consumption__long_2022__change__enrollment__unadjusted","long_2022__change","hces_2022_23","change","enrollment","enrollment_rate_0708","unadjusted",0.0473443911033864,0.200303193129712,"schooling_consumption_bridge__schooling_consumption__long_2022__change__enrollment__unadjusted"
524,32,-0.00363381513237801,-0.0363381513237801,0.00247583608701498,0.142802452612678,"estimated","schooling_consumption__long_2022__change__enrollment__region_main","long_2022__change","hces_2022_23","change","enrollment","enrollment_rate_0708","region_main",0.999617168288746,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__enrollment__region_main"
524,32,0.00126547852128167,0.0126547852128167,0.00143571747797177,0.378527589916222,"estimated","schooling_consumption__long_2022__change__enrollment__state_main","long_2022__change","hces_2022_23","change","enrollment","enrollment_rate_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__enrollment__state_main"
524,32,-0.0049933876433557,-0.049933876433557,0.00198597801346761,0.0122257790203227,"estimated","schooling_consumption__long_2022__change__emi_among_enrolled__unadjusted","long_2022__change","hces_2022_23","change","emi_among_enrolled","emi_share_enrolled_0708","unadjusted",0.146133174478943,0.621065991535507,"schooling_consumption_bridge__schooling_consumption__long_2022__change__emi_among_enrolled__unadjusted"
524,32,0.000474404722049774,0.00474404722049774,0.00175843044045254,0.787432562347381,"estimated","schooling_consumption__long_2022__change__emi_among_enrolled__region_main","long_2022__change","hces_2022_23","change","emi_among_enrolled","emi_share_enrolled_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__emi_among_enrolled__region_main"
524,32,0.00279495050499216,0.0279495050499216,0.00112674028095623,0.0134584775209432,"estimated","schooling_consumption__long_2022__change__emi_among_enrolled__state_main","long_2022__change","hces_2022_23","change","emi_among_enrolled","emi_share_enrolled_0708","state_main",0.146133174478943,0.659465398526217,"schooling_consumption_bridge__schooling_consumption__long_2022__change__emi_among_enrolled__state_main"
524,32,-0.00614626889865346,-0.0614626889865346,0.00244313899758023,0.0121777645399119,"estimated","schooling_consumption__long_2022__change__emi_all_children__unadjusted","long_2022__change","hces_2022_23","change","emi_all_children","emi_exposure_all_children_0708","unadjusted",0.146133174478943,0.621065991535507,"schooling_consumption_bridge__schooling_consumption__long_2022__change__emi_all_children__unadjusted"
524,32,0.000924624663094543,0.00924624663094543,0.00216579189011009,0.669617217863766,"estimated","schooling_consumption__long_2022__change__emi_all_children__region_main","long_2022__change","hces_2022_23","change","emi_all_children","emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__emi_all_children__region_main"
524,32,0.00388212422692144,0.0388212422692144,0.00122842053593342,0.00167567048607862,"estimated","schooling_consumption__long_2022__change__emi_all_children__state_main","long_2022__change","hces_2022_23","change","emi_all_children","emi_exposure_all_children_0708","state_main",0.0234593868051007,0.0955132177064813,"schooling_consumption_bridge__schooling_consumption__long_2022__change__emi_all_children__state_main"
524,32,-0.00623252194079981,-0.0623252194079981,0.00338369172986992,0.0660525071115721,"estimated","schooling_consumption__long_2022__change__public_emi_all_children__unadjusted","long_2022__change","hces_2022_23","change","public_emi_all_children","public_emi_exposure_all_children_0708","unadjusted",0.528420056892577,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__public_emi_all_children__unadjusted"
524,32,0.000991610857895054,0.00991610857895054,0.00244124815554495,0.684774305348322,"estimated","schooling_consumption__long_2022__change__public_emi_all_children__region_main","long_2022__change","hces_2022_23","change","public_emi_all_children","public_emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__public_emi_all_children__region_main"
524,32,0.00113028770752837,0.0113028770752837,0.0022030616140922,0.608149687175534,"estimated","schooling_consumption__long_2022__change__public_emi_all_children__state_main","long_2022__change","hces_2022_23","change","public_emi_all_children","public_emi_exposure_all_children_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__public_emi_all_children__state_main"
524,32,-0.00982620954775449,-0.0982620954775449,0.0041703391663018,0.0188309724503176,"estimated","schooling_consumption__long_2022__change__private_emi_all_children__unadjusted","long_2022__change","hces_2022_23","change","private_emi_all_children","private_emi_exposure_all_children_0708","unadjusted",0.169478752052858,0.847393760264292,"schooling_consumption_bridge__schooling_consumption__long_2022__change__private_emi_all_children__unadjusted"
524,32,0.000951100822474454,0.00951100822474454,0.00369757018876616,0.797110836340152,"estimated","schooling_consumption__long_2022__change__private_emi_all_children__region_main","long_2022__change","hces_2022_23","change","private_emi_all_children","private_emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2022__change__private_emi_all_children__region_main"
524,32,0.00544203541284716,0.0544203541284716,0.00128725272832356,2.82710343151311e-05,"estimated","schooling_consumption__long_2022__change__private_emi_all_children__state_main","long_2022__change","hces_2022_23","change","private_emi_all_children","private_emi_exposure_all_children_0708","state_main",0.000424065514726967,0.00169626205890787,"schooling_consumption_bridge__schooling_consumption__long_2022__change__private_emi_all_children__state_main"
522,32,0.00215492305851871,0.0215492305851871,0.00171607831835436,0.209780583188382,"estimated","schooling_consumption__long_2023__ancova__enrollment__unadjusted","long_2023__ancova","hces_2023_24","ancova","enrollment","enrollment_rate_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__enrollment__unadjusted"
522,32,-0.000622061648117666,-0.00622061648117666,0.00129996297534491,0.632485813164945,"estimated","schooling_consumption__long_2023__ancova__enrollment__region_main","long_2023__ancova","hces_2023_24","ancova","enrollment","enrollment_rate_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__enrollment__region_main"
522,32,-2.26261209329747e-05,-0.000226261209329747,0.00108005402368562,0.983295029481212,"estimated","schooling_consumption__long_2023__ancova__enrollment__state_main","long_2023__ancova","hces_2023_24","ancova","enrollment","enrollment_rate_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__enrollment__state_main"
522,32,0.00132672323792949,0.0132672323792949,0.00133231721525059,0.319810730364507,"estimated","schooling_consumption__long_2023__ancova__emi_among_enrolled__unadjusted","long_2023__ancova","hces_2023_24","ancova","emi_among_enrolled","emi_share_enrolled_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__emi_among_enrolled__unadjusted"
522,32,0.00098273749536587,0.0098273749536587,0.0012015826144688,0.413818321567828,"estimated","schooling_consumption__long_2023__ancova__emi_among_enrolled__region_main","long_2023__ancova","hces_2023_24","ancova","emi_among_enrolled","emi_share_enrolled_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__emi_among_enrolled__region_main"
522,32,0.00231062030959543,0.0231062030959543,0.00115776298117749,0.0465267216240005,"estimated","schooling_consumption__long_2023__ancova__emi_among_enrolled__state_main","long_2023__ancova","hces_2023_24","ancova","emi_among_enrolled","emi_share_enrolled_0708","state_main",0.651374102736007,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__emi_among_enrolled__state_main"
522,32,0.00176688611252442,0.0176688611252442,0.00167576741062725,0.292202170290001,"estimated","schooling_consumption__long_2023__ancova__emi_all_children__unadjusted","long_2023__ancova","hces_2023_24","ancova","emi_all_children","emi_exposure_all_children_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__emi_all_children__unadjusted"
522,32,0.00121109877941014,0.0121109877941014,0.00149267684374902,0.417541769141824,"estimated","schooling_consumption__long_2023__ancova__emi_all_children__region_main","long_2023__ancova","hces_2023_24","ancova","emi_all_children","emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__emi_all_children__region_main"
522,32,0.00261733423268652,0.0261733423268652,0.00145253417970956,0.0721896684885169,"estimated","schooling_consumption__long_2023__ancova__emi_all_children__state_main","long_2023__ancova","hces_2023_24","ancova","emi_all_children","emi_exposure_all_children_0708","state_main",0.93846569035072,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__emi_all_children__state_main"
522,32,0.000805896291338376,0.00805896291338376,0.00168018327953621,0.631679877118385,"estimated","schooling_consumption__long_2023__ancova__public_emi_all_children__unadjusted","long_2023__ancova","hces_2023_24","ancova","public_emi_all_children","public_emi_exposure_all_children_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__public_emi_all_children__unadjusted"
522,32,0.00330930701017334,0.0330930701017334,0.00143141938413676,0.0211851166572394,"estimated","schooling_consumption__long_2023__ancova__public_emi_all_children__region_main","long_2023__ancova","hces_2023_24","ancova","public_emi_all_children","public_emi_exposure_all_children_0708","region_main",0.317776749858591,0.932145132918534,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__public_emi_all_children__region_main"
522,32,0.00204475377397888,0.0204475377397888,0.0011768189890939,0.082938420577342,"estimated","schooling_consumption__long_2023__ancova__public_emi_all_children__state_main","long_2023__ancova","hces_2023_24","ancova","public_emi_all_children","public_emi_exposure_all_children_0708","state_main",0.995261046928104,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__public_emi_all_children__state_main"
522,32,0.00400754291142349,0.0400754291142349,0.00330755425173814,0.22620412983311,"estimated","schooling_consumption__long_2023__ancova__private_emi_all_children__unadjusted","long_2023__ancova","hces_2023_24","ancova","private_emi_all_children","private_emi_exposure_all_children_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__private_emi_all_children__unadjusted"
522,32,-0.00108641130039508,-0.0108641130039508,0.00242578609428119,0.654447054502003,"estimated","schooling_consumption__long_2023__ancova__private_emi_all_children__region_main","long_2023__ancova","hces_2023_24","ancova","private_emi_all_children","private_emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__private_emi_all_children__region_main"
522,32,0.0029412104453264,0.029412104453264,0.00197667733611582,0.13742167275977,"estimated","schooling_consumption__long_2023__ancova__private_emi_all_children__state_main","long_2023__ancova","hces_2023_24","ancova","private_emi_all_children","private_emi_exposure_all_children_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__ancova__private_emi_all_children__state_main"
522,32,-0.00967184014921314,-0.0967184014921314,0.00351066160436789,0.00607512894363348,"estimated","schooling_consumption__long_2023__change__enrollment__unadjusted","long_2023__change","hces_2023_24","change","enrollment","enrollment_rate_0708","unadjusted",0.0911269341545022,0.328056962956208,"schooling_consumption_bridge__schooling_consumption__long_2023__change__enrollment__unadjusted"
522,32,-0.00401238185242323,-0.0401238185242323,0.00247325769306529,0.105361845567954,"estimated","schooling_consumption__long_2023__change__enrollment__region_main","long_2023__change","hces_2023_24","change","enrollment","enrollment_rate_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__enrollment__region_main"
522,32,0.000721334623699957,0.00721334623699957,0.00144037817121486,0.616745224579478,"estimated","schooling_consumption__long_2023__change__enrollment__state_main","long_2023__change","hces_2023_24","change","enrollment","enrollment_rate_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__enrollment__state_main"
522,32,-0.00462267590211104,-0.0462267590211104,0.0019198788416634,0.0163963395936144,"estimated","schooling_consumption__long_2023__change__emi_among_enrolled__unadjusted","long_2023__change","hces_2023_24","change","emi_among_enrolled","emi_share_enrolled_0708","unadjusted",0.197319674706379,0.754231621306262,"schooling_consumption_bridge__schooling_consumption__long_2023__change__emi_among_enrolled__unadjusted"
522,32,0.000417793327937187,0.00417793327937187,0.00175098781101939,0.811509175052152,"estimated","schooling_consumption__long_2023__change__emi_among_enrolled__region_main","long_2023__change","hces_2023_24","change","emi_among_enrolled","emi_share_enrolled_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__emi_among_enrolled__region_main"
522,32,0.000815548198194743,0.00815548198194743,0.00123289583190381,0.508616223627386,"estimated","schooling_consumption__long_2023__change__emi_among_enrolled__state_main","long_2023__change","hces_2023_24","change","emi_among_enrolled","emi_share_enrolled_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__emi_among_enrolled__state_main"
522,32,-0.00572811252381444,-0.0572811252381444,0.00232550326396717,0.0140942624790271,"estimated","schooling_consumption__long_2023__change__emi_all_children__unadjusted","long_2023__change","hces_2023_24","change","emi_all_children","emi_exposure_all_children_0708","unadjusted",0.197319674706379,0.676524598993301,"schooling_consumption_bridge__schooling_consumption__long_2023__change__emi_all_children__unadjusted"
522,32,0.00072724817813762,0.0072724817813762,0.0021403881925468,0.734168024228434,"estimated","schooling_consumption__long_2023__change__emi_all_children__region_main","long_2023__change","hces_2023_24","change","emi_all_children","emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__emi_all_children__region_main"
522,32,0.00106356844584049,0.0106356844584049,0.00161733435380863,0.51110734699328,"estimated","schooling_consumption__long_2023__change__emi_all_children__state_main","long_2023__change","hces_2023_24","change","emi_all_children","emi_exposure_all_children_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__emi_all_children__state_main"
522,32,-0.00548330625614257,-0.0548330625614257,0.00337300094624336,0.104630799568838,"estimated","schooling_consumption__long_2023__change__public_emi_all_children__unadjusted","long_2023__change","hces_2023_24","change","public_emi_all_children","public_emi_exposure_all_children_0708","unadjusted",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__public_emi_all_children__unadjusted"
522,32,0.000943879509004677,0.00943879509004677,0.00264534934665319,0.721385237515483,"estimated","schooling_consumption__long_2023__change__public_emi_all_children__region_main","long_2023__change","hces_2023_24","change","public_emi_all_children","public_emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__public_emi_all_children__region_main"
522,32,-0.000944254114701828,-0.00944254114701828,0.00249179782668239,0.704896683253128,"estimated","schooling_consumption__long_2023__change__public_emi_all_children__state_main","long_2023__change","hces_2023_24","change","public_emi_all_children","public_emi_exposure_all_children_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__public_emi_all_children__state_main"
522,32,-0.00956306735451019,-0.0956306735451019,0.00390069115076181,0.0145488025747576,"estimated","schooling_consumption__long_2023__change__private_emi_all_children__unadjusted","long_2023__change","hces_2023_24","change","private_emi_all_children","private_emi_exposure_all_children_0708","unadjusted",0.197319674706379,0.683793721013607,"schooling_consumption_bridge__schooling_consumption__long_2023__change__private_emi_all_children__unadjusted"
522,32,0.000563814003661463,0.00563814003661463,0.00319952248366124,0.860193187579669,"estimated","schooling_consumption__long_2023__change__private_emi_all_children__region_main","long_2023__change","hces_2023_24","change","private_emi_all_children","private_emi_exposure_all_children_0708","region_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__private_emi_all_children__region_main"
522,32,0.00253385502266813,0.0253385502266813,0.00179415503407929,0.158515929843537,"estimated","schooling_consumption__long_2023__change__private_emi_all_children__state_main","long_2023__change","hces_2023_24","change","private_emi_all_children","private_emi_exposure_all_children_0708","state_main",1,1,"schooling_consumption_bridge__schooling_consumption__long_2023__change__private_emi_all_children__state_main"
