"target_unit_2001","level","state_code","district_code","state_std","district_std","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","nonfarm_employment","female_employment","hired_employment","private_employment","manufacturing_employment","services_employment","firms_total","harmonized_available","log_nonfarm_employment","log_firms_total","mean_employment_per_firm","female_employment_share","hired_employment_share","private_employment_share","manufacturing_employment_share","services_employment_share"
"pc2001__18__15","district","18","15","assam","dibrugarh",1,"dibrugarh",TRUE,147384,29035,80086,122395,32766,111774,65096,TRUE,11.9007967046773,11.0836183823765,2.26410224898611,0.197002388318949,0.543383270911361,0.830449709602128,0.222317212180427,0.758386256310047
"pc2001__18__16","district","18","16","assam","sibsagar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__17","district","18","17","assam","jorhat",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__18","district","18","18","assam","golaghat",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__19","district","18","19","assam","karbi anglong",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__20","district","18","20","assam","north cachar hills",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__21","district","18","21","assam","cachar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__22","district","18","22","assam","karimganj",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__18__23","district","18","23","assam","hailakandi",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__01","district","19","01","west bengal","darjiling",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__02","district","19","02","west bengal","jalpaiguri",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__03","district","19","03","west bengal","koch bihar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__04","district","19","04","west bengal","uttar dinajpur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__05","district","19","05","west bengal","dakshin dinajpur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__06","district","19","06","west bengal","maldah",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__07","district","19","07","west bengal","murshidabad",1,"murshidabad",TRUE,891621,331892,154922,863052,445698,435633,475024,TRUE,13.7007964333793,13.0711206080562,1.87700200410927,0.372234391069748,0.173753197827328,0.967958358988853,0.49987382531367,0.488585396710037
"pc2001__19__08","district","19","08","west bengal","birbhum",1,"birbhum",TRUE,276193,71048,70516,255177,84501,184301,172067,TRUE,12.5288551756825,12.0556392148303,1.60514799467649,0.257240407975582,0.255314218680415,0.923908281527772,0.305949100809941,0.667290626482206
"pc2001__19__09","district","19","09","west bengal","barddhaman",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__10","district","19","10","west bengal","nadia",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__11","district","19","11","west bengal","north twenty four parganas",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__12","district","19","12","west bengal","hugli",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__13","district","19","13","west bengal","bankura",1,"bankura",TRUE,244979,41909,96004,211559,62099,176750,135860,TRUE,12.4089277715675,11.8193802227453,1.80317238333579,0.171071806154813,0.391886651508905,0.863580143604146,0.25348703358247,0.721490413464011
"pc2001__19__14","district","19","14","west bengal","puruliya",1,"puruliya",TRUE,235333,63917,78619,198393,86221,139766,113863,TRUE,12.3687568113757,11.6427512503048,2.06680835741198,0.271602367708736,0.334075544016351,0.843030939137308,0.366378705918847,0.593907356809287
"pc2001__19__15","district","19","15","west bengal","medinipur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__19__16","district","19","16","west bengal","haora",1,"haora",TRUE,697004,94801,304427,660179,342519,349612,312132,TRUE,13.4545464286071,12.6511814542429,2.23304243076647,0.136012131924637,0.436765068780093,0.947166730750469,0.491416118128447,0.501592530315464
"pc2001__19__17","district","19","17","west bengal","kolkata",1,"kolkata",TRUE,1422183,196202,764093,1370949,394324,1026387,542535,TRUE,14.1677035730483,13.2040078784447,2.62136636346042,0.137958335882232,0.537267707460995,0.963975100250812,0.277266708995959,0.721698262459894
"pc2001__19__18","district","19","18","west bengal","south twenty four parganas",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__20__01","district","20","01","jharkhand","garhwa",1,"garhwa",TRUE,20892,2656,8610,18832,2000,18878,11040,TRUE,9.94712158955619,9.30928031983109,1.89239130434783,0.127130001914608,0.412119471568064,0.901397664177676,0.0957304231284702,0.90359946390963
"pc2001__20__02","district","20","02","jharkhand","palamu",2,"latehar;palamu",TRUE,73385,15508,37139,60901,8556,63324,33792,TRUE,11.2034748340453,10.4279793670659,2.17166785037879,0.211323840021803,0.506084349662738,0.829883491176671,0.116590583906793,0.862901137834707
"pc2001__20__03","district","20","03","jharkhand","chatra",1,"chatra",TRUE,24276,5329,11478,19474,3774,20197,12623,TRUE,10.0972434869557,9.44327582575286,1.92315614354749,0.219517218652167,0.472812654473554,0.802191464821223,0.15546218487395,0.831973966057011
"pc2001__20__04","district","20","04","jharkhand","hazaribagh",2,"hazaribagh;ramgarh",TRUE,108020,19834,53536,93953,20034,84862,51080,TRUE,11.5900716741469,10.8411483101465,2.11472200469851,0.183614145528606,0.49561192371783,0.869774115904462,0.185465654508424,0.78561377522681
"pc2001__20__05","district","20","05","jharkhand","kodarma",1,"kodarma",TRUE,30944,4016,18285,24973,8245,22294,11358,TRUE,10.339934398253,9.33767762043738,2.72442331396373,0.129782833505688,0.590906153050672,0.807038521199586,0.266449069286453,0.720462771458118
"pc2001__20__06","district","20","06","jharkhand","giridih",1,"giridih",TRUE,78943,17708,44813,64859,13203,65323,32537,TRUE,11.2764813520417,10.3901331823004,2.42625318867751,0.224313745360577,0.567662744005168,0.821592794801312,0.167247254348074,0.827470453365086
"pc2001__20__07","district","20","07","jharkhand","deoghar",1,"deoghar",TRUE,53209,10527,24337,48415,8046,44967,26365,TRUE,10.8819828339539,10.1797926519646,2.01816802579177,0.197842470258791,0.457385028848503,0.909902460110132,0.151215020015411,0.845101392621549
"pc2001__20__08","district","20","08","jharkhand","godda",1,"godda",TRUE,57540,10025,29779,50533,6293,48729,26455,TRUE,10.9602356371055,10.1832004553382,2.17501417501418,0.174226624956552,0.517535627389642,0.878223844282238,0.109367396593674,0.846871741397289
"pc2001__20__09","district","20","09","jharkhand","sahibganj",1,"sahibganj",TRUE,28972,4849,14504,25663,4175,22593,15166,TRUE,10.2740851253152,9.62681135926088,1.91032572860346,0.167368493718073,0.500621289520917,0.885786276404805,0.14410465276819,0.779821897004004
"pc2001__20__10","district","20","10","jharkhand","pakaur",1,"pakur",TRUE,25568,4470,12626,21025,3408,20869,13551,TRUE,10.149096848566,9.51421562432271,1.88679802228618,0.174827909887359,0.493820400500626,0.822316958698373,0.133291614518148,0.816215581977472
"pc2001__20__11","district","20","11","jharkhand","dumka",2,"dumka;jamtara",TRUE,60244,14390,25371,52873,10718,48105,31712,TRUE,11.0061582613317,10.3644504371297,1.8997225025227,0.238861961357148,0.421137374676316,0.877647566562645,0.177909833344399,0.798502755461125
"pc2001__20__12","district","20","12","jharkhand","dhanbad",1,"dhanbad",TRUE,194146,15216,100989,178455,99858,90512,88736,TRUE,12.1763657323207,11.3934209484155,2.18790569780022,0.0783740071904649,0.520170387234349,0.919179380466247,0.51434487447591,0.466205845085657
"pc2001__20__13","district","20","13","jharkhand","bokaro",1,"bokaro",TRUE,90906,11695,44317,83206,25153,65516,44458,TRUE,11.4175812845879,10.7023002022509,2.04476134778892,0.128649374078719,0.487503575121554,0.915297120102083,0.276692407541856,0.72070050381713
"pc2001__20__14","district","20","14","jharkhand","ranchi",2,"khunti;ranchi",TRUE,184374,38280,108113,169524,28125,155331,67016,TRUE,12.1247215823327,11.1126866758336,2.75119374477737,0.207621465065573,0.586378773579789,0.919457190276286,0.152543200234306,0.842477789710046
"pc2001__20__15","district","20","15","jharkhand","lohardaga",1,"lohardaga",TRUE,20442,4999,10278,17076,2885,16970,9517,TRUE,9.92534688688902,9.16083495207234,2.14794578123358,0.244545543488895,0.502788376871148,0.835339007924861,0.141131004794051,0.830153605322375
"pc2001__20__16","district","20","16","jharkhand","gumla",2,"gumla;simdega",TRUE,47982,13931,23918,38272,7616,39464,22598,TRUE,10.7785812195599,10.0256166857692,2.12328524648199,0.290338043432954,0.498478596140219,0.797632445500396,0.158726188987537,0.822475094827227
"pc2001__20__17","district","20","17","jharkhand","pashchimi singhbhum",2,"pashchimi singhbhum;saraikela kharsawan",TRUE,107131,21440,69490,92744,24863,81538,35588,TRUE,11.5818076636665,10.4797637813647,3.0103124648758,0.200128814255444,0.648645116726251,0.865706471516181,0.232080350225425,0.7611055623489
"pc2001__20__18","district","20","18","jharkhand","purbi singhbhum",1,"purbi singhbhum",TRUE,179467,45666,77275,170358,27862,150517,72273,TRUE,12.0977466259979,11.1882058944159,2.4831818244711,0.25445346498242,0.430580552413536,0.949244150735233,0.155248597235146,0.838689006892632
"pc2001__21__01","district","21","01","odisha","bargarh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__02","district","21","02","odisha","jharsuguda",1,"jharsuguda",TRUE,72608,20922,34803,61133,24861,42475,33378,TRUE,11.1928303875796,10.4156522793033,2.17532506441369,0.288150066108418,0.479327346848832,0.841959563684442,0.34240028646981,0.584990634640811
"pc2001__21__03","district","21","03","odisha","sambalpur",1,"sambalpur",TRUE,165163,46943,69057,150174,69107,85743,82958,TRUE,12.0146881440395,11.326089734609,1.99092311772222,0.284222253168082,0.418114226551952,0.909247228495486,0.41841695779321,0.519141696384783
"pc2001__21__04","district","21","04","odisha","debagarh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__05","district","21","05","odisha","sundargarh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__06","district","21","06","odisha","kendujhar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__07","district","21","07","odisha","mayurbhanj",1,"mayurbhanj",TRUE,282321,107685,70734,254237,135480,111138,130176,TRUE,12.5508000004228,11.7766426599682,2.16876382743363,0.381427523988651,0.250544592857067,0.900524580176466,0.479879286344268,0.393658282593218
"pc2001__21__08","district","21","08","odisha","baleshwar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__09","district","21","09","odisha","bhadrak",1,"bhadrak",TRUE,99254,14090,42277,86480,12284,80920,56227,TRUE,11.5054375000043,10.9371523475599,1.76523734149074,0.141959014246277,0.425947568863723,0.871299897233361,0.123763274024221,0.81528200374796
"pc2001__21__10","district","21","10","odisha","kendrapara",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__11","district","21","11","odisha","jagatsinghapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__12","district","21","12","odisha","cuttack",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__13","district","21","13","odisha","jajapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__14","district","21","14","odisha","dhenkanal",1,"dhenkanal",TRUE,82697,18679,35677,69192,13435,66442,45070,TRUE,11.3229386046585,10.7159721156847,1.83485688928334,0.225872764429181,0.431418310216816,0.836692987653724,0.162460548750257,0.803439060667255
"pc2001__21__15","district","21","15","odisha","anugul",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__16","district","21","16","odisha","nayagarh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__17","district","21","17","odisha","khordha",1,"khordha",TRUE,266060,41404,140273,243513,34708,230122,113678,TRUE,12.4914771262379,11.641125169372,2.34047045162652,0.155619033300759,0.527223182740735,0.915255957302864,0.130451777794482,0.864925204841013
"pc2001__21__18","district","21","18","odisha","puri",1,"puri",TRUE,205365,80451,63746,188681,26528,162386,83782,TRUE,12.232544162736,11.3359734662619,2.45118283163448,0.39174640274633,0.310403428042753,0.918759282253549,0.129174883743578,0.790718963796168
"pc2001__21__19","district","21","19","odisha","ganjam",1,"ganjam",TRUE,321538,88131,125783,288101,52048,251051,161469,TRUE,12.6808710116317,11.9920684527556,1.99132960506351,0.27409202022778,0.39119170984456,0.896009180874422,0.161872002687085,0.780781742748913
"pc2001__21__20","district","21","20","odisha","gajapati",1,"gajapati",TRUE,50691,16039,18050,42563,7844,32937,24690,TRUE,10.8335036590288,10.1141535823392,2.05309842041312,0.316407251780395,0.35607898838058,0.839655954705964,0.154741472845278,0.649760312481506
"pc2001__21__21","district","21","21","odisha","kandhamal",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__22","district","21","22","odisha","baudh",1,"baudh",TRUE,53261,23211,9318,48443,5084,24954,31776,TRUE,10.8829596350084,10.3664665668449,1.676139224572,0.435797300088245,0.174949775633203,0.909539813371886,0.0954544601115263,0.468522934229549
"pc2001__21__23","district","21","23","odisha","sonapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__24","district","21","24","odisha","balangir",1,"balangir",TRUE,181994,69110,35630,171302,24988,67433,86614,TRUE,12.1117289984825,11.3692167443021,2.10120765696077,0.379737793553634,0.195775684912689,0.941250810466279,0.13730122971087,0.370523204061672
"pc2001__21__25","district","21","25","odisha","nuapada",1,"nuapada",TRUE,39956,8841,17683,32339,8959,29790,20221,TRUE,10.595534127652,9.91447694733573,1.97596558033727,0.221268395234758,0.4425618179998,0.809365301832015,0.224221643808189,0.745570127139854
"pc2001__21__26","district","21","26","odisha","kalahandi",1,"kalahandi",TRUE,112264,23354,34692,103596,21781,77528,61259,TRUE,11.628608519431,11.022866056388,1.83261235083824,0.208027506591605,0.309021591961804,0.922789139884558,0.194015891113803,0.690586474738117
"pc2001__21__27","district","21","27","odisha","rayagada",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__28","district","21","28","odisha","nabarangapur",1,"nabarangapur",TRUE,74765,20341,22996,65116,16921,49987,45973,TRUE,11.2221051400179,10.7358095466231,1.6262806429861,0.272065806192737,0.307577074834481,0.870942285828931,0.226322477094897,0.668588243161907
"pc2001__21__29","district","21","29","odisha","koraput",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__21__30","district","21","30","odisha","malkangiri",1,"malkangiri",TRUE,31303,11123,13503,23737,6615,22962,17240,TRUE,10.3514692185806,9.75498754421768,1.8157192575406,0.355333354630547,0.431364405967479,0.758297926716289,0.211321598568827,0.733539916301952
"pc2001__22__01","district","22","01","chhattisgarh","koriya",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__02","district","22","02","chhattisgarh","surguja",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__03","district","22","03","chhattisgarh","jashpur",1,"jashpur",TRUE,30669,9810,18956,20041,3907,26730,13711,TRUE,10.3310076514251,9.52595370935665,2.23681715410984,0.319866966643842,0.618083406697317,0.653461149695132,0.12739248100688,0.871564120121295
"pc2001__22__04","district","22","04","chhattisgarh","raigarh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__05","district","22","05","chhattisgarh","korba",1,"korba",TRUE,260010,108581,52666,241210,11052,50699,117679,TRUE,12.4684753707965,11.6757158576185,2.20948512478862,0.41760316910888,0.202553747932772,0.927695088650436,0.0425060574593285,0.194988654282528
"pc2001__22__06","district","22","06","chhattisgarh","janjgir champa",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__07","district","22","07","chhattisgarh","bilaspur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__08","district","22","08","chhattisgarh","kawardha",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__09","district","22","09","chhattisgarh","rajnandgaon",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__10","district","22","10","chhattisgarh","durg",1,"durg",TRUE,213429,48022,115120,186450,54391,154460,85552,TRUE,12.2710595036497,11.3568796571885,2.49472835234711,0.225002225564473,0.539383120381954,0.873592623307985,0.254843531104021,0.723706712770992
"pc2001__22__11","district","22","11","chhattisgarh","raipur",1,"raipur",TRUE,302983,60668,180590,272016,82878,218076,105780,TRUE,12.621431977307,11.56911674462,2.86427491019096,0.200235656786024,0.596040041850533,0.897792945478789,0.273540099609549,0.7197631550285
"pc2001__22__12","district","22","12","chhattisgarh","mahasamund",1,"mahasamund",TRUE,46504,10979,22846,36322,8475,37736,22610,TRUE,10.7472936093812,10.026147565272,2.05678903140203,0.236087218303802,0.491269568209186,0.78105109237915,0.182242387751591,0.81145707896095
"pc2001__22__13","district","22","13","chhattisgarh","dhamtari",1,"dhamtari",TRUE,44544,11233,21323,36763,10037,34389,22047,TRUE,10.7042327436941,10.000931817197,2.02041094026398,0.252177622126437,0.478695222701149,0.82531878591954,0.225327765804598,0.772023168103448
"pc2001__22__14","district","22","14","chhattisgarh","kanker",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__15","district","22","15","chhattisgarh","bastar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__22__16","district","22","16","chhattisgarh","dantewada",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__01","district","23","01","madhya pradesh","sheopur",1,"sheopur",TRUE,20230,3709,8923,17554,2712,17403,11164,TRUE,9.91492193016179,9.32044959465621,1.81207452525976,0.183341571922887,0.441077607513594,0.867721206129511,0.134058329214039,0.860257043994068
"pc2001__23__02","district","23","02","madhya pradesh","morena",1,"morena",TRUE,76454,13669,23256,69014,10369,65856,38351,TRUE,11.2444445317674,10.5545358820747,1.99353341503481,0.178787244617679,0.304182907369137,0.902686582781803,0.135624035367672,0.861380699505585
"pc2001__23__03","district","23","03","madhya pradesh","bhind",1,"bhind",TRUE,63882,7204,20504,58812,15766,48046,30061,TRUE,11.0647929105427,10.3109839295534,2.12507900602109,0.112770420462728,0.320966782505244,0.920634920634921,0.246798785260324,0.752105444413137
"pc2001__23__04","district","23","04","madhya pradesh","gwalior",1,"gwalior",TRUE,223547,40779,87460,211008,53391,169845,101838,TRUE,12.3173769617555,11.5311385943896,2.19512362772246,0.182418015003556,0.39123763682805,0.943908887169141,0.238835681087199,0.759773112589299
"pc2001__23__05","district","23","05","madhya pradesh","datia",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__06","district","23","06","madhya pradesh","shivpuri",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__07","district","23","07","madhya pradesh","guna",2,"ashoknagar;guna",TRUE,88363,17014,35673,76442,18541,66490,46574,TRUE,11.3892086089722,10.7487977244932,1.8972602739726,0.192546654142571,0.403709697497821,0.865090592216199,0.209827642791666,0.75246426671797
"pc2001__23__08","district","23","08","madhya pradesh","tikamgarh",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__09","district","23","09","madhya pradesh","chhatarpur",1,"chhatarpur",TRUE,99059,25634,35229,92939,27756,68972,53152,TRUE,11.5034709111993,10.880911012413,1.86369280553883,0.258775073441081,0.355636539839893,0.938218637377724,0.280196650481026,0.696271918755489
"pc2001__23__10","district","23","10","madhya pradesh","panna",1,"panna",TRUE,38510,10902,15501,32933,6953,30151,20448,TRUE,10.558673226809,9.92564035717726,1.883313771518,0.283095299922098,0.402518826278889,0.855180472604518,0.180550506361984,0.782939496234744
"pc2001__23__11","district","23","11","madhya pradesh","sagar",1,"sagar",TRUE,227183,71893,41343,214987,140057,86422,121140,TRUE,12.333511139086,11.7047021805349,1.8753755984811,0.31645413609293,0.181981046117007,0.946316405716977,0.616494191906965,0.380406984677551
"pc2001__23__12","district","23","12","madhya pradesh","damoh",1,"damoh",TRUE,109084,41090,22632,101200,56428,52410,68723,TRUE,11.5998735066209,11.1378392111185,1.58729973953407,0.376682189872025,0.207473139965531,0.927725422610099,0.517289428330461,0.480455428843827
"pc2001__23__13","district","23","13","madhya pradesh","satna",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__14","district","23","14","madhya pradesh","rewa",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__15","district","23","15","madhya pradesh","umaria",1,"umaria",TRUE,20431,5940,9324,15377,2716,16612,8714,TRUE,9.92480863423981,9.07268620667739,2.34461785632316,0.290734667906613,0.456365327198864,0.752630806127943,0.13293524546033,0.813078165532769
"pc2001__23__16","district","23","16","madhya pradesh","shahdol",2,"anuppur;shahdol",TRUE,82686,18365,43167,64593,12731,60483,36402,TRUE,11.3228055801032,10.5023789971704,2.27146860062634,0.222105314079772,0.522059357085843,0.781184239169872,0.153968023607382,0.731478122052101
"pc2001__23__17","district","23","17","madhya pradesh","sidhi",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__18","district","23","18","madhya pradesh","neemuch",1,"neemuch",TRUE,70757,14234,29601,63103,13713,54145,34613,TRUE,11.1670067505406,10.4519846130231,2.04423193597781,0.201167375666012,0.418347301327077,0.891826957050186,0.193804146586203,0.765224642084882
"pc2001__23__19","district","23","19","madhya pradesh","mandsaur",1,"mandsaur",TRUE,82090,11848,38603,69106,15791,65386,42017,TRUE,11.3155714853423,10.6458295772763,1.95373301282814,0.144329394566939,0.470252162260933,0.841832135461079,0.192362041661591,0.796516019003533
"pc2001__23__20","district","23","20","madhya pradesh","ratlam",1,"ratlam",TRUE,94815,18910,44846,79705,17644,76727,44659,TRUE,11.4596829035745,10.7068111337418,2.12308829127388,0.199441016716764,0.472984232452671,0.840637030005801,0.18608869904551,0.809228497600591
"pc2001__23__21","district","23","21","madhya pradesh","ujjain",1,"ujjain",TRUE,179594,42530,74739,167463,46102,132756,87710,TRUE,12.0984540267198,11.3817911969454,2.04758864439631,0.236811920220052,0.416155328129002,0.932453199995546,0.256701226098867,0.739200641446819
"pc2001__23__22","district","23","22","madhya pradesh","shajapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__23","district","23","23","madhya pradesh","dewas",1,"dewas",TRUE,133694,26004,61422,121628,48375,84711,52731,TRUE,11.8033088854937,10.872958796881,2.53539663575506,0.194503867039658,0.459422262779182,0.909749128607118,0.36183373973402,0.633618561790357
"pc2001__23__24","district","23","24","madhya pradesh","jhabua",2,"alirajpur;jhabua",TRUE,57660,15223,29584,44400,10237,46740,28653,TRUE,10.9623189711924,10.2630134287028,2.01235472725369,0.264013180714533,0.513076656260839,0.77003121748179,0.177540756156781,0.810613943808533
"pc2001__23__25","district","23","25","madhya pradesh","dhar",1,"dhar",TRUE,126168,22391,79882,112463,49395,75932,43582,TRUE,11.7453696311674,10.6823995000569,2.89495663347253,0.177469722909137,0.633139940396931,0.89137499207406,0.391501807114324,0.601832477331812
"pc2001__23__26","district","23","26","madhya pradesh","indore",1,"indore",TRUE,371428,65933,196633,352171,87678,282923,137891,TRUE,12.8251103154737,11.834218796967,2.69363482750868,0.17751219617261,0.529397352919004,0.948154151006386,0.236056517010026,0.761716941102986
"pc2001__23__27","district","23","27","madhya pradesh","west nimar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__28","district","23","28","madhya pradesh","barwani",1,"barwani",TRUE,41031,10434,18683,36588,8061,32651,20402,TRUE,10.6220831575497,9.92338821424246,2.01112636016077,0.254295532646048,0.455338646389315,0.89171601959494,0.196461212254149,0.795764178304209
"pc2001__23__29","district","23","29","madhya pradesh","east nimar",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__30","district","23","30","madhya pradesh","rajgarh",1,"rajgarh",TRUE,65672,10830,29798,51107,10949,53980,35090,TRUE,11.0924279340281,10.4656714685773,1.87153035052722,0.164910464124741,0.453739797782921,0.778215982458277,0.166722499695456,0.821963698379827
"pc2001__23__31","district","23","31","madhya pradesh","vidisha",1,"vidisha",TRUE,60121,10576,26446,51587,10026,49675,33068,TRUE,11.0041144771284,10.4063213263726,1.81810209265755,0.175911910979525,0.439879576188021,0.858052926598027,0.166763693218676,0.826250395036676
"pc2001__23__32","district","23","32","madhya pradesh","bhopal",1,"bhopal",TRUE,224068,39250,130059,206834,29944,193548,82493,TRUE,12.3197048561973,11.3204687202381,2.71620622355836,0.175170037667137,0.580444329400004,0.923085848938715,0.133638002749165,0.863791349054751
"pc2001__23__33","district","23","33","madhya pradesh","sehore",1,"sehore",TRUE,75221,13782,40561,63263,15144,59640,32740,TRUE,11.2281857262726,10.3963528509251,2.29752596212584,0.18322011140506,0.539224418712859,0.841028436207974,0.201326757155582,0.792863694978796
"pc2001__23__34","district","23","34","madhya pradesh","raisen",1,"raisen",TRUE,71187,12954,39250,63279,22584,47894,29228,TRUE,11.1730654964599,10.2828824329111,2.43557547557137,0.181971427367356,0.551364715467712,0.888912301403346,0.317248935901218,0.672791380448677
"pc2001__23__35","district","23","35","madhya pradesh","betul",1,"betul",TRUE,100802,29712,45782,80163,18071,59521,46258,TRUE,11.5209134756924,10.7419897009554,2.17912577283929,0.294756056427452,0.454177496478244,0.795252078331779,0.179272236661971,0.590474395349299
"pc2001__23__36","district","23","36","madhya pradesh","harda",1,"harda",TRUE,28968,5016,13638,23903,6413,21980,15074,TRUE,10.2739470514455,9.62072668440342,1.92171951704922,0.173156586578293,0.47079536039768,0.825151891742612,0.221382214857774,0.758768296050815
"pc2001__23__37","district","23","37","madhya pradesh","hoshangabad",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__38","district","23","38","madhya pradesh","katni",1,"katni",TRUE,65046,13036,24019,59351,17818,45608,35605,TRUE,11.0828499908893,10.4802413564162,1.82687824743716,0.200412016111675,0.369261753220798,0.912446576269102,0.273929219321711,0.701165329151677
"pc2001__23__39","district","23","39","madhya pradesh","jabalpur",1,"jabalpur",TRUE,144837,32259,63622,140122,37331,107464,67449,TRUE,11.8833642511547,11.1191270357291,2.14735577992261,0.222726237080304,0.439266209601138,0.967446163618412,0.257744913247306,0.741965105601469
"pc2001__23__40","district","23","40","madhya pradesh","narsimhapur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__41","district","23","41","madhya pradesh","dindori",1,"dindori",TRUE,23121,6058,9755,18031,2916,19894,12148,TRUE,10.0484965744461,9.40491982616564,1.90327625946658,0.262012888715886,0.421910817006185,0.77985381255136,0.126119112495134,0.860429912201029
"pc2001__23__42","district","23","42","madhya pradesh","mandla",1,"mandla",TRUE,37494,11181,18914,31697,4800,32533,18911,TRUE,10.5319361991571,9.84749904232727,1.98265559727143,0.298207713234117,0.50445404598069,0.845388595508615,0.128020483277324,0.867685496346082
"pc2001__23__43","district","23","43","madhya pradesh","chhindwara",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__23__44","district","23","44","madhya pradesh","seoni",1,"seoni",TRUE,80011,20362,33292,71091,13364,63990,37899,TRUE,11.2899194042038,10.5426800054981,2.11116388295206,0.254490007623952,0.416092787241754,0.888515329142243,0.167027033782855,0.799765032308058
"pc2001__23__45","district","23","45","madhya pradesh","balaghat",1,"balaghat",TRUE,87685,23190,40293,73170,17856,65831,45348,TRUE,11.3815061261034,10.7221213531375,1.93360236394108,0.264469407538347,0.459519872270058,0.834464275531733,0.203638022466785,0.750766949877402
"pc2001__24__01","district","24","01","gujarat","kachchh",1,"kachchh",TRUE,238573,36129,149281,218593,68603,156694,85543,TRUE,12.3824306221423,11.3567744524776,2.78892486819494,0.151437924660376,0.62572462097555,0.916252048639201,0.287555590951197,0.656796871397853
"pc2001__24__02","district","24","02","gujarat","banas kantha",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__03","district","24","03","gujarat","patan",1,"patan",TRUE,93613,16009,39139,83501,17566,74808,47954,TRUE,11.4469245417104,10.7779974970617,1.95214163573425,0.171012573040069,0.418093640840482,0.891980814630447,0.187644878382276,0.799119780372384
"pc2001__24__04","district","24","04","gujarat","mahesana",1,"mahesana",TRUE,173800,23359,99837,160937,50998,122083,65981,TRUE,12.0656604918134,11.0971221007756,2.63409163243964,0.134401611047181,0.574436133486766,0.925989643268124,0.293429228998849,0.702433831990794
"pc2001__24__05","district","24","05","gujarat","sabar kantha",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__24__06","district","24","06","gujarat","gandhinagar",,,,,,,,,,,FALSE,,,,,,,,
