"target_unit_2001","level","state_code","district_code","state_std","district_std","census_2011_source_district_count","census_2011_source_districts","census_2011_parent_reconstruction_complete","nonfarm_employment","female_employment","hired_employment","private_employment","manufacturing_employment","services_employment","firms_total","harmonized_available","log_nonfarm_employment","log_firms_total","mean_employment_per_firm","female_employment_share","hired_employment_share","private_employment_share","manufacturing_employment_share","services_employment_share"
"pc2001__32__13","district","32","13","kerala","kollam",1,"kollam",TRUE,421536,174584,255119,377121,132640,275810,157510,TRUE,12.9516604620296,11.9672442272958,2.67624912703955,0.414161542549154,0.605212840658924,0.894635333636985,0.314658771730054,0.654297616336446
"pc2001__32__14","district","32","14","kerala","thiruvananthapuram",1,"thiruvananthapuram",TRUE,719900,302335,349317,650916,123364,571098,284934,TRUE,13.4868675924574,12.5600128534849,2.52655000807204,0.419968051118211,0.4852298930407,0.904175579941659,0.171362689262398,0.793301847478816
"pc2001__33__01","district","33","01","tamil nadu","thiruvallur",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__02","district","33","02","tamil nadu","chennai",1,"chennai",TRUE,779287,164224,397453,770482,100512,677600,332950,TRUE,13.5661346780551,12.7157476075388,2.34055263553086,0.210736224266541,0.510021340019787,0.988701210208819,0.128979438897351,0.869512772572878
"pc2001__33__03","district","33","03","tamil nadu","kancheepuram",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__04","district","33","04","tamil nadu","vellore",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__05","district","33","05","tamil nadu","dharmapuri",2,"dharmapuri;krishnagiri",TRUE,322528,99420,166079,302365,90567,224058,121951,TRUE,12.6839452331546,11.7113746036924,2.64473436052185,0.308252306776466,0.514928936402421,0.937484497469987,0.280803527135629,0.694693173925985
"pc2001__33__06","district","33","06","tamil nadu","tiruvannamalai",1,"tiruvannamalai",TRUE,174551,47990,89916,148532,40165,133711,78633,TRUE,12.0699722415342,11.2725467376343,2.21981865120242,0.274933973451885,0.515127383973738,0.850937548338308,0.230104668549593,0.766028266810273
"pc2001__33__07","district","33","07","tamil nadu","viluppuram",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__08","district","33","08","tamil nadu","salem",1,"salem",TRUE,439888,114746,204695,417955,104342,331813,194887,TRUE,12.9942754280377,12.1801751823988,2.25714388337857,0.260852762521369,0.46533435783654,0.95013958098425,0.23720128760048,0.754312461353799
"pc2001__33__09","district","33","09","tamil nadu","namakkal",1,"namakkal",TRUE,381418,141283,229458,363558,62632,317569,112927,TRUE,12.8516511655812,11.634496871236,3.37756249612582,0.370415135101123,0.601591954233938,0.953174732183589,0.164208296409713,0.832600978454085
"pc2001__33__10","district","33","10","tamil nadu","erode",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__11","district","33","11","tamil nadu","the nilgiris",1,"the nilgiris",TRUE,70886,23537,40097,59536,14667,56065,29821,TRUE,11.1688282318092,10.302968122297,2.377049730056,0.332040177185904,0.565654713201478,0.839883757018311,0.206909685974664,0.790917811697655
"pc2001__33__12","district","33","12","tamil nadu","coimbatore",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__13","district","33","13","tamil nadu","dindigul",1,"dindigul",TRUE,228205,70411,106469,213972,41358,184090,88607,TRUE,12.3379996267748,11.3919661402443,2.57547372103784,0.308542757608291,0.466549812668434,0.937630639118337,0.181231787208869,0.80668697004886
"pc2001__33__14","district","33","14","tamil nadu","karur",1,"karur",TRUE,93489,29101,58938,85919,26678,65964,31919,TRUE,11.445599061297,10.3709567227522,2.92894514239168,0.311277262565649,0.630427109071655,0.919027907026495,0.285359774946785,0.705580335654462
"pc2001__33__15","district","33","15","tamil nadu","tiruchirappalli",1,"tiruchirappalli",TRUE,270172,85155,141008,244415,51480,217056,106414,TRUE,12.5068140721956,11.5750924261813,2.53887646362321,0.31518810239403,0.521919369882889,0.904664435988926,0.190545282264631,0.803399315991294
"pc2001__33__16","district","33","16","tamil nadu","perambalur",1,"perambalur",TRUE,32685,10262,14124,31131,10010,22421,16839,TRUE,10.3946715360468,9.73145290361031,1.94102975236059,0.31396665136913,0.432124827902708,0.952455254703993,0.30625669267248,0.685972158482484
"pc2001__33__17","district","33","17","tamil nadu","ariyalur",1,"ariyalur",TRUE,43617,13097,20116,38001,8658,34624,21526,TRUE,10.6832022615995,9.97701678582424,2.02624732881167,0.30027282940138,0.461196322534791,0.871242864020909,0.198500584634432,0.793818923814109
"pc2001__33__18","district","33","18","tamil nadu","cuddalore",1,"cuddalore",TRUE,222404,59061,110456,193083,40582,167962,88965,TRUE,12.3122508268083,11.3959983129409,2.49990445680886,0.265557274149746,0.496645743781587,0.868163342385928,0.182469739752882,0.755211237207964
"pc2001__33__19","district","33","19","tamil nadu","nagapattinam",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__20","district","33","20","tamil nadu","thiruvarur",1,"thiruvarur",TRUE,75832,17065,27862,71958,12283,62822,46211,TRUE,11.2362756461329,10.7409731439678,1.64099456839281,0.225036923726131,0.367417449098006,0.948913387488132,0.161976474311636,0.828436543939234
"pc2001__33__21","district","33","21","tamil nadu","thanjavur",1,"thanjavur",TRUE,241081,91245,135516,226272,33166,189521,86952,TRUE,12.392888255589,11.373111521243,2.77257567393504,0.378482750610791,0.562118126272912,0.938572512972818,0.137572019362787,0.786129972913668
"pc2001__33__22","district","33","22","tamil nadu","pudukkottai",1,"pudukkottai",TRUE,114789,31385,62241,100488,26556,85705,49481,TRUE,11.6508509394614,10.8093440364881,2.31986014833977,0.27341470001481,0.542220944515589,0.875414891670805,0.231346209131537,0.746630774725801
"pc2001__33__23","district","33","23","tamil nadu","sivaganga",1,"sivaganga",TRUE,89402,25895,48879,76701,17257,70982,40481,TRUE,11.400898332276,10.6085880072135,2.20849287319977,0.289646764054495,0.546732735285564,0.857933826983736,0.193027001633073,0.793964340842487
"pc2001__33__24","district","33","24","tamil nadu","madurai",1,"madurai",TRUE,311925,119232,160355,301669,71912,239245,120272,TRUE,12.6505180532792,11.6975111234173,2.59349640814155,0.382245732147151,0.514081910715717,0.967120301354492,0.230542598381021,0.76699527129919
"pc2001__33__25","district","33","25","tamil nadu","theni",1,"theni",TRUE,119219,35697,48436,114345,22094,96653,52922,TRUE,11.6887174168844,10.8765744104097,2.25273043346812,0.299423749570119,0.406277522878065,0.95911725479999,0.185322809283755,0.810718090237294
"pc2001__33__26","district","33","26","tamil nadu","virudhunagar",1,"virudhunagar",TRUE,310745,110946,173412,298743,120277,189735,118903,TRUE,12.6467279191389,11.6860633136474,2.61343279816321,0.357032293359507,0.558052422404222,0.961376691499461,0.38706012968833,0.61058102302531
"pc2001__33__27","district","33","27","tamil nadu","ramanathapuram",1,"ramanathapuram",TRUE,96664,23345,50634,85477,10188,68121,42943,TRUE,11.4789963267071,10.6676289339201,2.25098386232913,0.241506662252752,0.523814450053795,0.884269221219896,0.105396010924439,0.704719440536291
"pc2001__33__28","district","33","28","tamil nadu","thoothukkudi",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__29","district","33","29","tamil nadu","tirunelveli",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__33__30","district","33","30","tamil nadu","kanniyakumari",1,"kanniyakumari",TRUE,244828,101359,160085,227367,75608,152057,81077,TRUE,12.4083112021645,11.3031545993881,3.01969732476535,0.414000849576029,0.653867204731485,0.928680543075138,0.30882088649991,0.621076837616612
"pc2001__34__01","district","34","01","puducherry","yanam",1,"yanam",TRUE,8620,2005,5674,7138,1472,5130,2549,TRUE,9.06184036365774,7.84345640437612,3.38171832091016,0.232598607888631,0.658236658932715,0.828074245939675,0.1707656612529,0.595127610208817
"pc2001__34__02","district","34","02","puducherry","pondicherry",,,,,,,,,,,FALSE,,,,,,,,
"pc2001__34__03","district","34","03","puducherry","mahe",1,"mahe",TRUE,6995,2055,5074,6035,607,6388,1813,TRUE,8.85295088709958,7.50273821075485,3.85824600110314,0.293781272337384,0.725375268048606,0.862759113652609,0.0867762687634024,0.913223731236598
"pc2001__34__04","district","34","04","puducherry","karaikal",1,"karaikal",TRUE,32348,8284,22402,25587,5012,24432,9865,TRUE,10.3843074742157,9.19674841845672,3.27906741003548,0.256090021021392,0.692531222950414,0.790991715098306,0.154940027204155,0.755286261901818
"pc2001__35__01","district","35","01","andaman and nicobar islands","andamans",2,"north and middle andaman;south andaman",TRUE,57826,15390,36896,42848,6146,47450,18977,TRUE,10.9651937805083,9.85098299855398,3.04716235442905,0.266143257358282,0.638052087296372,0.740981565385813,0.106284370352437,0.820565143706983
"pc2001__35__02","district","35","02","andaman and nicobar islands","nicobars",1,"nicobars",TRUE,3387,989,2480,1942,220,3081,959,TRUE,8.12769985281777,6.86589107488344,3.5318039624609,0.291998819013877,0.732211396516091,0.573368762917036,0.0649542367877178,0.909654561558902
