"state_code","district_code","level","state_std","district_std","target_unit_2001","nonfarm_employment","female_employment","hired_employment","private_employment","manufacturing_employment","services_employment","firms_total","informal_employment","source_available","log_nonfarm_employment","log_firms_total","mean_employment_per_firm","female_employment_share","hired_employment_share","private_employment_share","manufacturing_employment_share","services_employment_share","informal_employment_share"
"02","07","district","himachal pradesh","una","pc2001__02__07",36293,5831,18986,26669,9008,27252,18223,9495,TRUE,10.4993801641918,9.81043981148606,1.99160401690172,0.160664590967955,0.52313118232166,0.734824897363128,0.248202132642658,0.750888601107652,0.261620698206266
"02","08","district","himachal pradesh","bilaspur","pc2001__02__08",32013,4368,16664,22090,6539,25224,16841,5417,TRUE,10.3738973492847,9.73157166845605,1.90089662134078,0.136444569393684,0.520538531221691,0.690032174429138,0.204260769062568,0.787929903476713,0.169212507418861
"02","09","district","himachal pradesh","solan","pc2001__02__09",83401,11272,64480,65607,31900,51184,21404,11002,TRUE,11.3314155786826,9.9713330994312,3.89651467015511,0.135154254745147,0.773132216640088,0.786645244061822,0.382489418592103,0.613709667749787,0.131916883490606
"02","10","district","himachal pradesh","sirmaur","pc2001__02__10",39785,4725,27246,29643,10759,27372,14884,12676,TRUE,10.5912452358116,9.60804208946651,2.67300456866434,0.118763353022496,0.68483096644464,0.745079803946211,0.270428553474928,0.687997989191906,0.318612542415483
"02","11","district","himachal pradesh","shimla","pc2001__02__11",75191,12585,51510,40844,10066,63786,27494,13093,TRUE,11.2277868219245,10.2217230780314,2.73481486869863,0.16737375483768,0.685055392267692,0.543203308906651,0.133872404942081,0.848319612719607,0.174129882565733
"02","12","district","himachal pradesh","kinnaur","pc2001__02__12",9779,2201,6410,5177,3151,6616,3676,2545,TRUE,9.18799250831228,8.20958048347558,2.66022850924918,0.225074138459965,0.655486246037427,0.529399734124144,0.322221086000614,0.676551794662031,0.260251559464158
"03","01","district","punjab","gurdaspur","pc2001__03__01",141534,18763,65657,118909,31362,108900,77920,94614,TRUE,11.8602952498877,11.2634379383164,1.81640143737166,0.132568852713836,0.46389560105699,0.840144417595772,0.221586332612658,0.769426427572173,0.668489550214083
"03","02","district","punjab","amritsar","pc2001__03__02",274819,32889,169150,245012,58360,215687,131110,233279,TRUE,12.5238679781338,11.7837919444934,2.09609488216002,0.119675131632092,0.615496017378711,0.891539522376546,0.212357951961109,0.78483292639883,0.848845967709656
"03","03","district","punjab","kapurthala","pc2001__03__03",83008,9164,53176,68076,25984,56986,30895,66244,TRUE,11.3266922676761,10.3383496374951,2.68677779575983,0.11039899768697,0.640612952968389,0.820113723978412,0.313030069390902,0.686512143407864,0.798043562066307
"03","04","district","punjab","jalandhar","pc2001__03__04",261948,29856,152920,233503,79617,182135,105618,132649,TRUE,12.4759012897624,11.567584090274,2.48014542975629,0.113976819826836,0.583779986867623,0.891409745445661,0.303942003756471,0.695309756134805,0.506394398888329
"03","05","district","punjab","hoshiarpur","pc2001__03__05",140059,18811,70160,113934,35839,103899,69398,98709,TRUE,11.8498190413868,11.1476133276358,2.01819937173982,0.134307684618625,0.500931750190991,0.813471465596641,0.255885019884477,0.741823088841131,0.704767276647698
"03","06","district","punjab","nawanshahr","pc2001__03__06",53003,7062,30657,46205,15438,37451,24657,34664,TRUE,10.8781037947059,10.1128161148166,2.14961268605264,0.133237741259929,0.578401222572307,0.87174310888063,0.29126653208309,0.706582646265306,0.65400071694055
"03","07","district","punjab","rupnagar","pc2001__03__07",105740,15602,82509,82511,38921,66582,35730,50447,TRUE,11.5687385297894,10.4837459510175,2.9594178561433,0.147550595801021,0.780300737658407,0.780319651976546,0.368082088140723,0.629676565159826,0.477085303574806
"03","08","district","punjab","fatehgarh sahib","pc2001__03__08",66539,6468,42317,54640,26563,39948,23717,34515,TRUE,11.1055435209053,10.0739473695649,2.8055403297213,0.0972061497768226,0.635972888080675,0.821172545424488,0.399209486166008,0.600369707990802,0.518718345631885
"03","09","district","punjab","ludhiana","pc2001__03__09",496774,40753,344992,468264,224236,272232,148835,284794,TRUE,13.1158904732882,11.9105935887762,3.33774985722444,0.0820352917020617,0.694464686155073,0.94260971789989,0.451384331708181,0.547999694025855,0.573286846735135
"03","10","district","punjab","moga","pc2001__03__10",68091,8802,36320,60981,20357,47709,30533,52492,TRUE,11.1286003248136,10.326563344904,2.2300789309927,0.129268185222717,0.533403827231205,0.895580913777151,0.29896755812075,0.700665286161167,0.770909518144836
"03","11","district","punjab","firozpur","pc2001__03__11",122368,13467,68749,107480,25361,96770,64064,105244,TRUE,11.714788176971,11.0676378626749,1.91008991008991,0.110053281903766,0.561821718096234,0.87833420502092,0.207251895920502,0.790811323221757,0.860061453974895
"03","12","district","punjab","muktsar","pc2001__03__12",47243,6137,23966,41339,12532,33728,22430,38630,TRUE,10.7630597737987,10.0181546275143,2.10624164065983,0.12990284274919,0.507292085599983,0.875029104840929,0.265266812014478,0.713925872616049,0.817687276421904
"03","13","district","punjab","faridkot","pc2001__03__13",43349,5994,20814,36482,8780,34535,19867,31582,TRUE,10.6770389138919,9.89681534276806,2.18196003422761,0.138273085884334,0.480149484417172,0.841588041246626,0.202542157835244,0.79667351034626,0.728551985051558
"03","14","district","punjab","bathinda","pc2001__03__14",76139,10094,38267,67923,13980,62123,34742,54787,TRUE,11.2403158961492,10.4557046086619,2.19155489033447,0.132573319849223,0.502593940030733,0.892092094721496,0.183611552555195,0.815915627996165,0.719565531462194
"03","15","district","punjab","mansa","pc2001__03__15",37990,4982,19248,33963,10208,27650,18406,29388,TRUE,10.5450782461817,9.8204319773988,2.06400086928176,0.131139773624638,0.506659647275599,0.89399842063701,0.268702290076336,0.727823111345091,0.773571992629639
"03","16","district","punjab","sangrur","pc2001__03__16",172517,19523,92124,155269,45319,127117,73379,121029,TRUE,12.0582510613224,11.2033930701249,2.35104048842312,0.113165659036501,0.533999547870645,0.900021447161729,0.262692951998933,0.736837529055108,0.701548253215625
"03","17","district","punjab","patiala","pc2001__03__17",208696,25962,113139,182880,57951,150626,89508,153136,TRUE,12.2486339266142,11.4020832857432,2.33159047236001,0.124401042664929,0.542123471460881,0.876298539502434,0.277681412197646,0.721748380419366,0.733775443707594
"04","01","district","chandigarh","chandigarh","pc2001__04__01",185326,26814,121871,138464,24793,160521,62607,94723,TRUE,12.1298717154364,11.0446323719229,2.96014822623668,0.144685581084144,0.657603358406268,0.747137476662746,0.133780473328081,0.866154775908399,0.5111155477375
"05","01","district","uttarakhand","uttarkashi","pc2001__05__01",18098,1693,9118,12130,2054,16036,10089,14285,TRUE,9.80355671391108,9.21920100040838,1.79383486966003,0.0935462482042215,0.503812575975246,0.670239805503371,0.113493203668914,0.886064758536855,0.789313736324456
"05","02","district","uttarakhand","chamoli","pc2001__05__02",25356,3149,11816,18537,4206,21115,14226,14611,TRUE,10.1407706674041,9.56282655529346,1.78237030788697,0.124191512856917,0.466004101593311,0.731069569332702,0.165877898722196,0.83274175737498,0.576234421833097
"05","03","district","uttarakhand","rudraprayag","pc2001__05__03",12141,1002,5499,8551,1256,10881,7008,10020,TRUE,9.40434343354397,8.85480763261623,1.73244863013699,0.0825302693353101,0.4529280948851,0.704307717650935,0.103451116053043,0.896219421793921,0.825302693353101
"05","04","district","uttarakhand","tehri garhwal","pc2001__05__04",29777,3375,17403,20283,4688,25007,16295,19797,TRUE,10.3014915624127,9.69861359127166,1.82737035900583,0.11334251267757,0.58444436981563,0.681163313967156,0.157436947979985,0.839809248749035,0.664841992141586
"05","05","district","uttarakhand","dehradun","pc2001__05__05",106436,11952,61769,87842,17182,88911,43471,55755,TRUE,11.5752991445283,10.6798493280891,2.44843688896046,0.112292833251907,0.580339358863542,0.825303468751174,0.16143034311699,0.835347063023789,0.523835920177384
"05","06","district","uttarakhand","garhwal","pc2001__05__06",37151,4564,21010,24944,5279,31806,18410,26676,TRUE,10.522745967684,9.82064927422712,2.017979359044,0.122849990578988,0.565529864606605,0.671422034400151,0.142095771311674,0.856127695082232,0.718042582972195
"05","07","district","uttarakhand","pithoragarh","pc2001__05__07",28570,4903,10879,20703,5855,22641,17993,16679,TRUE,10.2601124952248,9.79773807235252,1.5878397154449,0.171613580679034,0.38078403920196,0.724641232061603,0.204935246762338,0.792474623731187,0.583794189709485
"05","08","district","uttarakhand","bageshwar","pc2001__05__08",13678.8546854706,1631.93796340802,6361.3548439881,9200.59240547755,2270.02939221321,11377.9270410407,7913.35420991808,9581.57635941543,TRUE,9.52360646584935,8.97630701764515,1.72857859292162,0.119303699098539,0.465050253859704,0.672614236866646,0.165951714848202,0.831789451870273,0.700466272925085
"05","09","district","uttarakhand","almora","pc2001__05__09",34576.1453145294,4125.06203659198,16079.6451560119,23256.4075945225,5737.97060778679,28760.0729589593,20002.6457900819,24219.4236405846,TRUE,10.4509192814949,9.90361983329074,1.72857859292162,0.119303699098539,0.465050253859704,0.672614236866647,0.165951714848202,0.831789451870272,0.700466272925086
"05","10","district","uttarakhand","champawat","pc2001__05__10",15563,1829,6900,11105,2509,12895,9076,10530,TRUE,9.65265158120501,9.11338884589973,1.71474217717056,0.117522328599884,0.443359249502024,0.713551371843475,0.161215703913127,0.828567756859217,0.676604767718306
"05","11","district","uttarakhand","nainital","pc2001__05__11",65607,7904,39114,51683,11569,53959,26619,30793,TRUE,11.0914376765564,10.1893805255034,2.46466809421842,0.120474949319432,0.596186382550642,0.787766549301142,0.17633789077385,0.822457969423994,0.469355404148947
"05","12","district","uttarakhand","udham singh nagar","pc2001__05__12",93692,9648,48386,83072,26497,66850,42020,56485,TRUE,11.4477680857128,10.645900974399,2.22970014278915,0.102975707637792,0.516436835588951,0.886649874055416,0.282809631558724,0.713508090338556,0.602879648209025
"05","13","district","uttarakhand","hardwar","pc2001__05__13",138364,13939,77573,113176,51826,85791,54305,75730,TRUE,11.8376431727228,10.9023715827141,2.54790534941534,0.100741522361308,0.560644387268365,0.817958428492961,0.374562747535486,0.620038449307623,0.547324448555983
"06","01","district","haryana","panchkula","pc2001__06__01",46485,5993,30329,34728,16640,28856,15541,19762,TRUE,10.74688495889,9.65123697191561,2.99112026253137,0.12892330859417,0.65244702592234,0.747079703130042,0.357964934925245,0.620759384747768,0.42512638485533
"06","02","district","haryana","ambala","pc2001__06__02",91400,10073,44666,78372,21122,69891,42890,63515,TRUE,11.4230007574422,10.6663939775109,2.13103287479599,0.110207877461707,0.488687089715536,0.85746170678337,0.23109409190372,0.764671772428884,0.694912472647702
"06","03","district","haryana","yamunanagar","pc2001__06__03",110055,9227,64709,92763,46904,62227,43346,55643,TRUE,11.6087355198162,10.6769697057483,2.53898860333133,0.0838398982327018,0.587969651537867,0.84287856071964,0.426186906546727,0.565417291354323,0.505592658216346
"06","04","district","haryana","kurukshetra","pc2001__06__04",73540,7440,34774,63182,17732,55574,35422,52007,TRUE,11.2055847548553,10.4750883750166,2.07611089153633,0.101169431601849,0.47285830840359,0.859151482186565,0.241120478651074,0.755697579548545,0.707193364155562
"06","05","district","haryana","kaithal","pc2001__06__05",78265,8214,32538,70236,21940,56246,39747,60923,TRUE,11.2678557833223,10.5902896455362,1.96907942737817,0.104951127579378,0.415741391426564,0.897412636555293,0.280329649268511,0.718660959560468,0.778419472305628
"06","06","district","haryana","karnal","pc2001__06__06",92612,9515,43949,78540,23251,69277,45476,57811,TRUE,11.4361740018711,10.724939993249,2.03650277069223,0.102740465598411,0.474549734375675,0.848054247829655,0.251058178205848,0.748034811903425,0.624227961819203
"06","07","district","haryana","panipat","pc2001__06__07",128608,14388,82439,121302,52459,75790,41341,84346,TRUE,11.7645242972489,10.62961002259,3.11090684792337,0.111874844488679,0.64100989052003,0.943191714356805,0.407898420004976,0.58931015177905,0.655837894998756
"06","08","district","haryana","sonipat","pc2001__06__08",120717,18816,80312,107421,52648,67981,36535,64375,TRUE,11.7012042422383,10.5060259842253,3.30414670863555,0.155868684609458,0.665291549657463,0.889858097865255,0.436127471689986,0.563143550618388,0.533272032936538
"06","09","district","haryana","jind","pc2001__06__09",77924,8937,34718,65124,17104,60733,38239,52003,TRUE,11.2634892717011,10.5516112161958,2.03781479641204,0.114688671012782,0.445536676761973,0.8357373851445,0.219495919100662,0.779387608438992,0.667355371900826
"06","10","district","haryana","fatehabad","pc2001__06__10",63938,7500,27924,57128,19516,43745,30952,48214,TRUE,11.0656691428003,10.3401928963803,2.0657146549496,0.117301135474991,0.436735587600488,0.893490568988708,0.305233194657324,0.684178422847133,0.754074259438831
"06","11","district","haryana","sirsa","pc2001__06__11",87949,9515,43669,79436,17644,69901,39328,70379,TRUE,11.3845123800044,10.5796920123658,2.23629475183076,0.108187699689593,0.496526395979488,0.903205266688649,0.20061626624521,0.794790162480528,0.800225130473343
"06","12","district","haryana","hisar","pc2001__06__12",109291,12741,52168,94909,25575,83478,49888,76558,TRUE,11.6017693285968,10.8175357718575,2.19072722899294,0.116578675279758,0.477331161760804,0.868406364659487,0.234008289795134,0.763814037752422,0.70049683871499
"06","13","district","haryana","bhiwani","pc2001__06__13",84689,9886,41629,70901,21951,61137,39898,63120,TRUE,11.3467410020764,10.5940814763084,2.12263772620181,0.116732987755198,0.491551441155286,0.837192551571042,0.259195409085005,0.721900128706207,0.745315212129084
"06","14","district","haryana","rohtak","pc2001__06__14",79688,10211,40137,63665,17696,61885,35932,44856,TRUE,11.285874288825,10.4893835423491,2.21774462874318,0.128137235217348,0.503676839674731,0.798928320449754,0.222066057624736,0.776591205702239,0.562895291637386
"06","15","district","haryana","jhajjar","pc2001__06__15",87556,15683,62205,80490,49062,38426,23279,48885,TRUE,11.380033867633,10.0553069455963,3.76115812534903,0.179119649138837,0.710459591575677,0.919297363972772,0.560349947462196,0.438873406733976,0.558328384119878
"06","16","district","haryana","mahendragarh","pc2001__06__16",49658,4486,24657,43050,11014,38216,26149,32594,TRUE,10.8129147843889,10.1715662278441,1.89904011625684,0.0903379113133835,0.496536308349108,0.866929799830843,0.221797092110033,0.76958395424705,0.656369567844053
"06","17","district","haryana","rewari","pc2001__06__17",71226,6470,45695,63579,27061,43958,26678,45621,TRUE,11.1736131992816,10.191594534701,2.66984031786491,0.0908376154774942,0.641549434195378,0.892637520006739,0.379931485693427,0.61716227220397,0.64051048774324
"06","18","district","haryana","gurgaon","pc2001__06__18",240076,27990,177151,225033,102502,137266,61591,108138,TRUE,12.3887108188625,11.0282710349513,3.89790716176065,0.116588080441194,0.73789549975841,0.937340675452773,0.426956463786468,0.571760609140439,0.450432363085023
"06","19","district","haryana","faridabad","pc2001__06__19",257149,24202,197170,240696,125819,128863,76494,139175,TRUE,12.4574109624146,11.2449675853662,3.36168849844432,0.0941166405469203,0.766753905323373,0.93601763957861,0.489284422649903,0.501121917643079,0.541223181890655
"07","01","district","delhi","north west","pc2001__07__01",513893,58346,361331,488917,171652,342176,130493,291020,TRUE,13.1497703515604,11.7790748644595,3.93808863310676,0.113537253864131,0.703124969594838,0.951398442866511,0.334022841330783,0.665850673194614,0.566304658751919
"07","02","district","delhi","north","pc2001__07__02",333583,23317,246278,301344,69211,264106,71421,154849,TRUE,12.7176469889356,11.1763472227306,4.6706570896515,0.0698986459142103,0.738281027510395,0.903355386815275,0.207477599278141,0.791724997976516,0.46419931471328
"07","03","district","delhi","north east","pc2001__07__03",365578.560133939,37043.8956110269,275707.655493653,329895.675765845,158738.475010942,206706.593607281,79044.5419766445,228582.139359292,TRUE,12.8092364738829,11.2777667950501,4.62496904899465,0.101329507937924,0.754168010817266,0.902393388838173,0.434211664252915,0.565423184367127,0.625261337195335
"07","04","district","delhi","east","pc2001__07__04",369291,41129,258748,348527,125967,243269,93915,270360,TRUE,12.8193402301131,11.4501453968475,3.93218335729117,0.111372873966601,0.70066153791996,0.943773338640801,0.34110498224977,0.658746083711761,0.732105575278033
"07","05","district","delhi","new delhi","pc2001__07__05",141703,25877,129924,86817,5544,136132,12993,18078,TRUE,11.8614885969437,9.47216602988274,10.906103286385,0.182614341263064,0.916875436652717,0.61266875083802,0.039124083470357,0.960685377162093,0.127576692095439
"07","06","district","delhi","central","pc2001__07__06",338318,26102,238167,313383,73752,264476,80202,176901,TRUE,12.7317415605659,11.2923037311995,4.21832373257525,0.0771522650287599,0.703973776151432,0.926297152383261,0.217996086522148,0.78173789156947,0.522883795718821
"07","07","district","delhi","west","pc2001__07__07",400047,39590,286500,375354,151816,247701,101008,213585,TRUE,12.8993373191875,11.5229550006074,3.96054767939173,0.098963371803813,0.716165850512565,0.938274752716556,0.379495409289409,0.6191797463798,0.533899766777404
"07","08","district","delhi","south west","pc2001__07__08",362886.439866061,36771.1043889731,273677.344506347,327466.324234155,157569.524989058,205184.406392719,78462.4580233555,226898.860640708,TRUE,12.8018452264685,11.2703755476358,4.62496904899465,0.101329507937924,0.754168010817267,0.902393388838174,0.434211664252916,0.56542318436713,0.625261337195335
"07","09","district","delhi","south","pc2001__07__09",562530,60135,442947,519971,171753,389425,103880,248877,TRUE,13.2401997449719,11.5509916657767,5.4151906045437,0.106900965281852,0.787419337635326,0.924343590564059,0.30532238280625,0.692274189820987,0.442424404031785
"08","01","district","rajasthan","ganganagar","pc2001__08__01",120917,13812,66961,104959,31443,88561,55271,66442,TRUE,11.702859638794,10.9200036376616,2.18771145808833,0.114227114466948,0.553776557473308,0.86802517429311,0.260037877221565,0.732411488872532,0.549484357038299
"08","02","district","rajasthan","hanumangarh","pc2001__08__02",91412,8805,58276,80240,28238,63099,45013,59698,TRUE,11.4231320398528,10.714706615921,2.03079110479195,0.0963221458889424,0.637509298560364,0.877784098367829,0.308909114777053,0.690270424014353,0.653065243075307
"08","03","district","rajasthan","bikaner","pc2001__08__03",98420.5368632594,10445.3805020303,43433.388578961,83244.7688797768,24086.0758609496,73816.5659337621,51541.494211885,66404.5708332256,TRUE,11.4970047692238,10.8501424750916,1.90953984489966,0.106130090679576,0.441304121712983,0.845806896942992,0.244726117420123,0.750011819548588,0.674702383766559
"08","04","district","rajasthan","churu","pc2001__08__04",113093.463136741,12002.6194979697,49908.611421039,95655.2311202232,27676.9241390504,84821.4340662379,59225.505788115,76304.4291667744,TRUE,11.6359698632344,10.9891075691022,1.90953984489966,0.106130090679577,0.441304121712982,0.845806896942989,0.244726117420123,0.750011819548585,0.674702383766557
"08","05","district","rajasthan","jhunjhunun","pc2001__08__05",94775,8876,52915,76559,22789,71650,50161,59551,TRUE,11.4592609403845,10.8229931113122,1.88941608022169,0.0936533896069639,0.558322342389871,0.807797414930098,0.240453706146136,0.756001055130572,0.628340807174888
"08","06","district","rajasthan","alwar","pc2001__08__06",188449,18005,119756,166600,71194,116221,78920,110118,TRUE,12.1465826922339,11.2761899601366,2.38784845413077,0.0955430912342331,0.635482279025094,0.884058816974354,0.377789216180505,0.616723888160723,0.584338468232784
"08","07","district","rajasthan","bharatpur","pc2001__08__07",116836,11621,51057,101726,31267,84315,59088,76779,TRUE,11.6685265210646,10.9867831370923,1.97732196046575,0.0994642062378034,0.436997158410079,0.870673422575234,0.267614433907357,0.721652572837139,0.657151905234688
"08","08","district","rajasthan","dhaulpur","pc2001__08__08",39774,3824,19733,35368,12994,26236,20692,32124,TRUE,10.5909687114694,9.93750243112341,1.92219215155616,0.0961432091315935,0.496128123900035,0.889224116256851,0.326695831447679,0.659626891939458,0.807663297631619
"08","09","district","rajasthan","karauli","pc2001__08__09",44203,3520,24297,37791,13591,30549,23216,30813,TRUE,10.6965479390657,10.052596975124,1.90398862853205,0.0796326041218922,0.54966857453114,0.854941972264326,0.307467818926317,0.691106938443092,0.697079383752234
"08","10","district","rajasthan","sawai madhopur","pc2001__08__10",57303,5544,26280,48224,12225,44776,33853,39222,TRUE,10.9561082573532,10.4297829007058,1.692700794612,0.0967488613161615,0.458614732212973,0.841561523829468,0.213339615726925,0.781390154093154,0.684466781843883
"08","11","district","rajasthan","dausa","pc2001__08__11",76014,8246,39143,64784,21715,53507,38773,64083,TRUE,11.2386728128301,10.5654794070884,1.96048796843164,0.108480016839003,0.514944615465572,0.852264056621149,0.285671060594101,0.703909806088352,0.843042071197411
"08","12","district","rajasthan","jaipur","pc2001__08__12",484956,48408,309955,420125,145327,338047,176947,235286,TRUE,13.0918134441547,12.0836055316881,2.74068506388919,0.0998193650557989,0.639140458103416,0.866315706991975,0.299670485569825,0.697067362812296,0.485169788599378
"08","13","district","rajasthan","sikar","pc2001__08__13",138709,13907,65164,119932,33956,104124,77056,96230,TRUE,11.8401334924458,11.2522877092284,1.80010641611296,0.100260257084976,0.469789271063882,0.86463026912457,0.244800265303621,0.750665061387509,0.693754550894318
"08","14","district","rajasthan","nagaur","pc2001__08__14",131565,10137,78447,116656,31033,93377,69972,95276,TRUE,11.7872563050536,11.1558504410102,1.88025210084034,0.0770493672329267,0.596260403602782,0.886679588036332,0.2358758028351,0.709740432485844,0.724174362482423
"08","15","district","rajasthan","jodhpur","pc2001__08__15",184158,17031,134995,160465,60038,121172,80983,94007,TRUE,12.1235493637751,11.3019945350842,2.27403282170332,0.0924803701169648,0.7330390208408,0.871344171852431,0.326013531858513,0.657978475005159,0.510469270952117
"08","16","district","rajasthan","jaisalmer","pc2001__08__16",23527,2447,14847,18082,5143,17357,11578,16397,TRUE,10.0659039767804,9.35686202463895,2.03204353083434,0.104008160836486,0.631062183873847,0.768563777787223,0.218599906490415,0.737748119182216,0.696943936753517
"08","17","district","rajasthan","barmer","pc2001__08__17",73773,6730,43895,57683,18960,53663,38468,52450,TRUE,11.2087480899892,10.5575820058324,1.9177758136633,0.0912257872121237,0.595000881081154,0.781898526561208,0.257004595177097,0.727407045938216,0.710964716088542
"08","18","district","rajasthan","jalor","pc2001__08__18",90562,13411,42634,80597,31397,57245,53878,66691,TRUE,11.4137899779988,10.8944775103105,1.68087159879728,0.148086393851726,0.47077140522515,0.889964885934498,0.346690664958813,0.63210838983238,0.736412623396126
"08","19","district","rajasthan","sirohi","pc2001__08__19",64420,8044,38156,55876,19520,43475,28029,37426,TRUE,11.0731794228852,10.2409949674611,2.29833386849335,0.124868053399565,0.592300527786402,0.867370381868985,0.303011487115803,0.674868053399565,0.580968643278485
"08","20","district","rajasthan","pali","pc2001__08__20",124281,18395,70548,105866,34060,89188,59428,82584,TRUE,11.7303004098216,10.9925207747572,2.0912869354513,0.148011361350488,0.567649117725155,0.851827713005206,0.2740563722532,0.717631818218392,0.664494170468535
