"term","estimate","std.error","statistic","p.value","missing_var","pseudoR2","nobs","p_adj"
"state_0708Manipur",-0.908590195479255,0.618380230362729,-1.46930666743064,0.1417496291983,"BOOKS",0.0271347149034037,89841,0.223605048876192
"state_0708Meghalaya",0.240068846283816,0.563768465589356,0.425828794863245,0.670232603225603,"BOOKS",0.0271347149034037,89841,0.800111079045213
"state_0708Mizoram",-0.586671753577763,0.634357744355391,-0.924827920519699,0.355055424772639,"BOOKS",0.0271347149034037,89841,0.482990375399218
"state_0708Nagaland",0.0588096863448203,0.586192044235572,0.100324947981018,0.920086351784181,"BOOKS",0.0271347149034037,89841,0.957117691020076
"state_0708Orissa",0.681767607508189,0.522735183962855,1.30423133629481,0.192154718575115,"BOOKS",0.0271347149034037,89841,0.285681351509906
"state_0708Pondicheri",-12.9633194408343,209.190325215939,-0.0619690199699856,0.950587503051002,"BOOKS",0.0271347149034037,89841,0.967870912197384
"state_0708Punjab",0.131897870772673,0.563978122442618,0.233870544838542,0.815085480938605,"BOOKS",0.0271347149034037,89841,0.889838404674931
"state_0708Rajasthan",0.285079016455184,0.522851619921185,0.545238850934719,0.58558925429901,"BOOKS",0.0271347149034037,89841,0.723374961192895
"state_0708Sikkim",-0.175416006059381,0.603910269329754,-0.290467003076574,0.771458990844233,"BOOKS",0.0271347149034037,89841,0.869832956119672
"state_0708Tamil Nadu",-0.135217896762922,0.531155558059758,-0.254573061904605,0.799052867297922,"BOOKS",0.0271347149034037,89841,0.889012461629476
"state_0708Tripura",0.527197397936959,0.538188139992251,0.979578252959178,0.327294344021867,"BOOKS",0.0271347149034037,89841,0.450700408161259
"state_0708Uttar Pradesh",0.307987248340439,0.512624037758371,0.600805318625364,0.547969661244288,"BOOKS",0.0271347149034037,89841,0.684452811070932
"state_0708Uttaranchal",0.408940723218143,0.550472123849267,0.742890884934476,0.457547744674695,"BOOKS",0.0271347149034037,89841,0.593575452550955
"state_0708West Bengal",-0.0607346618363873,0.525631701007875,-0.115546040544989,0.908012329746345,"BOOKS",0.0271347149034037,89841,0.947491126691838
"(Intercept)",-4.89692991495558,0.727428799459975,-6.73183398648904,1.67537738283612e-11,"STATIONERY",0.0389039825287901,89841,NA
"SECTORUrban",0.145469752274519,0.0799246650989103,1.82008585327813,0.0687459316138824,"STATIONERY",0.0389039825287901,89841,0.119065118671466
"SEXFemale",-0.0387157375683954,0.0724731346241731,-0.534208127869247,0.593197546392155,"STATIONERY",0.0389039825287901,89841,0.730089287867267
"AGE",-0.0407606262920024,0.0101779109331716,-4.00481263391255,6.20666564274346e-05,"STATIONERY",0.0389039825287901,89841,0.000157987852724379
"HH_SIZE",0.0248070380583163,0.0155769790881598,1.59254486495217,0.111262330679614,"STATIONERY",0.0389039825287901,89841,0.185070015387873
"RELIGIONMuslim",-0.191240976543428,0.129599181478995,-1.47563413874203,0.140042135312647,"STATIONERY",0.0389039825287901,89841,0.223005485616348
"RELIGIONChristian",-0.0976243839073502,0.413648700035785,-0.236007955298553,0.813426497094556,"STATIONERY",0.0389039825287901,89841,0.889838404674931
"RELIGIONSikh",0.430741741508316,0.28401568586284,1.51661250750895,0.129364545659858,"STATIONERY",0.0389039825287901,89841,0.208973496835156
"RELIGIONJain",-0.114883601600179,0.232882032985814,-0.493312430019784,0.621791846880159,"STATIONERY",0.0389039825287901,89841,0.756891016858082
"RELIGIONBuddhist",0.649017540558639,0.246500000107512,2.63293119787248,0.00846514935165277,"STATIONERY",0.0389039825287901,89841,0.017557346803428
"RELIGIONZoroastrian",-0.162818975203881,0.716389043985472,-0.227277310521213,0.820208115062762,"STATIONERY",0.0389039825287901,89841,0.889838404674931
"RELIGIONOther",-11.8138994732887,1385.15240822204,-0.00852895277311245,0.993194962765794,"STATIONERY",0.0389039825287901,89841,0.995336783019147
"SOCIAL_GROUPScheduled Tribe",0.203675755819185,0.149782704565415,1.35980823961043,0.173890614302188,"STATIONERY",0.0389039825287901,89841,0.26200558926249
"SOCIAL_GROUPScheduled Caste",0.109059626074333,0.119069809109944,0.915930132831837,0.359703541059983,"STATIONERY",0.0389039825287901,89841,0.487340281436106
"SOCIAL_GROUPOther Backward Class",0.083646777642703,0.1019731921999,0.820282035289516,0.412055345140328,"STATIONERY",0.0389039825287901,89841,0.545081086484843
"state_0708Andhra Pardesh",0.477421508703451,0.725700525545972,0.657876757556801,0.510617326750467,"STATIONERY",0.0389039825287901,89841,0.647424233162856
"state_0708Arunachal Pradesh",1.89787864033199,0.737943452215069,2.5718483369358,0.0101157195002661,"STATIONERY",0.0389039825287901,89841,0.0207248887322525
"state_0708Assam",0.325490364303723,0.75153877854189,0.43309856203991,0.664943167396078,"STATIONERY",0.0389039825287901,89841,0.797931800875294
"state_0708Bihar",0.874244213439697,0.720070015295326,1.21411000995666,0.224705718059838,"STATIONERY",0.0389039825287901,89841,0.32684468081431
"state_0708Chandigarh",0.742682285864542,0.919912785307944,0.807339888874276,0.419470688637585,"STATIONERY",0.0389039825287901,89841,0.552714319145995
"state_0708Chhattisgarh",0.317507730034823,0.756663751338919,0.419615356851695,0.674766467956614,"STATIONERY",0.0389039825287901,89841,0.801136159835414
"state_0708Dadra & Nagar Haveli",0.283455091081136,1.00856526101545,0.281047842948453,0.77867370466074,"STATIONERY",0.0389039825287901,89841,0.872114549220029
"state_0708Daman & Diu",1.28525473842842,0.842910196082771,1.52478252653882,0.127313349600286,"STATIONERY",0.0389039825287901,89841,0.207656725561631
"state_0708Delhi",1.05191405231915,0.750919412010481,1.40083481062609,0.161263476365939,"STATIONERY",0.0389039825287901,89841,0.247417936342262
"state_0708Goa",0.45245309624846,1.00379240053753,0.450743695614922,0.65217428570379,"STATIONERY",0.0389039825287901,89841,0.785414193535747
"state_0708Gujrat",0.23844905405245,0.736666492668251,0.323686575167513,0.746175335608509,"STATIONERY",0.0389039825287901,89841,0.849881060218506
"state_0708Haryana",-0.395163827153131,0.806109578325871,-0.490211055392503,0.62398455854074,"STATIONERY",0.0389039825287901,89841,0.756891016858082
"state_0708Himachal Pradesh",-0.868830413225484,0.869446893314457,-0.999290951415533,0.317653767513066,"STATIONERY",0.0389039825287901,89841,0.441039941671033
"state_0708Jammu & Kashmir",-0.50677043764617,0.841554414154301,-0.602183803117991,0.547051795874013,"STATIONERY",0.0389039825287901,89841,0.684452811070932
"state_0708Jharkhand",-0.627343115971199,0.80668207495895,-0.777683222976193,0.43675578509644,"STATIONERY",0.0389039825287901,89841,0.571011454445151
"state_0708Karnataka",0.750945102939605,0.727335916673219,1.0324598108318,0.301856765367364,"STATIONERY",0.0389039825287901,89841,0.424367670139892
"state_0708Kerala",-0.287683476202673,0.7858700487101,-0.366070034956628,0.714312816561061,"STATIONERY",0.0389039825287901,89841,0.821948994399029
"state_0708Lakshadweep",-11.4746619085565,164.820747188561,-0.0696190382842341,0.944496883346975,"STATIONERY",0.0389039825287901,89841,0.967365738607001
"state_0708Madhya Pradesh",0.0918234639073433,0.73135681755376,0.125552208858152,0.900086395295478,"STATIONERY",0.0389039825287901,89841,0.942474100361268
"state_0708Maharastra",0.495072443171885,0.720994704396167,0.686651982536415,0.492302062568242,"STATIONERY",0.0389039825287901,89841,0.628948642672735
"state_0708Manipur",0.0635719319717711,0.769591819187326,0.0826047397942741,0.934165832347858,"STATIONERY",0.0389039825287901,89841,0.96677122568947
"state_0708Meghalaya",0.0464433917689011,0.802577246302644,0.057867815195184,0.953853919898141,"STATIONERY",0.0389039825287901,89841,0.968262589383008
"state_0708Mizoram",1.56809921155363,0.752818015674291,2.08297248326224,0.0372537318144286,"STATIONERY",0.0389039825287901,89841,0.0703216510654383
"state_0708Nagaland",0.156718907924432,0.817592820646413,0.191683322023945,0.847990270829971,"STATIONERY",0.0389039825287901,89841,0.910302654948467
"state_0708Orissa",0.0929248503178734,0.74246705331652,0.125156867099743,0.900399363737997,"STATIONERY",0.0389039825287901,89841,0.942474100361268
"state_0708Pondicheri",0.34034258118173,0.919407542145107,0.370175972656982,0.711251378032765,"STATIONERY",0.0389039825287901,89841,0.821238704532677
"state_0708Punjab",0.155378855577627,0.786032790167445,0.197674775812504,0.843299526256404,"STATIONERY",0.0389039825287901,89841,0.908168720583819
"state_0708Rajasthan",-0.672554587820743,0.761108246914164,-0.883651688899111,0.376884267113904,"STATIONERY",0.0389039825287901,89841,0.508566721888641
