"vanneman_state_id","vanneman_district_id","district_label_1961","district_label_1971","district_label_1981","district_label_1991","population_1991","population_1991_available","population_1991_status","n_distinct_labels","label_changed_1981_1991","explicit_aggregate_label_1991","panel_to_1991_state_status","dist91_state_id"
"04","03","Darrang","Darrang","Darrang","Darrang",2723147,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04"
"04","04","Nowgong","Nowgong","Nagaon","Nagaon",2532853,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","04"
"04","05","Sibsagar","Sibsagar","Sibsagar","Sibsagar",2607285,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04"
"04","06","Lakhimpur","Lakhimpur","Lakhimpur + Dibrugarh","Lakhimpur + Dibrugarh",3235102,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","04"
"04","08","United Mikir + N Cachar Hills","Mikir + N Cachar Hills","Karbi Anglong + N Cachar Hills","Karbi Anglong + N Cachar",813524,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","04"
"04","10","Cachar","Cachar","Cachar","Cachar",2491496,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","04"
"05","01","Patna","Patna","Patna + Nalanda","Patna + Nalanda",5616206,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05"
"05","04","Gaya","Gaya","Gaya + Nawada + Aurangabad","Gaya + Nawada + Aurangab",6739385,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05"
"05","07","Shahabad","Shahabad","Bhojpur + Rohtas","Bhojpur + Rohtas",5781132,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05"
"05","08","Saran","Saran","Saran + Siwan + Gopalgang","Saran + Siwan + Gopalgan",6448261,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05"
"05","12","Champaran","Champaran","Purba Champaran+Paschim Champ.","Purba Champaran+Paschim",5376727,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05"
"05","14","Muzaffarpur","Muzaffurpur","Muzaffarpur+Sitamhari+Vaishali","Muzaffarpur+Sitamhari+Va",7491463,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","05"
"05","18","Darbhanga","Darbhanga","Darbhanga+Samastipur+Madhubani","Darbhanga+Samastipur+Mad",8059912,TRUE,"observed",3,TRUE,TRUE,"mapped_one_to_one","05"
"05","20","Saharsa","Saharsa","Saharsa","Saharsa",3652960,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05"
"05","21","Purnea","Purnea","Purnia + Katihar","Purnia + Katihar",6300010,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05"
"05","23","Monghyr","Monghyr","Munger + Begusari","Munger + Begusari",5862027,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","05"
"05","24","Bhagalpur","Bhagalpur","Bhagalpur","Bhagalpur",3202471,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05"
"05","25","Santal Parganas","Santal Parganas","Santhal Pargana","Santhal Pargana",4591092,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","05"
"05","26","Dhanbad","Dhanbad","Dhanbad","Dhanbad",2674651,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05"
"05","28","Hazaribagh","Hazaribag","Hazaribag + Giridh","Hazaribag + Giridh",5069024,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","05"
"05","29","Palamau","Palamau","Palamu","Palamu",2451191,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","05"
"05","30","Ranchi","Ranchi","Ranchi","Ranchi",3656910,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05"
"05","31","Singhbhum","Singhbhum","Singhbhum","Singhbhum",3401043,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","05"
"06","00","Chandigarh","Chandigarh","Chandigarh","Chandigarh",642015,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","28"
"07","00","Dadra & Nagar Haveli","Dadra & Nagar Haveli","Dadra & Nagar Haveli","Dadra & Nagar Haveli",138477,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","29"
"08","00","Delhi","Delhi","Delhi","Delhi",9420644,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","31"
"09","00","Goa - total","Goa - total","Goa, Daman & Diu","Goa, Daman & Diu",1271379,TRUE,"observed",2,FALSE,FALSE,"split_across_1991_states",NA
"10","01","Jamnagar","Jamnagar","Jamnagar","Jamnagar",1563558,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07"
"10","02","Rajkot","Rajkot","Rajkot","Rajkot",2514122,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07"
"10","03","Surendranagar","Surendranagar","Surendranagar","Surendranagar",1208872,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07"
"10","04","Bhavnagar","Bhavnagar","Bhavnagar","Bhavnagar",2292026,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07"
"10","05","Amreli","Amreli","Amreli","Amreli",1252589,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","07"
"10","06","Junagadh","Junagadh","Janagadh","Janagadh",2394859,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","07","Kutch","Kutch","Kachchh","Kachchh",1262507,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","08","Banaskantha","Banas Kantha","Banas Kantha","Banas Kantha",2162578,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","09","Sabarkantha","Sabar Kantha","Sabar Kantha","Sabar Kantha",1761086,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","10","Mehsana","Mahesana","Mahesana","Mahesana",2937810,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","11","Ahmedabad(pt)+Mehsana(pt)","Gandhinagar","Gandhinagar","Gandhinagar",408992,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","12","Ahmedabad","Ahmedabad","Ahmadabad","Ahmadabad",4801812,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","13","Kaira","Kheda","Kheda (Kaira)","Kheda (Kaira)",3440897,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07"
"10","14","Panchmahals","Panch Mahals","Panch Mahals","Panch Mahals",2956456,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"10","15","Baroda","Vadodara","Vadodara (Baroda)","Vadodara (Baroda)",3089610,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07"
"10","16","Broach","Bharuch","Bharuch (Broach)","Bharuch (Broach)",1546145,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","07"
"10","17","Surat","Surat + Valsad","Surat + Valsad (Bulsar)","Surat + Valsad (Bulsar)",5571572,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","07"
"10","19","Dangs","The Dangs","The Dangs","The Dangs",144091,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","07"
"11","01","Ambala","Ambala","Ambala","Ambala",1938758,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","08"
"11","03","Karnal","Karnal","Karnal + Kurkshetra","Karnal + Kurkshetra",3181926,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08"
"11","04","Hissar(pt)+Karnal(pt)","Jind","Jind","Jind",963104,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","08"
"11","06","Rohtak","Rohtak","Rohtak + Sonipat","Rohtak + Sonipat",2563472,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08"
"11","08","Gurgaon","Gurgaon","Gurgaon + Faridabad","Gurgaon + Faridabad",2623330,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","08"
"11","09","Mahendragarh","Mahendragarh","Mahendragarh","Mahendragarh",1305170,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","08"
"11","10","Mahendragarh(pt)","Mahendragarh(pt)+Hisar(pt)","Bhiwani","Bhiwani",1139718,TRUE,"observed",3,FALSE,FALSE,"mapped_one_to_one","08"
"11","11","Hissar","Hisar","Hisar + Sirsa","Hisar + Sirsa",2748170,TRUE,"observed",3,FALSE,TRUE,"mapped_one_to_one","08"
"12","01","Chamba","Chamba","Chamba","Chamba",393286,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09"
"12","02","Kangra","Kangra + Kuru","Kangra + Hamirpur + Una + Kulu","Kangra + Hamirpur + Una",2223901,TRUE,"observed",4,TRUE,TRUE,"mapped_one_to_one","09"
"12","05","Bilaspur","Bilaspur","Bilaspur","Bilaspur",295387,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09"
"12","06","Mandi","Mandi","Mandi","Mandi",776372,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09"
"12","08","Lahul and Spiti","Lahul and Spiti","Lahul & Spiti","Lahul & Spiti",31294,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","09"
"12","09","Simla","Simla","Shimla + Solan","Shimla + Solan",999672,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","09"
"12","11","Sirmur","Sirmaur","Sirmaur","Sirmaur",379695,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","09"
"12","12","Kinnaur","Kinnaur","Kinnaur","Kinnaur",71270,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","09"
"13","01","Anantnag","Anantnag","Anantnag + Pulwama","Anantnag + Pulwama",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA
"13","03","Srinagar","Srinagar","Srinagar + Badgam","Srinagar + Badgam",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA
"13","05","Baramulla","Baramula","Baramula + Kupwara","Baramula + Kupwara",NA,FALSE,"no_1991_census",3,FALSE,TRUE,"no_1991_census",NA
"13","08","Ladakh","Ladakh","Ladakh + Kargil","Ladakh + Kargil",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA
"13","09","Doda","Doda","Doda","Doda",NA,FALSE,"no_1991_census",1,FALSE,FALSE,"no_1991_census",NA
"13","10","Udhampur","Udhampur","Udhampur","Udhampur",NA,FALSE,"no_1991_census",1,FALSE,FALSE,"no_1991_census",NA
"13","11","Kathua","Kathua","Kuthua","Kuthua",NA,FALSE,"no_1991_census",2,FALSE,FALSE,"no_1991_census",NA
"13","12","Jammu","Jammu","Jammu","Jammu",NA,FALSE,"no_1991_census",1,FALSE,FALSE,"no_1991_census",NA
"13","13","Poonch-Rajauri","Rajauri + Punch","Rajauri + Punch","Rajauri + Punch",NA,FALSE,"no_1991_census",2,FALSE,TRUE,"no_1991_census",NA
"14","01","Cannanore","Cannanore","Cannanore","Cannanore",3323235,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","02","Cannanore(pt)+Kozhikode(pt)","Cannanore(pt)+Kozhikode(pt)","Wayanad","Wayanad",672128,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","12"
"14","03","Kozhikode","Kozhikode","Kozhikode","Kozhikode",2619941,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","04","Kozhikode(pt)+Palghat(pt)","Malappuram","Malappuram","Malappuram",3096330,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","12"
"14","05","Palghat","Palghat","Palghat","Palghat",2382235,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","06","Trichur","Trichur","Trichur","Trichur",2737311,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","07","Ernakulam","Ernakulam","Ernakulam","Ernakulam",2817236,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","08","Ernakulam(pt) + Kottayam(pt)","Ernakulam(pt) + Kottayam(pt)","Idukki","Idukki",1078066,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","12"
"14","09","Kottayam","Kottayam","Kottayam","Kottayam",1828271,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","10","Alleppey","Alleppey","Alleppey","Alleppey",2001217,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","11","Quilon","Quilon","Quilon","Quilon",3595898,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"14","12","Trivandrum","Trivandrum","Trivandrum","Trivandrum",2946650,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","12"
"15","00","Laccadive Minicoy & Amindivi I","Laccadive Minicoy & Amindivi I","Lakshadweep (Laccadive, ...)","Lakshadweep (Laccadive,",51707,TRUE,"observed",3,TRUE,FALSE,"mapped_one_to_one","32"
"16","01","Morena","Morena","Morena","Morena",1710574,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","02","Bhind","Bhind","Bhind","Bhind",1219000,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","03","Gwalior","Gwalior","Gwalior","Gwalior",1412610,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","04","Datia","Datia","Datia","Datia",396317,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","05","Shivpuri","Shivpuri","Shivpuri","Shivpuri",1132977,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","06","Guna","Guna","Guna","Guna",1310317,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","07","Tikamgarh","Tikamgarh","Tikamgarh","Tikamgarh",940829,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","08","Chhatarpur","Chhatarpur","Chhatarpur","Chhatarpur",1158076,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","09","Panna","Panna","Panna","Panna",687945,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","10","Sagar","Sagar","Sagar","Sagar",1647736,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","11","Damoh","Damoh","Damoh","Damoh",898125,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","12","Satna","Satna","Satna","Satna",1465384,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","13","Rewa","Rewa","Rewa","Rewa",1554987,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","14","Shahdol","Shahdol","Shahdol","Shahdol",1743869,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","15","Sidhi","Sidhi","Sidhi","Sidhi",1373434,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","16","Mandsaur","Mandsaur","Mandsaur","Mandsaur",1555208,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","17","Ratlam","Ratlam","Ratlam","Ratlam",971888,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","18","Ujjain","Ujjain","Ujjain","Ujjain",1383086,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","19","Shajapur","Shajapur","Shajapur","Shajapur",1033248,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","20","Dewas","Dewas","Dewas","Dewas",1033807,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","21","Jhabua","Jhabua","Jhabua","Jhabua",1130405,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","22","Dhar","Dhar","Dhar","Dhar",1367412,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","23","Indore","Indore","Indore","Indore",1835915,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","24","West Nimar","West Nimar (Khargone)","West Nimar","West Nimar",2028145,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","13"
"16","25","East Nimar","East Nimar (Khandwa)","East Nimar","East Nimar",1431662,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","13"
"16","26","Rajgarh","Rajgarh","Rajgarh","Rajgarh",992764,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","27","Vidisha (Bhilsa)","Vidisha","Vidisha","Vidisha",970388,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","13"
"16","29","Sehore","Sehore","Sehore + Bhopal","Sehore + Bhopal",2192837,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","13"
"16","30","Raisen","Raisen","Raisen","Raisen",876461,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","31","Betul","Betul","Betul","Betul",1181501,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","32","Hoshangabad","Hoshangabad","Hoshangabad","Hoshangabad",1267211,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","33","Jabalpur","Jabalpur","Jabalpur","Jabalpur",2649962,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","34","Narsimhapur","Narsimhapur","Narsimhapur","Narsimhapur",785496,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","35","Mandla","Mandla","Mandla","Mandla",1291263,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","36","Chhindwara","Chhindwara","Chhindwara","Chhindwara",1568702,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","37","Seoni","Seoni","Seoni","Seoni",1000831,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","38","Balaghat","Balaghat","Balaghat","Balaghat",1365870,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","39","Surguja","Surguja","Surguja","Surguja",2082630,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","40","Bilaspur","Bilaspur","Bilaspur","Bilaspur",3793566,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","41","Raigarh","Raigarh","Raigarh","Raigarh",1722291,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","43","Durg","Durg","Durg + Raj Nandgaon","Durg + Raj Nandgaon",3837085,TRUE,"observed",2,FALSE,TRUE,"mapped_one_to_one","13"
"16","44","Raipur","Raipur","Raipur","Raipur",3908042,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"16","45","Bastar","Bastar","Bastar","Bastar",2271314,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","13"
"17","01","Greater Bombay","Greater Bombay","Greater Bombay","Greater Bombay",9925891,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","02","Thana","Thane","Thane","Thane",5249126,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","03","Raigarh","Raigarh","Raigarh (Kolaba)","Raigarh (Kolaba)",1824816,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","04","Ratnagiri","Ratnagiri","Ratnagiri","Ratnagiri",2376209,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","05","Nasik","Nasik","Nashik","Nashik",3851352,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","06","Dhulia","Dhulia","Dhule","Dhule",2519663,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","07","Jalgaon","Jalgaon","Jalgaon","Jalgaon",3187634,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","08","Ahmadnagar","Ahmadnagar","Ahmadnagar","Ahmadnagar",3372935,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","09","Poona","Poona","Pune (Poona)","Pune (Poona)",5532532,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","10","Satara","Satara","Satara","Satara",2451372,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","11","Sangli","Sangli","Sangli","Sangli",2209488,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","12","Sholapur","Sholapur","Salapur (Sholapur)","Salapur (Sholapur)",3231057,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","13","Kolhapur","Kolhapur","Kolhapur","Kolhapur",2989507,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","14","Aurangabad","Aurangabad","Aurangabad","Aurangabad",3578204,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","15","Parbhani","Parbhani","Parbhani","Parbhani",2117035,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","16","Bhir","Bhir","Bid (Bhir)","Bid (Bhir)",1822072,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","17","Nanded","Nanded","Nanded","Nanded",2330374,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","18","Osmanabad","Osmanabad","Osmanabad","Osmanabad",2952968,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","19","Buldhana","Buldhana","Buldana","Buldana",1886299,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","20","Akola","Akola","Akola","Akola",2214271,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","21","Amravati","Amravati","Amravati","Amravati",2200057,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","22","Yeotmal","Yeotmal","Yavatmal","Yavatmal",2077144,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"17","23","Wardha","Wardha","Wardha","Wardha",1067357,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","24","Nagpur","Nagpur","Nagpur","Nagpur",3287139,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","25","Bhandara","Bhandara","Bhandara","Bhandara",2107629,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","14"
"17","26","Chana","Chandrapur","Chandrapur","Chandrapur",2559004,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","14"
"18","00","Manipur - total","Manipur - total","Manipur","Manipur",1837149,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","15"
"19","00","Garo and United Khasi&Jantia H","Meghalaya","Meghalaya","Meghalaya",1774778,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","16"
"20","01","Bangalore","Bangalore","Bangalore","Bangalore",6512356,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","02","Belgaum","Belgaum","Belgaum","Belgaum",3583606,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","03","Bellary","Bellary","Bellary","Bellary",1890092,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","04","Bidar","Bidar","Bidar","Bidar",1255799,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","05","Bijapur","Bijapur","Bijapur","Bijapur",2927990,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","06","Chikmagalur","Chikmagalur","Chikmangalur","Chikmangalur",1017283,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","11"
"20","07","Chitradurga","Chitradurga","Chitradurga","Chitradurga",2180443,TRUE,"observed",1,FALSE,FALSE,"mapped_one_to_one","11"
"20","08","South Kanara","South Kanara","Dakshin Kannad (South Kanara)","Dakshin Kannad (South Ka",2694264,TRUE,"observed",3,TRUE,FALSE,"mapped_one_to_one","11"
"20","09","Dharwar","Dharwar","Dharwad","Dharwad",3503150,TRUE,"observed",2,FALSE,FALSE,"mapped_one_to_one","11"
