"district_1991","pop_1991","district_2001","pct_01in91","pct_91in01",".source_row","source_name_key","target_name_key","state_code_1991","district_code_1991","state_code_2001","district_code_2001","source_name_exact_unique","target_name_exact_unique","source_share_to_2001","target_share_from_1991","source_identity_key","source_unit_id","target_unit_id","source_code_identity_count","transition_status"
"Jaipur",4722551,"Dausa",17.67,83.93,269,"jaipur","dausa","21","09","08","11",TRUE,TRUE,0.1767,0.8393,"jaipur__4722551","census1991__21__09","census2001__08__11",1,"matched_exact_names"
"Jaipur",4722551,"Jaipur",82.33,100,270,"jaipur","jaipur","21","09","08","12",TRUE,TRUE,0.8233,1,"jaipur__4722551","census1991__21__09","census2001__08__12",1,"matched_exact_names"
"Jaisalmer",344517,"Jaisalmer",100,100,271,"jaisalmer","jaisalmer","21","13","08","16",TRUE,TRUE,1,1,"jaisalmer__344517","census1991__21__13","census2001__08__16",1,"matched_exact_names"
"Jhalawar",956971,"Jhalawar",100,100,272,"jhalawar","jhalawar","21","27","08","32",TRUE,TRUE,1,1,"jhalawar__956971","census1991__21__27","census2001__08__32",1,"matched_exact_names"
"Jodhpur",2153483,"Jodhpur",100,100,273,"jodhpur","jodhpur","21","14","08","15",TRUE,TRUE,1,1,"jodhpur__2153483","census1991__21__14","census2001__08__15",1,"matched_exact_names"
"Kota",2030831,"Baran",39.9,100,274,"kota","baran","21","26","08","31",TRUE,TRUE,0.399,1,"kota__2030831","census1991__21__26","census2001__08__31",1,"matched_exact_names"
"Kota",2030831,"Kota",60.1,100,275,"kota","kota","21","26","08","30",TRUE,TRUE,0.601,1,"kota__2030831","census1991__21__26","census2001__08__30",1,"matched_exact_names"
"Sawai Madhopur",1963246,"Dausa",8.14,16.07,276,"sawai madhopur","dausa","21","08","08","11",TRUE,TRUE,0.0814,0.1607,"sawai madhopur__1963246","census1991__21__08","census2001__08__11",1,"matched_exact_names"
"Sawai Madhopur",1963246,"Karauli",47.25,100,277,"sawai madhopur","karauli","21","08","08","09",TRUE,TRUE,0.4725,1,"sawai madhopur__1963246","census1991__21__08","census2001__08__09",1,"matched_exact_names"
"Sawai Madhopur",1963246,"Sawai Madhopur",44.61,100,278,"sawai madhopur","sawai madhopur","21","08","08","10",TRUE,TRUE,0.4461,1,"sawai madhopur__1963246","census1991__21__08","census2001__08__10",1,"matched_exact_names"
"Udaipur",2889301,"Rajsamand",28.47,100,279,"udaipur","rajsamand","21","21","08","25",TRUE,TRUE,0.2847,1,"udaipur__2889301","census1991__21__21","census2001__08__25",1,"matched_exact_names"
"Udaipur",2889301,"Udaipur",71.53,100,280,"udaipur","udaipur","21","21","08","26",TRUE,TRUE,0.7153,1,"udaipur__2889301","census1991__21__21","census2001__08__26",1,"matched_exact_names"
"East",178452,"East",100,100,281,"east","east",NA,NA,NA,NA,FALSE,FALSE,1,1,"east__178452",NA,NA,NA,"source_name_not_unique_exact"
"North",31240,"North",100,100,282,"north","north",NA,NA,NA,NA,FALSE,FALSE,1,1,"north__31240",NA,NA,NA,"source_name_not_unique_exact"
"South",98604,"South",100,100,283,"south","south",NA,NA,NA,NA,FALSE,FALSE,1,1,"south__98604",NA,NA,NA,"source_name_not_unique_exact"
"West",98161,"West",100,100,284,"west","west",NA,NA,NA,NA,FALSE,FALSE,1,1,"west__98161",NA,NA,NA,"source_name_not_unique_exact"
"Chengalpattu-MGR",4653593,"Kancheepuram",51.9,100,285,"chengalpattu mgr","kancheepuram",NA,NA,"33","03",FALSE,TRUE,0.519,1,"chengalpattu mgr__4653593",NA,"census2001__33__03",NA,"source_name_not_unique_exact"
"Chengalpattu-MGR",4653593,"Thiruvallur",48.1,100,286,"chengalpattu mgr","thiruvallur",NA,NA,"33","01",FALSE,TRUE,0.481,1,"chengalpattu mgr__4653593",NA,"census2001__33__01",NA,"source_name_not_unique_exact"
"Dindigul Anna",1760601,"Dindigul",100,100,287,"dindigul anna","dindigul",NA,NA,"33","13",FALSE,TRUE,1,1,"dindigul anna__1760601",NA,"census2001__33__13",NA,"source_name_not_unique_exact"
"Kamarajar",1565037,"Virudhunagar",100,100,288,"kamarajar","virudhunagar","23","18","33","26",TRUE,TRUE,1,1,"kamarajar__1565037","census1991__23__18","census2001__33__26",1,"matched_exact_names"
"Madras",3841396,"Chennai",100,100,289,"madras","chennai","23","01","33","02",TRUE,TRUE,1,1,"madras__3841396","census1991__23__01","census2001__33__02",1,"matched_exact_names"
"Madurai",3449662,"Madurai",69.58,100,290,"madurai","madurai","23","16","33","24",TRUE,TRUE,0.6958,1,"madurai__3449662","census1991__23__16","census2001__33__24",1,"matched_exact_names"
"Madurai",3449662,"Theni",30.42,100,291,"madurai","theni","23","16","33","25",TRUE,TRUE,0.3042,1,"madurai__3449662","census1991__23__16","census2001__33__25",1,"matched_exact_names"
"Pasumpon M. Thevar",1078190,"Sivaganga",100,97.74,292,"pasumpon m thevar","sivaganga",NA,NA,"33","23",FALSE,TRUE,1,0.9774,"pasumpon m thevar__1078190",NA,"census2001__33__23",NA,"source_name_not_unique_exact"
"Puddukkottai",1327148,"Pudukkottai",100,100,293,"puddukkottai","pudukkottai",NA,NA,"33","22",FALSE,TRUE,1,1,"puddukkottai__1327148",NA,"census2001__33__22",NA,"source_name_not_unique_exact"
"Ramanathapuram",1144040,"Ramanathapuram",97.82,100,294,"ramanathapuram","ramanathapuram","23","17","33","27",TRUE,TRUE,0.9782,1,"ramanathapuram__1144040","census1991__23__17","census2001__33__27",1,"matched_exact_names"
"Ramanathapuram",1144040,"Sivaganga",2.18,2.26,295,"ramanathapuram","sivaganga","23","17","33","23",TRUE,TRUE,0.0218,0.0226,"ramanathapuram__1144040","census1991__23__17","census2001__33__23",1,"matched_exact_names"
"Thanjavur",4531457,"Nagapattinam",30.4,100,296,"thanjavur","nagapattinam","23","13","33","19",TRUE,TRUE,0.304,1,"thanjavur__4531457","census1991__23__13","census2001__33__19",1,"matched_exact_names"
"Thanjavur",4531457,"Thanjavur",45.32,100,297,"thanjavur","thanjavur","23","13","33","21",TRUE,TRUE,0.4532,1,"thanjavur__4531457","census1991__23__13","census2001__33__21",1,"matched_exact_names"
"Thanjavur",4531457,"Thiruvarur",24.28,100,298,"thanjavur","thiruvarur","23","13","33","20",TRUE,TRUE,0.2428,1,"thanjavur__4531457","census1991__23__13","census2001__33__20",1,"matched_exact_names"
"Tiruchirapalli",4138048,"Ariyalur",15.38,100,299,"tiruchirapalli","ariyalur",NA,NA,"33","17",FALSE,TRUE,0.1538,1,"tiruchirapalli__4138048",NA,"census2001__33__17",NA,"source_name_not_unique_exact"
"Tiruchirapalli",4138048,"Karur",20.64,100,300,"tiruchirapalli","karur",NA,NA,"33","14",FALSE,TRUE,0.2064,1,"tiruchirapalli__4138048",NA,"census2001__33__14",NA,"source_name_not_unique_exact"
"Tiruchirapalli",4138048,"Perambalur",10.9,100,301,"tiruchirapalli","perambalur",NA,NA,"33","16",FALSE,TRUE,0.109,1,"tiruchirapalli__4138048",NA,"census2001__33__16",NA,"source_name_not_unique_exact"
"Tiruchirapalli",4138048,"Tiruchirappalli",53.08,100,302,"tiruchirapalli","tiruchirappalli",NA,NA,"33","15",FALSE,TRUE,0.5308,1,"tiruchirapalli__4138048",NA,"census2001__33__15",NA,"source_name_not_unique_exact"
"North Tripura",697330,"Dhalai",33.01,82.96,303,"north tripura","dhalai","24","02","16","03",TRUE,TRUE,0.3301,0.8296,"north tripura__697330","census1991__24__02","census2001__16__03",1,"matched_exact_names"
"North Tripura",697330,"North Tripura",66.99,100,304,"north tripura","north tripura","24","02","16","04",TRUE,TRUE,0.6699,1,"north tripura__697330","census1991__24__02","census2001__16__04",1,"matched_exact_names"
"South Tripura",766014,"Dhalai",6.17,17.04,305,"south tripura","dhalai","24","03","16","03",TRUE,TRUE,0.0617,0.1704,"south tripura__766014","census1991__24__03","census2001__16__03",1,"matched_exact_names"
"South Tripura",766014,"South Tripura",93.83,100,306,"south tripura","south tripura","24","03","16","02",TRUE,TRUE,0.9383,1,"south tripura__766014","census1991__24__03","census2001__16__02",1,"matched_exact_names"
"West Tripura",1293861,"West Tripura",100,100,307,"west tripura","west tripura","24","01","16","01",TRUE,TRUE,1,1,"west tripura__1293861","census1991__24__01","census2001__16__01",1,"matched_exact_names"
"Agra",2751021,"Agra",100,100,308,"agra","agra","25","20","09","15",TRUE,TRUE,1,1,"agra__2751021","census1991__25__20","census2001__09__15",1,"matched_exact_names"
"Aligarh",3295982,"Aligarh",74.32,100,309,"aligarh","aligarh","25","18","09","12",TRUE,TRUE,0.7432,1,"aligarh__3295982","census1991__25__18","census2001__09__12",1,"matched_exact_names"
"Aligarh",3295982,"Hathras",25.68,75.11,310,"aligarh","hathras","25","18","09","13",TRUE,TRUE,0.2568,0.7511,"aligarh__3295982","census1991__25__18","census2001__09__13",1,"matched_exact_names"
"Almora",836617,"Almora",72.7,100,311,"almora","almora","25","07","05","09",TRUE,TRUE,0.727,1,"almora__836617","census1991__25__07","census2001__05__09",1,"matched_exact_names"
"Almora",836617,"Bageshwar",27.3,100,312,"almora","bageshwar","25","07","05","08",TRUE,TRUE,0.273,1,"almora__836617","census1991__25__07","census2001__05__08",1,"matched_exact_names"
"Azamgarh",3153885,"Ambedkar Nagar",0.8,1.55,313,"azamgarh","ambedkar nagar","25","57","09","48",TRUE,TRUE,0.008,0.0155,"azamgarh__3153885","census1991__25__57","census2001__09__48",1,"matched_exact_names"
"Azamgarh",3153885,"Azamgarh",99.2,100,314,"azamgarh","azamgarh","25","57","09","61",TRUE,TRUE,0.992,1,"azamgarh__3153885","census1991__25__57","census2001__09__61",1,"matched_exact_names"
"Ballia",2262273,"Ballia",100,100,315,"ballia","ballia","25","59","09","63",TRUE,TRUE,1,1,"ballia__2262273","census1991__25__59","census2001__09__63",1,"matched_exact_names"
"Barabanki",2423136,"Barabanki",87.19,100,316,"barabanki","barabanki",NA,NA,"09","46",FALSE,TRUE,0.8719,1,"barabanki__2423136",NA,"census2001__09__46",NA,"source_name_not_unique_exact"
"Barabanki",2423136,"Faizabad",12.81,18.42,317,"barabanki","faizabad",NA,NA,"09","47",FALSE,TRUE,0.1281,0.1842,"barabanki__2423136",NA,"census2001__09__47",NA,"source_name_not_unique_exact"
"Basti",2738522,"Basti",61.58,100,318,"basti","basti","25","53","09","55",TRUE,TRUE,0.6158,1,"basti__2738522","census1991__25__53","census2001__09__55",1,"matched_exact_names"
"Basti",2738522,"Sant Kabir Nagar",38.42,91.33,319,"basti","sant kabir nagar","25","53","09","56",TRUE,TRUE,0.3842,0.9133,"basti__2738522","census1991__25__53","census2001__09__56",1,"matched_exact_names"
"Bijnor",2454521,"Bijnor",100,100,320,"bijnor","bijnor","25","09","09","03",TRUE,TRUE,1,1,"bijnor__2454521","census1991__25__09","census2001__09__03",1,"matched_exact_names"
"Bulandshahr",2849859,"Bulandshahar",86.61,100,321,"bulandshahr","bulandshahar","25","17","09","11",TRUE,TRUE,0.8661,1,"bulandshahr__2849859","census1991__25__17","census2001__09__11",1,"matched_exact_names"
"Bulandshahr",2849859,"Gautam Buddha Nagar",13.39,44.89,322,"bulandshahr","gautam buddha nagar","25","17","09","10",TRUE,TRUE,0.1339,0.4489,"bulandshahr__2849859","census1991__25__17","census2001__09__10",1,"matched_exact_names"
"Chamoli",454871,"Chamoli",71.5,100,323,"chamoli","chamoli","25","02","05","02",TRUE,TRUE,0.715,1,"chamoli__454871","census1991__25__02","census2001__05__02",1,"matched_exact_names"
"Chamoli",454871,"Rudraprayag",28.5,64.65,324,"chamoli","rudraprayag","25","02","05","03",TRUE,TRUE,0.285,0.6465,"chamoli__454871","census1991__25__02","census2001__05__03",1,"matched_exact_names"
"Etawah",2124655,"Auraiya",47.07,100,325,"etawah","auraiya","25","35","09","32",TRUE,TRUE,0.4707,1,"etawah__2124655","census1991__25__35","census2001__09__32",1,"matched_exact_names"
"Etawah",2124655,"Etawah",52.93,99.49,326,"etawah","etawah","25","35","09","31",TRUE,TRUE,0.5293,0.9949,"etawah__2124655","census1991__25__35","census2001__09__31",1,"matched_exact_names"
"Faizabad",2978484,"Ambedkar Nagar",53.86,98.45,327,"faizabad","ambedkar nagar","25","49","09","48",TRUE,TRUE,0.5386,0.9845,"faizabad__2978484","census1991__25__49","census2001__09__48",1,"matched_exact_names"
"Faizabad",2978484,"Faizabad",46.14,81.58,328,"faizabad","faizabad","25","49","09","47",TRUE,TRUE,0.4614,0.8158,"faizabad__2978484","census1991__25__49","census2001__09__47",1,"matched_exact_names"
"Fatehpur",1899241,"Fatehpur",100,99.99,329,"fatehpur","fatehpur","25","43","09","42",TRUE,TRUE,1,0.9999,"fatehpur__1899241","census1991__25__43","census2001__09__42",1,"matched_exact_names"
"Firozabad",1533054,"Firozabad",100,100,330,"firozabad","firozabad","25","21","09","16",TRUE,TRUE,1,1,"firozabad__1533054","census1991__25__21","census2001__09__16",1,"matched_exact_names"
"Garhwal",682535,"Garhwal",98.29,100,331,"garhwal","garhwal","25","05","05","06",TRUE,TRUE,0.9829,1,"garhwal__682535","census1991__25__05","census2001__05__06",1,"matched_exact_names"
"Garhwal",682535,"Nainital",0.1,0.12,332,"garhwal","nainital","25","05","05","11",TRUE,TRUE,0.001,0.0012,"garhwal__682535","census1991__25__05","census2001__05__11",1,"matched_exact_names"
"Garhwal",682535,"Rudraprayag",1.61,5.48,333,"garhwal","rudraprayag","25","05","05","03",TRUE,TRUE,0.0161,0.0548,"garhwal__682535","census1991__25__05","census2001__05__03",1,"matched_exact_names"
"Ghaziabad",2703933,"Gautam Buddha Nagar",17.32,55.11,334,"ghaziabad","gautam buddha nagar","25","16","09","10",TRUE,TRUE,0.1732,0.5511,"ghaziabad__2703933","census1991__25__16","census2001__09__10",1,"matched_exact_names"
"Ghaziabad",2703933,"Ghaziabad",82.68,100,335,"ghaziabad","ghaziabad","25","16","09","09",TRUE,TRUE,0.8268,1,"ghaziabad__2703933","census1991__25__16","census2001__09__09",1,"matched_exact_names"
"Hardwar",1124488,"Hardwar",100,100,336,"hardwar","hardwar","25","13","05","13",TRUE,TRUE,1,1,"hardwar__1124488","census1991__25__13","census2001__05__13",1,"matched_exact_names"
"Kanpur Dehat",2138317,"Kanpur Dehat",60.95,100,337,"kanpur dehat","kanpur dehat","25","36","09","33",TRUE,TRUE,0.6095,1,"kanpur dehat__2138317","census1991__25__36","census2001__09__33",1,"matched_exact_names"
"Kanpur Dehat",2138317,"Kanpur Nagar",39.05,25.67,338,"kanpur dehat","kanpur nagar","25","36","09","34",TRUE,TRUE,0.3905,0.2567,"kanpur dehat__2138317","census1991__25__36","census2001__09__34",1,"matched_exact_names"
"Kanpur Nagar",2418487,"Kanpur Nagar",100,74.33,339,"kanpur nagar","kanpur nagar","25","37","09","34",TRUE,TRUE,1,0.7433,"kanpur nagar__2418487","census1991__25__37","census2001__09__34",1,"matched_exact_names"
"Mainpuri",1316746,"Etawah",0.43,0.51,340,"mainpuri","etawah","25","23","09","31",TRUE,TRUE,0.0043,0.0051,"mainpuri__1316746","census1991__25__23","census2001__09__31",1,"matched_exact_names"
"Mainpuri",1316746,"Mainpuri",99.57,100,341,"mainpuri","mainpuri","25","23","09","18",TRUE,TRUE,0.9957,1,"mainpuri__1316746","census1991__25__23","census2001__09__18",1,"matched_exact_names"
"Mathura",1931186,"Hathras",14.53,24.89,342,"mathura","hathras","25","19","09","13",TRUE,TRUE,0.1453,0.2489,"mathura__1931186","census1991__25__19","census2001__09__13",1,"matched_exact_names"
"Mathura",1931186,"Mathura",85.47,100,343,"mathura","mathura","25","19","09","14",TRUE,TRUE,0.8547,1,"mathura__1931186","census1991__25__19","census2001__09__14",1,"matched_exact_names"
"Mau",1445782,"Mau",100,100,344,"mau","mau",NA,NA,"09","62",FALSE,TRUE,1,1,"mau__1445782",NA,"census2001__09__62",NA,"source_name_not_unique_exact"
"Meerut",3447912,"Baghpat",29.88,100,345,"meerut","baghpat","25","15","09","08",TRUE,TRUE,0.2988,1,"meerut__3447912","census1991__25__15","census2001__09__08",1,"matched_exact_names"
"Meerut",3447912,"Meerut",70.12,100,346,"meerut","meerut","25","15","09","07",TRUE,TRUE,0.7012,1,"meerut__3447912","census1991__25__15","census2001__09__07",1,"matched_exact_names"
"Mirzapur",1657139,"Mirzapur",100,100,347,"mirzapur","mirzapur","25","62","09","69",TRUE,TRUE,1,1,"mirzapur__1657139","census1991__25__62","census2001__09__69",1,"matched_exact_names"
"Moradabad",4121035,"Jyotiba Phule Nagar",28.04,100,348,"moradabad","jyotiba phule nagar","25","10","09","06",TRUE,TRUE,0.2804,1,"moradabad__4121035","census1991__25__10","census2001__09__06",1,"matched_exact_names"
"Moradabad",4121035,"Moradabad",71.96,100,349,"moradabad","moradabad","25","10","09","04",TRUE,TRUE,0.7196,1,"moradabad__4121035","census1991__25__10","census2001__09__04",1,"matched_exact_names"
"Muzaffarnagar",2842543,"Muzaffarnagar",100,100,350,"muzaffarnagar","muzaffarnagar","25","14","09","02",TRUE,TRUE,1,1,"muzaffarnagar__2842543","census1991__25__14","census2001__09__02",1,"matched_exact_names"
"Nainital",1540174,"Champawat",2.67,21.56,351,"nainital","champawat","25","08","05","10",TRUE,TRUE,0.0267,0.2156,"nainital__1540174","census1991__25__08","census2001__05__10",1,"matched_exact_names"
"Nainital",1540174,"Nainital",37.28,99.88,352,"nainital","nainital","25","08","05","11",TRUE,TRUE,0.3728,0.9988,"nainital__1540174","census1991__25__08","census2001__05__11",1,"matched_exact_names"
"Nainital",1540174,"Udham Singh Nagar",60.05,100,353,"nainital","udham singh nagar","25","08","05","12",TRUE,TRUE,0.6005,1,"nainital__1540174","census1991__25__08","census2001__05__12",1,"matched_exact_names"
"Pithoragarh",566408,"Champawat",26.44,78.44,354,"pithoragarh","champawat","25","06","05","10",TRUE,TRUE,0.2644,0.7844,"pithoragarh__566408","census1991__25__06","census2001__05__10",1,"matched_exact_names"
"Pithoragarh",566408,"Pithoragarh",73.56,100,355,"pithoragarh","pithoragarh","25","06","05","07",TRUE,TRUE,0.7356,1,"pithoragarh__566408","census1991__25__06","census2001__05__07",1,"matched_exact_names"
"Rae Bareli",2322810,"Fatehpur",0.01,0.01,356,"rae bareli","fatehpur",NA,NA,"09","42",FALSE,TRUE,1e-04,1e-04,"rae bareli__2322810",NA,"census2001__09__42",NA,"source_name_not_unique_exact"
"Rae Bareli",2322810,"Rae Bareli",99.45,100,357,"rae bareli","rae bareli",NA,NA,"09","28",FALSE,TRUE,0.9945,1,"rae bareli__2322810",NA,"census2001__09__28",NA,"source_name_not_unique_exact"
"Rae Bareli",2322810,"Sultanpur",0.55,0.5,358,"rae bareli","sultanpur",NA,NA,"09","49",FALSE,TRUE,0.0055,0.005,"rae bareli__2322810",NA,"census2001__09__49",NA,"source_name_not_unique_exact"
"Saharanpur",2309029,"Saharanpur",100,100,359,"saharanpur","saharanpur","25","12","09","01",TRUE,TRUE,1,1,"saharanpur__2309029","census1991__25__12","census2001__09__01",1,"matched_exact_names"
"Siddharth Nagar",1707885,"Sant Kabir Nagar",5.85,8.67,360,"siddharth nagar","sant kabir nagar",NA,NA,"09","56",FALSE,TRUE,0.0585,0.0867,"siddharth nagar__1707885",NA,"census2001__09__56",NA,"source_name_not_unique_exact"
"Siddharth Nagar",1707885,"Siddharthnagar",94.15,100,361,"siddharth nagar","siddharthnagar",NA,NA,"09","54",FALSE,TRUE,0.9415,1,"siddharth nagar__1707885",NA,"census2001__09__54",NA,"source_name_not_unique_exact"
"Sonbhadra",1075041,"Sonbhadra",100,100,362,"sonbhadra","sonbhadra",NA,NA,"09","70",FALSE,TRUE,1,1,"sonbhadra__1075041",NA,"census2001__09__70",NA,"source_name_not_unique_exact"
"Sultanpur",2558970,"Sultanpur",100,99.5,363,"sultanpur","sultanpur","25","50","09","49",TRUE,TRUE,1,0.995,"sultanpur__2558970","census1991__25__50","census2001__09__49",1,"matched_exact_names"
"Tehri Garhwal",580153,"Rudraprayag",10.32,29.87,364,"tehri garhwal","rudraprayag","25","03","05","03",TRUE,TRUE,0.1032,0.2987,"tehri garhwal__580153","census1991__25__03","census2001__05__03",1,"matched_exact_names"
"Tehri Garhwal",580153,"Tehri Garhwal",89.68,100,365,"tehri garhwal","tehri garhwal","25","03","05","04",TRUE,TRUE,0.8968,1,"tehri garhwal__580153","census1991__25__03","census2001__05__04",1,"matched_exact_names"
"Unnao",2200397,"Unnao",100,100,366,"unnao","unnao","25","31","09","26",TRUE,TRUE,1,1,"unnao__2200397","census1991__25__31","census2001__09__26",1,"matched_exact_names"
"Varanasi",4860582,"Chandauli",26.23,100,367,"varanasi","chandauli","25","61","09","66",TRUE,TRUE,0.2623,1,"varanasi__4860582","census1991__25__61","census2001__09__66",1,"matched_exact_names"
"Varanasi",4860582,"Sant Ravidas Nagar Bhadohi",22.17,100,368,"varanasi","sant ravidas nagar bhadohi","25","61","09","68",TRUE,TRUE,0.2217,1,"varanasi__4860582","census1991__25__61","census2001__09__68",1,"matched_exact_names"
"Varanasi",4860582,"Varanasi",51.6,100,369,"varanasi","varanasi","25","61","09","67",TRUE,TRUE,0.516,1,"varanasi__4860582","census1991__25__61","census2001__09__67",1,"matched_exact_names"
"Barddhaman",6050605,"Barddhaman",100,100,370,"barddhaman","barddhaman",NA,NA,"19","09",FALSE,TRUE,1,1,"barddhaman__6050605",NA,"census2001__19__09",NA,"source_name_not_unique_exact"
"Calcutta",4399819,"Kolkata",100,100,371,"calcutta","kolkata","26","10","19","17",TRUE,TRUE,1,1,"calcutta__4399819","census1991__26__10","census2001__19__17",1,"matched_exact_names"
"Hugli",4355230,"Hugli",100,100,372,"hugli","hugli",NA,NA,"19","12",FALSE,TRUE,1,1,"hugli__4355230",NA,"census2001__19__12",NA,"source_name_not_unique_exact"
"Murshidabad",4740149,"Murshidabad",100,100,373,"murshidabad","murshidabad","26","06","19","07",TRUE,TRUE,1,1,"murshidabad__4740149","census1991__26__06","census2001__19__07",1,"matched_exact_names"
"Nadia",3852097,"Nadia",100,100,374,"nadia","nadia","26","07","19","10",TRUE,TRUE,1,1,"nadia__3852097","census1991__26__07","census2001__19__10",1,"matched_exact_names"
"North 24 Paraganas",7281881,"North Twenty Four Parganas",100,100,375,"north 24 paraganas","north twenty four parganas",NA,NA,"19","11",FALSE,TRUE,1,1,"north 24 paraganas__7281881",NA,"census2001__19__11",NA,"source_name_not_unique_exact"
"South 24 Paraganas",5715030,"South Twenty Four Parganas",100,100,376,"south 24 paraganas","south twenty four parganas",NA,NA,"19","18",FALSE,TRUE,1,1,"south 24 paraganas__5715030",NA,"census2001__19__18",NA,"source_name_not_unique_exact"
