"predictor","sample_id","period_id","domain","tested_measures","joint_f","joint_p","n","n_states","population_1961","status","reason","predictor_id"
"emie_exposure","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",12.0927815106256,8.31445935908178e-06,54,10,64441939,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1981","demography","log_population;urban_share",0.20056202803216,0.818998183500821,59,12,68802676,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",1.13576166558025,0.33021029646384,59,12,68802676,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",6.50057426138509,0.000975500952880849,59,12,68802676,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1991","demography","log_population;urban_share",4.57274361592228,0.0155643351073459,59,12,68802676,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.826040891774774,0.444307273920596,59,12,68802676,"estimated",NA,"eventual_emie"
"emie_exposure","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",8.22103883479909,0.000212042012266195,54,10,64441939,"estimated",NA,"eventual_emie"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1971","demography","log_population;urban_share",3.06439986972244,0.0565334659680161,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",1.38280195094264,0.261329188214747,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",3.87209803371275,0.0152968495219212,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1971_1981","demography","log_population;urban_share",0.243175117400391,0.785157913574926,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",1.28358740956261,0.28698949945577,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.671192062098406,0.574288832678084,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1981_1991","demography","log_population;urban_share",21.6773306606722,2.55339829369438e-07,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",2.52137561207223,0.0916442144416154,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",6.74898499653497,0.000835265492226866,54,10,64441939,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1981","demography","log_population;urban_share",0.352070371775407,0.705150340571992,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",2.90880970704698,0.0648573860950024,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",3.45629475504643,0.0242701453875833,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1991","demography","log_population;urban_share",1.78057376309795,0.180210624595017,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.15217267227202,0.325093463404318,59,12,68802676,"estimated",NA,"census_2001_ld"
"ling_distance_nonzero_mean_2001","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.366961562833238,0.777206787469368,54,10,64441939,"estimated",NA,"census_2001_ld"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1971","demography","log_population;urban_share",1.9386424000803,0.155730054015941,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",0.396319818096612,0.675116614681474,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",4.41053510507224,0.00850175925123033,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1971_1981","demography","log_population;urban_share",1.12143238977078,0.334746847070668,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",1.13482671597318,0.330504327791195,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.1034485604303,0.357869581559814,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1981_1991","demography","log_population;urban_share",13.19541695572,3.09261831497694e-05,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.71537797320989,0.191449167310479,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.36039120986206,0.268326408336171,54,10,64441939,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1981","demography","log_population;urban_share",0.468846223909006,0.628745809739967,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.992406730954069,0.378649731462725,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.986723586319689,0.407792402780871,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1991","demography","log_population;urban_share",1.11493252466012,0.336826075408023,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.947109745755612,0.395454974847539,59,12,68802676,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_helms_lim_1991","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.677469354666728,0.570853699340396,54,10,64441939,"estimated",NA,"helms_lim_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1971","demography","log_population;urban_share",1.73709583395929,0.187626253228567,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1971","labor","main_worker_share;nonfarm_worker_share_main_workers",0.50281023454151,0.608186089419177,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1971","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",3.87553587274923,0.0152390155090749,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1971_1981","demography","log_population;urban_share",1.05117523260217,0.357950951535556,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1971_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.936651457704634,0.399444574187004,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1971_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.12683223011013,0.348567614619888,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1981_1991","demography","log_population;urban_share",14.9779574354156,1.03311484227609e-05,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1981_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",1.71007714583696,0.192394546470321,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1981_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",1.35664334784562,0.269472627440387,54,10,64441939,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1981","demography","log_population;urban_share",0.581224090284506,0.563355857425386,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1981","labor","main_worker_share;nonfarm_worker_share_main_workers",0.997668713622727,0.376746464690952,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1981","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.957068838735719,0.421436974024557,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1991","demography","log_population;urban_share",1.2541268556663,0.295105667553624,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1991","labor","main_worker_share;nonfarm_worker_share_main_workers",0.948565644552381,0.39490289153533,59,12,68802676,"estimated",NA,"historical_ld_1991"
"ling_distance_nonzero_mean_1991","historical_ld_support","1961_1991","education","literate_share_population;primary_plus_share_population;matriculate_plus_share_population",0.586784210009793,0.627120324011765,54,10,64441939,"estimated",NA,"historical_ld_1991"
