"panel_unit_id","vanneman_state_id","vanneman_district_id","year","version","population","rural_population","main_workers","farm_workers","literates","primary_plus","matriculate_plus","log_population","urban_share","main_worker_share","nonfarm_worker_share_main_workers","literate_share_population","primary_plus_share_population","matriculate_plus_share_population","dist91_state_id","dist91_district_id","state_code_2001","district_code_2001","pretrend_geography_status","preferred_vanneman_pretrend_eligible"
"0205","02","05",1991,5,3517568,2789015,1460792,1026181,1584065,1115918,329678,15.0732803996957,0.207118384065354,0.415284651213566,0.29751737413677,0.45032960272552,0.317241344019504,0.0937232769913759,"02","05","28","15","preferred_single_target",TRUE
"0206","02","06",1961,5,2076956,1588732,897464,576023,647056,333114,49150,14.5464139182333,0.235067088566152,0.432105446624772,0.358165898576433,0.311540542986948,0.160385679812187,0.0236644396896227,"02","06","28","16","preferred_single_target",TRUE
"0206","02","06",1971,5,2493574,1814022,956142,626199,877051,763666,108620,14.7292275806886,0.272521288720527,0.383442400345849,0.345077404820623,0.351724472584331,0.306253594238631,0.0435599665379892,"02","06","28","16","preferred_single_target",TRUE
"0206","02","06",1981,5,3048463,2056401,1221530,785192,1271423,974686,249533,14.9301480871397,0.325430225001911,0.400703567666723,0.357206126742692,0.41707017601985,0.319730303434879,0.0818553480885286,"02","06","28","16","preferred_single_target",TRUE
"0206","02","06",1991,5,3698833,2373879,1547044,995134,1665569,1220500,451462,15.1235279224583,0.358208656622237,0.418251918916047,0.356751327046936,0.450295809516137,0.329968938851795,0.122055253643514,"02","06","28","16","preferred_single_target",TRUE
"0207","02","07",1961,5,2327265,1844501,1067561,673914,641334,265879,46108,14.6602043163334,0.20743834501013,0.458719140278395,0.368734901331165,0.275574118117189,0.114245262142472,0.0198120970323534,"02","07","28","17","preferred_single_target",TRUE
"0207","02","07",1971,5,2844488,2133855,1143964,778023,874047,759631,101214,14.8608936444963,0.249828088569894,0.402168685542003,0.319888562926805,0.30727744325165,0.267053684177961,0.0355825020179378,"02","07","28","17","preferred_single_target",TRUE
"0207","02","07",1981,5,3434724,2489022,1500725,1057785,1238404,974595,228417,15.0494471310654,0.275335660157847,0.436927392128159,0.2951506771727,0.360554152240471,0.283747689770706,0.0665022866466127,"02","07","28","17","preferred_single_target",TRUE
"0207","02","07",1991,5,4106999,2920299,1878952,1351680,1620364,1179754,427069,15.2282031494519,0.288945772813677,0.457499989651811,0.28062026065594,0.3945372277909,0.287254513575484,0.10398565960206,"02","07","28","17","preferred_single_target",TRUE
"0208","02","08",1961,5,1671750,1391292,775982,512532,399863,154299,28010,14.3293815399162,0.167763122476447,0.464173470913713,0.3395052978033,0.239188275758935,0.092297891431135,0.0167548975624346,"02","08","28","18","preferred_single_target",TRUE
"0208","02","08",1971,5,1919995,1707367,777207,549173,444597,405475,45001,14.4678331398339,0.110744038395933,0.404796366657205,0.293401886498706,0.231561540524845,0.211185445795432,0.0234380818700049,"02","08","28","18","preferred_single_target",TRUE
"0208","02","08",1981,5,2329571,1980294,1037683,776044,684667,512818,105512,14.661194688418,0.14993189733217,0.445439525131451,0.252137695230624,0.293902611253317,0.22013409335882,0.0452924594270791,"02","08","28","18","preferred_single_target",TRUE
"0208","02","08",1991,5,2759166,2305264,1274570,985582,936048,671858,230702,14.8304390181166,0.164506956087455,0.461940310949033,0.226733721961132,0.3392503386893,0.243500391060197,0.0836129468107392,"02","08","28","18","preferred_single_target",TRUE
