"harmonized_region_id","geography_variant","harmonized_component_id","component_class","vintage","state_code","district_code","unit_id","side","source_coverage_complete","target_coverage_complete","deterministic_amalgamation_eligible"
"geo_component_0018","deterministic_amalgamation","geo_component_0018","one_to_one",2001,"18","04","census2001__18__04","target",TRUE,TRUE,TRUE
"geo_component_0019","deterministic_amalgamation","geo_component_0019","one_to_one",1991,"04","04","census1991__04__04","source",TRUE,TRUE,TRUE
"geo_component_0019","deterministic_amalgamation","geo_component_0019","one_to_one",2001,"18","03","census2001__18__03","target",TRUE,TRUE,TRUE
"geo_component_0020","deterministic_amalgamation","geo_component_0020","one_to_one",1991,"04","05","census1991__04__05","source",TRUE,TRUE,TRUE
"geo_component_0020","deterministic_amalgamation","geo_component_0020","one_to_one",2001,"18","05","census2001__18__05","target",TRUE,TRUE,TRUE
"geo_component_0021","deterministic_amalgamation","geo_component_0021","one_to_one",1991,"04","06","census1991__04__06","source",TRUE,TRUE,TRUE
"geo_component_0021","deterministic_amalgamation","geo_component_0021","one_to_one",2001,"18","07","census2001__18__07","target",TRUE,TRUE,TRUE
"geo_component_0022","deterministic_amalgamation","geo_component_0022","one_to_one",1991,"04","07","census1991__04__07","source",TRUE,TRUE,TRUE
"geo_component_0022","deterministic_amalgamation","geo_component_0022","one_to_one",2001,"18","06","census2001__18__06","target",TRUE,TRUE,TRUE
"geo_component_0023","deterministic_amalgamation","geo_component_0023","one_to_one",1991,"04","08","census1991__04__08","source",TRUE,TRUE,TRUE
"geo_component_0023","deterministic_amalgamation","geo_component_0023","one_to_one",2001,"18","08","census2001__18__08","target",TRUE,TRUE,TRUE
"geo_component_0024","deterministic_amalgamation","geo_component_0024","one_to_one",1991,"04","09","census1991__04__09","source",TRUE,TRUE,TRUE
"geo_component_0024","deterministic_amalgamation","geo_component_0024","one_to_one",2001,"18","11","census2001__18__11","target",TRUE,TRUE,TRUE
"geo_component_0025","deterministic_amalgamation","geo_component_0025","one_to_one",1991,"04","14","census1991__04__14","source",TRUE,TRUE,TRUE
"geo_component_0025","deterministic_amalgamation","geo_component_0025","one_to_one",2001,"18","18","census2001__18__18","target",TRUE,TRUE,TRUE
"geo_component_0026","deterministic_amalgamation","geo_component_0026","one_to_one",1991,"04","15","census1991__04__15","source",TRUE,TRUE,TRUE
"geo_component_0026","deterministic_amalgamation","geo_component_0026","one_to_one",2001,"18","17","census2001__18__17","target",TRUE,TRUE,TRUE
"geo_component_0027","deterministic_amalgamation","geo_component_0027","one_to_one",1991,"04","16","census1991__04__16","source",TRUE,TRUE,TRUE
"geo_component_0027","deterministic_amalgamation","geo_component_0027","one_to_one",2001,"18","16","census2001__18__16","target",TRUE,TRUE,TRUE
"geo_component_0028","deterministic_amalgamation","geo_component_0028","one_to_one",1991,"05","01","census1991__05__01","source",TRUE,TRUE,TRUE
"geo_component_0028","deterministic_amalgamation","geo_component_0028","one_to_one",2001,"10","28","census2001__10__28","target",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",1991,"05","02","census1991__05__02","source",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",1991,"05","26","census1991__05__26","source",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",2001,"10","24","census2001__10__24","target",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",2001,"10","25","census2001__10__25","target",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",2001,"10","26","census2001__10__26","target",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",2001,"10","27","census2001__10__27","target",TRUE,TRUE,TRUE
"geo_component_0029","deterministic_amalgamation","geo_component_0029","many_to_many",2001,"10","37","census2001__10__37","target",TRUE,TRUE,TRUE
"geo_component_0030","deterministic_amalgamation","geo_component_0030","split",1991,"05","03","census1991__05__03","source",TRUE,TRUE,TRUE
"geo_component_0030","deterministic_amalgamation","geo_component_0030","split",2001,"10","29","census2001__10__29","target",TRUE,TRUE,TRUE
"geo_component_0030","deterministic_amalgamation","geo_component_0030","split",2001,"10","30","census2001__10__30","target",TRUE,TRUE,TRUE
"geo_component_0031","deterministic_amalgamation","geo_component_0031","split",1991,"05","04","census1991__05__04","source",TRUE,TRUE,TRUE
"geo_component_0031","deterministic_amalgamation","geo_component_0031","split",2001,"10","31","census2001__10__31","target",TRUE,TRUE,TRUE
"geo_component_0031","deterministic_amalgamation","geo_component_0031","split",2001,"10","32","census2001__10__32","target",TRUE,TRUE,TRUE
"geo_component_0032","deterministic_amalgamation","geo_component_0032","one_to_one",1991,"05","09","census1991__05__09","source",TRUE,TRUE,TRUE
"geo_component_0032","deterministic_amalgamation","geo_component_0032","one_to_one",2001,"10","17","census2001__10__17","target",TRUE,TRUE,TRUE
"geo_component_0033","deterministic_amalgamation","geo_component_0033","one_to_one",1991,"05","10","census1991__05__10","source",TRUE,TRUE,TRUE
"geo_component_0033","deterministic_amalgamation","geo_component_0033","one_to_one",2001,"10","16","census2001__10__16","target",TRUE,TRUE,TRUE
"geo_component_0034","deterministic_amalgamation","geo_component_0034","one_to_one",1991,"05","11","census1991__05__11","source",TRUE,TRUE,TRUE
"geo_component_0034","deterministic_amalgamation","geo_component_0034","one_to_one",2001,"10","15","census2001__10__15","target",TRUE,TRUE,TRUE
"geo_component_0035","deterministic_amalgamation","geo_component_0035","one_to_one",1991,"05","17","census1991__05__17","source",TRUE,TRUE,TRUE
"geo_component_0035","deterministic_amalgamation","geo_component_0035","one_to_one",2001,"10","20","census2001__10__20","target",TRUE,TRUE,TRUE
"geo_component_0036","deterministic_amalgamation","geo_component_0036","split",1991,"05","21","census1991__05__21","source",TRUE,TRUE,TRUE
"geo_component_0036","deterministic_amalgamation","geo_component_0036","split",2001,"10","06","census2001__10__06","target",TRUE,TRUE,TRUE
"geo_component_0036","deterministic_amalgamation","geo_component_0036","split",2001,"10","12","census2001__10__12","target",TRUE,TRUE,TRUE
"geo_component_0037","deterministic_amalgamation","geo_component_0037","one_to_one",1991,"05","22","census1991__05__22","source",TRUE,TRUE,TRUE
"geo_component_0037","deterministic_amalgamation","geo_component_0037","one_to_one",2001,"10","11","census2001__10__11","target",TRUE,TRUE,TRUE
"geo_component_0038","deterministic_amalgamation","geo_component_0038","one_to_one",1991,"05","25","census1991__05__25","source",TRUE,TRUE,TRUE
"geo_component_0038","deterministic_amalgamation","geo_component_0038","one_to_one",2001,"10","21","census2001__10__21","target",TRUE,TRUE,TRUE
"geo_component_0039","deterministic_amalgamation","geo_component_0039","many_to_many",1991,"05","32","census1991__05__32","source",TRUE,TRUE,TRUE
"geo_component_0039","deterministic_amalgamation","geo_component_0039","many_to_many",1991,"05","33","census1991__05__33","source",TRUE,TRUE,TRUE
"geo_component_0039","deterministic_amalgamation","geo_component_0039","many_to_many",2001,"20","06","census2001__20__06","target",TRUE,TRUE,TRUE
"geo_component_0039","deterministic_amalgamation","geo_component_0039","many_to_many",2001,"20","12","census2001__20__12","target",TRUE,TRUE,TRUE
"geo_component_0039","deterministic_amalgamation","geo_component_0039","many_to_many",2001,"20","13","census2001__20__13","target",TRUE,TRUE,TRUE
"geo_component_0040","deterministic_amalgamation","geo_component_0040","one_to_one",1991,"07","03","census1991__07__03","source",TRUE,TRUE,TRUE
"geo_component_0040","deterministic_amalgamation","geo_component_0040","one_to_one",2001,"24","08","census2001__24__08","target",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",1991,"07","04","census1991__07__04","source",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",1991,"07","05","census1991__07__05","source",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",1991,"07","06","census1991__07__06","source",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",2001,"24","11","census2001__24__11","target",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",2001,"24","12","census2001__24__12","target",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",2001,"24","13","census2001__24__13","target",TRUE,TRUE,TRUE
"geo_component_0041","deterministic_amalgamation","geo_component_0041","many_to_many",2001,"24","14","census2001__24__14","target",TRUE,TRUE,TRUE
"geo_component_0043","deterministic_amalgamation","geo_component_0043","many_to_many",1991,"07","15","census1991__07__15","source",TRUE,TRUE,TRUE
"geo_component_0043","deterministic_amalgamation","geo_component_0043","many_to_many",1991,"07","16","census1991__07__16","source",TRUE,TRUE,TRUE
"geo_component_0043","deterministic_amalgamation","geo_component_0043","many_to_many",2001,"24","19","census2001__24__19","target",TRUE,TRUE,TRUE
"geo_component_0043","deterministic_amalgamation","geo_component_0043","many_to_many",2001,"24","20","census2001__24__20","target",TRUE,TRUE,TRUE
"geo_component_0043","deterministic_amalgamation","geo_component_0043","many_to_many",2001,"24","21","census2001__24__21","target",TRUE,TRUE,TRUE
"geo_component_0044","deterministic_amalgamation","geo_component_0044","split",1991,"08","01","census1991__08__01","source",TRUE,TRUE,TRUE
"geo_component_0044","deterministic_amalgamation","geo_component_0044","split",2001,"06","01","census2001__06__01","target",TRUE,TRUE,TRUE
"geo_component_0044","deterministic_amalgamation","geo_component_0044","split",2001,"06","02","census2001__06__02","target",TRUE,TRUE,TRUE
"geo_component_0046","deterministic_amalgamation","geo_component_0046","one_to_one",1991,"08","09","census1991__08__09","source",TRUE,TRUE,TRUE
"geo_component_0046","deterministic_amalgamation","geo_component_0046","one_to_one",2001,"06","19","census2001__06__19","target",TRUE,TRUE,TRUE
"geo_component_0047","deterministic_amalgamation","geo_component_0047","one_to_one",1991,"08","10","census1991__08__10","source",TRUE,TRUE,TRUE
"geo_component_0047","deterministic_amalgamation","geo_component_0047","one_to_one",2001,"06","18","census2001__06__18","target",TRUE,TRUE,TRUE
"geo_component_0048","deterministic_amalgamation","geo_component_0048","one_to_one",1991,"08","12","census1991__08__12","source",TRUE,TRUE,TRUE
"geo_component_0048","deterministic_amalgamation","geo_component_0048","one_to_one",2001,"06","16","census2001__06__16","target",TRUE,TRUE,TRUE
"geo_component_0049","deterministic_amalgamation","geo_component_0049","one_to_one",1991,"08","16","census1991__08__16","source",TRUE,TRUE,TRUE
"geo_component_0049","deterministic_amalgamation","geo_component_0049","one_to_one",2001,"06","11","census2001__06__11","target",TRUE,TRUE,TRUE
"geo_component_0050","deterministic_amalgamation","geo_component_0050","one_to_one",1991,"09","01","census1991__09__01","source",TRUE,TRUE,TRUE
"geo_component_0050","deterministic_amalgamation","geo_component_0050","one_to_one",2001,"02","01","census2001__02__01","target",TRUE,TRUE,TRUE
"geo_component_0051","deterministic_amalgamation","geo_component_0051","one_to_one",1991,"09","02","census1991__09__02","source",TRUE,TRUE,TRUE
"geo_component_0051","deterministic_amalgamation","geo_component_0051","one_to_one",2001,"02","02","census2001__02__02","target",TRUE,TRUE,TRUE
"geo_component_0052","deterministic_amalgamation","geo_component_0052","one_to_one",1991,"09","04","census1991__09__04","source",TRUE,TRUE,TRUE
"geo_component_0052","deterministic_amalgamation","geo_component_0052","one_to_one",2001,"02","07","census2001__02__07","target",TRUE,TRUE,TRUE
"geo_component_0053","deterministic_amalgamation","geo_component_0053","one_to_one",1991,"09","09","census1991__09__09","source",TRUE,TRUE,TRUE
"geo_component_0053","deterministic_amalgamation","geo_component_0053","one_to_one",2001,"02","11","census2001__02__11","target",TRUE,TRUE,TRUE
"geo_component_0054","deterministic_amalgamation","geo_component_0054","one_to_one",1991,"09","10","census1991__09__10","source",TRUE,TRUE,TRUE
"geo_component_0054","deterministic_amalgamation","geo_component_0054","one_to_one",2001,"02","09","census2001__02__09","target",TRUE,TRUE,TRUE
"geo_component_0055","deterministic_amalgamation","geo_component_0055","one_to_one",1991,"10","01","census1991__10__01","source",TRUE,TRUE,TRUE
"geo_component_0055","deterministic_amalgamation","geo_component_0055","one_to_one",2001,"01","06","census2001__01__06","target",TRUE,TRUE,TRUE
"geo_component_0056","deterministic_amalgamation","geo_component_0056","one_to_one",1991,"10","02","census1991__10__02","source",TRUE,TRUE,TRUE
"geo_component_0056","deterministic_amalgamation","geo_component_0056","one_to_one",2001,"01","05","census2001__01__05","target",TRUE,TRUE,TRUE
"geo_component_0057","deterministic_amalgamation","geo_component_0057","one_to_one",1991,"10","03","census1991__10__03","source",TRUE,TRUE,TRUE
"geo_component_0057","deterministic_amalgamation","geo_component_0057","one_to_one",2001,"01","03","census2001__01__03","target",TRUE,TRUE,TRUE
"geo_component_0058","deterministic_amalgamation","geo_component_0058","one_to_one",1991,"10","04","census1991__10__04","source",TRUE,TRUE,TRUE
"geo_component_0058","deterministic_amalgamation","geo_component_0058","one_to_one",2001,"01","04","census2001__01__04","target",TRUE,TRUE,TRUE
"geo_component_0059","deterministic_amalgamation","geo_component_0059","one_to_one",1991,"10","06","census1991__10__06","source",TRUE,TRUE,TRUE
"geo_component_0059","deterministic_amalgamation","geo_component_0059","one_to_one",2001,"01","01","census2001__01__01","target",TRUE,TRUE,TRUE
"geo_component_0060","deterministic_amalgamation","geo_component_0060","one_to_one",1991,"10","09","census1991__10__09","source",TRUE,TRUE,TRUE
"geo_component_0060","deterministic_amalgamation","geo_component_0060","one_to_one",2001,"01","09","census2001__01__09","target",TRUE,TRUE,TRUE
"geo_component_0061","deterministic_amalgamation","geo_component_0061","one_to_one",1991,"10","10","census1991__10__10","source",TRUE,TRUE,TRUE
"geo_component_0061","deterministic_amalgamation","geo_component_0061","one_to_one",2001,"01","10","census2001__01__10","target",TRUE,TRUE,TRUE
"geo_component_0062","deterministic_amalgamation","geo_component_0062","one_to_one",1991,"10","11","census1991__10__11","source",TRUE,TRUE,TRUE
"geo_component_0062","deterministic_amalgamation","geo_component_0062","one_to_one",2001,"01","14","census2001__01__14","target",TRUE,TRUE,TRUE
"geo_component_0063","deterministic_amalgamation","geo_component_0063","one_to_one",1991,"10","12","census1991__10__12","source",TRUE,TRUE,TRUE
"geo_component_0063","deterministic_amalgamation","geo_component_0063","one_to_one",2001,"01","13","census2001__01__13","target",TRUE,TRUE,TRUE
"geo_component_0064","deterministic_amalgamation","geo_component_0064","one_to_one",1991,"11","03","census1991__11__03","source",TRUE,TRUE,TRUE
"geo_component_0064","deterministic_amalgamation","geo_component_0064","one_to_one",2001,"29","01","census2001__29__01","target",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",1991,"11","04","census1991__11__04","source",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",1991,"11","08","census1991__11__08","source",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",1991,"11","18","census1991__11__18","source",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",2001,"29","12","census2001__29__12","target",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",2001,"29","13","census2001__29__13","target",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",2001,"29","14","census2001__29__14","target",TRUE,TRUE,TRUE
"geo_component_0065","deterministic_amalgamation","geo_component_0065","many_to_many",2001,"29","15","census2001__29__15","target",TRUE,TRUE,TRUE
"geo_component_0066","deterministic_amalgamation","geo_component_0066","split",1991,"11","10","census1991__11__10","source",TRUE,TRUE,TRUE
"geo_component_0066","deterministic_amalgamation","geo_component_0066","split",2001,"29","08","census2001__29__08","target",TRUE,TRUE,TRUE
"geo_component_0066","deterministic_amalgamation","geo_component_0066","split",2001,"29","09","census2001__29__09","target",TRUE,TRUE,TRUE
"geo_component_0066","deterministic_amalgamation","geo_component_0066","split",2001,"29","11","census2001__29__11","target",TRUE,TRUE,TRUE
"geo_component_0067","deterministic_amalgamation","geo_component_0067","split",1991,"11","17","census1991__11__17","source",TRUE,TRUE,TRUE
"geo_component_0067","deterministic_amalgamation","geo_component_0067","split",2001,"29","06","census2001__29__06","target",TRUE,TRUE,TRUE
"geo_component_0067","deterministic_amalgamation","geo_component_0067","split",2001,"29","07","census2001__29__07","target",TRUE,TRUE,TRUE
"geo_component_0068","deterministic_amalgamation","geo_component_0068","one_to_one",1991,"11","20","census1991__11__20","source",TRUE,TRUE,TRUE
"geo_component_0068","deterministic_amalgamation","geo_component_0068","one_to_one",2001,"29","10","census2001__29__10","target",TRUE,TRUE,TRUE
"geo_component_0069","deterministic_amalgamation","geo_component_0069","one_to_one",1991,"12","02","census1991__12__02","source",TRUE,TRUE,TRUE
"geo_component_0069","deterministic_amalgamation","geo_component_0069","one_to_one",2001,"32","02","census2001__32__02","target",TRUE,TRUE,TRUE
"geo_component_0070","deterministic_amalgamation","geo_component_0070","one_to_one",1991,"12","03","census1991__12__03","source",TRUE,TRUE,TRUE
"geo_component_0070","deterministic_amalgamation","geo_component_0070","one_to_one",2001,"32","03","census2001__32__03","target",TRUE,TRUE,TRUE
"geo_component_0071","deterministic_amalgamation","geo_component_0071","one_to_one",1991,"12","04","census1991__12__04","source",TRUE,TRUE,TRUE
"geo_component_0071","deterministic_amalgamation","geo_component_0071","one_to_one",2001,"32","04","census2001__32__04","target",TRUE,TRUE,TRUE
"geo_component_0072","deterministic_amalgamation","geo_component_0072","one_to_one",1991,"12","06","census1991__12__06","source",TRUE,TRUE,TRUE
"geo_component_0072","deterministic_amalgamation","geo_component_0072","one_to_one",2001,"32","06","census2001__32__06","target",TRUE,TRUE,TRUE
"geo_component_0073","deterministic_amalgamation","geo_component_0073","many_to_many",1991,"12","08","census1991__12__08","source",TRUE,TRUE,TRUE
"geo_component_0073","deterministic_amalgamation","geo_component_0073","many_to_many",1991,"12","09","census1991__12__09","source",TRUE,TRUE,TRUE
"geo_component_0073","deterministic_amalgamation","geo_component_0073","many_to_many",2001,"32","08","census2001__32__08","target",TRUE,TRUE,TRUE
"geo_component_0073","deterministic_amalgamation","geo_component_0073","many_to_many",2001,"32","09","census2001__32__09","target",TRUE,TRUE,TRUE
"geo_component_0074","deterministic_amalgamation","geo_component_0074","one_to_one",1991,"12","10","census1991__12__10","source",TRUE,TRUE,TRUE
"geo_component_0074","deterministic_amalgamation","geo_component_0074","one_to_one",2001,"32","10","census2001__32__10","target",TRUE,TRUE,TRUE
"geo_component_0075","deterministic_amalgamation","geo_component_0075","one_to_one",1991,"12","12","census1991__12__12","source",TRUE,TRUE,TRUE
"geo_component_0075","deterministic_amalgamation","geo_component_0075","one_to_one",2001,"32","12","census2001__32__12","target",TRUE,TRUE,TRUE
"geo_component_0076","deterministic_amalgamation","geo_component_0076","one_to_one",1991,"12","13","census1991__12__13","source",TRUE,TRUE,TRUE
"geo_component_0076","deterministic_amalgamation","geo_component_0076","one_to_one",2001,"32","13","census2001__32__13","target",TRUE,TRUE,TRUE
"geo_component_0077","deterministic_amalgamation","geo_component_0077","many_to_many",1991,"13","03","census1991__13__03","source",TRUE,TRUE,TRUE
"geo_component_0077","deterministic_amalgamation","geo_component_0077","many_to_many",1991,"13","04","census1991__13__04","source",TRUE,TRUE,TRUE
"geo_component_0077","deterministic_amalgamation","geo_component_0077","many_to_many",2001,"23","04","census2001__23__04","target",TRUE,TRUE,TRUE
"geo_component_0077","deterministic_amalgamation","geo_component_0077","many_to_many",2001,"23","05","census2001__23__05","target",TRUE,TRUE,TRUE
"geo_component_0078","deterministic_amalgamation","geo_component_0078","one_to_one",1991,"13","28","census1991__13__28","source",TRUE,TRUE,TRUE
"geo_component_0078","deterministic_amalgamation","geo_component_0078","one_to_one",2001,"23","32","census2001__23__32","target",TRUE,TRUE,TRUE
"geo_component_0079","deterministic_amalgamation","geo_component_0079","one_to_one",1991,"13","29","census1991__13__29","source",TRUE,TRUE,TRUE
"geo_component_0079","deterministic_amalgamation","geo_component_0079","one_to_one",2001,"23","33","census2001__23__33","target",TRUE,TRUE,TRUE
"geo_component_0080","deterministic_amalgamation","geo_component_0080","split",1991,"13","32","census1991__13__32","source",TRUE,TRUE,TRUE
"geo_component_0080","deterministic_amalgamation","geo_component_0080","split",2001,"23","36","census2001__23__36","target",TRUE,TRUE,TRUE
"geo_component_0080","deterministic_amalgamation","geo_component_0080","split",2001,"23","37","census2001__23__37","target",TRUE,TRUE,TRUE
"geo_component_0081","deterministic_amalgamation","geo_component_0081","one_to_one",1991,"13","43","census1991__13__43","source",TRUE,TRUE,TRUE
"geo_component_0081","deterministic_amalgamation","geo_component_0081","one_to_one",2001,"22","10","census2001__22__10","target",TRUE,TRUE,TRUE
"geo_component_0082","deterministic_amalgamation","geo_component_0082","one_to_one",1991,"14","04","census1991__14__04","source",TRUE,TRUE,TRUE
"geo_component_0082","deterministic_amalgamation","geo_component_0082","one_to_one",2001,"27","32","census2001__27__32","target",TRUE,TRUE,TRUE
"geo_component_0083","deterministic_amalgamation","geo_component_0083","one_to_one",1991,"14","05","census1991__14__05","source",TRUE,TRUE,TRUE
"geo_component_0083","deterministic_amalgamation","geo_component_0083","one_to_one",2001,"27","33","census2001__27__33","target",TRUE,TRUE,TRUE
"geo_component_0084","deterministic_amalgamation","geo_component_0084","one_to_one",1991,"14","12","census1991__14__12","source",TRUE,TRUE,TRUE
"geo_component_0084","deterministic_amalgamation","geo_component_0084","one_to_one",2001,"27","35","census2001__27__35","target",TRUE,TRUE,TRUE
"geo_component_0085","deterministic_amalgamation","geo_component_0085","one_to_one",1991,"14","13","census1991__14__13","source",TRUE,TRUE,TRUE
"geo_component_0085","deterministic_amalgamation","geo_component_0085","one_to_one",2001,"27","30","census2001__27__30","target",TRUE,TRUE,TRUE
"geo_component_0086","deterministic_amalgamation","geo_component_0086","one_to_one",1991,"14","14","census1991__14__14","source",TRUE,TRUE,TRUE
"geo_component_0086","deterministic_amalgamation","geo_component_0086","one_to_one",2001,"27","34","census2001__27__34","target",TRUE,TRUE,TRUE
"geo_component_0087","deterministic_amalgamation","geo_component_0087","one_to_one",1991,"14","16","census1991__14__16","source",TRUE,TRUE,TRUE
