"state_code_2001","n","slope","status","specification_id"
"03",16,-12.7311417215959,"estimated","unadjusted__top3_legacy"
"04",1,NA,"not_estimated","unadjusted__top3_legacy"
"05",12,-7.75553633681773,"estimated","unadjusted__top3_legacy"
"06",19,-9.5956151406637,"estimated","unadjusted__top3_legacy"
"07",7,55.6749434221946,"estimated","unadjusted__top3_legacy"
"08",27,2.05535048538838,"estimated","unadjusted__top3_legacy"
"09",68,0.927450725757254,"estimated","unadjusted__top3_legacy"
"10",37,-0.0558244650173195,"estimated","unadjusted__top3_legacy"
"11",4,NA,"not_estimated","unadjusted__top3_legacy"
"12",13,4.09391846219368,"estimated","unadjusted__top3_legacy"
"13",8,2.31188775339966,"estimated","unadjusted__top3_legacy"
"14",9,13.4548749160598,"estimated","unadjusted__top3_legacy"
"15",8,-4.85812928814847,"estimated","unadjusted__top3_legacy"
"16",4,NA,"not_estimated","unadjusted__top3_legacy"
"17",7,-3.75680763208234,"estimated","unadjusted__top3_legacy"
"18",22,-0.844565375548685,"estimated","unadjusted__top3_legacy"
"19",18,-13.7685655439587,"estimated","unadjusted__top3_legacy"
"20",18,-0.98734147154527,"estimated","unadjusted__top3_legacy"
"21",29,-2.76489321353872,"estimated","unadjusted__top3_legacy"
"22",16,-0.469703165259152,"estimated","unadjusted__top3_legacy"
"23",44,-0.588082499992712,"estimated","unadjusted__top3_legacy"
"24",25,-2.87497086902591,"estimated","unadjusted__top3_legacy"
"25",2,NA,"not_estimated","unadjusted__top3_legacy"
"26",1,NA,"not_estimated","unadjusted__top3_legacy"
"27",33,-12.7872421599062,"estimated","unadjusted__top3_legacy"
"28",23,-15.9916880275685,"estimated","unadjusted__top3_legacy"
"29",27,15.5532778433063,"estimated","unadjusted__top3_legacy"
"30",2,NA,"not_estimated","unadjusted__top3_legacy"
"31",1,NA,"not_estimated","unadjusted__top3_legacy"
"32",14,-693.350386546655,"estimated","unadjusted__top3_legacy"
"33",29,-25.4464578662592,"estimated","unadjusted__top3_legacy"
"34",4,NA,"not_estimated","unadjusted__top3_legacy"
"35",2,NA,"not_estimated","unadjusted__top3_legacy"
"01",11,7.11997394628214,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"02",12,-4.59361781642404,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"03",16,30.5437048585572,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"04",1,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"05",12,-0.497350156245525,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"06",19,14.8737890682282,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"07",7,2.14574503351475,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"08",27,10.8006057965697,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"09",68,-1.35881662352489,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"10",37,4.01349400264729,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"11",4,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"12",13,7.90324953754055,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"13",8,4.76384101380557,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"14",9,99.3239971730635,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"15",8,-5.23157495509613,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"16",4,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"17",7,-5.80621691008924,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"18",22,-0.0746467610189267,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"19",18,33.8937109615341,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"20",18,-8.37300454550185,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"21",29,-1.66111566503611,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"22",16,-0.534684063479154,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"23",44,2.16625765299342,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"24",25,2.86226465855092,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"25",2,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"26",1,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"27",33,12.2868064538648,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"28",23,23.2262156019275,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"29",27,11.3560505953459,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"30",2,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"31",1,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"32",14,120.168913600467,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"33",29,18.3978860773706,"estimated","unadjusted__nonzero_mean_hindi_urdu"
"34",4,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"35",2,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu"
"01",11,6.98753582223457,"estimated","unadjusted__nonzero_mean_shastry"
"02",12,-4.67057837341272,"estimated","unadjusted__nonzero_mean_shastry"
"03",16,30.8892454052366,"estimated","unadjusted__nonzero_mean_shastry"
"04",1,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"05",12,0.0177325894603741,"estimated","unadjusted__nonzero_mean_shastry"
"06",19,14.3207581598187,"estimated","unadjusted__nonzero_mean_shastry"
"07",7,1.36218088280247,"estimated","unadjusted__nonzero_mean_shastry"
"08",27,10.4689050565474,"estimated","unadjusted__nonzero_mean_shastry"
"09",68,-1.30470563433409,"estimated","unadjusted__nonzero_mean_shastry"
"10",37,4.04715003080583,"estimated","unadjusted__nonzero_mean_shastry"
"11",4,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"12",13,7.96520017494476,"estimated","unadjusted__nonzero_mean_shastry"
"13",8,6.73129786514986,"estimated","unadjusted__nonzero_mean_shastry"
"14",9,86.2301121914493,"estimated","unadjusted__nonzero_mean_shastry"
"15",8,-6.40113489152449,"estimated","unadjusted__nonzero_mean_shastry"
"16",4,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"17",7,-5.89148143370406,"estimated","unadjusted__nonzero_mean_shastry"
"18",22,-0.215405149927886,"estimated","unadjusted__nonzero_mean_shastry"
"19",18,24.8171974462436,"estimated","unadjusted__nonzero_mean_shastry"
"20",18,-8.24274240697992,"estimated","unadjusted__nonzero_mean_shastry"
"21",29,-1.61535827234186,"estimated","unadjusted__nonzero_mean_shastry"
"22",16,-0.401576697667959,"estimated","unadjusted__nonzero_mean_shastry"
"23",44,2.09504034774527,"estimated","unadjusted__nonzero_mean_shastry"
"24",25,2.27952644682098,"estimated","unadjusted__nonzero_mean_shastry"
"25",2,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"26",1,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"27",33,8.02179899766401,"estimated","unadjusted__nonzero_mean_shastry"
"28",23,24.6550384583427,"estimated","unadjusted__nonzero_mean_shastry"
"29",27,15.0164154754428,"estimated","unadjusted__nonzero_mean_shastry"
"30",2,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"31",1,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"32",14,165.875106018898,"estimated","unadjusted__nonzero_mean_shastry"
"33",29,88.2349564357373,"estimated","unadjusted__nonzero_mean_shastry"
"34",4,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"35",2,NA,"not_estimated","unadjusted__nonzero_mean_shastry"
"01",11,7.0011684492775,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"02",12,-4.65763440366425,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"03",16,31.1313372932627,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"04",1,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"05",12,-0.151426529234073,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"06",19,14.3738245595744,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"07",7,1.37336411011009,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"08",27,10.545671059964,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"09",68,-1.31195461610974,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"10",37,4.04148962942175,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"11",4,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"12",13,7.96678553791965,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"13",8,6.73868960507663,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"14",9,86.446970523692,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"15",8,-6.3871992800985,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"16",4,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"17",7,-5.91910635165959,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"18",22,-0.217975959419405,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"19",18,24.9270376627298,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"20",18,-8.26150630052133,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"21",29,-1.58637689921006,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"22",16,-0.113485352086366,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"23",44,2.11023727434018,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"24",25,3.87184758364476,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"25",2,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"26",1,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"27",33,6.1521500300746,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"28",23,24.5060367983424,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"29",27,14.9285508943735,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"30",2,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"31",1,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"32",14,165.709410434359,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"33",29,89.2005827904015,"estimated","unadjusted__nonzero_mean_sensitivity_low"
"34",4,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"35",2,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_low"
"01",11,1.50640788679547,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"02",12,1.16858807560699,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"03",16,27.3535170340594,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"04",1,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"05",12,15.6391241071215,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"06",19,11.791901760172,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"07",7,0.298059876544599,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"08",27,8.92040103846748,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"09",68,0.278531434460935,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"10",37,1.78640323811378,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"11",4,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"12",13,4.17791693312593,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"13",8,5.10562627477149,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"14",9,-15.5419551397931,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"15",8,-7.95316708316589,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"16",4,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"17",7,-8.2833505734325,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"18",22,-0.253888434018429,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"19",18,-1.94427856509023,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"20",18,-6.9200371147732,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"21",29,-1.42791104119007,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"22",16,-0.530602562443555,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"23",44,2.6625808913242,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"24",25,1.36887572187879,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"25",2,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"26",1,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"27",33,9.28257841477169,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"28",23,25.7738710925446,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"29",27,13.9965770276766,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"30",2,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"31",1,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"32",14,163.578569900551,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"33",29,87.06790032873,"estimated","unadjusted__nonzero_mean_sensitivity_high"
"34",4,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"35",2,NA,"not_estimated","unadjusted__nonzero_mean_sensitivity_high"
"01",11,7.1524345504413,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"02",12,-4.48989320517332,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"03",16,25.7424662243179,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"04",1,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"05",12,-2.3384098508658,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"06",19,13.4825912355043,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"07",7,6.73909371784896,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"08",27,8.24157173561429,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"09",68,-3.82964463084065,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"10",37,1.5695733250624,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"11",4,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"12",13,8.00163642423136,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"13",8,4.78906777213567,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"14",9,103.4764950391,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"15",8,-5.24579111039004,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"16",4,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"17",7,-6.0082567489154,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"18",22,-0.00659290268291145,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"19",18,3.16572099364859,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"20",18,-9.70402265820171,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"21",29,-2.7065117914815,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"22",16,-0.532904477582016,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"23",44,1.59386237856092,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"24",25,2.59906913280101,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"25",2,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"26",1,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"27",33,7.83364672007177,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"28",23,-31.3139808135457,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"29",27,6.83827206713872,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"30",2,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"31",1,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"32",14,113.887415365789,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"33",29,-84.3545864480832,"estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"34",4,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"35",2,NA,"not_estimated","unadjusted__nonzero_mean_hindi_urdu_separate"
"01",11,-6.91061779575645,"estimated","unadjusted__glottolog_mean"
"02",12,-1.79836723453913,"estimated","unadjusted__glottolog_mean"
"03",16,89.3405681315503,"estimated","unadjusted__glottolog_mean"
"04",1,NA,"not_estimated","unadjusted__glottolog_mean"
"05",12,5.68792074355246,"estimated","unadjusted__glottolog_mean"
"06",19,0.843386000041174,"estimated","unadjusted__glottolog_mean"
"07",7,9.63537835302997,"estimated","unadjusted__glottolog_mean"
"08",27,0.86673611847353,"estimated","unadjusted__glottolog_mean"
"09",68,0.601139386265648,"estimated","unadjusted__glottolog_mean"
"10",37,0.117541104362153,"estimated","unadjusted__glottolog_mean"
"11",4,NA,"not_estimated","unadjusted__glottolog_mean"
"12",13,1.95143067563395,"estimated","unadjusted__glottolog_mean"
"13",8,-0.700888816535239,"estimated","unadjusted__glottolog_mean"
"14",9,-3.44638826950495,"estimated","unadjusted__glottolog_mean"
"15",8,-1.58246297167678,"estimated","unadjusted__glottolog_mean"
"16",4,NA,"not_estimated","unadjusted__glottolog_mean"
"17",7,0.706632133081544,"estimated","unadjusted__glottolog_mean"
"18",22,-0.453446955558369,"estimated","unadjusted__glottolog_mean"
"19",18,-5.97441557690009,"estimated","unadjusted__glottolog_mean"
"20",18,-0.308048527238484,"estimated","unadjusted__glottolog_mean"
"21",29,-0.594129677873032,"estimated","unadjusted__glottolog_mean"
"22",16,-0.282989848458487,"estimated","unadjusted__glottolog_mean"
"23",44,0.373359644638438,"estimated","unadjusted__glottolog_mean"
"24",25,1.64546679901805,"estimated","unadjusted__glottolog_mean"
"25",2,NA,"not_estimated","unadjusted__glottolog_mean"
"26",1,NA,"not_estimated","unadjusted__glottolog_mean"
"27",33,1.67649538030469,"estimated","unadjusted__glottolog_mean"
"28",23,2.12403649126473,"estimated","unadjusted__glottolog_mean"
"29",27,2.57920292536957,"estimated","unadjusted__glottolog_mean"
"30",2,NA,"not_estimated","unadjusted__glottolog_mean"
"31",1,NA,"not_estimated","unadjusted__glottolog_mean"
"32",14,13.9686690586644,"estimated","unadjusted__glottolog_mean"
"33",29,-7.5769586243205,"estimated","unadjusted__glottolog_mean"
"34",4,NA,"not_estimated","unadjusted__glottolog_mean"
"35",2,NA,"not_estimated","unadjusted__glottolog_mean"
"01",11,-5.64409256821951,"estimated","unadjusted__glottolog_mean_shastry"
"02",12,-1.16683973572923,"estimated","unadjusted__glottolog_mean_shastry"
"03",16,6.80412269330598,"estimated","unadjusted__glottolog_mean_shastry"
"04",1,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"05",12,4.43616467554866,"estimated","unadjusted__glottolog_mean_shastry"
"06",19,1.51527655591405,"estimated","unadjusted__glottolog_mean_shastry"
"07",7,5.34654792349682,"estimated","unadjusted__glottolog_mean_shastry"
"08",27,1.95241512275625,"estimated","unadjusted__glottolog_mean_shastry"
"09",68,0.971526776254776,"estimated","unadjusted__glottolog_mean_shastry"
"10",37,0.584974315704967,"estimated","unadjusted__glottolog_mean_shastry"
"11",4,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"12",13,1.86693487899575,"estimated","unadjusted__glottolog_mean_shastry"
"13",8,-0.581605064328808,"estimated","unadjusted__glottolog_mean_shastry"
"14",9,-3.43674469070126,"estimated","unadjusted__glottolog_mean_shastry"
"15",8,-1.62206690632147,"estimated","unadjusted__glottolog_mean_shastry"
"16",4,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"17",7,0.570889166708051,"estimated","unadjusted__glottolog_mean_shastry"
"18",22,-0.436748351911568,"estimated","unadjusted__glottolog_mean_shastry"
"19",18,0.0297353933051114,"estimated","unadjusted__glottolog_mean_shastry"
"20",18,-0.88316632589517,"estimated","unadjusted__glottolog_mean_shastry"
"21",29,-0.311556075154887,"estimated","unadjusted__glottolog_mean_shastry"
"22",16,-0.156247843656783,"estimated","unadjusted__glottolog_mean_shastry"
"23",44,1.15822352741579,"estimated","unadjusted__glottolog_mean_shastry"
"24",25,2.24487392189048,"estimated","unadjusted__glottolog_mean_shastry"
"25",2,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"26",1,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"27",33,1.35925094033523,"estimated","unadjusted__glottolog_mean_shastry"
"28",23,11.5347750938034,"estimated","unadjusted__glottolog_mean_shastry"
"29",27,0.894850032247685,"estimated","unadjusted__glottolog_mean_shastry"
"30",2,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"31",1,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"32",14,12.481914618549,"estimated","unadjusted__glottolog_mean_shastry"
"33",29,-6.8476882665478,"estimated","unadjusted__glottolog_mean_shastry"
"34",4,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"35",2,NA,"not_estimated","unadjusted__glottolog_mean_shastry"
"01",11,1.29442767239647,"estimated","unadjusted__dyen_noncognate"
"02",12,-0.227300631360694,"estimated","unadjusted__dyen_noncognate"
"03",16,19.2239028468591,"estimated","unadjusted__dyen_noncognate"
"04",1,NA,"not_estimated","unadjusted__dyen_noncognate"
"05",12,-0.279533655852121,"estimated","unadjusted__dyen_noncognate"
"06",19,0.186005303116829,"estimated","unadjusted__dyen_noncognate"
"07",7,0.416226221263168,"estimated","unadjusted__dyen_noncognate"
"08",27,0.114349149310041,"estimated","unadjusted__dyen_noncognate"
"09",68,0.00689133245175339,"estimated","unadjusted__dyen_noncognate"
"10",37,-0.0244841643992001,"estimated","unadjusted__dyen_noncognate"
"11",4,NA,"not_estimated","unadjusted__dyen_noncognate"
"12",13,0.331622601491489,"estimated","unadjusted__dyen_noncognate"
"13",8,-0.0847205959270247,"estimated","unadjusted__dyen_noncognate"
"14",9,-0.393112373639896,"estimated","unadjusted__dyen_noncognate"
"15",8,-0.159992244504874,"estimated","unadjusted__dyen_noncognate"
"16",4,NA,"not_estimated","unadjusted__dyen_noncognate"
"17",7,-0.43461709911261,"estimated","unadjusted__dyen_noncognate"
"18",22,-0.00203371686277079,"estimated","unadjusted__dyen_noncognate"
"19",18,-0.47384001455985,"estimated","unadjusted__dyen_noncognate"
"20",18,-0.26033395812886,"estimated","unadjusted__dyen_noncognate"
"21",29,3.35849931241862e-05,"estimated","unadjusted__dyen_noncognate"
"22",16,-0.01465895897099,"estimated","unadjusted__dyen_noncognate"
"23",44,0.0170245341543544,"estimated","unadjusted__dyen_noncognate"
"24",25,0.848391701388229,"estimated","unadjusted__dyen_noncognate"
"25",2,NA,"not_estimated","unadjusted__dyen_noncognate"
"26",1,NA,"not_estimated","unadjusted__dyen_noncognate"
"27",33,1.17984303327144,"estimated","unadjusted__dyen_noncognate"
"28",23,-1.00143811430206,"estimated","unadjusted__dyen_noncognate"
"29",27,0.885330468438369,"estimated","unadjusted__dyen_noncognate"
"30",2,NA,"not_estimated","unadjusted__dyen_noncognate"
"31",1,NA,"not_estimated","unadjusted__dyen_noncognate"
"32",14,14.6049777827006,"estimated","unadjusted__dyen_noncognate"
"33",29,-6.69409976715818,"estimated","unadjusted__dyen_noncognate"
"34",4,NA,"not_estimated","unadjusted__dyen_noncognate"
"35",2,NA,"not_estimated","unadjusted__dyen_noncognate"
