"harmonized_component_id","vintage","state_code","district_code","unit_id","side"
"geo_component_0145",1991,"12","05","census1991__12__05","source"
"geo_component_0145",2001,"32","05","census2001__32__05","target"
"geo_component_0146",1991,"12","06","census1991__12__06","source"
"geo_component_0146",2001,"32","06","census2001__32__06","target"
"geo_component_0147",1991,"12","07","census1991__12__07","source"
"geo_component_0147",2001,"32","07","census2001__32__07","target"
"geo_component_0148",1991,"12","08","census1991__12__08","source"
"geo_component_0148",1991,"12","09","census1991__12__09","source"
"geo_component_0148",2001,"32","08","census2001__32__08","target"
"geo_component_0148",2001,"32","09","census2001__32__09","target"
"geo_component_0149",1991,"12","10","census1991__12__10","source"
"geo_component_0149",2001,"32","10","census2001__32__10","target"
"geo_component_0150",1991,"12","11","census1991__12__11","source"
"geo_component_0150",2001,"32","11","census2001__32__11","target"
"geo_component_0151",1991,"12","12","census1991__12__12","source"
"geo_component_0151",2001,"32","12","census2001__32__12","target"
"geo_component_0152",1991,"12","13","census1991__12__13","source"
"geo_component_0152",2001,"32","13","census2001__32__13","target"
"geo_component_0153",1991,"12","14","census1991__12__14","source"
"geo_component_0153",2001,"32","14","census2001__32__14","target"
"geo_component_0154",1991,"13","01","census1991__13__01","source"
"geo_component_0154",2001,"23","01","census2001__23__01","target"
"geo_component_0154",2001,"23","02","census2001__23__02","target"
"geo_component_0155",1991,"13","02","census1991__13__02","source"
"geo_component_0155",2001,"23","03","census2001__23__03","target"
"geo_component_0156",1991,"13","03","census1991__13__03","source"
"geo_component_0156",1991,"13","04","census1991__13__04","source"
"geo_component_0156",2001,"23","04","census2001__23__04","target"
"geo_component_0156",2001,"23","05","census2001__23__05","target"
"geo_component_0157",1991,"13","05","census1991__13__05","source"
"geo_component_0157",2001,"23","06","census2001__23__06","target"
"geo_component_0158",1991,"13","06","census1991__13__06","source"
"geo_component_0158",2001,"23","07","census2001__23__07","target"
"geo_component_0159",1991,"13","07","census1991__13__07","source"
"geo_component_0159",2001,"23","08","census2001__23__08","target"
"geo_component_0160",1991,"13","08","census1991__13__08","source"
"geo_component_0160",2001,"23","09","census2001__23__09","target"
"geo_component_0161",1991,"13","09","census1991__13__09","source"
