"geography_variant","source_coverage_threshold","target_unit_id","state_code_2001","district_code_2001","population_1991","n_source_units"
"G2_population_interpolated",0.9,"census2001__27__20","27","20",3841871.8511864,NA
"G2_population_interpolated",0.9,"census2001__27__21","27","21",5247646.53546583,NA
"G2_population_interpolated",0.9,"census2001__27__24","27","24",1824595.48536486,NA
"G2_population_interpolated",0.9,"census2001__27__25","27","25",5530662.53635225,NA
"G2_population_interpolated",0.9,"census2001__27__26","27","26",3372793.92992965,NA
"G2_population_interpolated",0.9,"census2001__27__27","27","27",1822069,NA
"G2_population_interpolated",0.9,"census2001__27__28","27","28",1676292,NA
"G2_population_interpolated",0.9,"census2001__27__29","27","29",1276327,NA
"G2_population_interpolated",0.9,"census2001__27__30","27","30",3230290.84149891,NA
"G2_population_interpolated",0.9,"census2001__27__31","27","31",2449224.59691983,NA
"G2_population_interpolated",0.9,"census2001__27__32","27","32",1544057,NA
"G2_population_interpolated",0.9,"census2001__27__33","27","33",832152,NA
"G2_population_interpolated",0.9,"census2001__27__34","27","34",2985956.7081915,NA
"G2_population_interpolated",0.9,"census2001__27__35","27","35",2209195.85434865,NA
"G2_population_interpolated",0.9,"census2001__28__01","28","01",2076714.30075399,NA
"G2_population_interpolated",0.9,"census2001__28__02","28","02",2034761.0895104,NA
"G2_population_interpolated",0.9,"census2001__28__03","28","03",3036390.80057703,NA
"G2_population_interpolated",0.9,"census2001__28__04","28","04",2269703.82076034,NA
"G2_population_interpolated",0.9,"census2001__28__05","28","05",3145939,NA
"G2_population_interpolated",0.9,"census2001__28__06","28","06",2550956.96692246,NA
"G2_population_interpolated",0.9,"census2001__28__07","28","07",3072698,NA
"G2_population_interpolated",0.9,"census2001__28__08","28","08",2852070.97264025,NA
"G2_population_interpolated",0.9,"census2001__28__09","28","09",2818723.49273004,NA
"G2_population_interpolated",0.9,"census2001__28__10","28","10",2213494,NA
"G2_population_interpolated",0.9,"census2001__28__11","28","11",2318080.17792148,NA
"G2_population_interpolated",0.9,"census2001__28__12","28","12",2106320,NA
"G2_population_interpolated",0.9,"census2001__28__13","28","13",3282116.67450286,NA
"G2_population_interpolated",0.9,"census2001__28__14","28","14",4540849.30820752,NA
"G2_population_interpolated",0.9,"census2001__28__15","28","15",3481034.75064684,NA
"G2_population_interpolated",0.9,"census2001__28__16","28","16",3695587.57400938,NA
"G2_population_interpolated",0.9,"census2001__28__17","28","17",4106432.63136195,NA
"G2_population_interpolated",0.9,"census2001__28__18","28","18",2757476.10641304,NA
"G2_population_interpolated",0.9,"census2001__28__19","28","19",2390584.53450832,NA
"G2_population_interpolated",0.9,"census2001__28__20","28","20",2267737.35059251,NA
"G2_population_interpolated",0.9,"census2001__28__21","28","21",2973010.9956215,NA
"G2_population_interpolated",0.9,"census2001__28__22","28","22",3180746.691513,NA
"G2_population_interpolated",0.9,"census2001__28__23","28","23",3259330.80968264,NA
"G2_population_interpolated",0.9,"census2001__29__01","29","01",3583552.27315357,NA
"G2_population_interpolated",0.9,"census2001__29__02","29","02",1390094.54294951,NA
"G2_population_interpolated",0.9,"census2001__29__03","29","03",1526832.95631574,NA
"G2_population_interpolated",0.9,"census2001__29__04","29","04",2551116.52338179,NA
"G2_population_interpolated",0.9,"census2001__29__05","29","05",1243699.75918356,NA
"G2_population_interpolated",0.9,"census2001__29__06","29","06",1344481.34246409,NA
"G2_population_interpolated",0.9,"census2001__29__07","29","07",949548.623449073,NA
"G2_population_interpolated",0.9,"census2001__29__08","29","08",865271.377701713,NA
"G2_population_interpolated",0.9,"census2001__29__09","29","09",1376898.85875866,NA
"G2_population_interpolated",0.9,"census2001__29__10","29","10",1220027.8233663,NA
"G2_population_interpolated",0.9,"census2001__29__11","29","11",1256606.1042466,NA
"G2_population_interpolated",0.9,"census2001__29__12","29","12",1652579.85649337,NA
"G2_population_interpolated",0.9,"census2001__29__13","29","13",1326079.57723215,NA
"G2_population_interpolated",0.9,"census2001__29__14","29","14",1558286.9769956,NA
"G2_population_interpolated",0.9,"census2001__29__15","29","15",1442287.47755827,NA
"G2_population_interpolated",0.9,"census2001__29__16","29","16",1041787.6647251,NA
"G2_population_interpolated",0.9,"census2001__29__17","29","17",1016913.95806716,NA
"G2_population_interpolated",0.9,"census2001__29__18","29","18",2299841.173858,NA
"G2_population_interpolated",0.9,"census2001__29__19","29","19",2213582.04068266,NA
"G2_population_interpolated",0.9,"census2001__29__20","29","20",4839051.25898618,NA
"G2_population_interpolated",0.9,"census2001__29__21","29","21",1670491.86566143,NA
"G2_population_interpolated",0.9,"census2001__29__22","29","22",1642218,NA
"G2_population_interpolated",0.9,"census2001__29__23","29","23",1566113.05960013,NA
"G2_population_interpolated",0.9,"census2001__29__24","29","24",1646589.95349091,NA
"G2_population_interpolated",0.9,"census2001__29__25","29","25",488370,NA
"G2_population_interpolated",0.9,"census2001__29__26","29","26",2277075.30747511,NA
"G2_population_interpolated",0.9,"census2001__29__27","29","27",873470.633924533,NA
"G2_population_interpolated",0.9,"census2001__30__01","30","01",664804,NA
"G2_population_interpolated",0.9,"census2001__30__02","30","02",504989,NA
"G2_population_interpolated",0.9,"census2001__31__01","31","01",51707,NA
"G2_population_interpolated",0.9,"census2001__32__01","32","01",1071508,NA
"G2_population_interpolated",0.9,"census2001__32__02","32","02",2251727,NA
"G2_population_interpolated",0.9,"census2001__32__03","32","03",672128,NA
"G2_population_interpolated",0.9,"census2001__32__04","32","04",2619941,NA
"G2_population_interpolated",0.9,"census2001__32__05","32","05",3096330,NA
"G2_population_interpolated",0.9,"census2001__32__06","32","06",2382235,NA
"G2_population_interpolated",0.9,"census2001__32__07","32","07",2737311,NA
"G2_population_interpolated",0.9,"census2001__32__08","32","08",2840279,NA
"G2_population_interpolated",0.9,"census2001__32__09","32","09",1055023,NA
"G2_population_interpolated",0.9,"census2001__32__10","32","10",1828271,NA
"G2_population_interpolated",0.9,"census2001__32__11","32","11",2001217,NA
"G2_population_interpolated",0.9,"census2001__32__12","32","12",1188332,NA
"G2_population_interpolated",0.9,"census2001__32__13","32","13",2407566,NA
"G2_population_interpolated",0.9,"census2001__32__14","32","14",2946650,NA
"G2_population_interpolated",0.9,"census2001__33__01","33","01",2223038.04583969,NA
"G2_population_interpolated",0.9,"census2001__33__03","33","03",2427172.44469359,NA
"G2_population_interpolated",0.9,"census2001__33__04","33","04",3021470.36994228,NA
"G2_population_interpolated",0.9,"census2001__33__05","33","05",2422409.97887747,NA
"G2_population_interpolated",0.9,"census2001__33__06","33","06",2029378.44085716,NA
"G2_population_interpolated",0.9,"census2001__33__07","33","07",2783293.31714394,NA
"G2_population_interpolated",0.9,"census2001__33__08","33","08",2521157.13914577,NA
"G2_population_interpolated",0.9,"census2001__33__09","33","09",1288954.27821339,NA
"G2_population_interpolated",0.9,"census2001__33__10","33","10",2321243.85833083,NA
"G2_population_interpolated",0.9,"census2001__33__11","33","11",710214,NA
"G2_population_interpolated",0.9,"census2001__33__12","33","12",3487255.8705865,NA
"G2_population_interpolated",0.9,"census2001__33__13","33","13",1759043.0607728,NA
"G2_population_interpolated",0.9,"census2001__33__14","33","14",847235.942388291,NA
"G2_population_interpolated",0.9,"census2001__33__15","33","15",2179464.42137301,NA
"G2_population_interpolated",0.9,"census2001__33__16","33","16",446876.940231371,NA
"G2_population_interpolated",0.9,"census2001__33__17","33","17",652597.710617342,NA
"G2_population_interpolated",0.9,"census2001__33__18","33","18",2088864.07793354,NA
"G2_population_interpolated",0.9,"census2001__33__19","33","19",1435265.27995998,NA
"G2_population_interpolated",0.9,"census2001__33__20","33","20",1124483.61041743,NA
"G2_population_interpolated",0.9,"census2001__33__21","33","21",1966784.62866817,NA
"G2_population_interpolated",0.9,"census2001__33__22","33","22",1326791.41108461,NA
"G2_population_interpolated",0.9,"census2001__33__23","33","23",1094384.14772931,NA
"G2_population_interpolated",0.9,"census2001__33__24","33","24",2489820.59076669,NA
"G2_population_interpolated",0.9,"census2001__33__25","33","25",955090.873432528,NA
"G2_population_interpolated",0.9,"census2001__33__26","33","26",1542740.68820076,NA
"G2_population_interpolated",0.9,"census2001__33__27","33","27",1132422.05978464,NA
"G2_population_interpolated",0.9,"census2001__33__28","33","28",1474961.78480625,NA
"G2_population_interpolated",0.9,"census2001__33__29","33","29",2498857.41694944,NA
"G2_population_interpolated",0.9,"census2001__33__30","33","30",1608454.13894531,NA
"G2_population_interpolated",0.9,"census2001__34__01","34","01",20297,NA
"G2_population_interpolated",0.9,"census2001__34__02","34","02",608338,NA
"G2_population_interpolated",0.9,"census2001__34__03","34","03",33447,NA
"G2_population_interpolated",0.9,"census2001__34__04","34","04",145703,NA
"G2_population_interpolated",0.9,"census2001__35__01","35","01",240685.538968913,NA
"G2_population_interpolated",0.9,"census2001__35__02","35","02",38942.2313923883,NA
"G2_population_interpolated",0.95,"census2001__02__01","02","01",390689,NA
"G2_population_interpolated",0.95,"census2001__02__02","02","02",1173214.05076004,NA
"G2_population_interpolated",0.95,"census2001__02__03","02","03",31163,NA
"G2_population_interpolated",0.95,"census2001__02__04","02","04",302432,NA
"G2_population_interpolated",0.95,"census2001__02__05","02","05",776085.934413304,NA
"G2_population_interpolated",0.95,"census2001__02__06","02","06",368781.974435897,NA
"G2_population_interpolated",0.95,"census2001__02__07","02","07",378261.629903004,NA
"G2_population_interpolated",0.95,"census2001__02__08","02","08",295348.567517967,NA
"G2_population_interpolated",0.95,"census2001__02__09","02","09",382063.982065434,NA
"G2_population_interpolated",0.95,"census2001__02__10","02","10",379693.999897276,NA
"G2_population_interpolated",0.95,"census2001__02__11","02","11",615465.017235491,NA
"G2_population_interpolated",0.95,"census2001__02__12","02","12",71022,NA
"G2_population_interpolated",0.95,"census2001__03__01","03","01",1745974.89917468,NA
"G2_population_interpolated",0.95,"census2001__03__02","03","02",2482379.91015149,NA
"G2_population_interpolated",0.95,"census2001__03__03","03","03",645189.701333734,NA
"G2_population_interpolated",0.95,"census2001__03__04","03","04",1634145.86793852,NA
"G2_population_interpolated",0.95,"census2001__03__05","03","05",1304509.0633002,NA
"G2_population_interpolated",0.95,"census2001__03__06","03","06",533507.020759334,NA
"G2_population_interpolated",0.95,"census2001__03__07","03","07",891490.70271347,NA
"G2_population_interpolated",0.95,"census2001__03__08","03","08",392112.049731735,NA
"G2_population_interpolated",0.95,"census2001__03__09","03","09",1272923.28826871,NA
"G2_population_interpolated",0.95,"census2001__03__10","03","10",777296.312860861,NA
"G2_population_interpolated",0.95,"census2001__03__11","03","11",1447323.95727549,NA
"G2_population_interpolated",0.95,"census2001__03__12","03","12",650328.11713683,NA
"G2_population_interpolated",0.95,"census2001__03__13","03","13",456733.821130271,NA
"G2_population_interpolated",0.95,"census2001__03__14","03","14",996660.448254866,NA
"G2_population_interpolated",0.95,"census2001__03__15","03","15",562839.325422578,NA
"G2_population_interpolated",0.95,"census2001__03__16","03","16",1684877.52689356,NA
"G2_population_interpolated",0.95,"census2001__03__17","03","17",1521167.75720717,NA
"G2_population_interpolated",0.95,"census2001__04__01","04","01",642015,NA
"G2_population_interpolated",0.95,"census2001__05__01","05","01",239538.735575277,NA
"G2_population_interpolated",0.95,"census2001__05__02","05","02",314966.833027254,NA
"G2_population_interpolated",0.95,"census2001__05__03","05","03",200969.008873292,NA
"G2_population_interpolated",0.95,"census2001__05__04","05","04",517874.651855382,NA
"G2_population_interpolated",0.95,"census2001__05__05","05","05",1025197.06422966,NA
"G2_population_interpolated",0.95,"census2001__05__06","05","06",670470.851299475,NA
"G2_population_interpolated",0.95,"census2001__05__07","05","07",416538.277010503,NA
"G2_population_interpolated",0.95,"census2001__05__08","05","08",227727.946311773,NA
"G2_population_interpolated",0.95,"census2001__05__09","05","09",608767.763444223,NA
"G2_population_interpolated",0.95,"census2001__05__10","05","10",191274.224306297,NA
"G2_population_interpolated",0.95,"census2001__05__11","05","11",565833.67826564,NA
"G2_population_interpolated",0.95,"census2001__05__12","05","12",932390.293997676,NA
"G2_population_interpolated",0.95,"census2001__05__13","05","13",1122923.05150629,NA
"G2_population_interpolated",0.95,"census2001__06__01","06","01",301032.269308373,NA
"G2_population_interpolated",0.95,"census2001__06__02","06","02",814450.406531442,NA
"G2_population_interpolated",0.95,"census2001__06__03","06","03",805785.901070806,NA
"G2_population_interpolated",0.95,"census2001__06__04","06","04",31814.7004945635,NA
"G2_population_interpolated",0.95,"census2001__06__05","06","05",773997.641355272,NA
"G2_population_interpolated",0.95,"census2001__06__06","06","06",1036284.84133495,NA
"G2_population_interpolated",0.95,"census2001__06__07","06","07",688119.43946124,NA
"G2_population_interpolated",0.95,"census2001__06__08","06","08",1033849.94978701,NA
"G2_population_interpolated",0.95,"census2001__06__09","06","09",980671.785659408,NA
"G2_population_interpolated",0.95,"census2001__06__10","06","10",647453.408779928,NA
"G2_population_interpolated",0.95,"census2001__06__11","06","11",900793.060912627,NA
"G2_population_interpolated",0.95,"census2001__06__12","06","12",1201659.60612114,NA
"G2_population_interpolated",0.95,"census2001__06__13","06","13",1166492.31388316,NA
"G2_population_interpolated",0.95,"census2001__06__14","06","14",792477.171130381,NA
"G2_population_interpolated",0.95,"census2001__06__15","06","15",712456.412447499,NA
"G2_population_interpolated",0.95,"census2001__06__16","06","16",681869,NA
"G2_population_interpolated",0.95,"census2001__06__17","06","17",611863.623998218,NA
"G2_population_interpolated",0.95,"census2001__06__18","06","18",1145990.00434466,NA
"G2_population_interpolated",0.95,"census2001__06__19","06","19",1476074.39896469,NA
"G2_population_interpolated",0.95,"census2001__08__01","08","01",1389532.68558245,NA
"G2_population_interpolated",0.95,"census2001__08__02","08","02",1102348.82144405,NA
"G2_population_interpolated",0.95,"census2001__08__03","08","03",1201613.1537804,NA
"G2_population_interpolated",0.95,"census2001__08__04","08","04",1543047,NA
"G2_population_interpolated",0.95,"census2001__08__05","08","05",1582421,NA
"G2_population_interpolated",0.95,"census2001__08__06","08","06",2296396.82569942,NA
"G2_population_interpolated",0.95,"census2001__08__07","08","07",1651489.58780488,NA
"G2_population_interpolated",0.95,"census2001__08__08","08","08",749349.24307784,NA
"G2_population_interpolated",0.95,"census2001__08__09","08","09",941249.072342302,NA
"G2_population_interpolated",0.95,"census2001__08__10","08","10",880771.829059165,NA
"G2_population_interpolated",0.95,"census2001__08__11","08","11",1003869.88119289,NA
"G2_population_interpolated",0.95,"census2001__08__12","08","12",3837278.0931115,NA
"G2_population_interpolated",0.95,"census2001__08__13","08","13",1842914,NA
"G2_population_interpolated",0.95,"census2001__08__14","08","14",2141687.2909585,NA
"G2_population_interpolated",0.95,"census2001__08__15","08","15",2152273.58834189,NA
"G2_population_interpolated",0.95,"census2001__08__16","08","16",344356.8782298,NA
"G2_population_interpolated",0.95,"census2001__08__17","08","17",1435222,NA
"G2_population_interpolated",0.95,"census2001__08__18","08","18",1142563,NA
"G2_population_interpolated",0.95,"census2001__08__19","08","19",654029,NA
"G2_population_interpolated",0.95,"census2001__08__20","08","20",1485898.91742204,NA
"G2_population_interpolated",0.95,"census2001__08__21","08","21",1726532.99945294,NA
"G2_population_interpolated",0.95,"census2001__08__22","08","22",974285.693625333,NA
"G2_population_interpolated",0.95,"census2001__08__23","08","23",770187,NA
"G2_population_interpolated",0.95,"census2001__08__24","08","24",1592441.73425622,NA
"G2_population_interpolated",0.95,"census2001__08__25","08","25",802032.622414689,NA
"G2_population_interpolated",0.95,"census2001__08__26","08","26",2087233.35358382,NA
"G2_population_interpolated",0.95,"census2001__08__27","08","27",874535.934804668,NA
"G2_population_interpolated",0.95,"census2001__08__28","08","28",1155313,NA
"G2_population_interpolated",0.95,"census2001__08__29","08","29",1483505.15067168,NA
"G2_population_interpolated",0.95,"census2001__08__30","08","30",1220598.80004145,NA
"G2_population_interpolated",0.95,"census2001__08__31","08","31",743241.770773289,NA
"G2_population_interpolated",0.95,"census2001__08__32","08","32",956907.97556659,NA
"G2_population_interpolated",0.95,"census2001__09__01","09","01",2296947,NA
"G2_population_interpolated",0.95,"census2001__09__02","09","02",2840609.87040292,NA
"G2_population_interpolated",0.95,"census2001__09__03","09","03",2442337.35178586,NA
"G2_population_interpolated",0.95,"census2001__09__04","09","04",2940373.02220174,NA
"G2_population_interpolated",0.95,"census2001__09__05","09","05",1494008.38215242,NA
"G2_population_interpolated",0.95,"census2001__09__06","09","06",1175238.72217527,NA
"G2_population_interpolated",0.95,"census2001__09__07","09","07",2417247,NA
"G2_population_interpolated",0.95,"census2001__09__08","09","08",1030374,NA
"G2_population_interpolated",0.95,"census2001__09__09","09","09",2222373.25179151,NA
"G2_population_interpolated",0.95,"census2001__09__10","09","10",857903.664927335,NA
"G2_population_interpolated",0.95,"census2001__09__11","09","11",2467275,NA
"G2_population_interpolated",0.95,"census2001__09__12","09","12",2444853.47287867,NA
"G2_population_interpolated",0.95,"census2001__09__13","09","13",1131519.9236252,NA
"G2_population_interpolated",0.95,"census2001__09__14","09","14",1647817.62018303,NA
"G2_population_interpolated",0.95,"census2001__09__15","09","15",2751021,NA
"G2_population_interpolated",0.95,"census2001__09__16","09","16",1529705.63743731,NA
"G2_population_interpolated",0.95,"census2001__09__17","09","17",2244977,NA
"G2_population_interpolated",0.95,"census2001__09__18","09","18",1311438.12152733,NA
"G2_population_interpolated",0.95,"census2001__09__19","09","19",2446263,NA
"G2_population_interpolated",0.95,"census2001__09__20","09","20",2832299,NA
"G2_population_interpolated",0.95,"census2001__09__21","09","21",1282615,NA
"G2_population_interpolated",0.95,"census2001__09__22","09","22",1985542,NA
"G2_population_interpolated",0.95,"census2001__09__23","09","23",2374109.1253235,NA
"G2_population_interpolated",0.95,"census2001__09__24","09","24",2679156,NA
"G2_population_interpolated",0.95,"census2001__09__25","09","25",2744875,NA
"G2_population_interpolated",0.95,"census2001__09__26","09","26",2198778,NA
"G2_population_interpolated",0.95,"census2001__09__27","09","27",2762725,NA
"G2_population_interpolated",0.95,"census2001__09__28","09","28",2309759,NA
"G2_population_interpolated",0.95,"census2001__09__29","09","29",1274593.20753596,NA
"G2_population_interpolated",0.95,"census2001__09__30","09","30",1156610.95290392,NA
"G2_population_interpolated",0.95,"census2001__09__31","09","31",1114405.65096915,NA
"G2_population_interpolated",0.95,"census2001__09__32","09","32",1015505.20909406,NA
"G2_population_interpolated",0.95,"census2001__09__33","09","33",1303133.14709602,NA
"G2_population_interpolated",0.95,"census2001__09__34","09","34",3252489.63176295,NA
"G2_population_interpolated",0.95,"census2001__09__35","09","35",1217652,NA
"G2_population_interpolated",0.95,"census2001__09__36","09","36",1427556.89516853,NA
"G2_population_interpolated",0.95,"census2001__09__37","09","37",750575,NA
"G2_population_interpolated",0.95,"census2001__09__38","09","38",884299,NA
"G2_population_interpolated",0.95,"census2001__09__39","09","39",581150,NA
"G2_population_interpolated",0.95,"census2001__09__40","09","40",1266469.8157276,NA
"G2_population_interpolated",0.95,"census2001__09__41","09","41",595521.145953846,NA
"G2_population_interpolated",0.95,"census2001__09__42","09","42",1897434,NA
"G2_population_interpolated",0.95,"census2001__09__43","09","43",2209711,NA
"G2_population_interpolated",0.95,"census2001__09__44","09","44",1025248.34514197,NA
"G2_population_interpolated",0.95,"census2001__09__45","09","45",3893526.44972279,NA
"G2_population_interpolated",0.95,"census2001__09__46","09","46",2112453,NA
"G2_population_interpolated",0.95,"census2001__09__47","09","47",1686085.01706508,NA
"G2_population_interpolated",0.95,"census2001__09__48","09","48",1625560.97295314,NA
"G2_population_interpolated",0.95,"census2001__09__49","09","49",2564391.01225382,NA
"G2_population_interpolated",0.95,"census2001__09__50","09","50",1837918,NA
"G2_population_interpolated",0.95,"census2001__09__51","09","51",921504.000000001,NA
"G2_population_interpolated",0.95,"census2001__09__52","09","52",1369884.98170276,NA
"G2_population_interpolated",0.95,"census2001__09__53","09","53",2202416.2735644,NA
"G2_population_interpolated",0.95,"census2001__09__54","09","54",1618843,NA
"G2_population_interpolated",0.95,"census2001__09__55","09","55",1672230,NA
"G2_population_interpolated",0.95,"census2001__09__56","09","56",1148786,NA
"G2_population_interpolated",0.95,"census2001__09__57","09","57",1675279.71046042,NA
"G2_population_interpolated",0.95,"census2001__09__58","09","58",3062272.35345093,NA
"G2_population_interpolated",0.95,"census2001__09__59","09","59",2254029,NA
"G2_population_interpolated",0.95,"census2001__09__60","09","60",2182450,NA
"G2_population_interpolated",0.95,"census2001__09__61","09","61",3123934,NA
"G2_population_interpolated",0.95,"census2001__09__62","09","62",1434078.41494371,NA
"G2_population_interpolated",0.95,"census2001__09__63","09","63",2259528.13635002,NA
"G2_population_interpolated",0.95,"census2001__09__64","09","64",3207061.86246397,NA
"G2_population_interpolated",0.95,"census2001__09__65","09","65",2400933.98239866,NA
"G2_population_interpolated",0.95,"census2001__09__66","09","66",1262478.92451583,NA
"G2_population_interpolated",0.95,"census2001__09__67","09","67",2504078.71180356,NA
"G2_population_interpolated",0.95,"census2001__09__68","09","68",1083552.41476243,NA
"G2_population_interpolated",0.95,"census2001__09__69","09","69",1656088,NA
"G2_population_interpolated",0.95,"census2001__09__70","09","70",1053997.82916614,NA
"G2_population_interpolated",0.95,"census2001__10__01","10","01",2327484.95378634,NA
"G2_population_interpolated",0.95,"census2001__10__02","10","02",3042826.72130898,NA
"G2_population_interpolated",0.95,"census2001__10__03","10","03",376953.000000001,NA
"G2_population_interpolated",0.95,"census2001__10__04","10","04",2013136,NA
"G2_population_interpolated",0.95,"census2001__10__05","10","05",2831440.47293447,NA
"G2_population_interpolated",0.95,"census2001__10__06","10","06",1322921.21924881,NA
"G2_population_interpolated",0.95,"census2001__10__07","10","07",1611638,NA
"G2_population_interpolated",0.95,"census2001__10__08","10","08",983960,NA
"G2_population_interpolated",0.95,"census2001__10__09","10","09",1874782.38636666,NA
"G2_population_interpolated",0.95,"census2001__10__10","10","10",1785666,NA
"G2_population_interpolated",0.95,"census2001__10__11","10","11",1177706,NA
"G2_population_interpolated",0.95,"census2001__10__12","10","12",1139243.8758237,NA
"G2_population_interpolated",0.95,"census2001__10__13","10","13",2510860.89497786,NA
"G2_population_interpolated",0.95,"census2001__10__14","10","14",2953488.82655742,NA
"G2_population_interpolated",0.95,"census2001__10__15","10","15",1700975,NA
"G2_population_interpolated",0.95,"census2001__10__16","10","16",2170910.97414789,NA
"G2_population_interpolated",0.95,"census2001__10__17","10","17",2572978.99990866,NA
"G2_population_interpolated",0.95,"census2001__10__18","10","18",2143463.36827109,NA
"G2_population_interpolated",0.95,"census2001__10__19","10","19",2716442.89974512,NA
"G2_population_interpolated",0.95,"census2001__10__20","10","20",1803011.45097279,NA
"G2_population_interpolated",0.95,"census2001__10__21","10","21",985936,NA
"G2_population_interpolated",0.95,"census2001__10__22","10","22",1892468.90058548,NA
"G2_population_interpolated",0.95,"census2001__10__23","10","23",1298690.16098234,NA
"G2_population_interpolated",0.95,"census2001__10__24","10","24",940383.160017296,NA
"G2_population_interpolated",0.95,"census2001__10__25","10","25",644541.037443942,NA
"G2_population_interpolated",0.95,"census2001__10__26","10","26",420579.740415888,NA
"G2_population_interpolated",0.95,"census2001__10__27","10","27",1986421,NA
"G2_population_interpolated",0.95,"census2001__10__28","10","28",3616383.50056192,NA
"G2_population_interpolated",0.95,"census2001__10__29","10","29",1791184,NA
"G2_population_interpolated",0.95,"census2001__10__30","10","30",1086574,NA
"G2_population_interpolated",0.95,"census2001__10__31","10","31",970551.573847306,NA
"G2_population_interpolated",0.95,"census2001__10__32","10","32",1928214.54768677,NA
"G2_population_interpolated",0.95,"census2001__10__33","10","33",1174900,NA
"G2_population_interpolated",0.95,"census2001__10__34","10","34",1539409.85734031,NA
"G2_population_interpolated",0.95,"census2001__10__35","10","35",2664551.45797588,NA
"G2_population_interpolated",0.95,"census2001__10__36","10","36",1359688.99630526,NA
"G2_population_interpolated",0.95,"census2001__10__37","10","37",1051773.91574786,NA
"G2_population_interpolated",0.95,"census2001__11__01","11","01",31206,NA
"G2_population_interpolated",0.95,"census2001__11__02","11","02",98161,NA
"G2_population_interpolated",0.95,"census2001__11__03","11","03",97203,NA
"G2_population_interpolated",0.95,"census2001__11__04","11","04",178452,NA
"G2_population_interpolated",0.95,"census2001__12__01","12","01",18398.752569282,NA
"G2_population_interpolated",0.95,"census2001__12__02","12","02",41264.2590408414,NA
"G2_population_interpolated",0.95,"census2001__12__03","12","03",49770.3497917051,NA
"G2_population_interpolated",0.95,"census2001__12__04","12","04",46389.0549550944,NA
"G2_population_interpolated",0.95,"census2001__12__05","12","05",56568.1673899933,NA
"G2_population_interpolated",0.95,"census2001__12__06","12","06",49548.2798080162,NA
"G2_population_interpolated",0.95,"census2001__12__07","12","07",35073.6349189245,NA
"G2_population_interpolated",0.95,"census2001__12__08","12","08",74466.2580188383,NA
"G2_population_interpolated",0.95,"census2001__12__09","12","09",24923.8144391533,NA
"G2_population_interpolated",0.95,"census2001__12__10","12","10",21527.5473196559,NA
"G2_population_interpolated",0.95,"census2001__12__11","12","11",108729.762612078,NA
"G2_population_interpolated",0.95,"census2001__12__12","12","12",21470,NA
"G2_population_interpolated",0.95,"census2001__12__13","12","13",85508,NA
"G2_population_interpolated",0.95,"census2001__13__01","13","01",149626.980756252,NA
"G2_population_interpolated",0.95,"census2001__13__02","13","02",232839.454537338,NA
"G2_population_interpolated",0.95,"census2001__13__03","13","03",157874.290438814,NA
"G2_population_interpolated",0.95,"census2001__13__04","13","04",95703.1587362965,NA
"G2_population_interpolated",0.95,"census2001__13__05","13","05",82612,NA
"G2_population_interpolated",0.95,"census2001__13__06","13","06",176835.486668797,NA
"G2_population_interpolated",0.95,"census2001__13__07","13","07",207453.307065888,NA
"G2_population_interpolated",0.95,"census2001__13__08","13","08",102156,NA
"G2_population_interpolated",0.95,"census2001__14__02","14","02",86278,NA
"G2_population_interpolated",0.95,"census2001__14__03","14","03",175627.706631402,NA
"G2_population_interpolated",0.95,"census2001__14__04","14","04",180485.944392571,NA
"G2_population_interpolated",0.95,"census2001__14__05","14","05",293958,NA
"G2_population_interpolated",0.95,"census2001__14__08","14","08",109275,NA
"G2_population_interpolated",0.95,"census2001__14__09","14","09",69878.950331897,NA
"G2_population_interpolated",0.95,"census2001__15__06","15","06",108953.183089472,NA
"G2_population_interpolated",0.95,"census2001__15__07","15","07",56359.6044792538,NA
"G2_population_interpolated",0.95,"census2001__15__08","15","08",42696.8032296388,NA
"G2_population_interpolated",0.95,"census2001__16__01","16","01",1293861,NA
"G2_population_interpolated",0.95,"census2001__16__02","16","02",717879.514394267,NA
"G2_population_interpolated",0.95,"census2001__16__03","16","03",273526.540640057,NA
"G2_population_interpolated",0.95,"census2001__16__04","16","04",468617.898598396,NA
"G2_population_interpolated",0.95,"census2001__18__01","18","01",793782.928661312,NA
"G2_population_interpolated",0.95,"census2001__18__02","18","02",1226543.36360371,NA
"G2_population_interpolated",0.95,"census2001__18__03","18","03",660836,NA
"G2_population_interpolated",0.95,"census2001__18__04","18","04",798673,NA
"G2_population_interpolated",0.95,"census2001__18__05","18","05",1382267.74586921,NA
"G2_population_interpolated",0.95,"census2001__18__06","18","06",1997851.62937826,NA
"G2_population_interpolated",0.95,"census2001__18__07","18","07",1010185.80753189,NA
"G2_population_interpolated",0.95,"census2001__18__08","18","08",1285899.95908597,NA
"G2_population_interpolated",0.95,"census2001__18__09","18","09",635138.018852921,NA
"G2_population_interpolated",0.95,"census2001__18__10","18","10",1889128.00676814,NA
"G2_population_interpolated",0.95,"census2001__18__11","18","11",1412386.24186928,NA
"G2_population_interpolated",0.95,"census2001__18__12","18","12",748334.577024619,NA
"G2_population_interpolated",0.95,"census2001__18__13","18","13",466636.045036831,NA
"G2_population_interpolated",0.95,"census2001__18__14","18","14",951896.057727095,NA
"G2_population_interpolated",0.95,"census2001__18__15","18","15",1040268.61381868,NA
"G2_population_interpolated",0.95,"census2001__18__16","18","16",907271.304919218,NA
