"state_code_1991","district_code_1991","n_shrid_total","n_shrid_deterministic","shrid_coverage","population_1991_total","population_1991_deterministic","population_coverage","n_target_2001_districts","mapping_class","exact_language_persistence","preferred_language_persistence","preferred_population_coverage_threshold"
"04","22",328,326,0.99390243902439,448667,448333,0.999255572618445,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"04","23",1014,1003,0.989151873767258,1179325,1178787,0.999543806838658,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","01",1263,1259,0.996832937450515,3589504,3587691,0.99949491628927,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","02",998,996,0.997995991983968,1997995,1988159,0.995077064757419,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","03",1814,1803,0.99393605292172,2880447,2877758,0.999066464336959,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","04",2990,2968,0.992642140468227,2908427,2907292,0.999609754688703,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","05",1742,1736,0.996555683122847,1539608,1539030,0.99962457976316,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","06",838,838,1,1174900,1174900,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"05","07",2646,2642,0.99848828420257,2648467,2648217,0.999905605771188,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","08",954,952,0.9979035639413,1358690,1358685,0.999996319984691,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","09",1564,1563,0.999360613810742,2572745,2572744,0.999999611310099,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","10",1433,1432,0.999302163293789,2170036,2169976,0.999972350689113,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","11",1381,1369,0.991310644460536,1704310,1700975,0.998043196366858,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","12",1361,1345,0.988243938280676,2333271,2327091,0.997351357814845,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","13",1254,1252,0.998405103668262,3026452,3026219,0.999923012160774,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","14",990,987,0.996969696969697,2391495,2390089,0.999412083236637,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","15",1709,1708,0.999414862492686,2952666,2952252,0.999859787730817,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","16",1403,1390,0.990734141126158,2144719,2142119,0.99878771997637,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","17",654,635,0.970948012232416,1717944,1707787,0.994087700181147,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","18",1109,1102,0.993688007213706,2716929,2715656,0.999531456287595,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","19",1044,1042,0.99808429118774,2508271,2508173,0.999960929261631,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","20",1032,1028,0.996124031007752,2829466,2828883,0.999793954053521,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","21",960,955,0.994791666666667,2459954,2446946,0.99471209624245,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","22",371,371,1,1177706,1177706,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"05","23",1076,1059,0.984200743494424,1878146,1874045,0.997816463682802,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","24",1218,1206,0.990147783251232,1825380,1785666,0.978243434243829,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"05","25",243,239,0.983539094650206,987227,985936,0.998692296705823,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","26",2402,2386,0.993338884263114,3057691,3052176,0.998196351429886,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","27",2522,2501,0.99167327517843,3185219,3173968,0.996467746801711,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","28",1600,1581,0.988125,861182,860547,0.999262641346429,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","29",2395,2358,0.98455114822547,1284223,1270358,0.989203588473341,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","30",3716,3707,0.997578040904198,1495709,1495510,0.999866952729441,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","31",2330,2315,0.993562231759657,933113,932513,0.999356991061104,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","32",1408,1401,0.995028409090909,2662902,2635938,0.98987420490878,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","33",2873,2859,0.9951270449008,2207718,2207549,0.999923450368208,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","34",3363,3347,0.995242343146001,2836894,2836026,0.999694031571148,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","35",3284,3261,0.99299634591961,2451191,2449669,0.999379077354641,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"05","36",353,353,1,288553,288553,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"05","37",1394,1394,1,1153700,1153700,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"05","38",2046,2041,0.997556207233627,2187092,2185588,0.99931232888237,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","39",1589,1585,0.997482693517936,1613088,1612942,0.999909490368783,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","40",2795,2784,0.996064400715563,1787955,1785958,0.998883081509322,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"05","41",706,706,1,1611638,1611638,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"05","42",718,716,0.997214484679666,984107,983960,0.999850625999002,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"06","01",233,233,1,641437,641437,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"06","02",153,153,1,504989,504989,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"07","01",709,709,1,1563084,1563084,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"07","02",850,850,1,2511261,2511261,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"07","03",657,656,0.998477929984779,1203236,1203234,0.99999833781569,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"07","04",879,878,0.998862343572241,2280642,2280508,0.999941244614455,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","05",603,601,0.996683250414594,1225443,1225424,0.999984495402887,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","06",1044,1030,0.986590038314176,2389286,2388919,0.999846397626739,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","07",892,885,0.992152466367713,1225871,1225537,0.999727540662925,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"07","08",1365,1365,1,2146603,2146603,1,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","09",1364,1363,0.999266862170088,1758238,1758030,0.999881699747133,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"07","10",1093,1092,0.999085086916743,2932919,2931007,0.999348089735857,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","11",54,54,1,408992,408992,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"07","12",627,627,1,4739753,4739753,1,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","13",980,980,1,3428698,3428698,1,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","14",1890,1889,0.9994708994709,2956071,2955964,0.99996380330513,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","15",1646,1645,0.999392466585662,3078103,3078083,0.999993502491632,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","16",1125,1120,0.995555555555556,1546145,1543176,0.99807974025722,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","17",1158,1154,0.996545768566494,3333086,3331964,0.999663375022427,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"07","18",840,839,0.998809523809524,2159887,2159785,0.999952775307227,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"07","19",311,311,1,144091,144091,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"08","01",678,674,0.994100294985251,1095807,1094438,0.998750692412076,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","02",624,618,0.990384615384615,799865,799803,0.999922486919668,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","03",391,384,0.982097186700767,622502,565655,0.908679811470485,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","04",282,282,1,811904,811904,1,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","05",380,376,0.989473684210526,885091,883254,0.997924507197565,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","06",216,214,0.990740740740741,789797,782818,0.991163552153275,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","07",243,242,0.995884773662551,738070,738065,0.99999322557481,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"08","08",460,459,0.997826086956522,1735513,1735466,0.999972918670157,6,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","09",413,410,0.99273607748184,1465072,1463916,0.99921096028045,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"08","10",686,683,0.995626822157434,1123217,1123119,0.999912750608297,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"08","11",403,402,0.997518610421836,614779,614777,0.999996746798443,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","12",366,366,1,671810,671810,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"08","13",436,434,0.995412844036697,1134943,1134771,0.999848450538926,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"08","14",304,304,1,955490,955490,1,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","15",512,512,1,1840949,1840949,1,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"08","16",320,319,0.996875,898615,895887,0.996964217156402,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","01",1149,1098,0.955613577023499,393286,390689,0.993396662988258,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","02",3622,3589,0.990889011595803,1172773,1171916,0.999269253299658,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","03",1614,1612,0.998760842627014,365669,365666,0.999991795859097,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","04",508,507,0.998031496062992,307949,307943,0.999980516254315,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","05",949,942,0.992623814541623,292063,292025,0.999869891085143,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","06",2821,2780,0.985466146756469,776194,775908,0.999631535415115,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","07",175,175,1,297164,297164,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"09","08",272,265,0.974264705882353,31294,31163,0.995813894037196,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","09",2273,2235,0.983282006159261,600215,598330,0.996859458693968,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","10",2347,2340,0.997017469109502,378487,378285,0.999466296068293,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","11",968,967,0.99896694214876,379656,379655,0.999997366036623,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"09","12",228,217,0.951754385964912,71270,71022,0.996520275010523,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","01",553,552,0.998191681735985,4107613,4107519,0.999977115663038,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","02",1709,1692,0.990052662375658,1661965,1659281,0.998385044209716,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","03",1133,1132,0.999117387466902,3535125,3535072,0.999985007602277,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","04",594,588,0.98989898989899,1857949,1857361,0.999683521991185,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","05",589,582,0.98811544991511,1249026,1236993,0.990366093259868,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","06",1261,1247,0.988897700237906,2915947,2904930,0.996221810615899,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","07",1021,1009,0.988246816846229,995115,994754,0.999637227858087,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","08",1282,1273,0.992979719188768,2152685,2152545,0.999934964939134,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","09",622,621,0.998392282958199,2643741,2637965,0.99781521714873,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","10",1355,1344,0.991881918819188,3477792,3473450,0.998751506703104,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","11",1298,1290,0.993836671802773,2566912,2536043,0.987974266355839,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"11","12",2371,2349,0.990721214677351,1430366,1427112,0.997725057782414,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","13",296,294,0.993243243243243,488455,488370,0.999825981922593,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","14",2893,2861,0.988938817836156,2140494,2137301,0.998508288273641,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","15",1374,1362,0.991266375545852,1644374,1642218,0.998688862752634,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","16",1654,1606,0.970979443772672,3147728,3133335,0.995427495641301,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","17",1408,1400,0.994318181818182,2308134,2292289,0.993135147266147,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","18",1773,1761,0.993231810490694,1865921,1865702,0.999882631686979,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"11","19",2535,2517,0.992899408284024,2288914,2282980,0.9974075041701,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"11","20",1252,1248,0.996805111821086,1172030,1171807,0.999809731832803,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"12","01",119,119,1,1071508,1071508,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","02",123,123,1,2251727,2251727,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","03",47,47,1,672128,672128,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","04",98,98,1,2562144,2562144,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","05",127,127,1,3065578,3065578,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","06",146,146,1,2327554,2327554,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","07",221,221,1,2699453,2699453,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","08",106,106,1,2755541,2755541,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","09",62,62,1,1078066,1078066,1,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"12","10",85,85,1,1823959,1823959,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","11",72,72,1,2001217,2001217,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","12",63,63,1,1188332,1188332,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","13",93,93,1,2372939,2372939,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"12","14",85,85,1,2912431,2912431,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"13","01",1301,1282,0.985395849346656,1698953,1696936,0.998812798235148,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","02",886,882,0.99548532731377,1218602,1218513,0.999926965489963,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","03",715,712,0.995804195804196,1412610,1412094,0.999634718712171,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","04",405,404,0.997530864197531,396317,396314,0.999992430302006,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","05",1323,1314,0.993197278911565,1124973,1124471,0.999553767068187,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","06",2047,2037,0.995114802149487,1287650,1286614,0.999195433541723,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","07",866,864,0.997690531177829,935031,934972,0.999936900487791,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","08",1081,1078,0.99722479185939,1141432,1141414,0.999984230335228,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","09",940,935,0.99468085106383,687556,687445,0.999838558604681,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","10",1878,1867,0.994142705005325,1647693,1647316,0.999771195240861,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","11",1163,1162,0.999140154772141,887890,887883,0.999992116140513,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","12",1779,1736,0.975829117481731,1446866,1426178,0.985701509331203,1,"incomplete_population_coverage_single_target",FALSE,FALSE,0.99
"13","13",2359,2349,0.995760915642221,1554987,1554755,0.999850802611212,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","14",1989,1962,0.986425339366516,1726830,1714006,0.992573675463132,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","15",1746,1736,0.994272623138603,1290716,1288581,0.998345879341389,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","16",1586,1575,0.993064312736444,1554948,1554063,0.999430849134505,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","17",1051,1048,0.997145575642245,965935,965725,0.999782594066889,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","18",1092,1092,1,1383086,1383086,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"13","19",1072,1070,0.998134328358209,1029444,1029427,0.999983486231403,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","20",1069,1058,0.989710009354537,1033807,1033651,0.999849101428023,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","21",1319,1313,0.995451099317665,1122243,1121972,0.999758519322464,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","22",1476,1469,0.995257452574526,1322452,1322217,0.999822299788575,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","23",633,626,0.988941548183254,1831346,1830792,0.999697490261261,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","24",1876,1846,0.984008528784648,2005321,2001554,0.998121497755222,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","25",1055,1051,0.996208530805687,1422275,1421460,0.999426974389622,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","26",1673,1673,1,992215,992215,1,1,"deterministic_one_to_one",TRUE,TRUE,0.99
"13","27",1524,1518,0.996062992125984,970388,970330,0.99994023009353,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","28",494,492,0.995951417004049,1350289,1350260,0.999978523116163,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","29",1013,1008,0.995064165844028,840519,840289,0.999726359546899,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","30",1418,1410,0.994358251057828,870977,870864,0.999870260638341,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","31",1332,1324,0.993993993993994,1181333,1180541,0.999329570916922,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","32",1425,1420,0.996491228070175,1260326,1260232,0.999925416122495,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","33",2267,2257,0.995588883987649,2649206,2649157,0.99998150389211,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","34",1026,1021,0.995126705653021,777318,777297,0.999972984029702,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","35",2103,2098,0.997622444127437,1291263,1290916,0.999731270856518,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","36",1916,1909,0.996346555323591,1551969,1551597,0.999760304490618,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","37",1575,1574,0.999365079365079,987149,987110,0.999960492286372,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","38",1257,1252,0.996022275258552,1334993,1334592,0.999699623893159,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","39",2397,2395,0.999165623696287,2005216,2005209,0.999996509104256,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","40",23,23,1,1674786.97852047,1674786.97852047,1,4,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","41",2197,2196,0.99954483386436,1722291,1722267,0.999986065072627,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","42",2273,2268,0.997800263968324,1439951,1439835,0.999919441703225,2,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","43",1788,1786,0.998881431767338,2306557,2306383,0.999924562887455,1,"high_population_coverage_single_target",FALSE,TRUE,0.99
"13","44",3825,3821,0.998954248366013,3361757,3361546,0.999937235201712,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"13","45",3658,3646,0.996719518862767,2254935,2254200,0.999674048254163,3,"splits_across_2001_districts",FALSE,FALSE,0.99
"14","01",1,0,0,9925891,NA,NA,0,"no_deterministic_target",FALSE,FALSE,0.99
