"source_unit_id","target_unit_id","population_weight_reference","mapping_class_reference","evidence_source_reference","population_weight_candidate","mapping_class_candidate","evidence_source_candidate","edge_status","population_weight_abs_diff"
"census1991__04__13","census2001__18__10",0.997864433148482,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__37","census2001__23__44",0.999960492286372,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__38","census2001__23__45",0.999699623893159,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__39","census2001__22__02",0.784930401512854,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__17","census2001__18__15",0.997900742014951,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__18","census2001__18__14",0.992233318837808,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__19","census2001__18__19",0.944076955575451,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__20","census2001__18__20",0.977323399482073,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__21","census2001__18__22",0.996051923626898,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__22","census2001__18__23",0.999255572618445,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__04__23","census2001__18__21",0.999543806838658,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__42","census2001__22__09",0.756306985446033,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__42","census2001__22__08",0.243612456257192,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__31","census2001__20__07",0.999356991061104,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__08__13","census2001__06__13",0.999848450538926,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__44","census2001__22__12",0.234762655361467,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__44","census2001__22__13",0.174813051627467,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__45","census2001__22__15",0.486658373744698,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__04","census2001__10__19",0.000271280661333429,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__05","census2001__10__34",0.99962457976316,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__06","census2001__10__33",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__07","census2001__10__35",0.999905605771188,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__08","census2001__10__36",0.999996319984691,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__03","census2001__02__06",0.999991795859097,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__06","census2001__27__20",0.997538488091039,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__05","census2001__02__08",0.999869891085143,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__12","census2001__10__01",0.997351357814845,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__13","census2001__10__02",0.999923012160774,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__14","census2001__10__04",0.841789759125568,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__14","census2001__10__03",0.157622324111069,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__15","census2001__10__14",0.999859787730817,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__16","census2001__10__18",0.99878771997637,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__12","census2001__02__12",0.996520275010523,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__17","census2001__10__24",0.000568703054348687,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__18","census2001__10__19",0.999531456287595,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__19","census2001__10__13",0.999960929261631,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__20","census2001__10__05",0.999793954053521,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__03","census2001__15__08",0.42749812997756,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__05","census2001__29__05",0.990366093259868,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__06","census2001__29__03",0.52146112395047,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__23","census2001__10__09",0.997816463682802,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__24","census2001__10__10",0.978243434243829,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__22","census2001__27__04",0.999790001527262,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__23","census2001__27__05",0.608037883493355,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__09","census2001__29__24",0.611146477661768,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__09","census2001__29__16",0.386668739486962,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__25","census2001__27__14",0.999768934358062,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__27","census2001__10__22",0.590940214785859,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__27","census2001__10__23",0.405527532015852,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__28","census2001__20__08",0.999262641346429,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__29","census2001__20__09",0.549875683584549,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__29","census2001__20__10",0.439327904888793,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__30","census2001__20__11",0.999866952729441,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__04","census2001__21__29",0.000251357035094661,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__16","census2001__29__26",0.719450981787499,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__16","census2001__29__27",0.275976513853802,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__23","census2001__08__27",0.999985060648023,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__24","census2001__08__28",0.999751644167532,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__34","census2001__20__04",0.644831283791358,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__34","census2001__20__03",0.215727482239379,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__34","census2001__20__05",0.139135265540411,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__35","census2001__20__02",0.672480031135885,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__35","census2001__20__01",0.326899046218757,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__36","census2001__20__15",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__37","census2001__20__16",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__38","census2001__20__14",0.99931232888237,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__39","census2001__20__18",0.999909490368783,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__40","census2001__20__17",0.998883081509322,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__41","census2001__10__07",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__05__42","census2001__10__08",0.999850625999002,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__01","census2001__15__04",0.175563343963458,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__01","census2001__15__03",0.138854683043373,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__01","census2001__24__10",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__02","census2001__24__09",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__01","census2001__15__02",0.0845000157873133,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__02","census2001__15__06",0.977904080146047,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__03","census2001__15__07",0.564295771549259,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__32__01","census2001__31__01",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__07","census2001__33__01",0.00243663365159253,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__02","census2001__23__03",0.999926965489963,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__07","census2001__33__13",0.00180128553235321,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__58","census2001__09__64",0.998785367894098,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__07","census2001__29__17",0.999637227858087,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__05","census2001__23__06",0.999553767068187,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__08","census2001__24__02",0.916115369260175,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__08","census2001__24__03",0.0838846307398247,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__08","census2001__23__09",0.999984230335228,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__09","census2001__23__10",0.999838558604681,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__10","census2001__23__11",0.999771195240861,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__10","census2001__24__06",0.150909384132327,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__11","census2001__23__22",2.02727815382536e-05,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__12","census2001__24__07",0.95478224287215,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__12","census2001__24__06",0.0452177571278503,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__14","census2001__29__19",0.998508288273641,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__14","census2001__23__15",0.241017355501121,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__15","census2001__23__17",0.998345879341389,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__14","census2001__24__17",0.568944724264065,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__14","census2001__24__18",0.431019079041065,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__15","census2001__33__07",0.00568570830107159,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__26__08","census2001__19__11",0.991631363614034,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__26__08","census2001__19__12",0.00670879835504539,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__06","census2001__21__19",0.000271223415523802,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__21","census2001__23__24",0.999758519322464,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__22","census2001__23__25",0.999822299788575,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__18","census2001__24__24",0.502661481827522,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__18","census2001__24__25",0.493625360956383,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__18","census2001__24__13",0.00366593252332182,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__07__19","census2001__24__23",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__26","census2001__23__30",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__26__16","census2001__19__09",0.999818187563097,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__26__17","census2001__19__08",0.999335833849372,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__27__01","census2001__35__01",0.996821488939516,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__27__02","census2001__35__02",0.993221571934001,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__26","census2001__09__21",0.999619671998273,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__01","census2001__05__01",0.999289703662677,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__30__01","census2001__25__02",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__30__02","census2001__25__01",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__30","census2001__09__25",0.999196602067212,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__34","census2001__23__40",0.999972984029702,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__35","census2001__23__42",0.603350363171561,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__35","census2001__23__41",0.396380907684956,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__36","census2001__23__43",0.999760304490618,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__33__04","census2001__34__01",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__11","census2001__08__21",0.999999420488065,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__12","census2001__08__22",0.99994631598617,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__39","census2001__22__01",0.215066107591402,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__40","census2001__22__07",0.827579976678789,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__40","census2001__22__05",0.095388137084568,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__40","census2001__22__06",0.0708406510927204,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__40","census2001__22__08",0.00619123514392267,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__41","census2001__22__04",0.618893671278547,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__41","census2001__22__03",0.38109239379408,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__11","census2001__09__05",0.994585982376099,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__13","census2001__23__14",0.999850802611212,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__15","census2001__29__22",0.998688862752634,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__44","census2001__22__11",0.590361528212777,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__20__08","census2001__03__08",0.0254991035333818,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__16","census2001__23__19",0.614899019131186,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__44","census2001__09__43",0.999552630388565,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__45","census2001__22__16",0.271883225015355,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__45","census2001__22__14",0.24113244949411,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__02","census2001__27__21",0.999718150310324,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__03","census2001__27__24",0.999879157879403,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__20__11","census2001__03__14",0.638900056126245,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__20__11","census2001__03__15",0.360802996880425,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__22__03","census2001__11__03",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__07","census2001__27__02",0.580647569481475,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__06","census2001__02__05",0.999631535415115,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__07","census2001__02__04",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__08","census2001__02__03",0.995813894037196,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__10","census2001__27__25",0.999662096188915,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__11","census2001__27__31",0.999123999507147,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__09__11","census2001__02__10",0.999997366036623,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__17__01","census2001__15__01",0.119206845379053,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__01","census2001__29__20",0.999977115663038,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__02","census2001__29__21",0.998385044209716,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__29","census2001__09__24",0.999726108161156,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__07","census2001__33__08",0.647050812560413,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__07","census2001__33__09",0.330807985000801,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__32","census2001__09__27",0.999972491685069,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__19","census2001__27__15",0.999930333966922,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__06","census2001__29__02",0.47476068666543,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__09","census2001__08__30",0.000585235421653886,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__10","census2001__08__13",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__18__05","census2001__13__03",0.996844750014608,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__23","census2001__27__06",0.391764465868461,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__24","census2001__27__07",0.999522795716534,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__15","census2001__08__14",0.998544062624894,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__26","census2001__27__08",0.997619884755291,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__17","census2001__08__17",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__11","census2001__29__04",0.987974266355839,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__12","census2001__29__23",0.997725057782414,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__13","census2001__29__25",0.999825981922593,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__29","census2001__27__13",0.997611178021697,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__26__03","census2001__19__01",0.818107636179558,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__22","census2001__08__29",0.999538570312209,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__22","census2001__08__24",0.000133286874625765,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__42","census2001__09__41",0.319804883498947,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__16","census2001__23__18",0.384531830003318,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__45","census2001__09__45",0.79115602883271,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__45","census2001__09__44",0.208328213454817,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__11__19","census2001__29__18",0.9974075041701,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__46","census2001__09__51",0.33370814226226,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__12__01","census2001__32__01",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__22__02","census2001__11__04",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__23","census2001__23__26",0.999697490261261,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__22__04","census2001__11__02",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__12__05","census2001__32__05",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__16__04","census2001__17__02",0.865655904385055,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__12__07","census2001__32__07",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__16__05","census2001__17__03",0.112273773844591,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__03","census2001__33__04",0.998360567804688,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__04","census2001__33__05",0.99762290424584,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__21__04","census2001__08__05",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__12__11","census2001__32__11",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__06","census2001__33__18",0.428183410110079,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__06","census2001__33__28",0.00210399560392304,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__54","census2001__09__58",0.998783547255003,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__55","census2001__09__59",0.50766144507327,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__56","census2001__09__62",0.991905013994993,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__07","census2001__33__30",0.00208017051339186,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__33__03","census2001__34__03",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__05","census2001__21__08",0.604671474081012,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__33","census2001__09__49",0.0054830141079124,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__34","census2001__09__29",0.523568602613981,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__06","census2001__23__07",0.999195433541723,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__07","census2001__23__08",0.999936900487791,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__01","census2001__21__01",0.448973332267351,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__01","census2001__21__03",0.299277697538553,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__01","census2001__21__02",0.164226115713347,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__11","census2001__23__12",0.999971843358975,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__02","census2001__21__05",0.999980244622554,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__12","census2001__23__13",0.985701509331203,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__03","census2001__21__06",0.999672054697666,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__30","census2001__27__12",0.999566714527134,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__25","census2001__23__29",0.999426974389622,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__05","census2001__21__09",0.394272658156127,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__13","census2001__33__28",0.000163369123140606,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__19__05","census2001__21__11",0.000658381609833374,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__15","census2001__33__23",0.992294698097851,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__26__05","census2001__19__06",0.998485860713954,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__05","census2001__33__06",0.999601731691296,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__17","census2001__33__26",0.980492183736918,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__17","census2001__33__28",0.00631688140691226,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__18","census2001__33__27",0.977661793488748,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__47","census2001__09__52",0.383391051601984,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__24","census2001__23__27",0.58619542706629,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__13__24","census2001__23__28",0.411926070688932,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__25__33","census2001__09__28",0.994381374283734,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
"census1991__23__21","census2001__33__30",1,"deterministic_containment","district_transition",NA,NA,NA,"reference_only",NA
"census1991__14__09","census2001__27__26",0.999958175870465,"non_nested_or_incomplete","district_transition",NA,NA,NA,"reference_only",NA
