"geography_spec_id","transition_id","source_vintage","source_state_code","source_district_code","source_unit_id","target_vintage","target_state_code","target_district_code","target_unit_id","allocation_weight","mapping_class","evidence_source","source_population_coverage","unallocated_population_share","allocation_status"
"G2_population_interpolated","shrug_1991_2001",1991,"05","33","census1991__05__33",2001,"20","13","census2001__20__13",0.322282103058452,"non_nested_or_incomplete","district_transition",0.999923450368208,7.65496317920444e-05,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","34","census1991__05__34",2001,"20","04","census2001__20__04",0.644831283791358,"non_nested_or_incomplete","district_transition",0.999694031571148,0.000305968428851999,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","34","census1991__05__34",2001,"20","03","census2001__20__03",0.215727482239379,"non_nested_or_incomplete","district_transition",0.999694031571148,0.000305968428851999,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","34","census1991__05__34",2001,"20","05","census2001__20__05",0.139135265540411,"non_nested_or_incomplete","district_transition",0.999694031571148,0.000305968428851999,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","35","census1991__05__35",2001,"20","02","census2001__20__02",0.672480031135885,"non_nested_or_incomplete","district_transition",0.999379077354642,0.000620922645357957,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","35","census1991__05__35",2001,"20","01","census2001__20__01",0.326899046218757,"non_nested_or_incomplete","district_transition",0.999379077354642,0.000620922645357957,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","36","census1991__05__36",2001,"20","15","census2001__20__15",1,"deterministic_containment","district_transition",1,0,"complete_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","37","census1991__05__37",2001,"20","16","census2001__20__16",1,"deterministic_containment","district_transition",1,0,"complete_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","38","census1991__05__38",2001,"20","14","census2001__20__14",0.99931232888237,"non_nested_or_incomplete","district_transition",0.99931232888237,0.000687671117630018,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","39","census1991__05__39",2001,"20","18","census2001__20__18",0.999909490368783,"non_nested_or_incomplete","district_transition",0.999909490368783,9.05096312170395e-05,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","40","census1991__05__40",2001,"20","17","census2001__20__17",0.998883081509322,"non_nested_or_incomplete","district_transition",0.998883081509322,0.00111691849067797,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","41","census1991__05__41",2001,"10","07","census2001__10__07",1,"deterministic_containment","district_transition",1,0,"complete_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"05","42","census1991__05__42",2001,"10","08","census2001__10__08",0.999850625999002,"non_nested_or_incomplete","district_transition",0.999850625999002,0.000149374000998015,"partial_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"06","01","census1991__06__01",2001,"30","01","census2001__30__01",1,"deterministic_containment","district_transition",1,0,"complete_population_partition"
"G2_population_interpolated","shrug_1991_2001",1991,"06","02","census1991__06__02",2001,"30","02","census2001__30__02",1,"deterministic_containment","district_transition",1,0,"complete_population_partition"
