"state_key","district_key","target_unit_2001","n_candidate_targets","bridge_status","bridge_sources"
"andaman and nicobar islands","andamans","pc2001__35__01",1,"deterministic_to_2001","exact_census_2001_identity"
"andaman and nicobar islands","middle and north andamans",NA,0,"unresolved_no_deterministic_lineage",NA
"andaman and nicobar islands","nicobar",NA,0,"unresolved_no_deterministic_lineage",NA
"andaman and nicobar islands","nicobars","pc2001__35__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andaman and nicobar islands","south andamans",NA,0,"unresolved_no_deterministic_lineage",NA
"andhra pradesh","adilabad","pc2001__28__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","anantapur","pc2001__28__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","belgaum",NA,0,"unresolved_no_deterministic_lineage",NA
"andhra pradesh","chittoor","pc2001__28__23",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","cuddapah","pc2001__28__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","east godavari","pc2001__28__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","guntur","pc2001__28__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","hyderabad","pc2001__28__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","kadapa",NA,0,"unresolved_no_deterministic_lineage",NA
"andhra pradesh","karimnagar","pc2001__28__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","khammam","pc2001__28__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","krishna","pc2001__28__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","kurnool","pc2001__28__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","mahbubnagar","pc2001__28__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","medak","pc2001__28__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","nalgonda","pc2001__28__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","nellore","pc2001__28__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","nizamabad","pc2001__28__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","prakasam","pc2001__28__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","rangareddi","pc2001__28__06",1,"deterministic_to_2001","exact_census_2001_identity"
"andhra pradesh","srikakulam","pc2001__28__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","visakhapatnam","pc2001__28__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","vizianagaram","pc2001__28__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","warangal","pc2001__28__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"andhra pradesh","west godavari","pc2001__28__15",1,"deterministic_to_2001","exact_census_2001_identity"
"arunachal pradesh","anjaw",NA,0,"unresolved_no_deterministic_lineage",NA
"arunachal pradesh","changlang","pc2001__12__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","dibang valley","pc2001__12__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","east kameng","pc2001__12__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","east siang","pc2001__12__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","kra dadi",NA,0,"unresolved_no_deterministic_lineage",NA
"arunachal pradesh","kurung kumey","pc2001__12__05",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"arunachal pradesh","lohit","pc2001__12__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","longding",NA,0,"unresolved_no_deterministic_lineage",NA
"arunachal pradesh","lower dibang valley","pc2001__12__10",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"arunachal pradesh","lower subansiri","pc2001__12__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","mon",NA,0,"unresolved_no_deterministic_lineage",NA
"arunachal pradesh","namsai",NA,0,"unresolved_no_deterministic_lineage",NA
"arunachal pradesh","papum pare","pc2001__12__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","siang",NA,0,"unresolved_no_deterministic_lineage",NA
"arunachal pradesh","tawang","pc2001__12__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","tirap","pc2001__12__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","upper siang","pc2001__12__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","upper subansiri","pc2001__12__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","west kameng","pc2001__12__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"arunachal pradesh","west siang","pc2001__12__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","baksa",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","barpeta","pc2001__18__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","bongaigaon","pc2001__18__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","cachar","pc2001__18__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","chirang",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","darjiling",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","darrang","pc2001__18__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","dhemaji","pc2001__18__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","dhubri","pc2001__18__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","dibrugarh","pc2001__18__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","dima hasao","pc2001__18__20",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"assam","goalpara","pc2001__18__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","golaghat","pc2001__18__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","hailakandi","pc2001__18__23",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","jorhat","pc2001__18__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","kamrup","pc2001__18__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","kamrup metro",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","kamrup rural",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","karbi anglong","pc2001__18__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","karimganj","pc2001__18__22",1,"deterministic_to_2001","exact_census_2001_identity"
"assam","kokrajhar","pc2001__18__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","lakhimpur","pc2001__18__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","marigaon","pc2001__18__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","morigaon",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","nagaon","pc2001__18__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","nalbari","pc2001__18__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","nc hills",NA,0,"unresolved_no_deterministic_lineage",NA
"assam","north cachar hills","pc2001__18__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","sibsagar","pc2001__18__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","sonitpur","pc2001__18__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","tinsukia","pc2001__18__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"assam","udalguri",NA,0,"unresolved_no_deterministic_lineage",NA
"bihar","araria","pc2001__10__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","arwal",NA,0,"unresolved_no_deterministic_lineage",NA
"bihar","aurangabad bihar",NA,0,"unresolved_no_deterministic_lineage",NA
"bihar","banka","pc2001__10__23",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","begusarai","pc2001__10__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","bhagalpur","pc2001__10__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","bhojpur","pc2001__10__29",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","buxar","pc2001__10__30",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","darbhanga","pc2001__10__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","gaya","pc2001__10__35",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","gopalganj","pc2001__10__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","jamui","pc2001__10__37",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","jehanabad","pc2001__10__33",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","kaimur bhabua","pc2001__10__31",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","katihar","pc2001__10__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","khagaria","pc2001__10__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","kishanganj","pc2001__10__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","lakhisarai","pc2001__10__25",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","madhepura","pc2001__10__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","madhubani","pc2001__10__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","munger","pc2001__10__24",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","muzaffarpur","pc2001__10__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","nalanda","pc2001__10__27",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","nawada","pc2001__10__36",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","north sikkim",NA,0,"unresolved_no_deterministic_lineage",NA
"bihar","pashchim champaran","pc2001__10__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","patna","pc2001__10__28",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","purba champaran","pc2001__10__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","purnia","pc2001__10__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","rohtas","pc2001__10__32",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","saharsa","pc2001__10__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","samastipur","pc2001__10__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","saran","pc2001__10__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","sheikhpura","pc2001__10__26",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","sheohar","pc2001__10__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","sitamarhi","pc2001__10__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","siwan","pc2001__10__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","supaul","pc2001__10__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"bihar","vaishali","pc2001__10__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chandigarh","chandigarh","pc2001__04__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chandigarh","chandigarh u t",NA,0,"unresolved_no_deterministic_lineage",NA
"chandigarh","uttarkashi",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","balod","pc2001__22__10",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"chhattisgarh","balodabazar","pc2001__22__11",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"chhattisgarh","balrampur",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","baster",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","bemetara","pc2001__22__10",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"chhattisgarh","bijapur","pc2001__22__16",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"chhattisgarh","bilaspur","pc2001__22__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","bilaspur chhattisgarh",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","dantewada","pc2001__22__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","dhamtari","pc2001__22__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","durg","pc2001__22__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","gariaband",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","janjgir champa","pc2001__22__06",1,"deterministic_to_2001","exact_census_2001_identity"
"chhattisgarh","jashpur","pc2001__22__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","kanker","pc2001__22__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","kawardha","pc2001__22__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","kondagaon","pc2001__22__15",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"chhattisgarh","korba","pc2001__22__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","koriya","pc2001__22__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","mahasamund","pc2001__22__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","mungeli","pc2001__22__07",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"chhattisgarh","narayanpur",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","raigarh","pc2001__22__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","raigarh chhattisgarh",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","raipur","pc2001__22__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"chhattisgarh","rajnandgaon","pc2001__22__09",1,"deterministic_to_2001","exact_census_2001_identity"
"chhattisgarh","sheopur",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","sukma",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","surajpur",NA,0,"unresolved_no_deterministic_lineage",NA
"chhattisgarh","surguja","pc2001__22__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"dadra and nagar haveli","dadra and nagar haveli","pc2001__26__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"dadra and nagar haveli","dadra and nagar haveli ut",NA,0,"unresolved_no_deterministic_lineage",NA
"dadra and nagar haveli","nandurbar",NA,0,"unresolved_no_deterministic_lineage",NA
"dadra and nagar haveli","silvassa",NA,0,"unresolved_no_deterministic_lineage",NA
"daman and diu","dadra and nagar haveli",NA,0,"unresolved_no_deterministic_lineage",NA
"daman and diu","daman","pc2001__25__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"daman and diu","diu","pc2001__25__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"delhi","central delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","east delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","ganganagar",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","new delhi","pc2001__07__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"delhi","north delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","north east delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","north west delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","south delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","south west delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"delhi","west delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"goa","lakshadweep",NA,0,"unresolved_no_deterministic_lineage",NA
"goa","north goa","pc2001__30__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"goa","south goa","pc2001__30__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","ahmadabad","pc2001__24__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","ahmedabad","pc2001__24__07",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"gujarat","amreli","pc2001__24__13",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","anand","pc2001__24__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","aravalli",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","banas kantha","pc2001__24__02",1,"deterministic_to_2001","exact_census_2001_identity"
"gujarat","bharuch","pc2001__24__21",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","bhavnagar","pc2001__24__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","botad",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","chhotaudepur",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","devbhoomi dwarka",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","diu",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","dohad","pc2001__24__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","gandhinagar","pc2001__24__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","gir somnath",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","jamnagar","pc2001__24__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","junagadh","pc2001__24__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","kachchh","pc2001__24__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","kheda","pc2001__24__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","mahesana","pc2001__24__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","mahisagar",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","morbi",NA,0,"unresolved_no_deterministic_lineage",NA
"gujarat","narmada","pc2001__24__20",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","navsari","pc2001__24__24",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","panch mahals","pc2001__24__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","patan","pc2001__24__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","porbandar","pc2001__24__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","rajkot","pc2001__24__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","sabar kantha","pc2001__24__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","surat","pc2001__24__22",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","surendranagar","pc2001__24__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","tapi","pc2001__24__22",1,"deterministic_to_2001","reviewed_deterministic_nss_lineage"
"gujarat","the dangs","pc2001__24__23",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","vadodara","pc2001__24__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"gujarat","valsad","pc2001__24__25",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","ambala","pc2001__06__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","bhiwani","pc2001__06__13",1,"deterministic_to_2001","exact_census_2001_identity"
"haryana","faridabad","pc2001__06__19",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","fatehabad","pc2001__06__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","gurgaon","pc2001__06__18",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","hisar","pc2001__06__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","jhajjar","pc2001__06__15",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","jind","pc2001__06__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","kaithal","pc2001__06__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","karnal","pc2001__06__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","kurukshetra","pc2001__06__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","mahendragarh","pc2001__06__16",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","mewat",NA,0,"unresolved_no_deterministic_lineage",NA
"haryana","north west delhi",NA,0,"unresolved_no_deterministic_lineage",NA
"haryana","palwal",NA,0,"unresolved_no_deterministic_lineage",NA
"haryana","panchkula","pc2001__06__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","panipat","pc2001__06__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","rewari","pc2001__06__17",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","rohtak","pc2001__06__14",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","sirsa","pc2001__06__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","sonipat","pc2001__06__08",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"haryana","yamunanagar","pc2001__06__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","bilaspur h p",NA,0,"unresolved_no_deterministic_lineage",NA
"himachal pradesh","chamba","pc2001__02__01",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","gurdaspur",NA,0,"unresolved_no_deterministic_lineage",NA
"himachal pradesh","hamirpur h p",NA,0,"unresolved_no_deterministic_lineage",NA
"himachal pradesh","kangra","pc2001__02__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","kinnaur","pc2001__02__12",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","kullu","pc2001__02__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","lahul and spiti","pc2001__02__03",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","mandi","pc2001__02__05",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","shimla","pc2001__02__11",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","sirmaur","pc2001__02__10",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","solan","pc2001__02__09",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"himachal pradesh","una","pc2001__02__07",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","anantnag","pc2001__01__06",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","badgam","pc2001__01__04",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","bandipora",NA,0,"unresolved_no_deterministic_lineage",NA
"jammu and kashmir","baramula","pc2001__01__02",1,"deterministic_to_2001","exact_census_2001_identity;reviewed_deterministic_nss_lineage"
"jammu and kashmir","chamba",NA,0,"unresolved_no_deterministic_lineage",NA
