"beta","statistic","p.value","accepted","acceptance_component","specification_id","construct_id","treatment","analysis_scope"
-0.0330776924955686,13.1265411681025,0.000319836129726977,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0325983056478068,13.1147087223744,0.00032181193593057,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0321189188000449,13.1021680796081,0.000323919483587778,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.031639531952283,13.0888684767642,0.000326169844379637,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0311601451045212,13.074754773791,0.000328575262516779,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0306807582567593,13.0597670102079,0.000331149307011358,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0302013714089975,13.043839910153,0.000333907047578007,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0297219845612356,13.0269023291756,0.000336865258451821,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0292425977134737,13.0088766350869,0.000340042655306348,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0287632108657119,12.9896780140743,0.000343460171560521,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.02828382401795,12.9692136919982,0.000347141281737497,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0278044371701881,12.9473820593117,0.000351112381252594,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0273250503224263,12.92407168633,0.000355403234156601,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0268456634746644,12.8991602135985,0.000360047503068698,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0263662766269025,12.8725130998206,0.000365083378962382,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0258868897791407,12.8439822071679,0.000370554332834502,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0254075029313788,12.8134042007483,0.000376510016877749,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0249281160836169,12.7805987354932,0.000383007349978331,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0244487292358551,12.7453663996902,0.000390111831689635,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0239693423880932,12.7074863797512,0.000397899140999328,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0234899555403314,12.6667138055188,0.000406457092175639,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0230105686925695,12.6227767293911,0.000415888041086657,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0225311818448076,12.5753726857646,0.00042631186348241,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0220517949970458,12.5241647697005,0.000437869664419401,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0215724081492839,12.4687771653538,0.000450728428957024,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.021093021301522,12.40879004564,0.000465086893704348,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0206136344537602,12.3437337550739,0.000481183014277384,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0201342476059983,12.2730821780755,0.000499303536185422,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0196548607582364,12.1962451859766,0.000519796362159983,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0191754739104746,12.112560048567,0.000543086671279433,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0186960870627127,12.0212816920093,0.000569698120102818,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0182167002149509,11.9215716869701,0.000600280997477304,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.017737313367189,11.8124858628577,0.000635649995619829,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0172579265194271,11.6929604721102,0.000676835429111163,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
-0.0167785396716652,11.5617968813152,0.000725153482662179,FALSE,NA,"unadjusted__nonzero_mean","emi_total_0708","dise_emi_enrollment_share_total_0708","structural_iv"
