"academic_year","target_unit_2001","dise_report_school_quality_source_districts","dise_report_school_quality_status","dise_report_pupils_per_teacher","dise_report_single_teacher_school_share","dise_report_girls_toilet_school_share","girls_toilet_definition","source_pdf","source_page"
"2013-14","pc2001__33__27",1,"one_to_one_report_ratio",20,1.1,94.6,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",166
"2013-14","pc2001__33__28",1,"one_to_one_report_ratio",19,3.5,98.7,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",174
"2013-14","pc2001__33__29",1,"one_to_one_report_ratio",20,2.1,95.3,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",176
"2013-14","pc2001__33__30",1,"one_to_one_report_ratio",15,1.4,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",158
"2013-14","pc2001__34__01",1,"one_to_one_report_ratio",16,0,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",91
"2013-14","pc2001__34__02",1,"one_to_one_report_ratio",15,0,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",90
"2013-14","pc2001__34__03",1,"one_to_one_report_ratio",15,0,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",89
"2013-14","pc2001__34__04",1,"one_to_one_report_ratio",15,0,100,"girls_and_coeducational_schools","DistrictReport-2013-14-II.pdf",88
"2013-14","pc2001__35__01",1,"one_to_one_report_ratio",10,0.9,96.2,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",23
"2013-14","pc2001__35__02",1,"one_to_one_report_ratio",9,10.5,98.3,"girls_and_coeducational_schools","DistrictReport-2013-14-I.pdf",25
"2014-15","pc2001__01__01",1,"one_to_one_report_ratio",14,3.7,62.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",463
"2014-15","pc2001__01__02",1,"one_to_one_report_ratio",15,3.5,45.7,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",447
"2014-15","pc2001__01__03",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2014-15","pc2001__01__04",1,"one_to_one_report_ratio",12,2.3,100,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",443
"2014-15","pc2001__01__05",1,"one_to_one_report_ratio",10,3.9,65.8,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",467
"2014-15","pc2001__01__06",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2014-15","pc2001__01__07",1,"one_to_one_report_ratio",6,5.7,86.7,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",465
"2014-15","pc2001__01__08",1,"one_to_one_report_ratio",7,8.9,100,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",455
"2014-15","pc2001__01__09",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2014-15","pc2001__01__10",1,"one_to_one_report_ratio",12,6.3,54.9,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",483
"2014-15","pc2001__01__11",1,"one_to_one_report_ratio",14,7.9,48,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",469
"2014-15","pc2001__01__12",1,"one_to_one_report_ratio",14,7.3,56.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",471
"2014-15","pc2001__01__13",1,"one_to_one_report_ratio",12,7.1,84.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",453
"2014-15","pc2001__01__14",1,"one_to_one_report_ratio",11,8.8,72,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",457
"2014-15","pc2001__02__01",1,"one_to_one_report_ratio",11,7,100,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",419
"2014-15","pc2001__02__02",1,"one_to_one_report_ratio",10,3.6,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",423
"2014-15","pc2001__02__03",1,"one_to_one_report_ratio",4,17.3,68,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",429
"2014-15","pc2001__02__04",1,"one_to_one_report_ratio",12,8,96,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",427
"2014-15","pc2001__02__05",1,"one_to_one_report_ratio",10,6.7,99.2,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",431
"2014-15","pc2001__02__07",1,"one_to_one_report_ratio",12,3.6,99.8,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",439
"2014-15","pc2001__02__09",1,"one_to_one_report_ratio",12,2.9,99.1,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",437
"2014-15","pc2001__02__10",1,"one_to_one_report_ratio",13,12.4,93.9,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",435
"2014-15","pc2001__02__11",1,"one_to_one_report_ratio",9,8.1,82.8,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",433
"2014-15","pc2001__02__12",1,"one_to_one_report_ratio",6,4.8,96.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",425
"2014-15","pc2001__03__01",2,"multiple_source_districts_not_aggregated",NA,NA,NA,NA,NA,NA
"2014-15","pc2001__03__02",1,"one_to_one_report_ratio",17,1.7,96.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",169
"2014-15","pc2001__03__03",1,"one_to_one_report_ratio",15,6.2,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",189
"2014-15","pc2001__03__04",1,"one_to_one_report_ratio",17,4.8,94.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",187
"2014-15","pc2001__03__05",1,"one_to_one_report_ratio",14,5.7,97.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",185
"2014-15","pc2001__03__06",1,"one_to_one_report_ratio",16,9.7,99.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",201
"2014-15","pc2001__03__07",1,"one_to_one_report_ratio",15,11.2,89.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",207
"2014-15","pc2001__03__08",1,"one_to_one_report_ratio",14,4.6,98.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",177
"2014-15","pc2001__03__09",1,"one_to_one_report_ratio",17,3,99,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",191
"2014-15","pc2001__03__10",1,"one_to_one_report_ratio",19,4.3,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",195
"2014-15","pc2001__03__11",1,"one_to_one_report_ratio",19,16.4,97.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",179
"2014-15","pc2001__03__12",1,"one_to_one_report_ratio",18,1.4,94.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",199
"2014-15","pc2001__03__13",1,"one_to_one_report_ratio",17,0.9,87,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",175
"2014-15","pc2001__03__14",1,"one_to_one_report_ratio",18,1.3,98.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",173
"2014-15","pc2001__03__15",1,"one_to_one_report_ratio",19,4.6,97.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",193
"2014-15","pc2001__03__16",1,"one_to_one_report_ratio",16,2.7,98.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",209
"2014-15","pc2001__03__17",1,"one_to_one_report_ratio",16,6.5,96.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",205
"2014-15","pc2001__04__01",1,"one_to_one_report_ratio",19,0,100,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",225
"2014-15","pc2001__05__01",1,"one_to_one_report_ratio",13,12.3,91.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",557
"2014-15","pc2001__05__02",1,"one_to_one_report_ratio",10,5.2,99.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",537
"2014-15","pc2001__05__03",1,"one_to_one_report_ratio",11,12.4,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",551
"2014-15","pc2001__05__04",1,"one_to_one_report_ratio",10,4.5,93.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",553
"2014-15","pc2001__05__05",1,"one_to_one_report_ratio",23,6.6,99.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",541
"2014-15","pc2001__05__06",1,"one_to_one_report_ratio",10,3.9,99.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",543
"2014-15","pc2001__05__07",1,"one_to_one_report_ratio",10,8.7,78.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",549
"2014-15","pc2001__05__08",1,"one_to_one_report_ratio",13,21.9,98.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",535
"2014-15","pc2001__05__09",1,"one_to_one_report_ratio",12,15.7,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",533
"2014-15","pc2001__05__10",1,"one_to_one_report_ratio",13,5.3,93.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",539
"2014-15","pc2001__05__11",1,"one_to_one_report_ratio",16,7.9,86.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",547
"2014-15","pc2001__05__12",1,"one_to_one_report_ratio",24,1.6,95.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",555
"2014-15","pc2001__05__13",1,"one_to_one_report_ratio",35,7.8,91.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",545
"2014-15","pc2001__06__01",1,"one_to_one_report_ratio",19,12.6,96.9,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",403
"2014-15","pc2001__06__02",1,"one_to_one_report_ratio",17,6.2,97,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",375
"2014-15","pc2001__06__03",1,"one_to_one_report_ratio",20,10.9,95.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",415
"2014-15","pc2001__06__04",1,"one_to_one_report_ratio",17,11.1,98.3,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",395
"2014-15","pc2001__06__05",1,"one_to_one_report_ratio",18,3.9,94.8,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",391
"2014-15","pc2001__06__06",1,"one_to_one_report_ratio",19,3.2,98.4,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",393
"2014-15","pc2001__06__07",1,"one_to_one_report_ratio",21,1.7,98.1,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",405
"2014-15","pc2001__06__08",1,"one_to_one_report_ratio",17,1.9,98.3,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",413
"2014-15","pc2001__06__09",1,"one_to_one_report_ratio",19,0.8,97.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",389
"2014-15","pc2001__06__10",1,"one_to_one_report_ratio",21,4.3,95.7,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",381
"2014-15","pc2001__06__11",1,"one_to_one_report_ratio",21,2.4,92.7,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",411
"2014-15","pc2001__06__12",1,"one_to_one_report_ratio",17,0.2,99.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",385
"2014-15","pc2001__06__13",1,"one_to_one_report_ratio",15,1.3,89.2,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",377
"2014-15","pc2001__06__14",1,"one_to_one_report_ratio",18,0.5,95.3,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",409
"2014-15","pc2001__06__15",1,"one_to_one_report_ratio",16,4.7,98.4,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",387
"2014-15","pc2001__06__16",1,"one_to_one_report_ratio",15,3.8,99.7,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",397
"2014-15","pc2001__06__17",1,"one_to_one_report_ratio",16,4.3,100,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",407
"2014-15","pc2001__06__18",1,"one_to_one_report_ratio",24,3.5,96.6,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",383
"2014-15","pc2001__06__19",1,"one_to_one_report_ratio",27,1,98.1,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",379
"2014-15","pc2001__07__05",1,"one_to_one_report_ratio",16,0,100,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",291
"2014-15","pc2001__08__01",1,"one_to_one_report_ratio",16,12,98.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",241
"2014-15","pc2001__08__02",1,"one_to_one_report_ratio",18,4.7,99.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",243
"2014-15","pc2001__08__03",1,"one_to_one_report_ratio",21,17.7,95.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",227
"2014-15","pc2001__08__04",1,"one_to_one_report_ratio",19,7.5,98.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",233
"2014-15","pc2001__08__05",1,"one_to_one_report_ratio",16,3.8,98.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",253
"2014-15","pc2001__08__06",1,"one_to_one_report_ratio",19,7.1,98.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",215
"2014-15","pc2001__08__07",1,"one_to_one_report_ratio",19,6.5,93.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",223
"2014-15","pc2001__08__08",1,"one_to_one_report_ratio",25,12,98.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",235
"2014-15","pc2001__08__09",1,"one_to_one_report_ratio",23,10,99.1,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",257
"2014-15","pc2001__08__10",1,"one_to_one_report_ratio",18,6.9,97.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",269
"2014-15","pc2001__08__11",1,"one_to_one_report_ratio",21,10,97.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",239
"2014-15","pc2001__08__12",1,"one_to_one_report_ratio",17,5.3,97.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",245
"2014-15","pc2001__08__13",1,"one_to_one_report_ratio",18,5,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",271
"2014-15","pc2001__08__14",1,"one_to_one_report_ratio",19,8.2,96.1,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",261
"2014-15","pc2001__08__15",1,"one_to_one_report_ratio",20,14.7,97.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",255
"2014-15","pc2001__08__16",1,"one_to_one_report_ratio",24,37,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",247
"2014-15","pc2001__08__17",1,"one_to_one_report_ratio",28,38.1,94.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",221
"2014-15","pc2001__08__18",1,"one_to_one_report_ratio",23,20.5,98.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",249
"2014-15","pc2001__08__19",1,"one_to_one_report_ratio",22,12.3,94.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",273
"2014-15","pc2001__08__20",1,"one_to_one_report_ratio",18,8,98.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",263
"2014-15","pc2001__08__21",1,"one_to_one_report_ratio",18,6.8,96,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",213
"2014-15","pc2001__08__22",1,"one_to_one_report_ratio",14,8.2,96.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",275
"2014-15","pc2001__08__23",1,"one_to_one_report_ratio",16,16.4,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",229
"2014-15","pc2001__08__24",1,"one_to_one_report_ratio",20,15.5,99.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",225
"2014-15","pc2001__08__25",1,"one_to_one_report_ratio",18,16.1,99.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",267
"2014-15","pc2001__08__26",1,"one_to_one_report_ratio",20,22.4,96.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",277
"2014-15","pc2001__08__27",1,"one_to_one_report_ratio",22,21.3,92.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",237
"2014-15","pc2001__08__28",1,"one_to_one_report_ratio",23,18.5,90.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",217
"2014-15","pc2001__08__29",1,"one_to_one_report_ratio",17,16.6,99.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",231
"2014-15","pc2001__08__30",1,"one_to_one_report_ratio",16,2.5,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",259
"2014-15","pc2001__08__31",1,"one_to_one_report_ratio",19,12.9,91.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",219
"2014-15","pc2001__08__32",1,"one_to_one_report_ratio",20,15.9,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",251
"2014-15","pc2001__09__01",1,"one_to_one_report_ratio",27,4.1,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",509
"2014-15","pc2001__09__02",1,"one_to_one_report_ratio",33,4.6,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",499
"2014-15","pc2001__09__03",1,"one_to_one_report_ratio",36,9.4,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",415
"2014-15","pc2001__09__04",1,"one_to_one_report_ratio",32,5.6,99.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",497
"2014-15","pc2001__09__05",1,"one_to_one_report_ratio",59,18.2,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",507
"2014-15","pc2001__09__06",1,"one_to_one_report_ratio",32,7.1,98,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",463
"2014-15","pc2001__09__07",1,"one_to_one_report_ratio",35,8.8,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",493
"2014-15","pc2001__09__08",1,"one_to_one_report_ratio",45,1.3,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",397
"2014-15","pc2001__09__09",1,"one_to_one_report_ratio",49,1,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",441
"2014-15","pc2001__09__10",1,"one_to_one_report_ratio",40,4.6,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",439
"2014-15","pc2001__09__11",1,"one_to_one_report_ratio",34,6.7,99.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",419
"2014-15","pc2001__09__12",1,"one_to_one_report_ratio",27,3.2,98.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",385
"2014-15","pc2001__09__13",1,"one_to_one_report_ratio",31,10.1,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",455
"2014-15","pc2001__09__14",1,"one_to_one_report_ratio",37,6,99.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",489
"2014-15","pc2001__09__15",1,"one_to_one_report_ratio",39,7.9,99.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",383
"2014-15","pc2001__09__16",1,"one_to_one_report_ratio",35,7.1,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",437
"2014-15","pc2001__09__17",1,"one_to_one_report_ratio",27,7.3,95.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",427
"2014-15","pc2001__09__18",1,"one_to_one_report_ratio",25,3.7,99.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",487
"2014-15","pc2001__09__19",1,"one_to_one_report_ratio",40,6.7,98.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",417
"2014-15","pc2001__09__20",1,"one_to_one_report_ratio",41,6.5,98.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",409
"2014-15","pc2001__09__21",1,"one_to_one_report_ratio",46,15.8,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",501
"2014-15","pc2001__09__22",1,"one_to_one_report_ratio",45,13.6,99.1,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",515
"2014-15","pc2001__09__23",1,"one_to_one_report_ratio",37,14.6,99.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",475
"2014-15","pc2001__09__24",1,"one_to_one_report_ratio",49,8.6,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",523
"2014-15","pc2001__09__25",1,"one_to_one_report_ratio",41,9.1,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",453
"2014-15","pc2001__09__26",1,"one_to_one_report_ratio",28,4.4,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",529
"2014-15","pc2001__09__27",1,"one_to_one_report_ratio",58,18.2,97.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",481
"2014-15","pc2001__09__28",1,"one_to_one_report_ratio",32,13.6,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",505
"2014-15","pc2001__09__29",1,"one_to_one_report_ratio",33,7.6,98.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",433
"2014-15","pc2001__09__30",1,"one_to_one_report_ratio",36,9.4,99,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",465
"2014-15","pc2001__09__31",1,"one_to_one_report_ratio",37,14.3,99.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",429
"2014-15","pc2001__09__32",1,"one_to_one_report_ratio",31,2.5,96.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",393
"2014-15","pc2001__09__33",1,"one_to_one_report_ratio",21,5.3,96.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",467
"2014-15","pc2001__09__34",1,"one_to_one_report_ratio",40,3.6,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",469
"2014-15","pc2001__09__35",1,"one_to_one_report_ratio",29,8.2,92.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",457
"2014-15","pc2001__09__36",1,"one_to_one_report_ratio",27,7.6,96.1,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",461
"2014-15","pc2001__09__37",1,"one_to_one_report_ratio",35,13.6,99.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",479
"2014-15","pc2001__09__39",1,"one_to_one_report_ratio",38,6.7,98.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",485
"2014-15","pc2001__09__40",1,"one_to_one_report_ratio",39,10.7,99.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",405
"2014-15","pc2001__09__41",1,"one_to_one_report_ratio",37,7.3,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",423
"2014-15","pc2001__09__42",1,"one_to_one_report_ratio",27,5.6,83.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",435
"2014-15","pc2001__09__43",1,"one_to_one_report_ratio",42,17.7,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",503
"2014-15","pc2001__09__44",1,"one_to_one_report_ratio",41,4,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",473
"2014-15","pc2001__09__45",1,"one_to_one_report_ratio",40,2.4,99.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",387
"2014-15","pc2001__09__46",1,"one_to_one_report_ratio",31,4.8,97.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",407
"2014-15","pc2001__09__47",1,"one_to_one_report_ratio",29,1.5,96.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",431
"2014-15","pc2001__09__48",1,"one_to_one_report_ratio",32,2.7,99.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",389
"2014-15","pc2001__09__49",1,"one_to_one_report_ratio",35,7.2,95.1,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",527
"2014-15","pc2001__09__50",1,"one_to_one_report_ratio",49,17.2,96.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",399
"2014-15","pc2001__09__51",1,"one_to_one_report_ratio",45,16.9,99.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",519
"2014-15","pc2001__09__52",1,"one_to_one_report_ratio",59,21.7,99.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",403
"2014-15","pc2001__09__53",1,"one_to_one_report_ratio",34,11.8,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",445
"2014-15","pc2001__09__54",1,"one_to_one_report_ratio",44,15.7,98.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",521
"2014-15","pc2001__09__55",1,"one_to_one_report_ratio",39,9,98.3,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",411
"2014-15","pc2001__09__56",1,"one_to_one_report_ratio",45,15.7,98.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",513
"2014-15","pc2001__09__57",1,"one_to_one_report_ratio",60,22.5,99.6,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",483
"2014-15","pc2001__09__58",1,"one_to_one_report_ratio",33,3.7,98.9,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",447
"2014-15","pc2001__09__59",1,"one_to_one_report_ratio",44,24,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",477
"2014-15","pc2001__09__60",1,"one_to_one_report_ratio",32,6,99.8,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",425
"2014-15","pc2001__09__61",1,"one_to_one_report_ratio",33,5.6,100,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",395
"2014-15","pc2001__09__62",1,"one_to_one_report_ratio",43,8.5,99.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",491
"2014-15","pc2001__09__63",1,"one_to_one_report_ratio",32,4.1,77.5,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",401
"2014-15","pc2001__09__64",1,"one_to_one_report_ratio",39,7.4,90,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",459
"2014-15","pc2001__09__65",1,"one_to_one_report_ratio",39,16.2,99.4,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",443
"2014-15","pc2001__09__66",1,"one_to_one_report_ratio",39,2.7,97.2,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",421
"2014-15","pc2001__09__67",1,"one_to_one_report_ratio",26,1.3,98,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",531
"2014-15","pc2001__09__69",1,"one_to_one_report_ratio",38,9.8,99.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",495
"2014-15","pc2001__09__70",1,"one_to_one_report_ratio",41,30.6,99.7,"girls_and_coeducational_schools","DistrictReport-2014-15-II.pdf",525
"2014-15","pc2001__10__01",1,"one_to_one_report_ratio",56,4,58.7,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",197
"2014-15","pc2001__10__02",1,"one_to_one_report_ratio",52,3.7,65.4,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",201
"2014-15","pc2001__10__03",1,"one_to_one_report_ratio",58,4.1,66.5,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",215
"2014-15","pc2001__10__04",1,"one_to_one_report_ratio",60,5.5,71.1,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",217
"2014-15","pc2001__10__05",1,"one_to_one_report_ratio",52,9.5,86.2,"girls_and_coeducational_schools","DistrictReport-2014-15-I.pdf",187
