"target_unit_2001","academic_year","dise_source_district_count","dise_source_districts","dise_english_enrollment","dise_hindi_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_management_enrollment","dise_government_enrollment","dise_private_enrollment","dise_government_schools","dise_private_schools","dise_total_schools","dise_total_teachers","dise_single_teacher_schools","dise_girls_toilet_schools","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_english_count_valid","dise_hindi_count_valid","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_private_enrollment_share","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","dise_pupils_per_teacher","census_age_6_13_population","census_age_6_13_population_2001","census_age_6_13_population_2011","census_age_6_13_annual_log_growth_2001_2011","census_age_6_13_population_method","dise_emi_gross_enrollment_ratio_age_6_13","dise_elementary_gross_enrollment_ratio_age_6_13"
"pc2001__21__10","2005-06",1,"KENDRAPARA",26,0,217913,NA,217913,201446,16467,1616,198,1814,6218,209,262,217913,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0119313671052209,0,100,7.55668546621817,10.9151047409041,11.5214994487321,14.4432194046306,35.0455130266967,NA,239882,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__21__12","2005-06",1,"CUTTACK",1588,228,313937,NA,313937,289190,24747,2250,249,2499,9244,186,206,313937,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.505833973058289,0.0726260364340616,87.4449339207048,7.88279177032334,9.9639855942377,7.44297719087635,8.24329731892757,33.9611639982691,NA,390500,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__21__14","2005-06",1,"DHENKANAL",416,0,169643,NA,169643,155548,14095,1280,152,1432,4915,106,288,169643,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.245220846129814,0,100,8.30862458221088,10.6145251396648,7.40223463687151,20.1117318435754,34.5153611393693,185324.070447287,193032,176320,-0.00905554523053279,"log_linear_interpolation_2001_2011",0.224471650658205,91.5385678668507
"pc2001__21__16","2005-06",1,"NAYAGARH",654,0,123312,NA,123312,116853,6459,998,84,1082,3978,91,163,123312,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.530362008563643,0,100,5.23793304787855,7.7634011090573,8.41035120147874,15.0646950092421,30.9984917043741,NA,148292,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__21__17","2005-06",1,"KHORDHA",11064,0,242081,NA,242081,218400,23681,1562,201,1763,7414,212,343,242081,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,4.5703710741446,0,100,9.78226296157071,11.4010209869541,12.0249574588769,19.4554736245037,32.6518748314,312333.699922342,312340,312326,-4.4823953928456e-06,"log_linear_interpolation_2001_2011",3.54236510589505,77.5071662328434
"pc2001__21__18","2005-06",1,"PURI",3219,0,238716,NA,238716,221782,16934,1770,170,1940,6435,188,274,238716,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.34846428391897,0,100,7.09378508353022,8.76288659793815,9.69072164948454,14.1237113402062,37.0965034965035,248786.381608258,256556,239609,-0.00683385362282649,"log_linear_interpolation_2001_2011",1.29388111165533,95.9521974059999
"pc2001__21__19","2005-06",1,"GANJAM",6255,0,537005,NA,537005,508347,28658,3306,248,3554,12271,451,890,537005,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.16479362389549,0,100,5.3366355992961,6.97805289814294,12.6899268429938,25.0422059651097,43.7621220764404,601512.117008,614829,585627,-0.00486611122216968,"log_linear_interpolation_2001_2011",1.03987930137022,89.2758408045266
"pc2001__21__20","2005-06",1,"GAJAPATI",363,0,95327,NA,95327,93082,2245,1249,16,1265,3274,324,96,95327,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.380794528307825,0,100,2.35505155936933,1.26482213438735,25.6126482213439,7.58893280632411,29.1163714111179,111727.194587234,110574,113153,0.00230559051277997,"log_linear_interpolation_2001_2011",0.324898518521897,85.3212150830216
"pc2001__21__21","2005-06",1,"KANDHAMAL",90,0,127796,NA,127796,122224,5572,1602,48,1650,5102,193,175,127796,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0704247394284641,0,100,4.36007386772669,2.90909090909091,11.6969696969697,10.6060606060606,25.0482163857311,NA,139579,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__21__24","2005-06",1,"BOLANGIR",1432,869,215317,NA,215317,210020,5297,2088,45,2133,6235,238,239,215317,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.665065926053215,0.403590984455477,62.2338113863538,2.46009372227924,2.10970464135021,11.1579934364744,11.2048757618378,34.5336006415397,247509.267687765,240570,256263,0.00631931533860785,"log_linear_interpolation_2001_2011",0.578564194132108,86.9935101871111
"pc2001__21__25","2005-06",1,"NUAPADA",443,290,94522,NA,94522,93037,1485,895,36,931,3162,53,50,94522,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.468673959501492,0.306806880937771,60.4365620736698,1.57106282135376,3.86680988184748,5.69280343716434,5.37056928034372,29.8931056293485,104756.252996466,102662,107374,0.00448760283792994,"log_linear_interpolation_2001_2011",0.422886450525244,90.2304132653434
"pc2001__21__26","2005-06",1,"KALAHANDI",2047,0,206609,NA,206609,197977,8632,1892,71,1963,5985,237,172,206609,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.990760325058444,0,100,4.17793997357327,3.61691288843607,12.0733571064697,8.76209882832399,34.5211361737678,258760.820871681,244983,276657,0.0121589651370907,"log_linear_interpolation_2001_2011",0.791078028390976,79.845549764451
"pc2001__21__27","2005-06",1,"RAYAGADA",1162,233,133142,NA,133142,127629,5513,1693,64,1757,4922,272,250,133142,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.87275239969356,0.175001126616695,83.2974910394265,4.14069189286626,3.64257256687536,15.4809334092203,14.2287990893569,27.0503860219423,NA,168989,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__21__29","2005-06",1,"KORAPUT",2672,164,196425,NA,196425,181979,14446,2091,92,2183,6389,412,265,196425,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.36031564210258,0.0834924271350388,94.2172073342736,7.35446099019982,4.21438387540082,18.8731103985341,12.1392579019698,30.744247926123,NA,236538,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__21__30","2005-06",1,"MALKANGIRI",475,0,85015,NA,85015,83047,1968,1032,24,1056,2838,167,62,85015,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.558724930894548,0,100,2.31488560842204,2.27272727272727,15.8143939393939,5.87121212121212,29.9559548978154,117040.255932974,110260,125896,0.0132614956137026,"log_linear_interpolation_2001_2011",0.405843268381112,72.637400971411
"pc2001__22__01","2005-06",1,"KORIYA",888,109961,111010,NA,111010,89587,21423,1195,126,1321,3888,248,213,111010,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.799927934420323,99.0550400864787,0.801089770769245,19.2982614178903,9.53822861468584,18.773656320969,16.1241483724451,28.5519547325103,NA,122948,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__22__02","2005-06",1,"SURGUJA",2436,382177,393078,NA,393078,337493,55585,4987,442,5429,13115,720,494,393078,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.619724329522385,97.2267590656307,0.633363926856346,14.1409593006986,8.14146251611715,13.2621108859827,9.09928163566034,29.9716355318338,NA,407981,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__22__03","2005-06",1,"JASHPUR",232,106564,108487,NA,108487,83694,24793,1417,198,1615,4449,167,192,108487,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.21385050743407,98.2274373888116,0.217236600621746,22.8534294431591,12.2600619195046,10.3405572755418,11.8885448916409,24.3845808046752,146442.128104413,147086,145659,-0.000974917626321655,"log_linear_interpolation_2001_2011",0.158424357118455,74.0818242703008
"pc2001__22__05","2005-06",1,"KORBA",11072,305916,327223,NA,327223,275905,51318,3268,329,3597,13400,361,378,327223,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.38362523416752,93.488538397362,3.49287670195717,15.6828829269336,9.14651098137337,10.0361412288018,10.5087572977481,24.4196268656716,208253.247932656,209081,207246,-0.000881524322425118,"log_linear_interpolation_2001_2011",5.31660375524151,157.127441347669
"pc2001__22__06","2005-06",1,"JANJGIR - CHAMPA",2122,271948,278873,NA,278873,243140,35733,2230,299,2529,9302,137,249,278873,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.76091984523421,97.5167907972446,0.774254752435509,12.8133594862177,11.8228548833531,5.41716093317517,9.84578884934757,29.9798967963879,NA,277203,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__22__08","2005-06",1,"KAWARDHA",5071,294569,307275,NA,307275,249212,58063,3162,429,3591,13437,290,409,307275,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.65031323732813,95.8649418273533,1.69236417033774,18.896102839476,11.9465329991646,8.07574491785018,11.3895850737956,22.8678276400982,NA,129412,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__22__09","2005-06",1,"RAJNANDGAON",2689,249649,257334,NA,257334,240627,16707,2670,134,2804,7907,411,194,257334,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.04494547941586,97.0136087730343,1.06563418906387,6.49234069341789,4.77888730385164,14.6576319543509,6.91868758915835,32.5450866320981,NA,249319,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__22__10","2005-06",1,"DURG",10914,628510,649639,NA,649639,576324,73315,4996,536,5532,21539,251,705,649639,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.6800099747706,96.7475782703932,1.70684866379742,11.2854985615088,9.68908170643529,4.53723788864787,12.7440347071584,30.1610566878685,547161.256655017,548702,545284,-0.000624872918258673,"log_linear_interpolation_2001_2011",1.99465877147827,118.728983841339
"pc2001__22__11","2005-06",1,"RAIPUR",18641,556119,619868,NA,619868,537948,81920,3601,461,4062,17793,176,470,619868,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.00725315712377,89.7157136680713,3.2432667548194,13.2157168945646,11.3490891186608,4.33284096504185,11.5706548498277,34.837745180689,657464.86667473,618379,708607,0.0136199532922745,"log_linear_interpolation_2001_2011",2.8352845824722,94.2815398083727
"pc2001__22__12","2005-06",1,"MAHASAMUND",7766,282644,295029,NA,295029,251502,43527,2877,302,3179,11650,204,377,295029,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.63228360601839,95.8021075894234,2.67415033917565,14.7534649136187,9.4998427178358,6.41711229946524,11.8590751808745,25.3243776824034,165724.603530393,162681,169522,0.00411914838511216,"log_linear_interpolation_2001_2011",4.68608754195979,178.023657148706
"pc2001__22__13","2005-06",1,"DHAMTARI",0,134685,136243,NA,136243,126754,9489,1345,109,1454,4442,93,153,136243,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.8564550105327,0,6.96476149233355,7.49656121045392,6.39614855570839,10.5226960110041,30.6715443493922,133795.064868196,136991,129990,-0.00524577058196323,"log_linear_interpolation_2001_2011",0,101.829615415348
"pc2001__22__14","2005-06",1,"KANKER",1681,124188,129054,NA,129054,120145,8909,1869,89,1958,5923,255,88,129054,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.30255551939498,96.2294853317216,1.33551549626993,6.90331179196305,4.54545454545455,13.023493360572,4.49438202247191,21.7886206314368,NA,127207,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__22__16","2005-06",1,"DANTEWADA",107,98914,102789,NA,102789,99261,3528,1968,48,2016,5211,566,67,102789,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.104096741869266,96.2301413575383,0.1080578867109,3.43227388144646,2.38095238095238,28.0753968253968,3.3234126984127,19.7253886010363,NA,158878,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__01","2005-06",1,"SHEOPUR",0,119577,121624,NA,121624,116644,4980,930,33,963,2289,318,80,121624,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.3169440242058,0,4.09458659475104,3.42679127725857,33.0218068535826,8.3073727933541,53.134119702927,138545.760626094,134879,143163,0.00596057610240088,"log_linear_interpolation_2001_2011",0,87.7861577650418
"pc2001__23__02","2005-06",1,"MORENA",0,296006,296825,NA,296825,285278,11547,2244,109,2353,6538,495,346,296825,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.7240798450265,0,3.89017097616441,4.63238419039524,21.0369740756481,14.7046323841904,45.3999694096054,373141.148634743,365363,382873,0.00468119615798228,"log_linear_interpolation_2001_2011",0,79.5476460009918
"pc2001__23__03","2005-06",1,"BHIND",NA,96,320195,NA,320195,278547,41648,2557,272,2829,7023,780,270,320195,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,0.0299817298833523,NA,13.0070738143944,9.6147048427006,27.5715800636267,9.5440084835631,45.5923394560729,311470.068267939,311966,310865,-0.000353547317598307,"log_linear_interpolation_2001_2011",NA,102.801210331567
"pc2001__23__04","2005-06",1,"GWALIOR",1494,447229,460915,NA,460915,205338,255577,1944,849,2793,6540,1032,798,460915,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.324137856220778,97.0306889556643,0.332944823421131,55.4499202672944,30.3974221267454,36.9495166487648,28.5714285714286,70.4762996941896,344346.231695458,343111,345862,0.000798584159349467,"log_linear_interpolation_2001_2011",0.433865645238512,133.852198042241
"pc2001__23__05","2005-06",1,"DATIA",1726,142912,144790,NA,144790,126023,18767,1172,119,1291,4173,180,196,144790,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.19207127564058,98.7029490986947,1.19332402273262,12.9615304924373,9.21766072811774,13.9426800929512,15.1820294345469,34.6968607716271,NA,132114,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__06","2005-06",1,"SHIVPURI",545,349342,365145,NA,365145,327016,38129,2818,297,3115,8747,904,570,365145,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.149255775103041,95.6721302496269,0.155764575420064,10.4421531172548,9.53451043338684,29.0208667736758,18.2985553772071,41.7451697724934,NA,328159,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__07","2005-06",1,"GUNA",4692,231872,252470,NA,252470,218486,33984,2112,194,2306,5552,722,430,252470,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.85843862637145,91.8414068998297,1.98339561387193,13.4606091812889,8.41283607979185,31.3096270598439,18.6470078057242,45.4737031700288,400476.991033566,376169,432330,0.0139150675023902,"log_linear_interpolation_2001_2011",1.17160288981664,63.042323442457
"pc2001__23__08","2005-06",1,"TIKAMGARH",136,272739,274169,NA,274169,249608,24561,2256,173,2429,6034,879,321,274169,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0496044410564287,99.4784238918331,0.0498396701786532,8.95834321166872,7.12227254013998,36.1877315767806,13.2153149444216,45.4373549883991,NA,262419,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__09","2005-06",1,"CHHATARPUR",1864,344650,348259,NA,348259,291241,57018,2051,348,2399,8548,455,463,348259,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.535233834588625,98.9637023020223,0.537929203437668,16.3722976290634,14.5060441850771,18.9662359316382,19.2997082117549,40.7415769770707,346495.569293462,333096,363607,0.0087642877321552,"log_linear_interpolation_2001_2011",0.537957816834679,100.508933118577
"pc2001__23__10","2005-06",1,"PANNA",690,205635,206494,NA,206494,183169,23325,1681,145,1826,5719,464,256,206494,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.334150144798396,99.5840072835046,0.334423845874228,11.2957277209023,7.9408543263965,25.4107338444688,14.0197152245345,36.1066620038468,195660.558638342,185649,208633,0.011671893343331,"log_linear_interpolation_2001_2011",0.352651553691714,105.53685496814
"pc2001__23__11","2005-06",1,"SAGAR",9258,385077,452943,NA,452943,363258,89685,3235,806,4041,15065,913,779,452943,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.04396579702082,85.0166577251442,2.34775000950968,19.8005046992668,19.9455580301905,22.593417470923,19.2774065825291,30.0659143710587,435356.933551006,428010,444508,0.00378214927474502,"log_linear_interpolation_2001_2011",2.12653096494565,104.039459370855
"pc2001__23__12","2005-06",1,"DAMOH",2905,250559,253585,NA,253585,215527,38058,1968,203,2171,7220,406,321,253585,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.14557249048642,98.8067117534554,1.14611937000915,15.0079854881006,9.35052970981115,18.7010594196223,14.7858129894058,35.1225761772853,232880.424977487,228209,238720,0.00450294412766023,"log_linear_interpolation_2001_2011",1.24742128939383,108.890646358325
"pc2001__23__13","2005-06",1,"SATNA",11183,449219,465028,NA,465028,337260,127768,2825,856,3681,14130,783,718,465028,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.40480143131166,96.6004197596704,2.42896425297892,27.4753348185486,23.2545503939147,21.2713936430318,19.505569138821,32.910686482661,NA,400017,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__14","2005-06",1,"REWA",3972,438844,449273,NA,449273,411416,37857,4671,400,5071,14675,1508,404,449273,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.884094971209042,97.6786942460375,0.896986558751265,8.42627978979373,7.88799053441136,29.7377243147308,7.96687043975547,30.6148551959114,NA,437035,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__15","2005-06",1,"UMARIA",966,119421,120596,NA,120596,96257,24339,855,189,1044,3185,224,229,120596,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.801021592755979,99.0256724932834,0.802412220588602,20.1822614348735,18.1034482758621,21.455938697318,21.9348659003831,37.8637362637363,115380.808881961,107439,125889,0.015847732165274,"log_linear_interpolation_2001_2011",0.837227619879364,104.519981415085
"pc2001__23__16","2005-06",1,"SHAHDOL",10111,193697,208378,NA,208378,169239,39139,1688,212,1900,5553,377,264,208378,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,4.85223967981265,92.954630527215,4.96104176479824,18.7826929906228,11.1578947368421,19.8421052631579,13.8947368421053,37.5253016387538,322718.643362429,320175,325855,0.00175847758321868,"log_linear_interpolation_2001_2011",3.13306969025798,64.5695575033703
"pc2001__23__17","2005-06",1,"SIDHI",985,376521,378049,NA,378049,357907,20142,2640,135,2775,7238,960,281,378049,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.260548235810702,99.5958195895241,0.260923005197268,5.32788077735955,4.86486486486486,34.5945945945946,10.1261261261261,52.2311411992263,NA,440065,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__18","2005-06",1,"NEEMUCH",2143,120693,141584,NA,141584,93796,47788,1201,457,1658,5802,273,468,141584,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.51358910611369,85.2448016725054,1.74460255951024,33.7524014012883,27.5633293124246,16.4656212303981,28.226779252111,24.4026197862806,139592.65052759,139442,139777,0.000239955132523112,"log_linear_interpolation_2001_2011",1.53518110867624,101.426543206167
"pc2001__23__19","2005-06",1,"MANDSAUR",5541,227934,237248,NA,237248,159918,77330,1660,634,2294,7978,268,873,237248,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.33553075263016,96.0741502562719,2.3732733697398,32.5945845697329,27.6373147340889,11.6826503923278,38.0557977332171,29.7377788919529,233662.399942373,232122,235559,0.00146983173461675,"log_linear_interpolation_2001_2011",2.37136997709796,101.534521625435
"pc2001__23__20","2005-06",1,"RATLAM",2937,288172,301114,NA,301114,213680,87434,2412,592,3004,10396,431,914,301114,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.975378096003507,95.7019600549958,1.00890044622461,29.0368431889583,19.7070572569907,14.3475366178429,30.4260985352863,28.9644093882262,259634.394102045,251126,270426,0.00740436881846709,"log_linear_interpolation_2001_2011",1.13120606002826,115.976159877205
"pc2001__23__21","2005-06",1,"UJJAIN",6474,274661,304517,NA,304517,223228,81289,2153,831,2984,10406,352,812,304517,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.12598968202104,90.1956212625239,2.30280825937717,26.6944045816818,27.8485254691689,11.7962466487936,27.2117962466488,29.2635979242745,342345.032172353,338985,346497,0.00219183019699417,"log_linear_interpolation_2001_2011",1.8910746152556,88.950319526381
"pc2001__23__22","2005-06",1,"SHAJAPUR",3715,224917,270095,NA,270095,209018,61077,2686,843,3529,16326,351,1111,270095,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.37544197412022,83.2732927303356,1.62488190629483,22.6131546307781,23.8877869084727,9.94616038537829,31.4820062340606,16.5438564253338,NA,268270,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__23","2005-06",1,"DEWAS",6129,261944,269717,NA,269717,198054,71663,1912,551,2463,8640,410,731,269717,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.27238179276798,97.1180904429458,2.28631753291081,26.5697008345785,22.3710921640276,16.6463662200568,29.6792529435648,31.2172453703704,285411.054920223,281462,290313,0.00309622039400797,"log_linear_interpolation_2001_2011",2.14742908319131,94.501244906365
"pc2001__23__24","2005-06",1,"JHABUA",852,111930,300737,NA,300737,280410,20327,4220,201,4421,10799,1810,455,300737,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.283304016466215,37.2185663885721,0.755439697824121,6.75906190458773,4.54648269622257,40.9409635828998,10.2917891879665,27.8485970923234,373776.146509888,340922,418261,0.0204451927465037,"log_linear_interpolation_2001_2011",0.227943919898447,80.459120467722
"pc2001__23__25","2005-06",1,"DHAR",0,341442,344502,NA,344502,314397,30105,3435,71,3506,9135,996,428,344502,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1117613250431,0,8.73870108156121,2.0250998288648,28.4084426697091,12.2076440387906,37.712315270936,407552.705555383,384213,438013,0.0131051503995809,"log_linear_interpolation_2001_2011",0,84.5294351636159
"pc2001__23__26","2005-06",1,"INDORE",1718,280690,281907,NA,281907,225399,56508,1646,261,1907,9574,184,466,281907,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.609420837368352,99.568297346288,0.608339707090451,20.0449084272473,13.6864184583115,9.64866282118511,24.4362873623492,29.445059536244,481817.748847363,458521,511905,0.0110132968774178,"log_linear_interpolation_2001_2011",0.356566358153039,58.5090525773276
"pc2001__23__28","2005-06",1,"BARWANI",665,228351,229167,NA,229167,208656,20511,2549,131,2680,4768,1497,360,229167,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.290181396099787,99.6439277906505,0.290372725049778,8.95024152692142,4.88805970149254,55.8582089552239,13.4328358208955,48.0635486577181,278708.96034761,254080,312076,0.0205597569831137,"log_linear_interpolation_2001_2011",0.238600150913915,82.2244823826903
"pc2001__23__29","2005-06",1,"BURHANPUR",5632,77970,117528,NA,117528,94482,23046,703,125,828,3103,200,151,117528,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,4.7920495541488,66.3416377373902,6.73668094064735,19.6089442515826,15.0966183574879,24.1545893719807,18.2367149758454,37.8756042539478,NA,366375,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__23__30","2005-06",1,"RAJGARH",674,266263,267680,NA,267680,235719,31961,2417,267,2684,6668,687,645,267680,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.251793185893604,99.4706365809922,0.252494034172857,11.9400029886432,9.9478390461997,25.5961251862891,24.0312965722802,40.1439712057588,280975.277173763,266145,300228,0.0120500912958791,"log_linear_interpolation_2001_2011",0.239878756159454,95.2681683216062
"pc2001__23__31","2005-06",1,"VIDISHA",8239,266487,280927,NA,280927,226534,54393,2176,310,2486,7717,660,489,280927,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.93279036902825,94.8598746293521,2.99898808267146,19.3619694796157,12.4698310539019,26.5486725663717,19.6701528559936,36.403654269794,281997.629411221,267893,300249,0.0114024483340156,"log_linear_interpolation_2001_2011",2.92165576611481,99.6203409888741
"pc2001__23__32","2005-06",1,"BHOPAL",NA,254165,479701,NA,479701,244735,234966,819,539,1358,9157,224,872,479701,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,52.984046312182,NA,48.9817615556357,39.6907216494845,16.4948453608247,64.2120765832106,52.3862618761603,368637.391293095,359208,380499,0.00575819412824377,"log_linear_interpolation_2001_2011",NA,130.128145253339
"pc2001__23__33","2005-06",1,"SEHORE",1681,239068,241061,NA,241061,185549,55512,1433,373,1806,7515,235,708,241061,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.69733386985037,99.1732383089757,0.698237583541365,23.0281961827089,20.6533776301218,13.0121816168328,39.202657807309,32.0773120425815,246490.847544113,238877,256127,0.00697246401105523,"log_linear_interpolation_2001_2011",0.681972583058753,97.7971403002534
"pc2001__23__34","2005-06",1,"RAISEN",1213,259491,263661,NA,263661,219550,44111,2109,355,2464,8237,630,856,263661,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.460060456419417,98.4184236576513,0.465278630170615,16.7301952127922,14.4074675324675,25.5681818181818,34.7402597402597,32.0093480636154,252476.516188948,245121,261767,0.00657028289322401,"log_linear_interpolation_2001_2011",0.480440723085793,104.429910543712
"pc2001__23__35","2005-06",1,"BETUL",5803,316349,325751,NA,325751,280404,45347,3028,242,3270,8390,672,690,325751,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.78142200637911,97.1137463891132,1.80132359879808,13.9207554236211,7.40061162079511,20.5504587155963,21.1009174311927,38.8261025029797,284951.320264732,296187,271796,-0.00859392267012325,"log_linear_interpolation_2001_2011",2.03648819546046,114.318122722633
"pc2001__23__36","2005-06",1,"HARDA",1888,27845,112191,NA,112191,89549,22642,784,183,967,2970,292,245,112191,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,1.68284443493685,24.8192814040342,6.3498469713786,20.1816544999153,18.9245087900724,30.1964839710445,25.3360910031024,37.7747474747475,103482.546001673,101803,105573,0.00363630835314732,"log_linear_interpolation_2001_2011",1.82446226242779,108.415384366544
"pc2001__23__37","2005-06",1,"HOSHANGABAD",281,245708,246411,NA,246411,183657,62754,1694,464,2158,8143,436,721,246411,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.114037116849491,99.714704294857,0.11423275024493,25.4672072269501,21.501390176089,20.2038924930491,33.4105653382762,30.2604691145769,NA,221117,NA,NA,"unavailable_without_two_district_anchors",NA,NA
