"target_unit_2001","academic_year","dise_source_district_count","dise_source_districts","dise_english_enrollment","dise_hindi_enrollment","dise_grade_enrollment","dise_direct_enrollment","dise_management_enrollment","dise_government_enrollment","dise_private_enrollment","dise_government_schools","dise_private_schools","dise_total_schools","dise_total_teachers","dise_single_teacher_schools","dise_girls_toilet_schools","dise_total_enrollment","dise_total_enrollment_source","dise_direct_to_grade_enrollment_ratio","dise_management_to_grade_enrollment_ratio","dise_english_identity_resolved","dise_hindi_identity_resolved","dise_english_count_valid","dise_hindi_count_valid","dise_emi_enrollment_share_total","dise_hindi_enrollment_share_total","dise_english_share_english_hindi","dise_private_enrollment_share","dise_private_school_share","dise_single_teacher_school_share","dise_girls_toilet_school_share","dise_pupils_per_teacher","census_age_6_13_population","census_age_6_13_population_2001","census_age_6_13_population_2011","census_age_6_13_annual_log_growth_2001_2011","census_age_6_13_population_method","dise_emi_gross_enrollment_ratio_age_6_13","dise_elementary_gross_enrollment_ratio_age_6_13"
"pc2001__09__24","2006-07",1,"SITAPUR",0,825470,843383,NA,843383,673249,170134,3362,761,4123,12118,238,3607,843383,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.8760539399063,0,20.1728040522515,18.457433907349,5.77249575551783,87.4848411350958,69.5975408483248,894167.280570626,818867,960899,0.0159947627088183,"log_linear_interpolation_2001_2011",0,94.3204944226748
"pc2001__09__25","2006-07",1,"HARDOI",504,813640,819946,NA,819946,624052,195894,3053,932,3985,14378,165,3245,819946,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0614674624914324,99.2309249633512,0.0619055105730682,23.8910855105092,23.3877038895859,4.1405269761606,81.4303638644918,57.0278202809848,823126.874714424,773513,866078,0.0113032497195927,"log_linear_interpolation_2001_2011",0.061229928882453,99.6135620385949
"pc2001__09__26","2006-07",1,"UNNAO",171,540739,543945,NA,543945,403917,140028,2379,737,3116,12503,41,2109,543945,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0314370019027659,99.4106021748522,0.0316133922463996,25.7430438739211,23.6521181001284,1.31578947368421,67.6829268292683,43.5051587618971,606564.1449649,609051,604537,-0.000743913225460902,"log_linear_interpolation_2001_2011",0.0281915773326653,89.6764183170564
"pc2001__09__27","2006-07",1,"LUCKNOW",707,504446,513226,NA,513226,290480,222746,1779,764,2543,8244,61,1883,513226,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.137756076270493,98.2892526878997,0.139957597005264,43.4011527085533,30.0432559968541,2.39874164372788,74.0464018875344,62.2544881125667,749889.420537097,732877,764102,0.00417234038495491,"log_linear_interpolation_2001_2011",0.0942805673259961,68.4402241109642
"pc2001__09__28","2006-07",1,"RAE BARELI",0,536003,537723,NA,537723,409762,127961,2108,608,2716,9313,29,2091,537723,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.6801327077324,0,23.7968247592162,22.3858615611193,1.06774668630339,76.9882179675994,57.738967035327,665685.443530565,645793,682416,0.00551604235651459,"log_linear_interpolation_2001_2011",0,80.7773408936364
"pc2001__09__29","2006-07",1,"FARRUKHABAD",NA,373394,374418,NA,374418,275713,98705,1397,333,1730,7073,62,1566,374418,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.7265088751075,NA,26.3622475415178,19.2485549132948,3.58381502890173,90.5202312138728,52.9362363919129,374607.936984128,362220,385058,0.00611422102555698,"log_linear_interpolation_2001_2011",NA,99.9492971276431
"pc2001__09__30","2006-07",1,"KANNAUJ",0,250159,257498,NA,257498,207407,50091,1175,236,1411,5247,28,1217,257498,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.149880775773,0,19.4529666249835,16.7257264351524,1.98440822111977,86.2508858965273,49.075281113017,334485.229849211,327379,340414,0.0039044002780886,"log_linear_interpolation_2001_2011",0,76.9833693751089
"pc2001__09__31","2006-07",1,"ETAWAH",0,311906,314653,NA,314653,177250,137403,1563,647,2210,8502,119,2157,314653,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1269747944561,0,43.6681042291032,29.2760180995475,5.38461538461539,97.6018099547511,37.0092919313103,296626.446328797,294373,298483,0.00138653090946765,"log_linear_interpolation_2001_2011",0,106.077190316072
"pc2001__09__32","2006-07",1,"AURAIYA",NA,279726,281063,NA,281063,177021,104042,1322,448,1770,6677,47,1712,281063,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.5243059385262,NA,37.0173235182148,25.3107344632768,2.65536723163842,96.7231638418079,42.0942039838251,264383.456174979,260794,267357,0.00248540203053935,"log_linear_interpolation_2001_2011",NA,106.308845517921
"pc2001__09__33","2006-07",1,"KANPUR DEHAT",0,306283,312621,NA,312621,251519,61102,1952,325,2277,7585,124,1667,312621,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.9726249996002,0,19.5450721480643,14.2731664470795,5.4457619675011,73.2103645147123,41.2156888595913,337749.013516258,341218,334937,-0.0018579114770313,"log_linear_interpolation_2001_2011",0,92.5601519143894
"pc2001__09__34","2006-07",1,"KANPUR NAGAR",0,574931,584067,NA,584067,268101,315966,2121,1583,3704,14608,305,2995,584067,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.4357958932794,0,54.0975607250538,42.7375809935205,8.23434125269978,80.8585313174946,39.9826807228916,761836.234115002,813164,722260,-0.0118547626350063,"log_linear_interpolation_2001_2011",0,76.665689270935
"pc2001__09__35","2006-07",1,"JALAUN",0,315378,325465,NA,325465,201123,124342,1744,605,2349,7102,134,1087,325465,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.9007420152705,0,38.2044152212988,25.7556406981694,5.70455512984249,46.2750106428267,45.8272317656998,304579.50773643,310182,300071,-0.00331401086577687,"log_linear_interpolation_2001_2011",0,106.857156089977
"pc2001__09__36","2006-07",1,"JHANSI",1626,306722,312654,NA,312654,229843,82811,1581,557,2138,7835,72,1369,312654,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.52006371260243,98.102694991908,0.527326267723481,26.4864674688314,26.0523854069224,3.36763330215154,64.0318054256314,39.9047862156988,344775.898765221,353599,337721,-0.00459433918754672,"log_linear_interpolation_2001_2011",0.471610691415308,90.6832528374918
"pc2001__09__37","2006-07",1,"LALITPUR",1533,249840,252204,NA,252204,204728,47476,1231,281,1512,5304,149,1315,252204,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.607841271351763,99.062663558072,0.609850699955843,18.8244437043029,18.5846560846561,9.85449735449735,86.9708994708995,47.5497737556561,237541.528655807,215965,256789,0.0173138378489691,"log_linear_interpolation_2001_2011",0.645360838028994,106.172592820786
"pc2001__09__38","2006-07",1,"HAMIRPUR",903,114809,222450,NA,222450,148934,73516,1050,483,1533,5420,86,689,222450,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.405933917734322,51.611148572713,0.78038578539823,33.0483254663969,31.5068493150685,5.6099151989563,44.9445531637312,41.0424354243542,219843.489398943,230109,211786,-0.0082976778817184,"log_linear_interpolation_2001_2011",0.410746755552699,101.18562101074
"pc2001__09__39","2006-07",1,"MAHOBA",0,171841,173911,NA,173911,127106,46805,900,258,1158,3616,159,865,173911,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.8097360143982,0,26.913191229997,22.279792746114,13.7305699481865,74.6977547495682,48.0948561946903,164484.144128195,152408,175073,0.0138641894487629,"log_linear_interpolation_2001_2011",0,105.731163889243
"pc2001__09__40","2006-07",1,"BANDA",NA,351136,351631,NA,351631,289856,61775,1746,312,2058,6970,132,1797,351631,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.8592274287534,NA,17.5681325025382,15.1603498542274,6.41399416909621,87.3177842565598,50.4492109038737,362277.351713232,342185,379591,0.0103742830805003,"log_linear_interpolation_2001_2011",NA,97.0612704153642
"pc2001__09__41","2006-07",1,"CHITRAKOOT",0,183659,197204,NA,197204,177295,19909,1171,95,1266,3859,101,1100,197204,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,93.1314780633253,0,10.0956370053346,7.50394944707741,7.97788309636651,86.8878357030016,51.1023581238663,200405.939364367,178633,220180,0.0209111971831083,"log_linear_interpolation_2001_2011",0,98.4022732187865
"pc2001__09__42","2006-07",1,"FATEHPUR",0,485121,489464,NA,489464,324437,165027,1973,836,2809,9382,41,1487,489464,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1127028749816,0,33.7158606148767,29.7614809540762,1.45959416162335,52.936988252047,52.1705393306331,528839.58403916,522128,534395,0.00232224973398692,"log_linear_interpolation_2001_2011",0,92.5543425213336
"pc2001__09__43","2006-07",1,"PRATAPGARH",0,651868,656185,NA,656185,432922,223263,2051,659,2710,9247,221,1879,656185,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.3421062657635,0,34.0243986071001,24.3173431734317,8.1549815498155,69.3357933579336,70.9619336000865,656238.638772717,639435,670315,0.0047162777207943,"log_linear_interpolation_2001_2011",0,99.9918263312235
"pc2001__09__44","2006-07",1,"KAUSHAMBI",NA,257239,258385,NA,258385,228429,29956,1136,160,1296,4101,2,1209,258385,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.5564758016139,NA,11.5935522572905,12.3456790123457,0.154320987654321,93.287037037037,63.0053645452329,NA,311000,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__45","2006-07",1,"ALLAHABAD",0,920340,925477,NA,925477,620968,304509,3064,1036,4100,14352,397,3627,925477,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.4449348822283,0,32.9029246539892,25.2682926829268,9.68292682926829,88.4634146341463,64.4841833890747,NA,1097976,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__46","2006-07",1,"BARABANKI",0,592464,596371,NA,596371,479359,117012,2573,478,3051,10648,125,2315,596371,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.3448708941246,0,19.6206723666979,15.6669944280564,4.09701737135365,75.8767617174697,56.0077948910594,NA,595691,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__47","2006-07",1,"FAIZABAD",76,360046,363792,NA,363792,227403,136389,1346,600,1946,8075,14,1310,363792,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0208910586269077,98.9702907155737,0.021103959213822,37.4909288824383,30.8324768756423,0.719424460431655,67.3175745118191,45.0516408668731,NA,463846,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__48","2006-07",1,"AMBEDKAR NAGAR",0,469413,493483,NA,493483,284025,209458,1400,821,2221,8163,53,1935,493483,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,95.1224256965286,0,42.4448258602627,36.9653309320126,2.38631247185952,87.1229176046826,60.4536322430479,480097.716979064,467358,490779,0.00488983653614012,"log_linear_interpolation_2001_2011",0,102.788033049847
"pc2001__09__49","2006-07",1,"SULTANPUR",321,648121,653917,NA,653917,505722,148195,2509,658,3167,13619,9,1354,653917,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0490887987313375,99.1136489799164,0.0495032709170597,22.6626620809675,20.7767603410167,0.284180612567098,42.753394379539,48.0150525001836,NA,727700,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__50","2006-07",1,"BAHRAICH",0,450597,458446,NA,458446,415017,43429,2414,186,2600,7864,400,1316,458446,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.2879117715063,0,9.47308952417515,7.15384615384615,15.3846153846154,50.6153846153846,58.2967955239064,663500.291325888,545807,778439,0.035502519898892,"log_linear_interpolation_2001_2011",0,69.0950713953534
"pc2001__09__51","2006-07",1,"SHRAWASTI",0,177472,181078,NA,181078,148707,32371,950,126,1076,2898,248,1005,181078,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.0085929820298,0,17.8768265609295,11.7100371747212,23.0483271375465,93.4014869888476,62.4837819185645,NA,260862,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__52","2006-07",1,"BALRAMPUR",0,298978,315888,NA,315888,244282,71606,1409,249,1658,4725,223,1135,315888,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.6468368535684,0,22.6681608671428,15.0180940892642,13.4499396863691,68.4559710494572,66.8546031746032,445902.9608377,393334,494099,0.0228076778262432,"log_linear_interpolation_2001_2011",0,70.8423194603942
"pc2001__09__53","2006-07",1,"GONDA",651,545897,559555,NA,559555,411529,148026,2181,519,2700,9946,265,2151,559555,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.116342450697429,97.5591318100991,0.119111221704224,26.4542359553574,19.2222222222222,9.81481481481481,79.6666666666667,56.2593002211945,699424.140557178,640922,751240,0.0158817409963666,"log_linear_interpolation_2001_2011",0.0930765700310827,80.0022429243356
"pc2001__09__54","2006-07",1,"SIDDHARTHNAGAR",734,345913,353945,NA,353945,308737,45208,1994,207,2201,6147,412,1420,353945,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.207376852335815,97.7307208747122,0.211742781561646,12.7726059133481,9.40481599273058,18.7187641980918,64.5161290322581,57.5801203839271,NA,485319,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__55","2006-07",1,"BASTI",0,440025,473676,NA,473676,340317,133359,1888,522,2410,6903,133,1913,473676,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,92.8957768601322,0,28.154054670281,21.6597510373444,5.51867219917012,79.3775933609958,68.6188613646241,506878.655584736,477914,531878,0.0106983339748181,"log_linear_interpolation_2001_2011",0,93.4495849807616
"pc2001__09__56","2006-07",1,"SANT KABIR NAGAR",0,251463,255578,NA,255578,191627,63951,1128,238,1366,3705,83,1144,255578,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.3899240153691,0,25.0221067541025,17.4231332357247,6.07613469985359,83.7481698389458,68.9819163292847,NA,339878,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__57","2006-07",1,"MAHARAJGANJ",0,439526,451994,NA,451994,332204,119790,1461,414,1875,6104,151,1677,451994,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,97.2415563038447,0,26.50256419333,22.08,8.05333333333333,89.44,74.0488204456094,NA,499354,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__58","2006-07",1,"GORAKHPUR",0,573961,595223,NA,595223,479330,115893,2489,534,3023,11425,19,2971,595223,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,96.4278934113769,0,19.4705177723307,17.6645716175984,0.628514720476348,98.2798544492226,52.0982932166302,NA,861301,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__59","2006-07",1,"KUSHINAGAR",0,621746,632008,NA,632008,453002,179006,2125,586,2711,7656,334,1176,632008,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.3762863761218,0,28.3233756534727,21.6156399852453,12.3201770564367,43.3788270011066,82.5506792058516,NA,682635,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__09__60","2006-07",1,"DEORIA",0,455485,461893,NA,461893,397758,64135,2097,294,2391,9047,174,1525,461893,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,98.6126657039617,0,13.8852504800895,12.2961104140527,7.27728983688833,63.7808448347972,51.0548248038024,641218.787351447,630320,650276,0.00311692612132641,"log_linear_interpolation_2001_2011",0,72.033603679619
"pc2001__09__61","2006-07",1,"AZAMGARH",0,895170,902808,NA,902808,607920,294888,2775,1089,3864,16583,170,1768,902808,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1539729377675,0,32.6634234521626,28.1832298136646,4.39958592132505,45.7556935817805,54.4417777241754,960003.686033543,924468,990092,0.00685794311802693,"log_linear_interpolation_2001_2011",0,94.0421389140849
"pc2001__09__62","2006-07",1,"MAU",0,403160,404052,NA,404052,338510,65542,1447,185,1632,7394,51,862,404052,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.7792363359172,0,16.2211794521497,11.3357843137255,3.125,52.8186274509804,54.6459291317284,456179.112881641,433941,475219,0.00908671702554872,"log_linear_interpolation_2001_2011",0,88.5731039826969
"pc2001__09__63","2006-07",1,"BALLIA",269,553129,556403,NA,556403,432445,123958,2230,603,2833,12180,6,2524,556403,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0483462526262439,99.4115775795601,0.0486087770465379,22.2784564425425,21.2848570420049,0.211789622308507,89.0928344511119,45.6816912972085,642593.335667696,621101,660730,0.00618515747815139,"log_linear_interpolation_2001_2011",0.0418616230621956,86.5871102478617
"pc2001__09__64","2006-07",1,"JAUNPUR",0,667126,672961,NA,672961,560308,112653,2581,588,3169,12935,84,1642,672961,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1329363811573,0,16.73990023196,18.5547491322184,2.65067844745977,51.8144525086778,52.0263625821415,928233.367055928,907616,945450,0.00408396229655148,"log_linear_interpolation_2001_2011",0,72.499117558597
"pc2001__09__65","2006-07",1,"GHAZIPUR",0,554664,559199,NA,559199,479809,79390,2065,328,2393,8793,25,1916,559199,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.1890185783594,0,14.1970926271327,13.70664437944,1.04471374843293,80.0668616798997,63.5959285795519,730622.379901093,707781,749858,0.0057749131461311,"log_linear_interpolation_2001_2011",0,76.5373488936516
"pc2001__09__66","2006-07",1,"CHANDAULI",0,344630,347337,NA,347337,279633,67704,1223,234,1457,6008,53,1427,347337,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,99.2206416247045,0,19.4923086224618,16.060398078243,3.63761153054221,97.9409746053535,57.8124167776298,383338.666564347,364148,399790,0.00933790308405948,"log_linear_interpolation_2001_2011",0,90.6083915596071
"pc2001__09__67","2006-07",1,"VARANASI",198,444969,445451,NA,445451,325450,120001,1279,439,1718,9525,23,1551,445451,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0444493333722452,99.8917950571443,0.0444776903948406,26.9392144141555,25.5529685681024,1.33876600698487,90.279394644936,46.7665091863517,695457.929577509,694613,696150,0.000221029841280024,"log_linear_interpolation_2001_2011",0.0284704496964015,64.0514660995542
"pc2001__09__69","2006-07",1,"MIRZAPUR",NA,469489,470852,NA,470852,350951,119901,1704,577,2281,9167,0,2102,470852,"grade_i_viii_sum",NA,1,FALSE,TRUE,FALSE,TRUE,NA,99.7105247508771,NA,25.464689541512,25.2959228408593,0,92.1525646646208,51.3638049525472,503447.620570383,490774,514060,0.00463562534616623,"log_linear_interpolation_2001_2011",NA,93.525518993723
"pc2001__09__70","2006-07",1,"SONBHADRA",1082,324440,327257,NA,327257,258493,68764,1605,247,1852,5631,307,1490,327257,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.330626999575257,99.1392086341927,0.332389208717076,21.0122319767033,13.3369330453564,16.5766738660907,80.4535637149028,58.1170307227846,372798.840066815,339868,402102,0.0168148480844695,"log_linear_interpolation_2001_2011",0.290236954547948,87.7838031742125
"pc2001__10__01","2006-07",1,"PASHCHIM CHAMPARAN",1215,447709,502434,NA,502434,485986,16448,1846,54,1900,7629,45,490,502434,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.24182280657758,89.1080221481826,0.270647147401342,3.27366380459921,2.8421052631579,2.36842105263158,25.7894736842105,65.8584349193866,816255.349499719,693845,932309,0.0295415712178474,"log_linear_interpolation_2001_2011",0.148850479294827,61.5535322749114
"pc2001__10__02","2006-07",1,"PURBA CHAMPARAN",2879,521373,678988,NA,678988,677016,1972,2323,5,2328,11768,32,213,678988,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.424013384625354,76.7867767913424,0.549163379443474,0.290432231497464,0.214776632302405,1.3745704467354,9.14948453608247,57.6978246091094,1068779.46641581,915458,1213139,0.0281542007807732,"log_linear_interpolation_2001_2011",0.26937269010742,63.5292893750112
"pc2001__10__03","2006-07",1,"SHEOHAR",0,74662,83152,NA,83152,81512,1640,291,10,301,1261,6,46,83152,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,89.7897825668655,0,1.9722917067539,3.32225913621262,1.99335548172757,15.2823920265781,65.9413164155432,135254.628244486,117835,151406,0.0250679629496928,"log_linear_interpolation_2001_2011",0,61.4781180350403
"pc2001__10__04","2006-07",1,"SITAMARHI",286,396299,422027,NA,422027,422027,0,1491,0,1491,6443,42,200,422027,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.0677681759697839,93.9037075826902,0.0721156876835987,0,0,2.8169014084507,13.4138162307176,65.501629675617,706357.322801356,613790,792387,0.0255397058733045,"log_linear_interpolation_2001_2011",0.0404894223883384,59.7469561618297
"pc2001__10__05","2006-07",1,"MADHUBANI",0,602876,678021,NA,678021,672044,5977,2577,16,2593,12182,85,173,678021,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,88.9170099451197,0,0.881536117612876,0.617045892788276,3.27805630543772,6.67180871577324,55.6576095879166,926661.168297429,818337,1025873,0.0226025004190513,"log_linear_interpolation_2001_2011",0,73.1681679556876
"pc2001__10__06","2006-07",1,"SUPAUL",0,263958,293598,NA,293598,290073,3525,1091,20,1111,5317,10,90,293598,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,89.9045633825844,0,1.20062125763799,1.8001800180018,0.9000900090009,8.1008100810081,55.2187323678766,472681.842021481,409324,531749,0.0261664555019505,"log_linear_interpolation_2001_2011",0,62.1132385251764
"pc2001__10__07","2006-07",1,"ARARIA",0,248473,444646,NA,444646,430473,14173,1268,32,1300,5565,44,87,444646,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,55.8810829288918,0,3.1874794780567,2.46153846153846,3.38461538461538,6.69230769230769,79.9004492362983,NA,520615,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__08","2006-07",1,"KISHANGANJ",6624,121800,181879,NA,181879,175610,6269,699,22,721,3287,20,135,181879,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,3.64198175710225,66.9675993380214,5.15791440852177,3.44679704638798,3.05131761442441,2.77392510402219,18.7239944521498,55.3328262853666,357331.611288469,309024,402422,0.0264082345474755,"log_linear_interpolation_2001_2011",1.85374027674605,50.8992191718441
"pc2001__10__09","2006-07",1,"PURNIA",0,491392,513633,NA,513633,512591,1042,1250,2,1252,5364,14,66,513633,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,95.6698654486764,0,0.202868585157106,0.159744408945687,1.11821086261981,5.27156549520767,95.7555928411633,692023.404433042,613469,763721,0.0219072806097864,"log_linear_interpolation_2001_2011",0,74.2219116737543
"pc2001__10__10","2006-07",1,"KATIHAR",0,387659,410156,NA,410156,409903,253,1361,2,1363,6425,24,161,410156,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,94.5150137996275,0,0.061683847121583,0.146735143066764,1.76082171680117,11.8121790168745,63.8375097276265,NA,578269,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__11","2006-07",1,"MADHEPURA",1008,261913,298498,NA,298498,296991,1507,1043,4,1047,5090,9,96,298498,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0.337690704795342,87.7436364732762,0.383385123287984,0.50486100409383,0.382043935052531,0.859598853868195,9.16905444126074,58.6440078585462,421125.406425643,360183,478582,0.0284215329446199,"log_linear_interpolation_2001_2011",0.239358629192081,70.8810239053352
"pc2001__10__12","2006-07",1,"SAHARSA",0,245934,262647,NA,262647,261611,1036,805,3,808,4098,29,96,262647,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,93.636706301614,0,0.394445777031529,0.371287128712871,3.58910891089109,11.8811881188119,64.0915080527086,404306.430354242,356255,448404,0.0230047845192729,"log_linear_interpolation_2001_2011",0,64.9623602993096
"pc2001__10__13","2006-07",1,"DARBHANGA",0,441472,512027,NA,512027,480370,31657,1782,75,1857,7644,49,262,512027,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,86.2204532182873,0,6.1826817726409,4.03877221324717,2.63866451265482,14.1087775982768,66.9841705913134,NA,772074,NA,NA,"unavailable_without_two_district_anchors",NA,NA
"pc2001__10__14","2006-07",1,"MUZAFFARPUR",0,639787,770795,NA,770795,763033,7762,2740,58,2798,13440,78,658,770795,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,0,83.003522337327,0,1.00701224060872,2.07290922087205,2.78770550393138,23.5167977126519,57.350818452381,945576.289735603,841049,1040691,0.021299027233392,"log_linear_interpolation_2001_2011",0,81.5158975925174
"pc2001__10__15","2006-07",1,"GOPALGANJ",7964,27860,392595,NA,392595,392057,538,1239,2,1241,6632,17,214,392595,"grade_i_viii_sum",NA,1,TRUE,TRUE,TRUE,TRUE,2.02855359849208,7.09637157885353,22.2309066547566,0.137036895528471,0.16116035455278,1.36986301369863,17.2441579371475,59.1970747889023,559871.393499643,524119,590930,0.0119978809300167,"log_linear_interpolation_2001_2011",1.42246953362247,70.1223539116667
